,LCE5A (254910)
ACH-000004,-0.060125015456304776
ACH-000005,0.028454529961793956
ACH-000007,-0.17037259264881788
ACH-000009,-0.1262334501021509
ACH-000011,0.04676414603977616
ACH-000012,-0.17870269841366734
ACH-000013,-0.00306360886584175
ACH-000014,0.025433343656533783
ACH-000015,-0.015139418546969971
ACH-000017,-0.1427636523613859
ACH-000018,-0.15801641099142008
ACH-000019,-0.2831208200754989
ACH-000021,-0.16507703629367368
ACH-000022,0.06041482239486684
ACH-000025,-0.11159753017431157
ACH-000028,-0.10304809504215616
ACH-000030,-0.03911467613220715
ACH-000035,0.06934902619868122
ACH-000036,0.015101111078416062
ACH-000037,-0.16741187031780275
ACH-000039,-0.08860222380989961
ACH-000040,-0.1173454433578394
ACH-000041,-0.014466958261138628
ACH-000042,0.026228573397592662
ACH-000045,0.01274279910363277
ACH-000047,0.019782527364302846
ACH-000052,-0.07913401453882794
ACH-000053,-0.08113006255234023
ACH-000054,-0.1341886475704897
ACH-000055,0.0651843637309451
ACH-000060,-0.009843385124858208
ACH-000067,-0.14370775174753922
ACH-000070,-0.010071724093487864
ACH-000075,-0.07773523052431018
ACH-000078,-0.1652678004142102
ACH-000082,-0.08732898953031157
ACH-000085,-0.16646096087300585
ACH-000086,-0.1667750577656708
ACH-000087,-0.07448007339196422
ACH-000092,-0.13922965130209164
ACH-000095,-0.061375003650251926
ACH-000097,-0.22550022285800897
ACH-000098,-0.1371639128512385
ACH-000099,-0.01624944085615
ACH-000108,0.020291979599556836
ACH-000113,-0.12629898008389842
ACH-000116,-0.033514722624208015
ACH-000118,0.04652247241083414
ACH-000120,0.008191873632033216
ACH-000123,-0.14219648834773874
ACH-000127,-0.007086403791645822
ACH-000128,-0.2709333364585099
ACH-000132,0.034470747553804006
ACH-000133,-0.034936037471325725
ACH-000137,0.06567299483897072
ACH-000138,-0.030302640573383707
ACH-000142,-0.13837935775728916
ACH-000143,-0.06823899266082699
ACH-000146,-0.13831579130320187
ACH-000148,-0.07935888947230074
ACH-000150,-0.02382706843625396
ACH-000152,-0.03359991681540067
ACH-000153,-0.11499927431562973
ACH-000159,-0.07728253325196785
ACH-000160,0.01137401940706726
ACH-000163,-0.08255710884229729
ACH-000167,-0.0038990141243660736
ACH-000168,-0.07999494215457116
ACH-000169,-0.05839865466097039
ACH-000178,-0.053769198615555236
ACH-000183,-0.009866368511196356
ACH-000188,-0.03695112274619902
ACH-000189,0.030428743266594345
ACH-000190,0.038328130770338316
ACH-000198,-0.10079820828085376
ACH-000203,0.13185877470467816
ACH-000204,0.12336303067427133
ACH-000206,0.020021514368376788
ACH-000207,-0.07972327585683392
ACH-000208,-0.03796823202029409
ACH-000210,-0.2406055982634801
ACH-000211,-0.06725728384712604
ACH-000215,-0.058597311103255036
ACH-000221,-0.0489668479382957
ACH-000222,-0.001958097605296704
ACH-000223,-0.05544020367488052
ACH-000226,-0.1344690596123829
ACH-000227,-0.02547153358021208
ACH-000228,-0.14798849307909534
ACH-000231,-0.021159501679088352
ACH-000232,0.017849408752817552
ACH-000233,-0.09535692318881324
ACH-000234,-0.056161042083410335
ACH-000235,-0.06517331637547727
ACH-000237,-0.1263388069443596
ACH-000238,-0.011545947456931265
ACH-000242,-0.13642724534646958
ACH-000243,-0.029506123611818095
ACH-000244,-0.22274836102536644
ACH-000246,-0.09786716371826186
ACH-000248,-0.08400938807212106
ACH-000250,-0.07467220555565647
ACH-000251,-0.18712321330452752
ACH-000252,-0.1085399683319676
ACH-000253,-0.14582186599253294
ACH-000255,-0.0392925412683757
ACH-000256,-0.17626987127720492
ACH-000257,0.03918136543762829
ACH-000258,-0.09929285320274676
ACH-000259,-0.06673541505683954
ACH-000260,-0.017841101312708312
ACH-000261,0.048389370869930524
ACH-000262,-0.0319158539602593
ACH-000263,0.04455590036751915
ACH-000264,-0.13159247240464794
ACH-000265,0.0950864863131881
ACH-000266,-0.1035807094887907
ACH-000272,-0.026644204000477574
ACH-000274,-0.06089423840228226
ACH-000277,-0.0825501328131001
ACH-000278,0.08021108161484135
ACH-000279,-0.0905124953044662
ACH-000280,-0.0860714166976464
ACH-000281,-0.14703651098040502
ACH-000288,-0.1631962832776675
ACH-000291,0.0237431422135726
ACH-000293,-0.2499277493646934
ACH-000294,-0.0212470967403911
ACH-000295,-0.16310744370103916
ACH-000296,0.06252303806003336
ACH-000302,-0.0015771003292419149
ACH-000304,-0.19792296680923266
ACH-000307,0.00720381705884696
ACH-000308,-0.09872864281275567
ACH-000310,-0.10690332640654067
ACH-000311,-0.10894288006180727
ACH-000312,-0.16454020220424226
ACH-000315,-0.09163026427085534
ACH-000316,0.043522183424982486
ACH-000317,0.018072103563595645
ACH-000318,-0.09148172775750547
ACH-000319,-0.05357878308872698
ACH-000320,-0.029691523444743437
ACH-000322,-0.022452251020115426
ACH-000323,0.002191992698160677
ACH-000324,-0.07640520116727614
ACH-000329,-0.10776116080396844
ACH-000330,-0.1188577634282078
ACH-000331,-0.17167949383212164
ACH-000332,-0.21483570897815304
ACH-000334,-0.20940712830280286
ACH-000335,-0.04479328915411476
ACH-000336,-0.061725646521818424
ACH-000337,-0.2447652809941432
ACH-000338,-0.060219966384605216
ACH-000339,-0.04716419075013757
ACH-000341,-0.0977888397307871
ACH-000348,-0.06092909356601299
ACH-000350,-0.17283471951861
ACH-000352,0.10996847373364198
ACH-000356,-0.15764678256477802
ACH-000361,-0.02361719400841868
ACH-000362,-0.05984546592028263
ACH-000363,-0.09370934401779407
ACH-000364,-0.10064190125817557
ACH-000365,-0.02148565357256995
ACH-000366,-0.14003870810353652
ACH-000368,-0.09515501718231817
ACH-000374,-0.09985488901335927
ACH-000375,-0.033252004019431014
ACH-000376,-0.10499281528310056
ACH-000381,-0.014127503728673168
ACH-000383,-0.01688031842743571
ACH-000387,-0.09387765277684
ACH-000389,-0.07826627484459366
ACH-000390,-0.1282158452937321
ACH-000393,-0.048439938453094314
ACH-000395,-0.0375383895910278
ACH-000396,-0.07944586896907248
ACH-000397,-0.09227595145163264
ACH-000401,-0.09223546116585836
ACH-000402,-0.10645862912322976
ACH-000403,-0.16926958749379667
ACH-000404,0.044341386659894864
ACH-000406,-0.061102397167935765
ACH-000407,0.08490986103603095
ACH-000408,0.04023299542836185
ACH-000410,-0.18913304556937555
ACH-000411,-0.0075786223032134675
ACH-000414,0.05370131375600673
ACH-000415,-0.02515032286373167
ACH-000416,-0.21355283487487586
ACH-000420,-0.13044774952162533
ACH-000421,-0.0988523652761533
