,LCMT1 (51451)
ACH-000004,-0.516600996661378
ACH-000005,-0.4875819432383719
ACH-000007,-0.7059810981865886
ACH-000009,-0.3467736946129252
ACH-000011,-0.5888597070723584
ACH-000012,-0.6727250222769651
ACH-000013,-1.0672827326787924
ACH-000014,-0.5342068883999811
ACH-000015,-0.8475547334007146
ACH-000017,-0.2923752232244896
ACH-000018,-0.3276907349589997
ACH-000019,-0.2264036356035988
ACH-000021,-0.31144876950791434
ACH-000022,-0.4872604181155039
ACH-000025,-0.39090687286722897
ACH-000028,-0.5626334891373733
ACH-000030,0.11825168625484415
ACH-000035,-0.6182481402085145
ACH-000036,-0.22408364113226145
ACH-000037,-0.6454827422156642
ACH-000039,-0.2146356188886758
ACH-000040,-0.4896997623806862
ACH-000041,-0.15383631134890646
ACH-000042,-0.5488937542870178
ACH-000045,-0.31302214417030605
ACH-000047,-0.1092546369381131
ACH-000052,-0.3243926616763247
ACH-000053,-0.18524794640802897
ACH-000054,-0.2987771395994009
ACH-000055,-0.6616859281270515
ACH-000060,0.1265787266977956
ACH-000067,-0.5126315797606371
ACH-000070,-0.2519669057703069
ACH-000075,-0.3275561223678398
ACH-000078,-0.15201741168658192
ACH-000082,-0.2951448455554338
ACH-000085,-0.6153911349892502
ACH-000086,-0.297862910277378
ACH-000087,-0.1611150365168001
ACH-000092,-0.18610311217334888
ACH-000095,-0.009766938135361614
ACH-000097,-0.3685399332878323
ACH-000098,-0.01216419591417193
ACH-000099,-0.6038337848907808
ACH-000108,-0.26540595964750435
ACH-000113,-0.5731510840704558
ACH-000116,-0.5008342776740964
ACH-000118,-0.5454133121158123
ACH-000120,-0.31198836061098545
ACH-000123,-0.4535176809468712
ACH-000127,-0.788069016778723
ACH-000128,-0.18024559636657106
ACH-000132,-0.48135810877359897
ACH-000133,-0.18864134642482105
ACH-000137,-0.4739650307094097
ACH-000138,-0.7659718103939546
ACH-000142,-0.3089454679700072
ACH-000143,0.13573475550061606
ACH-000146,-0.5339976127453917
ACH-000148,-0.4565690638842389
ACH-000150,-0.6595262174986116
ACH-000152,-0.5016368405218886
ACH-000153,-0.25876125573032605
ACH-000159,-0.11453131625370926
ACH-000160,-0.2860248870354828
ACH-000163,-0.5322304843954904
ACH-000167,-0.7330369883476717
ACH-000168,-0.4125283966174433
ACH-000169,-0.5670686568479343
ACH-000178,-0.3359082632810456
ACH-000183,-0.4874782266903356
ACH-000188,-0.3484055014981686
ACH-000189,-0.2858618715435053
ACH-000190,-0.5070590061565822
ACH-000198,-0.5158801717274356
ACH-000203,-0.4204380654729644
ACH-000204,-0.19840588976213375
ACH-000206,-0.5439391633209673
ACH-000207,-0.20243865732292046
ACH-000208,-0.7093722096040649
ACH-000210,-0.5860965371601635
ACH-000211,-1.0752255563083521
ACH-000215,-0.31083902521213264
ACH-000221,-0.6660559503527523
ACH-000222,-0.4479632264522631
ACH-000223,-0.6490645540604765
ACH-000226,-0.3580026243051965
ACH-000227,-0.5221240085850868
ACH-000228,-0.5778381495500686
ACH-000231,-0.08722938483687477
ACH-000232,-0.04701526967672577
ACH-000233,-0.5945704924542684
ACH-000234,-0.3077667163114258
ACH-000235,-0.7246269689038096
ACH-000237,-0.3651596381160596
ACH-000238,-0.40149566029940986
ACH-000242,-0.6241688672923803
ACH-000243,-0.7318090757129023
ACH-000244,-0.5572910781426124
ACH-000246,-0.4569080764807285
ACH-000248,-0.7944262011064736
ACH-000250,-0.8707457830015224
ACH-000251,-0.5217282054481317
ACH-000252,-0.4008694373981371
ACH-000253,-0.5561728485059273
ACH-000255,-0.3738640669739231
ACH-000256,-0.39421151034718893
ACH-000257,-0.3196484375376599
ACH-000258,-0.3229708785639337
ACH-000259,-0.03101151625778203
ACH-000260,-0.5334890458148075
ACH-000261,-0.2701677167253223
ACH-000262,-0.2279639291438735
ACH-000263,-0.5902224132080225
ACH-000264,-0.6855083186865062
ACH-000265,-0.526407763096888
ACH-000266,0.13141040474969606
ACH-000272,0.03217637775447864
ACH-000274,-0.2451807979306948
ACH-000277,-0.3784340419347028
ACH-000278,-0.534973940854581
ACH-000279,-0.31646033961995657
ACH-000280,-0.4845834829211722
ACH-000281,-0.5491944550067009
ACH-000288,-0.4602267845952919
ACH-000291,-0.850308805160805
ACH-000293,-0.37585958528221786
ACH-000294,-0.8649811058597275
ACH-000295,-0.4312223674121266
ACH-000296,-0.3673371978382512
ACH-000302,-0.20376728371579525
ACH-000304,-0.6020693859070352
ACH-000307,-0.1823127492940292
ACH-000308,-0.2381561854953171
ACH-000310,-0.18676416672727053
ACH-000311,-0.4142963979434413
ACH-000312,-0.027056751932739227
ACH-000315,-0.2725264107540837
ACH-000316,-0.4618906618552186
ACH-000317,-0.3143993726285648
ACH-000318,-0.20315835474106755
ACH-000319,-0.11695701723316553
ACH-000320,-0.4106667026679859
ACH-000322,-0.5637297551348485
ACH-000323,-0.20624545787170734
ACH-000324,-0.5717877659912062
ACH-000329,-0.3723377643209017
ACH-000330,-0.33712778985542496
ACH-000331,-0.4249672552236391
ACH-000332,-0.2228932111599582
ACH-000334,-0.5239499545650145
ACH-000335,0.28888323968795737
ACH-000336,-0.3525624094748588
ACH-000337,-0.43385157081622505
ACH-000338,-0.5329860648577828
ACH-000339,-0.7099519785299627
ACH-000341,-0.12232758710858095
ACH-000348,-0.7112138102370811
ACH-000350,-0.15144145411979107
ACH-000352,-0.2952727820313373
ACH-000356,-0.5230182730102577
ACH-000361,-0.13066846674787394
ACH-000362,-0.3685877953737845
ACH-000363,-0.11824587540044805
ACH-000364,-0.3353945679780111
ACH-000365,0.02997626838328922
ACH-000366,0.035968574171748015
ACH-000368,-0.1739832355054254
ACH-000374,-0.7118526509358457
ACH-000375,-0.2131957558922115
ACH-000376,-0.11145444363672344
ACH-000381,-0.13875979305292885
ACH-000383,-0.4641703290261975
ACH-000387,-0.3515462848599465
ACH-000389,-0.5400694037749955
ACH-000390,-0.3937826796355408
ACH-000393,-0.7435823926062546
ACH-000395,-0.4784793303311161
ACH-000396,-0.5157858505081026
ACH-000397,-0.4518041116893971
ACH-000401,-0.5384687500182996
ACH-000402,-0.7652647218010538
ACH-000403,-0.005951311849001456
ACH-000404,-0.7446383238684058
ACH-000406,-0.510904960147965
ACH-000407,-0.7380753449747478
ACH-000408,-0.3693531854250419
ACH-000410,-0.4019528511611717
ACH-000411,-0.2687390279202563
ACH-000414,-0.5589156517763689
ACH-000415,-0.3593546205067837
ACH-000416,-0.16972211048041486
ACH-000420,-0.2922435183412081
ACH-000421,-0.4601105892791623
ACH-000424,-0.35032181440706034
ACH-000425,-0.6930887594622454
ACH-000426,-0.21417741487754768
ACH-000427,-0.22468054330272494
ACH-000433,-0.1092798229236603
ACH-000435,-0.21570554895069066
ACH-000436,-0.6111519344058396
ACH-000444,-0.4446053581310256
ACH-000445,-0.019669347602953947
ACH-000448,-0.2984510663540548
ACH-000450,-0.4726026570769811
ACH-000452,-0.517900809476889
ACH-000454,-0.41543090769299607
ACH-000458,-0.5414468980658562
ACH-000459,-0.5524379667214114
ACH-000460,-0.16853006043442453
ACH-000461,-0.7874259316679225
ACH-000463,-0.4309568625038208
ACH-000464,-0.5179846682847611
ACH-000466,-0.16496961225807752
ACH-000467,-0.05295313497012995
ACH-000468,-0.18145763094177536
ACH-000469,-0.3664093238551636
ACH-000470,-0.2317220264754277
ACH-000471,-0.2982849219641645
ACH-000472,-0.2990998277963096
ACH-000473,-0.2857826574958772
ACH-000475,-0.18301933082757169
ACH-000476,-0.4591838656778138
ACH-000477,-1.2386565079375065
ACH-000479,-0.2908614221432351
ACH-000480,-0.37459724840696
ACH-000481,-0.2883533114175451
ACH-000483,-0.40508566981905997
ACH-000484,-0.3532106685282449
ACH-000485,-0.6976743506599584
ACH-000486,-0.5428944931217462
ACH-000487,-0.368572862637406
ACH-000488,-0.2274764982948229
ACH-000490,-0.23588827653728975
ACH-000491,-0.476972009033536
ACH-000495,-0.5204709842719104
ACH-000496,-0.41071313738325743
ACH-000499,-0.4553353303404564
ACH-000500,-0.5601157692136908
ACH-000502,-0.6532570521325174
ACH-000503,-0.3200751858715873
ACH-000505,-0.4477835339344483
ACH-000507,-0.4736864137980516
ACH-000510,-0.5104644236464938
ACH-000511,-0.10423611160677727
ACH-000512,-0.6462822841177094
ACH-000516,-0.4192267701295019
ACH-000517,-0.8548808733366571
ACH-000518,-0.5630904672913556
ACH-000520,-0.5047154419772165
ACH-000521,-0.5511395445460094
ACH-000522,-0.3392626234408113
ACH-000524,-0.17691124026286528
ACH-000527,-0.6477168388586976
ACH-000528,-0.3489040044795748
ACH-000537,-0.20642994524126426
ACH-000541,-0.22403636194707785
ACH-000542,-0.35935486769410524
ACH-000544,-0.5129511874470128
ACH-000545,-0.004512100825009154
ACH-000547,-0.784533655503553
ACH-000548,-0.5113766630789937
ACH-000549,-0.3454320091493536
ACH-000550,-0.4387683354458428
ACH-000552,-0.3658352997248285
ACH-000556,-0.15436015466713424
ACH-000557,0.10723907522970794
ACH-000569,-0.0865620739104552
ACH-000570,-0.17967544770159222
ACH-000571,-0.1756309429250504
ACH-000573,-0.21009985179222293
ACH-000576,-0.5686691300449528
ACH-000579,-0.7837790250146012
ACH-000580,-0.8146975935944485
ACH-000584,-0.6217802626692225
ACH-000585,-0.9990462772464124
ACH-000588,-0.24419593948238125
ACH-000589,-0.2719851682701813
ACH-000591,-0.2510389051977213
ACH-000593,-0.06555085125711572
ACH-000600,-0.2068266848117655
ACH-000601,-0.271979487993494
ACH-000605,-0.284826651698407
ACH-000606,-0.5549064253640439
ACH-000608,-0.24034608601581725
ACH-000614,-1.0583999909338941
ACH-000616,-0.8706572121953079
ACH-000618,-0.187241248895213
ACH-000619,-0.7151443331505292
ACH-000620,-0.5294370571819383
ACH-000621,-0.5128418356715768
ACH-000622,-0.18364681301933175
ACH-000623,-0.19812497844268576
ACH-000624,-0.25614483742444155
ACH-000627,-0.16281767375669595
ACH-000630,-0.35421167629678824
ACH-000631,-0.17526687799962645
ACH-000632,-0.9484426874986432
ACH-000633,0.006911825492692486
ACH-000637,-0.4431547799320522
ACH-000638,-0.4904998109895358
ACH-000646,-0.3957371934842848
ACH-000647,0.07604486226278462
ACH-000648,-0.4429063143136193
ACH-000649,-0.3802374354304626
ACH-000651,-0.15234647985119826
ACH-000652,-0.4712513373655982
ACH-000653,-0.8019869834919744
ACH-000657,-0.2964970392580142
ACH-000658,-0.8304461202514082
ACH-000661,-1.0093476570712994
ACH-000662,-0.5572497151103384
ACH-000663,-0.8452616428924102
ACH-000665,-0.459748438408071
ACH-000671,-0.2270629545394547
ACH-000672,-0.4537578693792327
ACH-000673,-0.2626006470846862
ACH-000676,-0.6598432718732777
ACH-000677,-0.6081194680596638
ACH-000681,-0.2643003029516769
ACH-000683,-0.13216919190542512
ACH-000684,-0.07335471006916518
ACH-000688,-0.5258416324388979
ACH-000693,-0.10971453282414502
ACH-000694,-0.5632121935471119
ACH-000695,-0.3025603414699982
ACH-000696,-0.1834058836018304
ACH-000697,-0.3367679273291985
ACH-000699,-0.3251341073562569
ACH-000701,-0.21182072502923704
ACH-000706,-0.3339281871431049
ACH-000711,-0.7107302859668779
ACH-000713,-0.7896642926319493
ACH-000714,-0.21731466088114385
ACH-000718,-0.44244532850779855
ACH-000720,-0.1003815200721457
ACH-000721,-0.3409912337121913
ACH-000724,-0.26411693359931626
ACH-000725,-0.4776940839371509
ACH-000732,-0.33760741986491705
ACH-000734,-0.4994724105877262
ACH-000735,-0.2276443934006972
ACH-000736,-0.6233735195977265
ACH-000738,-0.4752224444476528
ACH-000746,-0.2527681238447714
ACH-000747,-0.8009265629698712
ACH-000748,0.01379051522961702
ACH-000753,-0.6348302306261129
ACH-000756,-0.42201410187315824
ACH-000757,-0.4362411588829452
ACH-000758,-0.2300769578627113
ACH-000760,-0.16061673742261584
ACH-000762,-0.5483210835081722
ACH-000763,-0.10864249728743423
ACH-000764,-0.4719464847852312
ACH-000765,-0.7237279541247363
ACH-000766,-0.18747367481042296
ACH-000767,-0.3308087265408554
ACH-000768,-0.8107742966469942
ACH-000769,-0.2302120975970073
ACH-000770,-0.19759538983228825
ACH-000771,-0.1374547172600695
ACH-000773,-0.502850337578981
ACH-000776,-0.2809366655540441
ACH-000777,0.026728432446777976
ACH-000778,-0.3818284579787831
ACH-000781,-0.1553102608741883
ACH-000782,-0.3661389980363083
ACH-000783,-0.3304602093791583
ACH-000784,0.0496844489823816
ACH-000785,0.020298400093456518
ACH-000787,-0.1954363210457336
ACH-000788,-0.3321664060491264
ACH-000791,-0.35408462609020624
ACH-000792,-0.3989966655325749
ACH-000794,-0.7335176873785345
ACH-000796,-0.3991193732695565
ACH-000798,-0.4172458619103573
ACH-000799,-0.5989392746888519
