,HLX (3142)
ACH-000004,0.10774065392336453
ACH-000005,-0.12197437002576267
ACH-000007,-0.1855303130538319
ACH-000009,-0.06446323647630997
ACH-000011,-0.1265570920575415
ACH-000012,-0.048385896356651095
ACH-000013,-0.026334990112947317
ACH-000014,-0.058308909647683524
ACH-000015,-0.028944461643988638
ACH-000017,0.005701967693060085
ACH-000018,-0.2297301294012665
ACH-000019,-0.18376076804248828
ACH-000021,-0.05717491678767081
ACH-000022,-0.01254098185118339
ACH-000025,-0.26464095760499595
ACH-000028,0.12556341137731092
ACH-000030,0.0099314992934417
ACH-000035,-0.005884420084711507
ACH-000036,0.08735230634550202
ACH-000037,0.06559838821166661
ACH-000039,-0.021110126784348596
ACH-000040,0.0836282135097695
ACH-000041,0.14787703209181455
ACH-000042,-0.014978622107926956
ACH-000045,0.0933831500672088
ACH-000047,0.04050763630730005
ACH-000052,0.06925111760736326
ACH-000053,0.1682880259922531
ACH-000054,-0.19061837893010586
ACH-000055,-0.6302287410682833
ACH-000060,0.053124905316184
ACH-000067,-0.04323276348153684
ACH-000070,-0.2331291461329043
ACH-000075,0.10592036070589683
ACH-000078,0.08836952914003665
ACH-000082,-0.1180744453009168
ACH-000085,0.05786923340730193
ACH-000086,-0.26742248872713204
ACH-000087,-0.04136038867701207
ACH-000092,-0.050082163399668235
ACH-000095,-0.4727820690727254
ACH-000097,0.12919114916263064
ACH-000098,-0.12130914075731812
ACH-000099,-0.008482368242720001
ACH-000108,0.22099589774523068
ACH-000113,-0.4243416395867524
ACH-000116,0.1097033561465269
ACH-000118,0.017324296083936642
ACH-000120,-0.2626658226586298
ACH-000123,0.16582917788705545
ACH-000127,0.06858600676684985
ACH-000128,-0.07134413439638541
ACH-000132,-0.19287794289334645
ACH-000133,-0.03571448397633764
ACH-000137,-0.14538932633527013
ACH-000138,0.009212149286310277
ACH-000142,-0.022896219425971573
ACH-000143,0.09954243645347556
ACH-000146,-0.17665218602759736
ACH-000148,0.012772006591585179
ACH-000150,0.09558344561924567
ACH-000152,0.041501543233383294
ACH-000153,-0.3236620295229505
ACH-000159,0.03197510060750031
ACH-000160,-0.11072917531357984
ACH-000163,-0.18505567304696335
ACH-000167,-0.10761991754612488
ACH-000168,-0.12537667359839244
ACH-000169,0.024067815583724443
ACH-000178,-0.1318410547629776
ACH-000183,0.05305953899695585
ACH-000188,-0.1760632517758096
ACH-000189,-0.2012144402860285
ACH-000190,-0.13326183850793527
ACH-000198,-0.37095548781763626
ACH-000203,0.02984245719996282
ACH-000204,0.04788198936008207
ACH-000206,0.08772124065458528
ACH-000207,-0.014208162963163991
ACH-000208,-0.06018845442972533
ACH-000210,-0.6205300924495474
ACH-000211,-0.008256008312112378
ACH-000215,-0.043230470511586516
ACH-000221,0.12926984845174008
ACH-000222,0.052053011395050086
ACH-000223,-0.06650061659818404
ACH-000226,-0.05220722274043418
ACH-000227,-0.046251711856622434
ACH-000228,-0.1564691622024048
ACH-000231,-0.07674353336579977
ACH-000232,-0.005477794509665808
ACH-000233,0.3598865812714384
ACH-000234,-0.0787015705297437
ACH-000235,-0.043200411258797526
ACH-000237,0.08547398145279671
ACH-000238,-0.02980391147815715
ACH-000242,0.08891807937192185
ACH-000243,-0.01853101701968473
ACH-000244,0.14917300212531978
ACH-000246,-0.06909303216343425
ACH-000248,0.10721848812480272
ACH-000250,0.07681421433681276
ACH-000251,-0.2762564026037649
ACH-000252,-0.0874307734275501
ACH-000253,-0.07583741879151164
ACH-000255,0.03083489869940065
ACH-000256,-0.2840872960905564
ACH-000257,-0.07307421087752985
ACH-000258,-0.11107584076831616
ACH-000259,-0.02133712799893796
ACH-000260,-0.018752547157733626
ACH-000261,-0.08368964334492482
ACH-000262,0.18600741297001155
ACH-000263,-0.09079954269043074
ACH-000264,-0.05717714633995389
ACH-000265,-0.04687841275994024
ACH-000266,-0.061134500555454864
ACH-000272,0.07606807132816155
ACH-000274,0.02743841843781393
ACH-000277,0.004637220150542982
ACH-000278,0.1809818247579756
ACH-000279,0.008910148032192698
ACH-000280,0.052991054661592735
ACH-000281,0.07870648616859609
ACH-000288,0.0014992566232741324
ACH-000291,0.08262996833968862
ACH-000293,0.04590152049496946
ACH-000294,-0.15184806947709667
ACH-000295,-0.0505946764569529
ACH-000296,-0.17843033655574655
ACH-000302,-0.1103161807916088
ACH-000304,-0.24781406537309225
ACH-000307,0.03087085750815095
ACH-000308,0.12008314089529855
ACH-000310,-0.03484924897988954
ACH-000311,-0.029601741337836013
ACH-000312,0.10099302660416784
ACH-000315,0.031837307069472034
ACH-000316,-0.07304914758524136
ACH-000317,0.019632831661114392
ACH-000318,-0.3288582789817312
ACH-000319,0.062356728649494174
ACH-000320,-0.008444713638301016
ACH-000322,0.008633528782480585
ACH-000323,-0.07361117140520833
ACH-000324,0.09356598143438773
ACH-000329,-0.005101928217013153
ACH-000330,-0.011243847540639569
ACH-000331,0.005956234431086592
ACH-000332,0.007009384139572689
ACH-000334,-0.09304822895592736
ACH-000335,0.062249775719310375
ACH-000336,0.09120601787961592
ACH-000337,-0.10383824473460944
ACH-000338,-0.331573893689919
ACH-000339,-0.15508361620895394
ACH-000341,-0.010889875129790415
ACH-000348,0.046902723340810415
ACH-000350,-0.23124300474741755
ACH-000352,-0.0435848527939781
ACH-000356,0.10496472917124824
ACH-000361,-0.21552726594187727
ACH-000362,-0.06475710367630398
ACH-000363,-0.003994451611084338
ACH-000364,0.01328268970795871
ACH-000365,-0.14221943728401296
ACH-000366,-0.044929062941425055
ACH-000368,-0.055016004969701535
ACH-000374,-0.0774629905989928
ACH-000375,0.10851577369744284
ACH-000376,0.06554996352123935
ACH-000381,-0.0940820143793494
ACH-000383,-0.017052347304329026
ACH-000387,-0.04692993991493294
ACH-000389,-0.04276139755853086
ACH-000390,0.08306740636495594
ACH-000393,0.0047350427080471574
ACH-000395,0.06407577812477096
ACH-000396,0.3678866441290897
ACH-000397,-0.07635606695136128
ACH-000401,-0.05142058166746875
ACH-000402,-0.06469510838661728
ACH-000403,-0.01918481240627828
ACH-000404,0.105880471818741
ACH-000406,-0.02116534460887335
ACH-000407,-0.061801779685516575
