,GOLGA8M (653720)
ACH-000387,-0.12023959245380746
ACH-000389,-0.3249066212616534
ACH-000390,-0.2539790810104263
ACH-000393,-0.3622512016020851
ACH-000395,-0.21338241201770106
ACH-000396,-0.04191911931142893
ACH-000397,-0.1740197048493702
ACH-000401,-0.30327810758633245
ACH-000402,-0.19364173914391544
ACH-000403,-0.3081656140865288
ACH-000404,-0.23576258868416056
ACH-000406,-0.0696818706777294
ACH-000407,-0.2948595217387275
ACH-000408,-0.05425209822016642
ACH-000410,-0.24703424744607946
ACH-000411,-0.18050540608711585
ACH-000414,-0.12964957146132886
ACH-000415,-0.11727806100102567
ACH-000416,-0.16386343330141204
ACH-000420,-0.27789357929072706
ACH-000421,-0.2003085607707293
ACH-000424,-0.2445336410972745
ACH-000425,-0.2366248392188263
ACH-000426,-0.17819448133055668
ACH-000427,-0.2328693993668687
ACH-000433,-0.2630777457673566
ACH-000435,-0.17868974493389747
ACH-000436,-0.13430396283343585
ACH-000444,-0.15431810953134756
ACH-000445,-0.2505213587921238
ACH-000448,-0.22116038336857688
ACH-000450,-0.4025184915461236
ACH-000452,-0.1108610593954835
ACH-000454,-0.21976174608117924
ACH-000458,-0.17919663614647013
ACH-000459,-0.0502937409204971
ACH-000460,-0.30787068776927456
ACH-000461,-0.2103017718417648
ACH-000463,-0.2294490684197761
ACH-000464,-0.4679849264004488
ACH-000466,-0.18072495459149376
ACH-000467,-0.16577056820348676
ACH-000468,-0.2150995292795556
ACH-000469,-0.22288018266423648
ACH-000470,-0.3482373211654989
ACH-000471,-0.10492021287982148
ACH-000472,-0.14496897171115158
ACH-000473,-0.13153689875074845
ACH-000475,-0.09169784597515902
ACH-000476,-0.0900469880422745
ACH-000477,-0.11092476778860803
ACH-000479,-0.08313249309672699
ACH-000480,-0.2268783460452624
ACH-000481,-0.3134181840353814
ACH-000483,-0.2948587761621907
ACH-000484,-0.2051558120007485
ACH-000485,-0.23024514898969406
ACH-000486,-0.2208924629185207
ACH-000487,-0.1832748418879354
ACH-000488,-0.2321596486599889
ACH-000490,-0.3347930082071962
ACH-000491,-0.3388632160571806
ACH-000495,-0.40056218322069664
ACH-000496,-0.3830101300491571
ACH-000499,-0.31290087382544834
ACH-000500,-0.2900416669592343
ACH-000502,-0.038432852453102885
ACH-000503,-0.7180180813948088
ACH-000505,-0.1427385819769357
ACH-000507,-0.1932158131274128
ACH-000510,-0.16305738507503542
ACH-000511,-0.1980176165476075
ACH-000512,-0.2071908377451536
ACH-000516,-0.15956529090242874
ACH-000517,-0.22162112354731697
ACH-000518,-0.14347898144539278
ACH-000520,-0.4214421265149689
ACH-000521,-0.2068824228080072
ACH-000522,-0.33512431777851875
ACH-000524,-0.16785530860718414
ACH-000527,-0.2609339608078252
ACH-000528,-0.1053871470034642
ACH-000537,-0.34371117212051666
ACH-000541,0.04109922428541897
ACH-000542,-0.16765668772421927
ACH-000544,-0.3007654803700481
ACH-000545,-0.13509348490700296
ACH-000547,-0.13764008071829978
ACH-000548,-0.27924833732558285
ACH-000549,-0.10185902410380476
ACH-000550,-0.25713466852333416
ACH-000552,-0.1376429678644414
ACH-000556,-0.04181379730386228
ACH-000557,-0.11934816034990513
ACH-000569,-0.13716884471671992
ACH-000570,-0.22170000640066906
ACH-000571,-0.2756623787973313
ACH-000573,-0.4507662693264688
ACH-000576,-0.14436223976905868
ACH-000579,-0.13923707153911527
ACH-000580,-0.4647753878556455
ACH-000584,-0.3996601372314909
ACH-000585,-0.25909720472873404
ACH-000588,-0.1711209480851636
ACH-000589,-0.11397007713493247
ACH-000591,-0.2358207163779384
ACH-000593,-0.3021113390242059
ACH-000600,-0.28477593791917577
ACH-000601,-0.28076928122222994
ACH-000605,-0.05487229653178717
ACH-000606,-0.10305053411911426
ACH-000608,-0.3581693726123361
ACH-000614,-0.17602444875274945
ACH-000616,-0.2951518292649761
ACH-000618,-0.2740544955034346
ACH-000619,-0.4012586492983335
ACH-000620,-0.20832642532358084
ACH-000621,-0.2257082672996841
ACH-000622,-0.19999922470413264
ACH-000623,-0.17842914323727405
ACH-000624,-0.27335542479291564
ACH-000627,-0.2422600618926642
ACH-000630,-0.13917061313561974
ACH-000631,-0.4290429400995649
ACH-000632,-0.2804618947960609
ACH-000633,-0.1798772386107626
ACH-000637,-0.12774602695179804
ACH-000638,-0.37087398527245596
ACH-000646,-0.17362505153769395
ACH-000647,-0.1668260444797503
ACH-000648,-0.18790501924524775
ACH-000649,-0.2478162873517655
ACH-000651,-0.2181795410411468
ACH-000652,-0.19261475227539346
ACH-000653,-0.3200330114992192
ACH-000657,-0.2510394491669696
ACH-000658,-0.0842424162376305
ACH-000661,-0.11606276680258082
ACH-000662,-0.32794888617446644
ACH-000663,-0.2059550442620918
ACH-000665,-0.27685506259660586
ACH-000671,-0.3971383508885852
ACH-000672,-0.19641332369699327
ACH-000673,-0.15278450089944387
ACH-000676,-0.2026970091709814
ACH-000677,-0.3132190394865633
ACH-000681,-0.4355036040259427
ACH-000683,-0.09626371693386652
ACH-000684,-0.3134596663942193
ACH-000688,-0.3860350727055029
ACH-000693,-0.2555605832518207
ACH-000694,-0.2629235244774369
ACH-000695,-0.20860054390477328
ACH-000696,-0.2879167146484316
ACH-000697,-0.1819054512925201
ACH-000699,-0.113712819967782
ACH-000701,-0.1725813938008966
ACH-000706,-0.29320394963301044
ACH-000711,-0.2981085339677998
ACH-000713,-0.271189875235914
ACH-000714,0.0050136615878421
ACH-000718,-0.26385804399235313
ACH-000720,-0.15540268957909492
ACH-000721,-0.3015731504856928
ACH-000724,-0.2859683942635823
ACH-000725,-0.266614926436341
ACH-000732,-0.34207938592878395
ACH-000734,-0.11743411102492846
ACH-000735,-0.17914914345917204
ACH-000736,-0.3626278501750341
ACH-000738,-0.14588459131784354
ACH-000746,-0.23705607183083965
ACH-000747,-0.2928859044357124
ACH-000748,-0.2540969715606834
ACH-000753,-0.2916524603259427
ACH-000756,-0.2497152625985224
ACH-000757,-0.423856034415308
ACH-000758,-0.2726780739253781
ACH-000760,-0.3356110398590065
ACH-000762,-0.5785305769610964
ACH-000763,-0.17174742572903984
ACH-000764,-0.2950767773332942
ACH-000765,-0.111886624615111
ACH-000766,-0.12546374724893375
ACH-000767,-0.12893246343065626
ACH-000768,-0.2005641569375192
ACH-000769,-0.0813963871497775
ACH-000770,-0.14369191913144136
ACH-000771,-0.26380909450877
ACH-000773,-0.3155340913358197
ACH-000776,-0.15202851422447355
ACH-000777,-0.14694079783274944
ACH-000778,-0.3317097905968865
ACH-000781,-0.2767098406120481
ACH-000782,-0.2757652936524993
ACH-000783,-0.10904941760385853
ACH-000784,-0.2525642285070974
ACH-000785,-0.33388387514165435
ACH-000787,-0.2435442504182323
ACH-000788,-0.3116595490907068
ACH-000791,0.08854087741899158
ACH-000792,-0.19104127773453014
ACH-000794,-0.2304336520477753
ACH-000796,-0.3184317137963553
ACH-000798,-0.3823195039145
ACH-000799,-0.25302989614479743
ACH-000800,-0.4593187699819733
ACH-000802,-0.19274713783396447
ACH-000804,-0.1129937730987587
ACH-000805,-0.1655058761974247
ACH-000809,-0.1822131908360028
ACH-000810,-0.5623656024785904
ACH-000811,-0.15653645939145416
ACH-000817,-0.1567537398066127
ACH-000819,-0.2786601589486322
ACH-000820,-0.2769591566435585
ACH-000821,-0.24765922445366176
ACH-000822,-0.08900144995926987
ACH-000823,-0.2310803732040248
ACH-000824,-0.06522430775732788
ACH-000827,-0.2890177772553114
ACH-000829,-0.3473054603892837
ACH-000831,-0.1895595512965724
ACH-000832,-0.3753700759785416
ACH-000833,-0.07752793683928562
ACH-000834,-0.308443710781212
ACH-000835,-0.2521232210645385
ACH-000836,-0.3341301416605793
ACH-000837,-0.17590076073575367
ACH-000838,-0.1742800978457987
ACH-000839,-0.20623313474401145
ACH-000840,-0.13344080716761636
ACH-000841,-0.13229790830139967
ACH-000843,-0.33908954906205496
ACH-000846,-0.1946813976740168
ACH-000847,-0.04235291792023225
ACH-000848,-0.16904315539988574
ACH-000849,-0.41009654370014986
ACH-000851,-0.2425340364387581
ACH-000855,-0.1307042818552173
ACH-000856,-0.2993364179707645
ACH-000858,-0.18775766203697303
ACH-000859,-0.1860715653131136
ACH-000861,-0.3019338798088761
ACH-000862,-0.010896095627220236
ACH-000865,-0.1757793524860154
ACH-000866,-0.09988981037599376
ACH-000867,-0.2826812722879791
ACH-000869,-0.2970025919757073
ACH-000872,-0.028667774261255725
ACH-000873,-0.610497532150828
ACH-000876,-0.21399571679996987
ACH-000878,-0.2481076210281212
ACH-000880,-0.31073516874685025
ACH-000881,-0.1283402030210231
ACH-000882,-0.2738417769486341
ACH-000884,-0.18233554000902616
ACH-000885,-0.17024772144411032
ACH-000887,-0.16280118976669553
ACH-000889,-0.09826009466771944
ACH-000896,-0.24917408314100956
ACH-000898,-0.15599509721599122
ACH-000900,-0.27616880391984866
ACH-000901,-0.20610257748459174
ACH-000905,-0.4550524356503694
ACH-000906,-0.21627669852365974
ACH-000907,-0.4309667564147919
ACH-000910,-0.14432494099656362
ACH-000911,-0.09362366540479483
ACH-000912,-0.32199270469276586
ACH-000913,-0.3022564402812853
ACH-000915,-0.36164912987550696
ACH-000916,-0.4812659279787706
ACH-000917,-0.24956186454003976
ACH-000920,-0.1301000123694904
ACH-000921,-0.3777518676013868
ACH-000924,-0.2636540063015189
ACH-000926,-0.1821706116860335
ACH-000928,-0.0534451386943182
ACH-000929,-0.2533293415564164
ACH-000932,-0.3104991064485797
ACH-000935,-0.2824004391290825
ACH-000936,-0.2314043387833224
ACH-000937,-0.015455943496169498
ACH-000938,-0.2783341260980544
ACH-000939,-0.2575192822382255
ACH-000941,-0.1093184052539927
ACH-000943,-0.2424725861411732
ACH-000946,-0.20100068540624874
ACH-000947,-0.22032066198998632
ACH-000948,-0.11303967375302905
ACH-000950,-0.3031622114160372
ACH-000953,-0.16517588625686647
ACH-000954,-0.27942945782263984
ACH-000957,-0.15960016609660485
ACH-000958,-0.1609740169132553
ACH-000960,-0.20603538187743448
ACH-000963,-0.3441938176119224
ACH-000968,-0.3290107312633333
ACH-000969,-0.12928946230381436
ACH-000972,-0.30653130674002205
ACH-000973,-0.3798675915535158
ACH-000974,-0.07224469782868218
ACH-000978,-0.13279825324805308
ACH-000984,-0.13024865568734145
ACH-000986,-0.2240400583041793
ACH-000988,-0.40606698842052
ACH-000993,-0.12104010047806235
ACH-000994,-0.2545236574729597
ACH-000996,-0.2735320946574616
ACH-001001,-0.2013007003008812
ACH-001020,-0.3530914885285077
ACH-001028,-0.08170456274565117
ACH-001031,-0.3419347728477932
ACH-001038,-0.29050760598053504
ACH-001048,-0.15703546128446347
ACH-001050,-0.38022035592448455
ACH-001053,-0.3025921043244609
ACH-001054,-0.0830115991938238
ACH-001061,-0.06365134761390698
ACH-001067,-0.3921021593053785
ACH-001075,-0.42198631810538345
ACH-001096,-0.0806890089999637
ACH-001111,-0.0878047432514226
ACH-001119,-0.37524783880993984
ACH-001128,-0.4601519866495634
ACH-001134,-0.22369092949113756
ACH-001151,-0.1641197535954594
ACH-001163,-0.2636414721777633
ACH-001164,-0.26974775619406743
ACH-001183,-0.2959388716892293
ACH-001192,-0.17471884272509844
ACH-001193,-0.04923960071743288
ACH-001196,-0.286951341363282
ACH-001197,-0.041651788061141636
ACH-001205,-0.2116665189815276
ACH-001211,-0.3169552643714026
ACH-001212,-0.4309714784147815
ACH-001228,-0.05348417578175362
ACH-001232,-0.2876154531235597
ACH-001239,-0.07454059768882798
ACH-001270,-0.4524729236214968
ACH-001274,-0.3804585623295965
ACH-001275,-0.33197068798655793
ACH-001277,-0.10197241846893433
ACH-001278,-0.2998481351817386
ACH-001280,-0.16590098845879994
ACH-001283,-0.2985511680700889
ACH-001289,-0.4205675350533688
ACH-001300,-0.1514140623056619
ACH-001301,-0.37052810448946
ACH-001302,-0.38092119506333855
ACH-001306,-0.30520100469793016
ACH-001318,-0.045137501178424085
ACH-001322,-0.2500427425319525
ACH-001328,-0.12629695344171166
ACH-001332,-0.33994054206127583
ACH-001336,-0.17221125335209256
ACH-001346,-0.195571963340175
ACH-001353,-0.17678203103153242
ACH-001354,-0.05109377445100509
ACH-001367,-0.1447844366357282
ACH-001368,-0.21307098253040105
ACH-001374,-0.3612088293032277
ACH-001377,-0.04551038546735341
ACH-001380,-0.34093296321234
ACH-001391,-0.19306944877097398
ACH-001408,-0.1342255140268109
ACH-001430,0.01856497294766713
ACH-001431,-0.13019519075598815
ACH-001450,-0.12509083032331944
ACH-001496,-0.3226823480447067
ACH-001500,-0.2410363882444889
ACH-001523,-0.11172465611961226
ACH-001532,-0.2603892648564849
ACH-001550,-0.174032165179528
ACH-001552,-0.2883593315813985
ACH-001554,-0.17326846574675075
ACH-001654,-0.23766855458559955
ACH-001735,-0.2342603472717775
ACH-001736,-0.3233795517218191
ACH-001737,0.0904550513642196
ACH-001740,-0.26059446801526565
ACH-001745,-0.3168659125135768
ACH-001765,-0.17760465758899546
