,ZYG11B (79699)
ACH-000320,-0.3809204717917781
ACH-000322,-0.21602854704585894
ACH-000323,-0.4183897253008935
ACH-000324,-0.2199831496815004
ACH-000329,-0.1890159690894785
ACH-000330,-0.21300863889240695
ACH-000331,-0.10276904035669668
ACH-000332,-0.08862490873007424
ACH-000334,-0.10482457331380188
ACH-000335,-0.09805089343410348
ACH-000336,-0.08060781679096463
ACH-000337,-0.05632870158375231
ACH-000338,0.0022658968394849554
ACH-000339,0.027766863402199412
ACH-000341,-0.2232262306568316
ACH-000348,-0.17184939004034944
ACH-000350,-0.036371487708476605
ACH-000352,-0.24642150360858964
ACH-000356,-0.3320945852831457
ACH-000361,-0.1907292664139257
ACH-000362,-0.14838107594749875
ACH-000363,-0.27814077637385703
ACH-000364,-0.16750020457334974
ACH-000365,0.05838623862141892
ACH-000366,-0.2807234931345086
ACH-000368,-0.10757785790816002
ACH-000374,-0.09705132210496836
ACH-000375,-0.1317062304746046
ACH-000376,-0.2228497839678229
ACH-000381,-0.05821931327644124
ACH-000383,-0.16436467918084538
ACH-000387,-0.0715657282333969
ACH-000389,-0.3524511382537805
ACH-000390,-0.07297735561163228
ACH-000393,-0.12514033048308632
ACH-000395,-0.06542280373376487
ACH-000396,-0.03748675954837296
ACH-000397,-0.035425045108605335
ACH-000401,-0.17024557222002049
ACH-000402,0.1283678133343558
ACH-000403,-0.13320917479767427
ACH-000404,0.06443510765776751
ACH-000406,-0.13787848764728886
ACH-000407,-0.2561321006865044
ACH-000408,-0.28656487312391443
ACH-000410,-0.10108704115482
ACH-000411,-0.17662877589614667
ACH-000414,-0.15328301826981092
ACH-000415,-0.184383249138194
ACH-000416,-0.008053195097426153
ACH-000420,-0.3079683053130451
ACH-000421,-0.10902100969220756
ACH-000424,-0.2705790956525473
ACH-000425,-0.14763960275779262
ACH-000426,0.030730976951259488
ACH-000427,-0.18603232810786427
ACH-000433,0.004582841550538141
ACH-000435,-0.0949507263278654
ACH-000436,-0.23364144073164494
ACH-000444,-0.06742457406426078
ACH-000445,-0.2542784087705278
ACH-000448,-0.12257790809332875
ACH-000450,-0.14363527050266378
ACH-000452,-0.04966425985236756
ACH-000454,-0.18200921099722275
ACH-000458,-0.2220164365735768
ACH-000459,-0.2686164256748209
ACH-000460,-0.055416031442218086
ACH-000461,-0.15503834477910544
ACH-000463,-0.036779172264077335
ACH-000464,-0.21565435551754092
ACH-000466,-0.08717718433604264
ACH-000467,-0.06598282008775938
ACH-000468,-0.24386826143102364
ACH-000469,-0.12705683215648514
ACH-000470,-0.131428927190315
ACH-000471,-0.2890702913565702
ACH-000472,-0.11875254055556053
ACH-000473,-0.03250504502649103
ACH-000475,-0.0964489366613822
ACH-000476,-0.1577246872403278
ACH-000477,-0.06346764385247272
ACH-000479,-0.3361516097253724
ACH-000480,-0.10555204696630666
ACH-000481,-0.1876037838957486
ACH-000483,-0.19752965937646247
ACH-000484,0.17904190312598364
ACH-000485,-0.0856543407766833
ACH-000486,-0.08294663849256134
ACH-000487,-0.2355765071678825
ACH-000488,-0.20109444741839866
ACH-000490,-0.2168576547190426
ACH-000491,0.00440040873606786
ACH-000495,-0.6450011637659596
ACH-000496,-0.23205710281267095
ACH-000499,-0.14610504960119824
ACH-000500,0.20279277726854347
ACH-000502,-0.13606051046729434
ACH-000503,-0.17701945760768018
ACH-000505,-0.12782911350573126
ACH-000507,-0.21722071973371607
ACH-000510,-0.12489964632512215
ACH-000511,-0.10893245691424898
ACH-000512,-0.07479699999881563
ACH-000516,-0.10673653539613734
ACH-000517,-0.06055157492260337
ACH-000518,-0.24145155205140803
ACH-000520,-0.3689360983340592
ACH-000521,-0.2271939590369837
ACH-000522,-0.2314076022170961
ACH-000524,-0.1049117527388954
ACH-000527,-0.07584278097024523
ACH-000528,-0.09194371675306988
ACH-000537,-0.1849528415297111
ACH-000541,-0.06598166924705237
ACH-000542,-0.2550316356809763
ACH-000544,-0.22819978236783225
ACH-000545,-0.22525354471603254
ACH-000547,-0.12844315804992554
ACH-000548,-0.1396089821913612
ACH-000549,-0.049712703526133314
ACH-000550,-0.26965563632684153
ACH-000552,-0.0420464993188598
ACH-000556,-0.13032617356118226
ACH-000557,-0.06647077042335862
ACH-000569,-0.3725424654223967
ACH-000570,-0.22097358719204932
ACH-000571,-0.2573662631317385
ACH-000573,-0.18876547929538756
ACH-000576,-0.1833602514515741
ACH-000579,-0.27299734166438344
ACH-000580,-0.03455298835745203
ACH-000584,-0.1371359405729768
ACH-000585,-0.3278184817489506
ACH-000588,0.024453396145652298
ACH-000589,-0.1278108431253711
ACH-000591,-0.15109645795051582
ACH-000593,-0.31104411652137365
ACH-000600,-0.15270703359144142
ACH-000601,-0.12932296429834325
ACH-000605,-0.1355586530180571
ACH-000606,-0.03642471403432288
ACH-000608,-0.1395217591642198
ACH-000614,0.0808593735302104
ACH-000616,-0.07385315896736297
ACH-000618,-0.18145486958080734
ACH-000619,-0.05643550240366134
ACH-000620,-0.18360695120062848
ACH-000621,-0.1398361578648204
ACH-000622,-0.11769259740698355
ACH-000623,-0.2833819376113861
ACH-000624,-0.1411452951212104
ACH-000627,-0.15339086063718246
ACH-000630,-0.2276395296761672
ACH-000631,0.295786761619714
ACH-000632,-0.11168810172000457
ACH-000633,-0.15721664779263733
ACH-000637,-0.12211063860663746
ACH-000638,-0.09911271662852184
ACH-000646,0.0012565246784329214
ACH-000647,-0.09006502189398158
ACH-000648,-0.0828275621690041
ACH-000649,-0.2116572525130984
ACH-000651,-0.1021748168751801
ACH-000652,-0.2116751823707244
ACH-000653,0.11207791744801868
ACH-000657,-0.14029971123288235
ACH-000658,-0.1678812233088231
ACH-000661,-0.1545101544409653
ACH-000662,-0.16036533350779766
ACH-000663,-0.17281219634338724
ACH-000665,-0.2118749921529194
ACH-000671,-0.1408049971195571
ACH-000672,-0.18075268843421832
ACH-000673,-0.05386903746322126
ACH-000676,-0.1996232359438224
ACH-000677,-0.2421685149703409
ACH-000681,-0.12352928960786208
ACH-000683,-0.18160319378155976
ACH-000684,-0.21374984188420296
ACH-000688,-0.1627976378411928
ACH-000693,-0.2312513427417917
ACH-000694,-0.07889367030237711
ACH-000695,-0.1515531140122383
ACH-000696,-0.14008986312943333
ACH-000697,-0.037992388815511896
ACH-000699,-0.16500088420102849
ACH-000701,-0.10439350951451533
ACH-000706,-0.2116854383528416
ACH-000711,-0.18758338486451384
ACH-000713,-0.1997520091808287
ACH-000714,-0.23661540584058546
ACH-000718,-0.10790659387597637
ACH-000720,-0.11203515796913442
ACH-000721,-0.20715031547476506
ACH-000724,-0.15570034117066192
ACH-000725,-0.10600124833483783
ACH-000732,-0.16609317855827208
ACH-000734,-0.2380603612250399
ACH-000735,-0.20233564954125055
ACH-000736,-0.27812324452733383
ACH-000738,-0.10332105299937974
ACH-000746,0.0023351771999682424
ACH-000747,-0.15878703852083062
ACH-000748,-0.2353177940612561
ACH-000753,-0.09771836631828053
ACH-000756,-0.2261295057124155
ACH-000757,-0.061938555033104276
ACH-000758,-0.08248897623327525
ACH-000760,-0.08426769726667031
ACH-000762,0.0988782309483334
ACH-000763,-0.0652605945737446
ACH-000764,-0.127653925090739
ACH-000765,-0.13691759957327188
ACH-000766,-0.19436264623617575
ACH-000767,-0.13214551384525522
ACH-000768,0.006796655237947372
ACH-000769,-0.08401162792674892
ACH-000770,-0.09287007850873652
ACH-000771,-0.11494548000739348
ACH-000773,0.02860554858162244
ACH-000776,-0.18478842874147333
ACH-000777,-0.16334724007166435
ACH-000778,-0.12792271361633073
ACH-000781,-0.08549685595370876
ACH-000782,-0.31040451242614475
ACH-000783,-0.16543319891651964
ACH-000784,-0.15410736725957086
ACH-000785,-0.3493413857928012
ACH-000787,-0.18224281803849776
ACH-000788,-0.11169411568640468
ACH-000791,-0.16188769478936793
ACH-000792,-0.10541304769072063
ACH-000794,-0.2294839440930681
ACH-000796,-0.15412421149763436
ACH-000798,-0.0653546547018198
ACH-000799,-0.1509335894675737
ACH-000800,-0.15621562201345007
ACH-000802,-0.1381939191869979
ACH-000804,0.12306940744815975
ACH-000805,-0.2274446218977952
ACH-000809,-0.17734433853156265
ACH-000810,-0.27089449408201904
ACH-000811,-0.15051121735518608
ACH-000817,-0.10107170144337284
ACH-000819,-0.07598592884633579
ACH-000820,-0.14682364345420842
ACH-000821,-0.12736030874916612
ACH-000822,-0.2078091151965582
ACH-000823,-0.17547425609409326
ACH-000824,-0.119778081725225
ACH-000827,-0.21166370497083636
ACH-000829,-0.11481502275153575
ACH-000831,-0.2239040198007575
ACH-000832,-0.1940950954806913
ACH-000833,-0.1192419480686235
ACH-000834,-0.21535915131701414
ACH-000835,-0.12138605675566072
ACH-000836,-0.034836858160627385
ACH-000837,-0.13503864955689812
ACH-000838,-0.1309457362235106
ACH-000839,-0.1753194825179722
ACH-000840,-0.18870324585564904
ACH-000841,-0.12685785328710053
ACH-000843,-0.0836049522933533
ACH-000846,-0.11574914034427215
ACH-000847,-0.19044793223788395
ACH-000848,-0.037625829413758416
ACH-000849,-0.23603800381735526
ACH-000851,-0.12761970344728696
ACH-000855,-0.26556392582487515
ACH-000856,-0.13796045913092386
ACH-000858,-0.17210944048985996
ACH-000859,-0.18565511275196592
ACH-000861,-0.15401200576970586
ACH-000862,-0.18204307759013175
ACH-000865,-0.2023961764550883
ACH-000866,-0.22340172707898545
ACH-000867,-0.10631821408809576
ACH-000869,-0.2842547996973908
ACH-000872,-0.2296840918287379
ACH-000873,-0.06671979363911558
ACH-000876,-0.10244944789736184
ACH-000878,0.06466710749744871
ACH-000880,0.07005653178896212
ACH-000881,-0.23056305584344156
ACH-000882,-0.15764857468106347
ACH-000884,-0.09529428470291784
ACH-000885,-0.12004082867150308
ACH-000887,-0.2450722855789532
ACH-000889,-0.1293977754051613
ACH-000896,-0.12482569005045477
ACH-000898,-0.13911054366965755
ACH-000900,-0.14624726997610393
ACH-000901,-0.17334844900063795
ACH-000905,-0.18545864888148253
ACH-000906,-0.12631023205080266
ACH-000907,-0.12609738204314544
ACH-000910,-0.16505030562700101
ACH-000911,-0.14262076244659735
ACH-000912,-0.044292613735476605
ACH-000913,-0.05953143104587329
ACH-000915,-0.04447399766211123
ACH-000916,-0.5529987411570931
ACH-000917,0.022493249949332304
ACH-000920,-0.2548245182184065
ACH-000921,-0.2673196613998534
ACH-000924,-0.11013804491449238
ACH-000926,-0.23391056949048375
ACH-000928,0.0815339041547349
ACH-000929,-1.979938486719527e-05
ACH-000932,-0.10528061943206952
ACH-000935,-0.14304927653242158
ACH-000936,-0.06478878494609401
ACH-000937,-0.18791569736754735
ACH-000938,-0.19971668550640212
ACH-000939,-0.1404036144565812
ACH-000941,-0.08070588613859017
ACH-000943,-0.13497759224706748
ACH-000946,-0.20369232763281225
ACH-000947,-0.0973621305169282
ACH-000948,-0.10127371343431953
ACH-000950,-0.16088694001877255
ACH-000953,-0.17510817663492426
ACH-000954,0.11037025300033497
ACH-000957,-0.2121362182709553
ACH-000958,-0.05303543289666053
ACH-000960,-0.14802430828501995
ACH-000963,0.03476933569691565
ACH-000968,-0.03779965603338067
ACH-000969,0.04776367892721778
ACH-000972,-0.2413697686262136
ACH-000973,-0.2322603796482915
ACH-000974,-0.17641326763637333
ACH-000978,-0.20517215261070704
ACH-000984,-0.15097858972034453
ACH-000986,-0.07780411531999425
ACH-000988,-0.0737090054171469
ACH-000993,-0.12170075510759328
ACH-000994,-0.17565542774349738
ACH-000996,-0.03893090650397212
ACH-001001,-0.2842648863242654
ACH-001020,-0.21425550643106392
ACH-001028,-0.15641703853395525
ACH-001031,-0.4052730321019407
ACH-001038,-0.02246083457735936
ACH-001048,-0.11748349049907895
ACH-001050,-0.16850500219724504
ACH-001053,-0.4435648976823995
ACH-001054,-0.3206991047110993
ACH-001061,-0.09852858115942917
ACH-001067,-0.1902910441068932
ACH-001075,-0.13625030526925402
ACH-001096,-0.0947454460027318
ACH-001111,-0.040124762733250184
ACH-001119,-0.0437273071732892
ACH-001128,-0.21213078565887228
ACH-001134,-0.107687847745327
ACH-001151,-0.19847215044123429
ACH-001163,0.0179971890488654
ACH-001164,-0.06915959642943698
ACH-001183,-0.11755311062470962
ACH-001192,-0.2143580408537667
ACH-001193,-0.3083921258348087
ACH-001196,-0.14924446027950505
ACH-001197,-0.13840659971659128
ACH-001205,-0.24183306327452805
ACH-001211,-0.2219373888780976
ACH-001212,-0.21748192867743246
ACH-001228,-0.12344678174019975
ACH-001232,-0.057962961797425334
ACH-001239,-0.2565781077934051
ACH-001270,0.04717685705752436
ACH-001274,-0.2022618319211532
ACH-001275,-0.24585592259964825
ACH-001277,-0.15418985825163256
ACH-001278,-0.20393665866334207
ACH-001280,-0.21930927941574505
ACH-001283,-0.17840600256800074
ACH-001289,-0.29722862551664714
ACH-001300,-0.28549863726935804
ACH-001301,-0.32810544239400713
ACH-001302,-0.30462327837045583
ACH-001306,-0.18429544115407367
ACH-001318,-0.3374914540964294
ACH-001322,-0.03156260670109333
ACH-001328,-0.11280091030264312
ACH-001332,-0.2989447309551465
ACH-001336,-0.09615763347700804
ACH-001346,-0.18469042507911215
ACH-001353,-0.14491234144592696
ACH-001354,-0.031547073109259825
ACH-001367,-0.1809293961022084
ACH-001368,-0.18013236376637715
ACH-001374,-0.028960502412958174
ACH-001377,-0.1820519991793901
ACH-001380,-0.09423434524236947
ACH-001391,-0.1309292214403595
ACH-001408,-0.30571863366234786
ACH-001430,-0.1732487853246394
ACH-001431,-0.3394904150297473
ACH-001450,-0.17237380250350767
ACH-001496,-0.14573324943258678
ACH-001500,-0.2325807122401576
ACH-001523,-0.12613876590624415
ACH-001532,-0.2730759098032381
ACH-001550,-0.03086316288461388
ACH-001552,-0.20182939873316205
ACH-001554,-0.16137785977112715
ACH-001654,-0.04493444135840142
ACH-001735,-0.13602117776090222
ACH-001736,-0.12935235426421338
ACH-001737,-0.3476441939114488
ACH-001740,-0.15159976042717532
ACH-001745,-0.0755685432463327
ACH-001765,-0.2061044852757478
