,ENOX1 (55068)
ACH-000004,-0.2822155103885409
ACH-000005,-0.0537659160628615
ACH-000007,-0.2266210520648764
ACH-000009,0.003437059823764529
ACH-000011,-0.05369975378118637
ACH-000012,0.0772812309148661
ACH-000013,-0.0518808884171539
ACH-000014,0.01688588256654401
ACH-000015,-0.10540878922989737
ACH-000017,0.04376571775831195
ACH-000018,0.18406251346633465
ACH-000019,-0.21774937988731466
ACH-000021,-0.10478319919161927
ACH-000022,-0.060437679455493186
ACH-000025,-0.11139423654000367
ACH-000028,-0.07680074826774873
ACH-000030,0.0072055697829383905
ACH-000035,-0.025173338572489816
ACH-000036,-0.09674756153406952
ACH-000037,-0.0198270869309342
ACH-000039,-0.1129533180389982
ACH-000040,0.11579751295664945
ACH-000041,0.0409613952113791
ACH-000042,-0.021973135548641144
ACH-000045,0.1854742083568594
ACH-000047,-0.17980224375918274
ACH-000052,-0.5007393609113919
ACH-000053,-0.04916793355350491
ACH-000054,-0.07764325829493059
ACH-000055,-0.18808197051544595
ACH-000060,-0.1705752339557933
ACH-000067,-0.16828399413623854
ACH-000070,-0.07637348093852463
ACH-000075,-0.16149326870081274
ACH-000078,-0.05814798154067648
ACH-000082,-0.05057856080427783
ACH-000085,0.09987572953461694
ACH-000086,-0.036366147234495966
ACH-000087,0.009136331171288951
ACH-000092,0.08329222773210385
ACH-000095,-0.1020829031502864
ACH-000097,-0.04879131949764034
ACH-000098,-0.06492197826402975
ACH-000099,-0.1649528264439495
ACH-000108,-0.006660075196832334
ACH-000113,0.007417766846363399
ACH-000116,-0.15489238149525894
ACH-000118,-0.17034518427141318
ACH-000120,0.0847849203462592
ACH-000123,-0.14179754452916749
ACH-000127,-0.037789462737144425
ACH-000128,0.04996904248427055
ACH-000132,-0.2569460607932811
ACH-000133,-0.09781726725723497
ACH-000137,0.051790617193728176
ACH-000138,-0.1308987771145206
ACH-000142,-0.0973467593502207
ACH-000143,-0.09811785894692604
ACH-000146,0.032917754645872016
ACH-000148,-0.03020548708647943
ACH-000150,-0.19554498188691544
ACH-000152,-0.10649970190078352
ACH-000153,-0.02063980328039541
ACH-000159,-0.11123022722887467
ACH-000160,0.15702998101133805
ACH-000163,-0.005246434583373778
ACH-000167,0.2350191129617837
ACH-000168,-0.060580523770200664
ACH-000169,-0.005367671332561032
ACH-000178,-0.04546908160299529
ACH-000183,-0.04561259435069025
ACH-000188,-0.06473747628251836
ACH-000189,-0.05780033991742513
ACH-000190,-0.052809597581182234
ACH-000198,-0.016569791289119715
ACH-000203,-0.2177096661499547
ACH-000204,0.04973465518040997
ACH-000206,-0.061170842169462364
ACH-000207,-0.02910852225717628
ACH-000208,0.021134209028888202
ACH-000210,0.3258726928828393
ACH-000211,-0.035458739307675013
ACH-000215,-0.03722258831226219
ACH-000221,-0.0767433957995298
ACH-000222,-0.06358140240588164
ACH-000223,-0.08673501770928659
ACH-000226,-0.04900508204991213
ACH-000227,0.01577209669304535
ACH-000228,-0.23573482120625566
ACH-000231,-0.023469974078907302
ACH-000232,-0.11950898534267768
ACH-000233,-0.011670206918792277
ACH-000234,-0.0008584421179118148
ACH-000235,-0.08766869037957402
