,SMCHD1 (23347)
ACH-000004,0.07771290518553597
ACH-000005,0.13935117316021292
ACH-000007,-0.11118611955604918
ACH-000009,-0.16323049176839033
ACH-000011,0.0794808492248246
ACH-000012,-0.11468764194802593
ACH-000013,-0.4869858494087362
ACH-000014,0.0669043954922234
ACH-000015,0.029598903254754377
ACH-000017,-0.16234330572493455
ACH-000018,-0.043858257302144085
ACH-000019,-0.11827595862840673
ACH-000021,0.02631415906436374
ACH-000022,-0.04336280857190095
ACH-000025,0.15998275090561614
ACH-000028,0.0176867245988771
ACH-000030,-0.17210959549910926
ACH-000035,-0.015986200125463097
ACH-000036,-0.10500410618470468
ACH-000037,-0.10094583663387703
ACH-000039,-0.432823403330894
ACH-000040,-0.05380098547851298
ACH-000041,-0.010892364574901194
ACH-000042,-0.08833639678470552
ACH-000045,0.0383777062937539
ACH-000047,-0.14393553852183089
ACH-000052,-0.14853640408113195
ACH-000053,0.03347216754409755
ACH-000054,-0.04972846005801552
ACH-000055,-0.12909389297307558
ACH-000060,0.02996111689118695
ACH-000067,0.0404023024673292
ACH-000070,-0.14251159411703915
ACH-000075,-0.07245033037092073
ACH-000078,0.06572716333292264
ACH-000082,-0.0989100337440711
ACH-000085,0.06721717552488479
ACH-000086,-0.09291741606884568
ACH-000087,-0.13901243594078816
ACH-000092,-0.11381632315869734
ACH-000095,-0.06729481542018842
ACH-000097,0.007259130517219236
ACH-000098,-0.06354627588996532
ACH-000099,0.6071271944864033
ACH-000108,-0.14236108541412745
ACH-000113,-0.2206791084584397
ACH-000116,-0.1594890300040148
ACH-000118,-0.463116672205154
ACH-000120,-0.3566713874916107
ACH-000123,-0.2122735505548568
ACH-000127,0.026677936201382927
ACH-000128,-0.02271551920154604
ACH-000132,-0.2587914159562759
ACH-000133,0.032544461676328774
ACH-000137,-0.08549595131902744
ACH-000138,-0.2035844846069698
ACH-000142,-0.07690025503306974
ACH-000143,-0.17616724570734027
ACH-000146,-0.13575447250412728
ACH-000148,-0.10664640150918483
ACH-000150,0.0835283302230717
ACH-000152,-0.033646260856856514
ACH-000153,0.04188252834546628
ACH-000159,-0.10769010327855996
ACH-000160,-0.10199717168417896
ACH-000163,-0.011924706270735028
ACH-000167,-0.3345645308140323
ACH-000168,0.042142502231411264
ACH-000169,-0.12695127996537242
ACH-000178,0.008879438751630555
ACH-000183,-0.16402309741426194
ACH-000188,-0.01936790370815449
ACH-000189,0.11255610355914857
ACH-000190,-0.027233344865426244
ACH-000198,-0.10920531497797983
ACH-000203,-0.4805092780607594
ACH-000204,-0.3812915022544944
ACH-000206,0.10978731512165656
ACH-000207,-0.08075132805869345
ACH-000208,0.1106238958607562
ACH-000210,0.09615255487530583
ACH-000211,-0.8686583144589862
ACH-000215,-0.13663106569954903
ACH-000221,-0.02650161627801295
ACH-000222,-0.1314184000368282
ACH-000223,-0.21618738885405928
ACH-000226,0.024598936639904926
ACH-000227,-0.20020594655639776
ACH-000228,0.06516879419017597
ACH-000231,-0.676844420730145
ACH-000232,0.005287484216028607
ACH-000233,0.049160381516502316
ACH-000234,-0.10989522474333306
ACH-000235,-0.034842549294518015
ACH-000237,-0.2877044784991267
ACH-000238,-0.16998731564153213
ACH-000242,0.11057812465821776
ACH-000243,-0.14789453120425558
ACH-000244,-0.026045023599535592
ACH-000246,-0.06747039112040172
ACH-000248,-0.4798183076358434
ACH-000250,-0.0839763550581598
ACH-000251,-0.2466592370006504
ACH-000252,0.0778814885748989
ACH-000253,-0.07219201137892121
ACH-000255,0.2509517840102057
ACH-000256,-0.07285092294901016
ACH-000257,-0.20966676635565387
ACH-000258,-0.1967563895882615
ACH-000259,-0.12692937929249273
ACH-000260,-0.28839219623486856
ACH-000261,-0.055582519992874266
ACH-000262,-0.053401283903656456
ACH-000263,-0.0862642164033435
ACH-000264,-0.20404788112448416
ACH-000265,0.1645078545769817
ACH-000266,-0.06195134869725723
ACH-000272,-0.10429242067743658
ACH-000274,-0.07274136033282141
ACH-000277,-0.007145166525700255
ACH-000278,-0.1366769956546246
ACH-000279,-0.08721117462306897
ACH-000280,-0.2911019467073649
ACH-000281,-0.18636496236048652
ACH-000288,-0.15274538986659691
ACH-000291,-0.7638508138538644
ACH-000293,-0.3346807096646296
ACH-000294,0.14643989585443706
ACH-000295,-0.23590132545298584
ACH-000296,-0.4700180811421627
ACH-000302,0.038770587174091035
ACH-000304,-0.0607562727999384
ACH-000307,-0.005422353344712303
ACH-000308,-0.13259683448691525
ACH-000310,-0.26173385298581897
ACH-000311,-0.05426005765441455
ACH-000312,-0.07994102801313285
ACH-000315,-0.02662699210064421
ACH-000316,-0.15098688100153804
ACH-000317,0.09458574458144184
ACH-000318,0.011233488425505237
ACH-000319,-0.1955598003939931
ACH-000320,-0.12391313771301495
ACH-000322,-0.05306221512270065
ACH-000323,-0.036706505566671474
ACH-000324,0.06719006371197699
ACH-000329,-0.020717333823941177
ACH-000330,-0.3418502364449144
ACH-000331,-0.04945017868368297
ACH-000332,-0.08389727485936438
ACH-000334,-0.3689572468549737
ACH-000335,-0.1730082612497093
ACH-000336,-0.0388906330989029
ACH-000337,0.051100873877536486
ACH-000338,0.2663551026028404
ACH-000339,-0.029338331056911887
ACH-000341,-0.1097847115457484
ACH-000348,-0.05063009153533534
ACH-000350,-0.1243558570869186
ACH-000352,-0.5797201066485184
ACH-000356,-0.024602044101167377
ACH-000361,0.10628992564376
ACH-000362,0.028218540771590264
ACH-000363,-0.4038235411407769
ACH-000364,-0.12935589089215432
ACH-000365,-0.15838359560309456
ACH-000366,-0.17916437544877625
ACH-000368,0.01970363501493549
ACH-000374,0.03844568530662218
ACH-000375,-0.16421581801049087
ACH-000376,-0.2871187199011069
ACH-000381,-0.05332588749571859
ACH-000383,-0.061460274058918615
ACH-000387,-0.2154920994672878
ACH-000389,-0.05512352973467286
ACH-000390,-0.09013002791478926
ACH-000393,-0.3028071039852685
ACH-000395,-0.0475130820881963
ACH-000396,-0.16977033012361062
ACH-000397,-0.3876139976579888
ACH-000401,-0.10237811472832756
ACH-000402,-0.02662139216465721
ACH-000403,-0.32468174037176456
ACH-000404,0.14119640027361108
ACH-000406,-0.04706580090205528
ACH-000407,0.198980277394074
ACH-000408,-0.0012605917068931696
ACH-000410,-0.014662435522751968
ACH-000411,-0.008716143846056078
ACH-000414,-0.1843795561901005
ACH-000415,-0.07396759305158218
ACH-000416,-0.03567035762446396
ACH-000420,-0.1827507295893366
ACH-000421,-0.03344418014738744
ACH-000424,-0.1199572144683235
ACH-000425,-0.4539599940872503
ACH-000426,-0.2516749471177356
ACH-000427,-0.1630825491215844
ACH-000433,-0.05844152584879535
ACH-000435,0.00531367302107892
ACH-000436,-0.9605155855862204
ACH-000444,0.06996260054276249
ACH-000445,-0.12695253831187786
ACH-000448,-0.12907641212655346
ACH-000450,-0.14043977713281552
ACH-000452,-0.15903361123128915
ACH-000454,0.002464114819745751
ACH-000458,0.03627963404416355
ACH-000459,-0.18558848908907868
ACH-000460,-0.23492207215655084
ACH-000461,-0.0458834296135751
ACH-000463,-0.1751092051054326
ACH-000464,0.09854895076287586
ACH-000466,-0.14197816318343834
ACH-000467,-0.039718969705387984
ACH-000468,-0.1507327221108043
ACH-000469,0.03301291832182862
ACH-000470,-0.2072405429902589
ACH-000471,-0.34051414970761307
ACH-000472,-0.11259172563048744
ACH-000473,-0.08248535725332565
ACH-000475,-0.05490815034482496
ACH-000476,-0.11768713816562287
ACH-000477,0.02763946492768611
ACH-000479,0.08741436298269901
ACH-000480,-0.12217407572173206
ACH-000481,-0.05469025352265152
ACH-000483,-0.4490952691238215
ACH-000484,-0.14007914617594386
ACH-000485,0.0766648503806717
ACH-000486,-0.046761604755029856
ACH-000487,0.14816966313788196
ACH-000488,-0.1236673246184686
ACH-000490,0.05903124747158196
ACH-000491,-0.008839585467970625
ACH-000495,0.007426603036102745
ACH-000496,0.05443808639281972
ACH-000499,0.07772421263647591
ACH-000500,-0.04166765482649687
ACH-000502,-0.18774480821736472
ACH-000503,-0.10006745251238253
ACH-000505,0.05056702685080487
ACH-000507,-0.005554011717603358
