,CMC2 (56942)
ACH-000004,-0.02644215951389874
ACH-000005,-0.3021186781387237
ACH-000007,-0.039590797967597034
ACH-000009,0.035643355635863856
ACH-000011,-0.0012004347557609295
ACH-000012,0.0019114066699809239
ACH-000013,0.029822993974383375
ACH-000014,0.15705775469358088
ACH-000015,0.1968983592566617
ACH-000017,-0.018142802032126003
ACH-000018,0.05631461152968705
ACH-000019,0.06957819759701653
ACH-000021,0.058124374749544426
ACH-000022,0.04833778414870285
ACH-000025,0.045564496742407166
ACH-000028,0.15681057131680434
ACH-000030,0.06285571167214465
ACH-000035,0.12519469321976026
ACH-000036,0.0013346392167812085
ACH-000037,-0.09119400049101548
ACH-000039,-0.040209038315833036
ACH-000040,0.10106816512045663
ACH-000041,0.07789591019350234
ACH-000042,0.06279794329340961
ACH-000045,0.12096085038212236
ACH-000047,-0.02348533670741884
ACH-000052,0.2228972970888788
ACH-000053,0.06904869602691575
ACH-000054,0.07735860327560952
ACH-000055,-0.16203847714078434
ACH-000060,0.03708664927930621
ACH-000067,0.00819909058131091
ACH-000070,0.19293049697482406
ACH-000075,0.01749105358620858
ACH-000078,0.08807051307939046
ACH-000082,-0.04799441513384454
ACH-000085,0.1031909001479431
ACH-000086,0.011130515765582686
ACH-000087,0.10528915739541203
ACH-000092,0.0437946513848065
ACH-000095,0.035447134039231734
ACH-000097,0.020993686284722764
ACH-000098,0.014853983460941885
ACH-000099,0.15165940797221694
ACH-000108,0.04543996675171103
ACH-000113,-0.18209712211683052
ACH-000116,0.17838028289119182
ACH-000118,0.1576764617245531
ACH-000120,0.06976435888004143
ACH-000123,0.022550250976848384
ACH-000127,0.0679411579009977
ACH-000128,0.11544678723988497
ACH-000132,0.011089497322722724
ACH-000133,0.12407394562188945
ACH-000137,-0.04197258116013747
ACH-000138,0.03958047176362192
ACH-000142,0.018771410286372137
ACH-000143,0.06386177890187035
ACH-000146,-0.028996181627738413
ACH-000148,-0.0214027353003675
ACH-000150,0.07273516649221795
ACH-000152,0.040448178491707114
ACH-000153,-0.008036362626896226
ACH-000159,0.05580721385887873
ACH-000160,0.06806439723999014
ACH-000163,0.11836135100348046
ACH-000167,-0.03747248817669888
ACH-000168,-0.01731459354364719
ACH-000169,0.1539037574678946
ACH-000178,0.07201545032455284
ACH-000183,-0.026978069202607088
ACH-000188,0.2110320521349956
ACH-000189,0.2617441409640939
ACH-000190,0.0035011459549486625
ACH-000198,0.047595781022653334
ACH-000203,-0.23430624706076256
ACH-000204,0.16655812507144285
ACH-000206,-0.05559558408808028
ACH-000207,0.024765621165653503
ACH-000208,-0.12353668518899212
ACH-000210,0.19528239528892485
ACH-000211,0.018486308218165232
ACH-000215,-0.05597333844251734
ACH-000221,0.10260464423994332
ACH-000222,0.1359592089652175
ACH-000223,0.045026824260765326
ACH-000226,-0.03380544259647803
ACH-000227,-0.08071457987130448
ACH-000228,0.036557915816121625
ACH-000231,0.15463996009812395
ACH-000232,0.0648963940761265
ACH-000233,-0.07665998471771013
ACH-000234,0.047409216106474514
ACH-000235,0.010836482855085582
ACH-000237,0.04228409464316426
ACH-000238,0.10226197755118907
ACH-000242,0.41404676433878695
ACH-000243,-0.008344670202140317
ACH-000244,0.001466018232619829
ACH-000246,0.08135105917220678
ACH-000248,0.13828601975405766
ACH-000250,-0.06375317299243224
ACH-000251,-0.02197721127105921
ACH-000252,0.060892058169527925
ACH-000253,0.04230961596087841
ACH-000255,0.005158015576095411
ACH-000256,0.09789149846024817
ACH-000257,0.27938944907923235
ACH-000258,0.14479790626023178
ACH-000259,0.08052018352745073
ACH-000260,-0.02862052270938787
ACH-000261,-0.04038088736170168
ACH-000262,-0.093068245938345
ACH-000263,-0.0039282694304854015
ACH-000264,0.12458166180290856
ACH-000265,0.1207723743559622
ACH-000266,-0.027720233407106217
ACH-000272,0.123024342488697
ACH-000274,0.008853603700415207
ACH-000277,-0.027716643069701005
ACH-000278,0.015038439470038313
ACH-000279,-0.03246749109138529
ACH-000280,-0.028217482879260743
ACH-000281,-0.045648308627376566
ACH-000288,0.10544428151701968
ACH-000291,0.07646665213665735
ACH-000293,0.030191970500882293
ACH-000294,-0.04509192720718442
ACH-000295,-0.10121061938937696
ACH-000296,0.21383301335508112
ACH-000302,0.10937894361848344
ACH-000304,0.10127617102737296
ACH-000307,0.08173524342332851
ACH-000308,0.066223748875628
ACH-000310,0.0017798256808664891
ACH-000311,0.1112551290463832
ACH-000312,0.03587493112908008
ACH-000315,0.09466635945296732
ACH-000316,-0.07288320259402535
ACH-000317,0.165431238617887
ACH-000318,-0.049708126469661565
ACH-000319,0.013491322281681723
ACH-000320,0.12221859643521843
ACH-000322,-0.17215574808310624
ACH-000323,0.1234086264029366
ACH-000324,-0.07367879652747011
ACH-000329,-0.02864246693817452
ACH-000330,-0.02946196562550728
ACH-000331,-0.11939900594018413
ACH-000332,0.0058806533277826175
ACH-000334,-0.08676527156669593
ACH-000335,0.09683093920360487
ACH-000336,-0.1515621912099913
ACH-000337,-0.04391479082411052
ACH-000338,0.8177639158212537
ACH-000339,0.07004402095434446
ACH-000341,0.14518927309468824
ACH-000348,-0.015295990117939112
ACH-000350,0.043811580966048376
ACH-000352,-0.043508771878871005
ACH-000356,0.043549357511969984
ACH-000361,-0.057087560588830175
ACH-000362,-0.046150912303914514
ACH-000363,-0.07529673881039088
ACH-000364,-0.06104397658065764
ACH-000365,0.05152529053202358
ACH-000366,0.1022346564331351
ACH-000368,0.1939388894416851
ACH-000374,0.1462316140319251
ACH-000375,0.11014734797961044
ACH-000376,-0.06558111529159763
ACH-000381,0.10644316495992316
ACH-000383,-0.07806450139768333
ACH-000387,-0.12389421362447915
ACH-000389,0.06261718139690511
ACH-000390,-0.0981510321223676
ACH-000393,-0.0162711541502605
ACH-000395,-0.11653382100560293
ACH-000396,-0.13497193394488072
ACH-000397,0.1079154656814328
ACH-000401,0.16045356432509433
ACH-000402,-0.3533071476728241
ACH-000403,0.01706194019992182
ACH-000404,0.06748968852443474
ACH-000406,0.008463727446154897
ACH-000407,0.07455738684796857
ACH-000408,0.0878800968820157
ACH-000410,-0.07783210224394037
ACH-000411,-0.11299100997931895
ACH-000414,0.07766442962422289
ACH-000415,0.07882142966173253
ACH-000416,0.02580488642826092
ACH-000420,0.05338397362334371
ACH-000421,0.121648649003792
ACH-000424,-0.11387092869867435
ACH-000425,0.028927543108400868
ACH-000426,0.16665310462334573
ACH-000427,0.03290587841283176
ACH-000433,-0.033746914986247954
ACH-000435,0.025401556035026432
ACH-000436,0.042447117772901576
ACH-000444,0.057057782251590985
ACH-000445,0.0935509686491934
ACH-000448,0.0022185916071310948
ACH-000450,-0.03253783647341004
ACH-000452,0.09272543958437213
ACH-000454,0.13233135068691396
ACH-000458,0.09936245450296063
ACH-000459,0.08354114744084586
ACH-000460,0.008556321201195061
ACH-000461,0.18879551721159696
ACH-000463,0.036564433680226605
ACH-000464,0.06520242140874716
ACH-000466,0.12264745416936773
ACH-000467,-0.0332633715666425
ACH-000468,0.053076267167934496
ACH-000469,0.03962780465884522
ACH-000470,0.03522081958522584
ACH-000471,0.026284376759252416
ACH-000472,0.004279802365576212
ACH-000473,-0.09581795905626384
ACH-000475,-0.07240366462162967
ACH-000476,-0.0007129181948300656
ACH-000477,-0.08392922050976928
ACH-000479,0.1928872564038426
ACH-000480,-0.03037614732321301
ACH-000481,-0.024978142260836368
ACH-000483,0.06939570258722409
