,ATL1 (51062)
ACH-000004,-0.07486175881706739
ACH-000005,0.07121868184361035
ACH-000007,0.07809887886644577
ACH-000009,-0.015087554558936216
ACH-000011,-0.07913119633403172
ACH-000012,-0.07471229457580564
ACH-000013,-0.04688182552209327
ACH-000014,0.024490815057830344
ACH-000015,0.04185259119846895
ACH-000017,-0.08705715892718208
ACH-000018,0.08190974879458733
ACH-000019,-0.16834805189408072
ACH-000021,0.007798477611475103
ACH-000022,0.0428186220291106
ACH-000025,0.0848218663615158
ACH-000028,0.08165104649331667
ACH-000030,-0.029333268894511468
ACH-000035,-0.005685525160363001
ACH-000036,0.026875111738634067
ACH-000037,0.0033951476896396013
ACH-000039,0.023593511096996138
ACH-000040,0.04863542032253265
ACH-000041,0.06201776592074165
ACH-000042,-0.12994791901167865
ACH-000045,-0.10790181330988932
ACH-000047,-0.06169663574907237
ACH-000052,-0.0385417006327679
ACH-000053,-0.09279595797768532
ACH-000054,-0.12603827836046844
ACH-000055,-0.034660034535734886
ACH-000060,-0.22614420156092035
ACH-000067,0.07294734656050904
ACH-000070,-0.2024938132216136
ACH-000075,-0.0477566098610955
ACH-000078,-0.02244939225947664
ACH-000082,-0.09446130695598276
ACH-000085,-0.005984681327557332
ACH-000086,-0.09517001591151963
ACH-000087,-0.22368075569204712
ACH-000092,-0.030219551163522044
ACH-000095,-0.15922234012936776
ACH-000097,0.017093713000734055
ACH-000098,-0.05256773582197255
ACH-000099,-0.13967668649849788
ACH-000108,-0.22335938625296015
ACH-000113,-0.13784436047167548
ACH-000116,-0.04915192964380703
ACH-000118,0.023368618908634405
ACH-000120,-0.02159735336353766
ACH-000123,-0.08352345786774351
ACH-000127,-0.09227651325370116
ACH-000128,0.1365228959120132
ACH-000132,-0.02028951397612978
ACH-000133,-0.05236684106047357
ACH-000137,-0.027988848297406492
ACH-000138,0.026188690550715217
ACH-000142,-0.08368752440809805
ACH-000143,-0.03219036761054372
ACH-000146,-0.12241745739776905
ACH-000148,-0.014223344465584127
ACH-000150,-0.10166683075598723
ACH-000152,-0.0677459962433497
ACH-000153,0.07195504431951635
ACH-000159,-0.08828483704477824
ACH-000160,-0.033202625260717177
ACH-000163,0.027952569925668563
ACH-000167,0.20035807713765605
ACH-000168,-0.1805923518089685
ACH-000169,-0.07528361746315883
ACH-000178,0.14817515691387084
ACH-000183,0.04349428517488416
ACH-000188,0.05192547186644875
ACH-000189,-0.15942121509598348
ACH-000190,0.07811892154357969
ACH-000198,0.06366247415008178
ACH-000203,-0.18476209722659054
ACH-000204,-0.03054524122254108
ACH-000206,-0.0374045954422325
ACH-000207,-0.15823356289967344
ACH-000208,0.011890135307752644
ACH-000210,0.17730193820141393
ACH-000211,-0.092172327426706
ACH-000215,-0.025860900181081697
ACH-000221,-0.09534971382490434
ACH-000222,0.16949921238620652
ACH-000223,0.029443620414919262
ACH-000226,-0.04790671452952777
ACH-000227,-0.11028627176506993
ACH-000228,-0.22466380234940225
ACH-000231,-0.2351977914240551
ACH-000232,-0.04930817643582231
ACH-000233,0.10351452325199616
ACH-000234,-0.05494350767373665
ACH-000235,-0.02125107717497066
ACH-000237,0.06143244869054771
ACH-000238,-0.0674112254001012
ACH-000242,-0.13519509843553407
ACH-000243,-0.10010136536155163
ACH-000244,0.03106324099665865
ACH-000246,-0.14644023027053765
ACH-000248,0.002061890029732709
ACH-000250,-0.0666891768154268
ACH-000251,0.07505520785436784
ACH-000252,0.009274263473346934
ACH-000253,-0.02349921680425886
ACH-000255,-0.1297226718052098
ACH-000256,-0.06237947837752486
ACH-000257,-0.1189452499675243
ACH-000258,0.07218836187565862
ACH-000259,-0.0489644680542605
ACH-000260,-0.022605459323394063
ACH-000261,-0.05465518075298639
ACH-000262,-0.032200902250868885
ACH-000263,-0.06649664847248224
ACH-000264,-0.014103422856220025
ACH-000265,0.0037192229227563326
ACH-000266,-0.09121528834586126
