,DIDO1 (11083)
ACH-000004,-0.2627291361350927
ACH-000005,-0.4881324382368825
ACH-000007,-0.8726530458024476
ACH-000009,-0.196925019278598
ACH-000011,-0.6726652608169518
ACH-000012,-0.17606303862338255
ACH-000013,-0.31463233617240977
ACH-000014,-0.5074085414485106
ACH-000015,-0.4742199978331277
ACH-000017,-0.5561546754652714
ACH-000018,-0.4090069840946809
ACH-000019,-0.6121668750360832
ACH-000021,-0.12297159711233133
ACH-000022,-0.1873670780932681
ACH-000025,-0.3291683074859264
ACH-000028,-0.32355506485488833
ACH-000030,-0.3161851785952114
ACH-000035,-0.43358663749202536
ACH-000036,-0.4989203290638829
ACH-000037,-0.24343593768612395
ACH-000039,-0.21595565334672792
ACH-000040,-0.2357635625505014
ACH-000041,-0.280885915437755
ACH-000042,-0.4649787677235464
ACH-000045,-0.594743205383208
ACH-000047,-0.5823701238643878
ACH-000052,-0.7047835730555253
ACH-000053,-0.5105628887735383
ACH-000054,-0.584717191734861
ACH-000055,-0.38540167682971743
ACH-000060,-0.3609574431370839
ACH-000067,-0.03842587123432616
ACH-000070,-0.6845275724153692
ACH-000075,-0.4036843981410297
ACH-000078,-0.2104096538221908
ACH-000082,-0.3665674586838686
ACH-000085,-0.27514237773949635
ACH-000086,-0.5790591091933984
ACH-000087,-0.2738997410678435
ACH-000092,-0.3628603197078023
ACH-000095,-0.38856421194410895
ACH-000097,-0.4104099120639572
ACH-000098,-0.22160927088316065
ACH-000099,-0.2838424182446778
ACH-000108,-0.5724747848738887
ACH-000113,-0.4419185263403835
ACH-000116,-0.4074923824638556
ACH-000118,-0.34138212075585866
ACH-000120,-0.6391558712180939
ACH-000123,-0.396157552641411
ACH-000127,-0.16256052904431034
ACH-000128,-0.5381935368291046
ACH-000132,-0.2767247807202011
ACH-000133,-0.5944908781715291
ACH-000137,-0.4998021020351304
ACH-000138,-0.4085002351490564
ACH-000142,-0.2561271832453247
ACH-000143,-0.7100299462933654
ACH-000146,-0.4958399794648358
ACH-000148,-0.4308613196481663
ACH-000150,-0.5416803941148087
ACH-000152,-0.5942593797759622
ACH-000153,-0.42214958665968266
ACH-000159,-0.4305064544859227
ACH-000160,-0.0485411461585115
ACH-000163,-0.4868614307212183
ACH-000167,0.29951594020578753
ACH-000168,-0.3370478982884227
ACH-000169,-0.4282226910854577
ACH-000178,-0.20536163626727094
ACH-000183,-0.6652628957450832
ACH-000188,-0.3225704110747385
ACH-000189,-0.3711420927228573
ACH-000190,-0.27861343293334395
ACH-000198,-0.5434568655674399
ACH-000203,-0.34848182012471784
ACH-000204,-0.17047888645671225
ACH-000206,-0.7576516115087011
ACH-000207,-0.2520983163845664
ACH-000208,-0.5989589903517611
ACH-000210,-0.4787579269893555
ACH-000211,-0.5818890171228891
ACH-000215,-0.3557433449791552
ACH-000221,-0.3448483711617222
ACH-000222,-0.22863503673205576
ACH-000223,-0.2095837157643249
ACH-000226,-0.5796047662686862
ACH-000227,-0.10363877444913397
ACH-000228,-0.13571752546568935
ACH-000231,-0.4561791102840657
ACH-000232,-0.4584365647827362
ACH-000233,-0.33716556535521996
ACH-000234,-0.4340786957333768
ACH-000235,-0.05031252460463335
ACH-000237,-0.3415565727413664
ACH-000238,-0.3260374067264519
ACH-000242,-0.17722254781533497
ACH-000243,-0.2266385871885508
ACH-000244,-0.389522087435122
ACH-000246,-0.5352748187773011
ACH-000248,-0.5809750839166886
ACH-000250,-0.3656347369736944
ACH-000251,-0.02507643866310608
ACH-000252,-0.4537633271224654
ACH-000253,-0.26901242021335803
ACH-000255,-0.5114461965468233
ACH-000256,-0.4100719396092235
ACH-000257,-0.4270143789249176
ACH-000258,-0.4641617208482658
ACH-000259,-0.4791889839591362
ACH-000260,-0.5620196795491209
ACH-000261,-0.5660630369854165
ACH-000262,-0.5591102770532772
ACH-000263,-0.2838159525137737
ACH-000264,-0.5974237572634155
ACH-000265,-0.3819334842648306
ACH-000266,-0.2664930394634661
ACH-000272,-0.5405569878607369
ACH-000274,-0.3643456550968357
ACH-000277,-0.3613807120443243
ACH-000278,-0.3438690800535453
ACH-000279,-0.056980681346937415
ACH-000280,-0.5529230304756058
ACH-000281,-0.24747189847472126
ACH-000288,-0.4329712706966493
ACH-000291,-0.34942143747143845
ACH-000293,-0.2974894943539039
ACH-000294,-0.14856477142618812
ACH-000295,-0.3863792763638038
ACH-000296,-0.44224735900967216
ACH-000302,-0.514129415889337
ACH-000304,-0.6782321852015863
ACH-000307,-0.3684494733554776
ACH-000308,-0.2630369565158658
ACH-000310,-0.4964194961775261
ACH-000311,-0.4226484568547419
ACH-000312,-0.3751613326089894
ACH-000315,-0.45190703764298207
ACH-000316,-0.38505354567084177
ACH-000317,-0.4229118405434578
ACH-000318,-0.43608324332744464
ACH-000319,-0.39618846656029905
ACH-000320,-0.3719588765016725
ACH-000322,-0.482704624412343
ACH-000323,-0.3998838403636791
ACH-000324,-0.5246742697083678
ACH-000329,-0.2097763162516464
ACH-000330,-0.4169814425556936
ACH-000331,-0.3369369123298404
ACH-000332,-0.3599865725928293
ACH-000334,-0.16725329157975174
ACH-000335,-0.5617370293181644
ACH-000336,-0.3215954930460931
ACH-000337,-0.3315132948071631
ACH-000338,-0.4255594050434693
ACH-000339,-0.30872413086265943
ACH-000341,-0.20270721079072127
ACH-000348,-0.36371869056865264
ACH-000350,-0.4024891380559416
ACH-000352,-0.4780965772496554
ACH-000356,-0.19791757618494552
ACH-000361,-0.4169899275369292
ACH-000362,-0.4750102644085909
ACH-000363,-0.4692166871695249
ACH-000364,-0.4645149959572434
ACH-000365,-0.39959025755930827
ACH-000366,-0.42826031507436624
ACH-000368,-0.5244928129863217
ACH-000374,-0.4113807778324391
ACH-000375,-0.4643965172824625
ACH-000376,-0.4421068132783623
ACH-000381,-0.2838625242114427
ACH-000383,-0.050238829303251
