,DUPD1 (338599)
ACH-000004,-0.05255081273006058
ACH-000005,0.3541143240082161
ACH-000007,0.2381790031642749
ACH-000009,-0.06516735981016766
ACH-000011,-0.009905724645929618
ACH-000012,-0.12840844158222234
ACH-000013,0.014660117102399419
ACH-000014,-0.07797622649527756
ACH-000015,-0.21601798551872228
ACH-000017,-0.1914626893960356
ACH-000018,-0.358855052936382
ACH-000019,-0.1410173383445099
ACH-000021,-0.08398707795920095
ACH-000022,-0.05274457507635556
ACH-000025,-0.23518859016865565
ACH-000028,-0.08311868240044855
ACH-000030,-0.3054307708958988
ACH-000035,-0.11545466674114598
ACH-000036,0.03322043043391033
ACH-000037,-0.12663978002722667
ACH-000039,-0.012544502498988195
ACH-000040,-0.15062427900784325
ACH-000041,-0.11077137533589852
ACH-000042,-0.13716468344143246
ACH-000045,-0.10726070060012746
ACH-000047,-0.03592876671340898
ACH-000052,-0.1782479858652145
ACH-000053,-0.04618280474463449
ACH-000054,-0.056692142156137465
ACH-000055,-0.11015027581256397
ACH-000060,-0.1091534810193268
ACH-000067,-0.29208491401048753
ACH-000070,-0.1364340049186117
ACH-000075,0.06308138533904609
ACH-000078,0.07582520203651813
ACH-000082,-0.003450145441438816
ACH-000085,0.0724136167050308
ACH-000086,-0.08028233879643172
ACH-000087,-0.1379334552652116
ACH-000092,0.03893572123850091
ACH-000095,-0.023221334266451444
ACH-000097,-0.001391800769626042
ACH-000098,-0.03932831607098942
ACH-000099,-0.035675315112239814
ACH-000108,-0.15040071345301434
ACH-000113,-0.0649063562921738
ACH-000116,-0.012981441948676323
ACH-000118,-0.25712334392056146
ACH-000120,-0.04163653836574949
ACH-000123,0.02091285663244688
ACH-000127,-0.1157411911001645
ACH-000128,-0.11219314699105047
ACH-000132,-0.05682209549833441
ACH-000133,-0.09405771391504704
ACH-000137,-0.04693583507317728
ACH-000138,-0.06725690601324799
ACH-000142,-0.027075958970595608
ACH-000143,-0.09931001635998972
ACH-000146,-0.18744851178928
ACH-000148,-0.13970111663082754
ACH-000150,-0.10946031587190358
ACH-000152,-0.11184789541924664
ACH-000153,-0.07746151000743334
ACH-000159,-0.05904444731988785
ACH-000160,-0.016528139752894955
ACH-000163,-0.1297744412339752
ACH-000167,0.17495585041561626
ACH-000168,-0.16100682638979075
ACH-000169,-0.06989118508739538
ACH-000178,-0.12060099542269075
ACH-000183,-0.08192166275612285
ACH-000188,-0.0657753426542281
ACH-000189,-0.2729660401096676
ACH-000190,-0.14070718230285026
ACH-000198,-0.0858436871363584
ACH-000203,-0.14785585117518985
ACH-000204,-0.12928195207893836
ACH-000206,-0.2167961603674932
ACH-000207,-0.2888146835408532
ACH-000208,0.052197210730014564
ACH-000210,-0.17274656319561324
ACH-000211,-0.14471015073119686
ACH-000215,-0.06869438187690176
ACH-000221,-0.1174650501740653
ACH-000222,-0.13901106117792109
ACH-000223,-0.08797852924038166
ACH-000226,-0.06627180842330258
ACH-000227,-0.05503201707872842
ACH-000228,-0.11853206361393752
ACH-000231,-0.20548506309775216
ACH-000232,-0.034501091574143786
ACH-000233,-0.14169359857189706
ACH-000234,-0.11717371709424194
ACH-000235,-0.09616894625083988
ACH-000237,-0.0589988144815996
ACH-000238,0.09032339219888427
ACH-000242,-0.15987795293121626
ACH-000243,-0.16098420057225854
ACH-000244,-0.0246833583547913
ACH-000246,-0.08184318725502694
ACH-000248,-0.11931779177463644
ACH-000250,-0.0495560531541196
ACH-000251,-0.21520464823741534
ACH-000252,-0.13372847427712406
ACH-000253,0.05162439882284965
ACH-000255,-0.2068374733076393
ACH-000256,-0.015306519161059072
ACH-000257,-0.2153780865517352
ACH-000258,-0.11368536216151122
ACH-000259,-0.1499187264002093
ACH-000260,-0.08567134113625142
ACH-000261,-0.0928838661330797
ACH-000262,-0.17498657102165438
ACH-000263,-0.4176932825230117
ACH-000264,-0.0638725163139183
ACH-000265,0.014504057011606309
ACH-000266,-0.027433607394762482
