,LARS (51520)
ACH-000663,-0.8875806887626497
ACH-000665,-0.8642857223881071
ACH-000671,-0.5447744390308584
ACH-000672,-0.6021285062377671
ACH-000673,-0.7385312530319909
ACH-000676,-0.6385499175933037
ACH-000677,-0.6634803431089302
ACH-000681,-0.563371823192693
ACH-000683,-0.7499954950437995
ACH-000684,-0.7136912641987326
ACH-000688,-0.8672784186595085
ACH-000693,-0.6001188466671092
ACH-000694,-0.6441945788685498
ACH-000695,-0.7509657082243666
ACH-000696,-0.6963740677894141
ACH-000697,-0.6812938475733494
ACH-000699,-0.7340252361763269
ACH-000701,-0.7715700147129126
ACH-000706,-0.5880705977259789
ACH-000711,-0.6731921143827455
ACH-000713,-0.6583664816605175
ACH-000714,-0.6317517108950124
ACH-000718,-0.9227310483367664
ACH-000720,-0.6487370029738889
ACH-000721,-0.7289590784733859
ACH-000724,-0.6857874431691138
ACH-000725,-0.6385113407924824
ACH-000732,-0.5206098122204814
ACH-000734,-0.7487840287227358
ACH-000735,-0.7880974450571081
ACH-000736,-0.7502220547763774
ACH-000738,-0.7969950289741571
ACH-000746,-0.6149910024316831
ACH-000747,-0.7467277172712248
ACH-000748,-0.6773124411307047
ACH-000753,-0.6906146006968095
ACH-000756,-0.5290487180152392
ACH-000757,-0.6347123731146259
ACH-000758,-0.8067532515534447
ACH-000760,-0.784093197641521
ACH-000762,-0.7332152800003683
ACH-000763,-0.5971772747708456
ACH-000764,-0.7411267503234115
ACH-000765,-0.8382350823252416
ACH-000766,-0.504204981791642
ACH-000767,-0.7140049650498944
ACH-000768,-0.5875055789042157
ACH-000769,-0.6277138704033256
ACH-000770,-0.7676987036391525
ACH-000771,-0.7280988536346664
ACH-000773,-0.6882334430401
ACH-000776,-0.5324394683384247
ACH-000777,-0.5779319588238137
ACH-000778,-0.5595531746426167
ACH-000781,-0.6721630196575121
ACH-000782,-0.7108447217764611
ACH-000783,-0.6438714028281349
ACH-000784,-0.5785683595348422
ACH-000785,-0.6656352869523147
ACH-000787,-0.7273745833231382
ACH-000788,-0.7423302765890352
ACH-000791,-0.7440083784066509
ACH-000792,-0.7078825427528416
ACH-000794,-0.615729357178434
ACH-000796,-0.7734226247665993
ACH-000798,-0.7881139319280975
ACH-000799,-0.7726901646523623
ACH-000800,-0.6797156664963773
ACH-000802,-0.6738756794722605
ACH-000804,-0.4850912289339927
ACH-000805,-0.7202392249578135
ACH-000809,-0.6968043203151416
ACH-000810,-0.6563491613931742
ACH-000811,-0.8363447025002371
ACH-000817,-0.5780615099286136
ACH-000819,-0.8080152923605319
ACH-000820,-1.0708296150367196
ACH-000821,-0.5593885669072243
ACH-000822,-0.8968482093888006
ACH-000823,-0.7047037743879069
ACH-000824,-0.7385056157413644
ACH-000827,-0.7391707811364542
ACH-000829,-0.6948482472339065
ACH-000831,-0.7183613269646841
ACH-000832,-0.6704654931059576
ACH-000833,-0.42863673253475937
ACH-000834,-0.7246753543857213
ACH-000835,-0.5507641515602625
ACH-000836,-0.6732196644052333
ACH-000837,-0.6939164247105
ACH-000838,-0.4853708983992906
ACH-000839,-0.7032230585230138
ACH-000840,-0.5400524279554266
ACH-000841,-0.6889774690922363
ACH-000843,-0.42845128119282255
ACH-000846,-0.8458092091410091
ACH-000847,-0.7015467067717568
ACH-000848,-0.8283212718841771
ACH-000849,-0.5911613283352763
ACH-000851,-0.7574334921315051
ACH-000855,-0.508473789288461
ACH-000856,-0.5919661662191534
ACH-000858,-0.8162514797199516
ACH-000859,-0.5540888299818816
ACH-000861,-0.7521662300426699
ACH-000862,-0.7794636020066752
ACH-000865,-0.5809088826192056
ACH-000866,-0.7361451039708358
ACH-000867,-0.5778149445606242
ACH-000869,-0.8299633766182162
ACH-000872,-0.6298812924811402
ACH-000873,-0.8915502094439063
ACH-000876,-0.6145793240757981
ACH-000878,-0.7459082531239009
ACH-000880,-0.6745778100330287
ACH-000881,-0.5194957396779705
ACH-000882,-0.5628595573012598
ACH-000884,-0.6950693193850582
ACH-000885,-0.6617236993114275
ACH-000887,-0.6402203723036995
ACH-000889,-0.5996616640845157
ACH-000896,-0.8254187046514235
ACH-000898,-0.6955126432102839
ACH-000900,-0.6564766658064937
ACH-000901,-0.6507338074581681
ACH-000905,-0.7623665763031102
ACH-000906,-0.6443362394736701
ACH-000907,-0.5678336047284922
ACH-000910,-0.6583933540871034
ACH-000911,-0.7674606783604687
ACH-000912,-0.5776529939478019
ACH-000913,-0.9269282836981364
ACH-000915,-0.6972669600315673
ACH-000916,-0.9023435476620948
ACH-000917,-0.878845946632784
ACH-000920,-0.5278418329971776
ACH-000921,-0.8711753274086659
ACH-000924,-0.6470287677878548
ACH-000926,-0.7717271295528241
ACH-000928,-0.6571809679197108
ACH-000929,-0.7504816765228817
ACH-000932,-0.6778508046862278
ACH-000935,-0.76247133413654
ACH-000936,-0.6929216404026362
ACH-000937,-0.6096898401883537
ACH-000938,-0.8518562261851093
ACH-000939,-0.5326495007240525
ACH-000941,-0.6390196251851811
ACH-000943,-0.6144081945347399
ACH-000946,-0.6219244527027379
ACH-000947,-0.6851226842590462
ACH-000948,-0.5075230205642492
ACH-000950,-0.6817084175995483
ACH-000953,-0.6278120626355186
ACH-000954,-0.9249051589724808
ACH-000957,-0.6872737979612797
ACH-000958,-0.7692733043404301
ACH-000960,-0.5235980038836137
ACH-000963,-0.6799412885591133
ACH-000968,-0.8702402470798796
ACH-000969,-0.6299142209229709
ACH-000972,-0.8606651492198869
ACH-000973,-0.7543620380764023
ACH-000974,-0.7496978681598435
ACH-000978,-0.5504497571577335
ACH-000984,-0.9085960297559731
ACH-000986,-0.7778996958279871
ACH-000988,-0.6500501356608046
ACH-000993,-0.7316102277379011
ACH-000994,-0.5868113030030959
ACH-000996,-0.7822405279061979
ACH-001001,-0.6169837256440888
ACH-001020,-0.8553456476573388
ACH-001028,-0.7159122918282627
ACH-001031,-0.5324355774919848
ACH-001038,-0.7105633540146672
ACH-001048,-0.7615146783177108
ACH-001050,-0.7540916180126361
ACH-001053,-0.7313745822427387
ACH-001054,-0.7458126371438927
ACH-001061,-0.8734757731172638
ACH-001067,-0.7565397347057375
ACH-001075,-0.5255811524087153
ACH-001096,-0.6358310813711845
ACH-001111,-0.511124569394149
ACH-001119,-0.8236967980098158
ACH-001128,-0.6440840984444561
ACH-001134,-0.7252372596492133
ACH-001151,-0.6556830425562679
ACH-001163,-0.7318763254201371
ACH-001164,-0.8576237647421372
ACH-001183,-0.6189338628333474
ACH-001192,-0.8734946784717432
ACH-001193,-0.8395773664089183
ACH-001196,-0.5254576080300436
ACH-001197,-0.6613086957201189
ACH-001205,-0.7533771430106071
ACH-001211,-0.7121402464341502
ACH-001212,-0.6404186101713397
ACH-001228,-0.6368759673833552
ACH-001232,-0.7196461319298029
ACH-001239,-0.7184755219065024
ACH-001270,-0.7487065655869852
ACH-001274,-0.6503857134866282
ACH-001275,-0.6524280481994835
ACH-001277,-0.7699764383761205
ACH-001278,-0.6664091259017447
ACH-001280,-0.5453224138617708
ACH-001283,-0.6709397553534125
ACH-001289,-0.5592405411048672
ACH-001300,-0.6122664713660989
ACH-001301,-0.7062286404581656
ACH-001302,-0.49991484342394704
ACH-001306,-0.7972888786226175
ACH-001318,-0.6462602642646234
ACH-001322,-0.5924098321308127
ACH-001328,-0.8356782896102579
ACH-001332,-0.9024867949219598
ACH-001336,-0.8333562717961366
ACH-001346,-0.5280067924250548
ACH-001353,-0.7204959602175699
ACH-001354,-0.5057810296080691
ACH-001367,-0.5555775376290346
ACH-001368,-0.7137132748960758
ACH-001374,-0.6584963078526961
ACH-001377,-0.5673777493607954
ACH-001380,-0.5682299560054029
ACH-001391,-0.8125363515307696
ACH-001408,-0.7087904913757563
ACH-001430,-0.6779465600172518
ACH-001431,-0.6940044583743437
ACH-001450,-0.7078383087532556
ACH-001496,-0.8420675145282154
ACH-001500,-0.6137353786308758
ACH-001523,-0.7053337280077137
ACH-001532,-0.6373727775303585
ACH-001550,-0.6557811019633238
ACH-001552,-0.7616616851140038
ACH-001554,-0.6327414194486273
ACH-001654,-0.5460213747915335
ACH-001735,-0.6093579718068447
ACH-001736,-0.476987290740833
ACH-001737,-0.6916415602470054
ACH-001740,-0.6590544447034324
ACH-001745,-0.698886383105975
ACH-001765,-0.565525018659654
