,DAW1 (164781)
ACH-000004,0.1947371555289239
ACH-000005,0.1903330387269378
ACH-000007,0.07862540160547195
ACH-000009,-0.06000645030225479
ACH-000011,0.049363650639048864
ACH-000012,0.12156457063565035
ACH-000013,0.10783989408380673
ACH-000014,0.23580862328232854
ACH-000015,0.09795058013391804
ACH-000017,0.1074014384246998
ACH-000018,0.19181772784386691
ACH-000019,0.08503096042462484
ACH-000021,0.11428427938809585
ACH-000022,0.11852765455797792
ACH-000025,0.10055964965895507
ACH-000028,0.11952519400062064
ACH-000030,-0.019464838007823903
ACH-000035,0.10869190669058028
ACH-000036,0.21611731122396508
ACH-000037,0.17240670154048562
ACH-000039,0.03589902278466948
ACH-000040,0.059483470594138936
ACH-000041,0.040375736552276165
ACH-000042,0.020344897112802542
ACH-000045,0.2757585473828479
ACH-000047,0.16246077442576054
ACH-000052,-0.02126653709592751
ACH-000053,0.0339328769810573
ACH-000054,0.2355902484403943
ACH-000055,0.18588612483017536
ACH-000060,0.07258943066848476
ACH-000067,-0.15349128418758493
ACH-000070,-0.02253133104017361
ACH-000075,0.0718562279899461
ACH-000078,0.17369606752809472
ACH-000082,0.016670021811358238
ACH-000085,0.16153386509126108
ACH-000086,0.13361611790358774
ACH-000087,-0.049198673599503466
ACH-000092,0.007522963171782014
ACH-000095,0.0023984597289982467
ACH-000097,0.08612935528210408
ACH-000098,0.02733974671120285
ACH-000099,0.08155663742995535
ACH-000108,0.09511565553612496
ACH-000113,0.15970386276291662
ACH-000116,0.06562262414393992
ACH-000118,0.19242240924825976
ACH-000120,0.09799774250683596
ACH-000123,0.05268694980220345
ACH-000127,0.1295648533443524
ACH-000128,0.042026991206320016
ACH-000132,0.20442402679264604
ACH-000133,0.05373523060497799
ACH-000137,0.1279246097118202
ACH-000138,0.06845690615393621
ACH-000142,0.04850119185121718
ACH-000143,0.1017595266763296
ACH-000146,-0.006696627019881847
ACH-000148,0.16946097547538597
ACH-000150,0.10591567859240997
ACH-000152,0.06937887000729266
ACH-000153,0.04525932055929754
ACH-000159,0.05795343243385265
ACH-000160,0.07485279170762542
ACH-000163,0.019782700961427143
ACH-000167,-0.2302645465418309
ACH-000168,-0.04103020761382666
ACH-000169,0.13272023367140895
ACH-000178,0.07207135479389917
ACH-000183,0.040225292963506014
ACH-000188,0.0999022738861561
ACH-000189,0.09161313281959813
ACH-000190,0.17836191895548348
ACH-000198,0.03993103334209568
ACH-000203,0.12141665364634828
ACH-000204,-0.0974907930903669
ACH-000206,0.13192310743581825
ACH-000207,0.12365684059662742
ACH-000208,0.03255747663030211
ACH-000210,-0.019942295458321786
ACH-000211,0.013793109010065762
ACH-000215,0.04395944061575826
ACH-000221,0.3536403897247432
ACH-000222,0.030812880349952543
ACH-000223,0.09728365516448924
ACH-000226,0.07742277086907595
ACH-000227,-0.004490721910205538
ACH-000228,0.1267199555820214
ACH-000231,0.09400328108623708
ACH-000232,0.020667859310176003
ACH-000233,0.15292630371667368
ACH-000234,0.08330383837681625
ACH-000235,0.11602459933193388
ACH-000237,-0.01623501591626466
ACH-000238,0.2169391853710528
ACH-000242,0.36842948406757736
ACH-000243,0.1245091173985258
ACH-000244,0.18931124055653228
ACH-000246,0.1283615379878537
ACH-000248,0.04263843723797174
ACH-000250,0.022035976135485517
ACH-000251,0.16671521441961354
ACH-000252,0.07266392285387269
ACH-000253,-0.012204496202976896
ACH-000255,0.03204164646848027
ACH-000256,0.09018999674663376
ACH-000257,0.190737415577796
ACH-000258,-0.2447613128086513
ACH-000259,-0.04365149592983469
ACH-000260,0.043987145459670286
ACH-000261,0.08828933328306035
ACH-000262,0.1664244716250436
ACH-000263,0.0669496836161964
ACH-000264,0.10844868021535482
ACH-000265,0.08109555745274838
ACH-000266,0.07065057148419886
ACH-000272,0.10453888168972307
ACH-000274,-0.008221497867336636
ACH-000277,0.07393613992431708
ACH-000278,-0.06433857531594843
ACH-000279,0.07253186208738938
ACH-000280,0.130561574667566
ACH-000281,0.09197191625213127
ACH-000288,0.03908385902087279
ACH-000291,0.06592837731524923
ACH-000293,0.2050567879729583
ACH-000294,-0.02497450406346684
ACH-000295,0.1569078645566896
ACH-000296,0.1581651321534436
ACH-000302,0.10929416445815672
ACH-000304,0.2629796490730978
ACH-000307,0.08412261134426614
ACH-000308,0.026827717284271392
ACH-000310,0.10458764037256907
ACH-000311,0.13341296511177858
ACH-000312,0.11742095167560147
ACH-000315,0.0635085389326153
ACH-000316,0.014164342521159737
ACH-000317,0.14665442259132375
ACH-000318,0.07493768198870172
ACH-000319,0.2943720404358655
ACH-000320,0.09589474594213676
ACH-000322,0.17668489304013316
ACH-000323,-0.01587985848480001
ACH-000324,0.07342108935941287
ACH-000329,0.03805096963384498
ACH-000330,0.16836664143251429
ACH-000331,0.05834268542669727
ACH-000332,0.09036079355144264
ACH-000334,-0.14566255778877074
ACH-000335,0.2515959232604669
ACH-000336,0.2389715325459013
ACH-000337,-0.05961777279722756
ACH-000338,0.4345397058926293
ACH-000339,0.0627300699314697
ACH-000341,0.1452615300986305
ACH-000348,-0.03222998999433993
ACH-000350,0.03050950336773893
ACH-000352,0.157940025406107
ACH-000356,0.09877003364052994
ACH-000361,-0.01236004679947093
ACH-000362,0.04704878638030882
ACH-000363,-0.04288763170804556
ACH-000364,0.11434951495903585
ACH-000365,0.07299771125662574
ACH-000366,0.08639491755565716
ACH-000368,0.15710952514103227
ACH-000374,0.10456509858439464
ACH-000375,0.32682659552208426
ACH-000376,-0.010895057036200584
ACH-000381,0.0946860482565211
ACH-000383,0.05317854358142532
ACH-000387,0.0841438196187833
ACH-000389,0.15258743437095146
ACH-000390,0.018303772798772825
ACH-000393,0.13867278725281398
ACH-000395,0.11261330564659977
ACH-000396,0.05523851866018895
ACH-000397,0.06933283961759748
ACH-000401,0.1432293782452033
ACH-000402,0.07016186625085831
ACH-000403,0.0587298656634545
ACH-000404,0.13202780003660572
ACH-000406,0.12882376689744082
ACH-000407,0.1222868649094518
ACH-000408,0.1564346386568455
ACH-000410,-0.04559596951632314
ACH-000411,-0.008784054377093805
ACH-000414,0.039373729186907916
ACH-000415,0.08636778575000527
ACH-000416,0.11394195678992658
ACH-000420,0.18385222089757652
ACH-000421,0.0108948787999263
ACH-000424,0.041936584889264265
ACH-000425,0.06538443235982815
ACH-000426,0.0796922562561583
ACH-000427,0.14477015135538035
ACH-000433,0.3721668643252616
ACH-000435,0.24988438864869555
ACH-000436,-0.03129161544960217
ACH-000444,0.12044544887307745
ACH-000445,-0.05484439144048235
ACH-000448,0.0630951754075955
ACH-000450,0.08905723986644884
ACH-000452,0.13286693067626512
ACH-000454,0.22041472379139745
ACH-000458,0.0818498688229631
ACH-000459,0.094305046729863
ACH-000460,0.08816005543392526
ACH-000461,0.13709860819924413
ACH-000463,0.0916720074287146
ACH-000464,-0.018785968408934726
ACH-000466,0.02085961837191772
ACH-000467,-0.035872833621223635
ACH-000468,-0.04136680299571495
ACH-000469,-0.031778021751818965
ACH-000470,0.18515032183799587
ACH-000471,0.1341560490088973
ACH-000472,0.08095959100492685
ACH-000473,0.040001369592846316
ACH-000475,0.04102066559650879
ACH-000476,0.06827035107547656
ACH-000477,0.06009133820038795
ACH-000479,0.018960652218383084
ACH-000480,0.025665386616760776
ACH-000481,-0.0458805146486952
ACH-000483,0.0890021080554235
ACH-000484,0.06511958204435274
ACH-000485,-0.033916360056715465
ACH-000486,0.18648056601910445
ACH-000487,0.09607502954661397
ACH-000488,0.014064971263187127
ACH-000490,0.16590451264797246
ACH-000491,0.08237061278014149
ACH-000495,0.0014129459345132555
ACH-000496,0.08425630005353041
ACH-000499,-0.06326644410769833
ACH-000500,0.029643625745599745
ACH-000502,0.025712744630987654
