,EBNA1BP2 (10969)
ACH-000237,-0.927005166478964
ACH-000238,-1.0363031688058448
ACH-000242,-0.4904327186706997
ACH-000243,-0.9352305616885984
ACH-000244,-1.0177077116853346
ACH-000246,-0.8856902536571681
ACH-000248,-0.8163267051604225
ACH-000250,-0.933535917726263
ACH-000251,-1.0850771042996847
ACH-000252,-0.8660533903410721
ACH-000253,-0.994024263041148
ACH-000255,-0.8771715499720774
ACH-000256,-0.806915748014697
ACH-000257,-0.8743955720519716
ACH-000258,-0.7740989886415408
ACH-000259,-0.8546968901903549
ACH-000260,-0.8934835523630894
ACH-000261,-0.6534508172046768
ACH-000262,-0.8902886951704206
ACH-000263,-0.8115072223667523
ACH-000264,-1.0595791514722772
ACH-000265,-0.7945670615002615
ACH-000266,-0.9531818962210316
ACH-000272,-0.8143338314009029
ACH-000274,-0.8752204847149415
ACH-000277,-0.9826252575083648
ACH-000278,-1.1738436154351741
ACH-000279,-0.6821386923548667
ACH-000280,-0.9357404233900304
ACH-000281,-0.6964040258551819
ACH-000288,-0.8287362324537885
ACH-000291,-1.0414017266375557
ACH-000293,-0.7439115554701632
ACH-000294,-1.1027118821192199
ACH-000295,-1.0099061125487403
ACH-000296,-0.7702368784499979
ACH-000302,-0.9642656089142924
ACH-000304,-1.0137645639659325
ACH-000307,-0.7252258514339452
ACH-000308,-0.9773481677417856
ACH-000310,-1.1037245160095732
ACH-000311,-1.0323542073423038
ACH-000312,-0.8831137768455241
ACH-000315,-0.8722317407547217
ACH-000316,-0.7699822220959858
ACH-000317,-0.8513602420397951
ACH-000318,-0.7472937130929936
ACH-000319,-0.8365115014642859
ACH-000320,-0.8055129032240245
ACH-000322,-0.9419041283566668
ACH-000323,-0.9747322897379812
ACH-000324,-0.8024213546879115
ACH-000329,-0.9265394500741146
ACH-000330,-0.8191602372212943
ACH-000331,-0.9340060141671046
ACH-000332,-1.0884542033923774
ACH-000334,-0.8297659023724875
ACH-000335,-0.8706897406311325
ACH-000336,-0.9228977909468572
ACH-000337,-0.9023267406833068
ACH-000338,-1.1660477202680102
ACH-000339,-0.8868756072148628
ACH-000341,-1.1002130435373745
ACH-000348,-0.9562695012021588
ACH-000350,-0.8853946460908603
ACH-000352,-0.9263473884656652
ACH-000356,-0.9024363266442664
ACH-000361,-0.8225775596728799
ACH-000362,-0.9155503747163921
ACH-000363,-0.8835518494625667
ACH-000364,-0.9560449881211008
ACH-000365,-0.700220770125165
ACH-000366,-0.6994839043734077
ACH-000368,-0.948994872653614
ACH-000374,-0.7589270232697443
ACH-000375,-1.0377803896697335
ACH-000376,-0.8237592868970641
ACH-000381,-0.9077767321236891
ACH-000383,-0.8772467021750867
ACH-000387,-0.8835019622070482
ACH-000389,-0.9254852784510378
ACH-000390,-1.0439926629546177
ACH-000393,-0.8713814860169258
ACH-000395,-0.7617724305270117
ACH-000396,-0.7980407325301849
ACH-000397,-0.9382866582447876
ACH-000401,-0.7398931490763554
ACH-000402,-0.8376102920982832
ACH-000403,-0.9140233712092478
ACH-000404,-0.8196693402040409
ACH-000406,-0.7595478217738001
ACH-000407,-0.8874978943020504
ACH-000408,-0.9962929569390528
ACH-000410,-1.260193188670737
ACH-000411,-0.9554481422795896
ACH-000414,-0.7611347271853424
ACH-000415,-0.7481892988900931
ACH-000416,-0.8748193316670809
ACH-000420,-0.8058308792864683
ACH-000421,-0.9227409236354736
ACH-000424,-0.8685353368669089
ACH-000425,-0.9595804129672908
ACH-000426,-0.8711405629968871
ACH-000427,-0.9025438607354644
ACH-000433,-0.6494450546102658
ACH-000435,-0.663035460444186
ACH-000436,-0.8795079894125472
ACH-000444,-0.9712671098650912
ACH-000445,-1.246401001818666
ACH-000448,-0.7819078058342392
ACH-000450,-0.6885362882413915
ACH-000452,-0.9722060630914828
ACH-000454,-0.7496955624101812
ACH-000458,-0.7937287781925403
ACH-000459,-0.919051120356192
ACH-000460,-0.6523151918634036
ACH-000461,-0.9108266761807206
ACH-000463,-0.984399534716788
ACH-000464,-0.8812478868911527
ACH-000466,-0.8611122521946624
ACH-000467,-0.7668627554983073
ACH-000468,-0.7013843460847693
ACH-000469,-0.8282891128828342
ACH-000470,-0.5909843807069018
ACH-000471,-0.9137481509835492
ACH-000472,-0.6352633144459515
ACH-000473,-1.0317286991307413
ACH-000475,-0.8296312056594849
ACH-000476,-0.819990908869828
ACH-000477,-1.050215905579052
ACH-000479,-0.7272993099972237
ACH-000480,-1.0234349173431296
ACH-000481,-0.9190935868760868
ACH-000483,-0.9361583130961376
ACH-000484,-0.9495940725176332
ACH-000485,-0.8164477526533471
ACH-000486,-0.945047981837448
ACH-000487,-0.6836792216391686
ACH-000488,-0.9022991974972456
ACH-000490,-0.7422640024108925
ACH-000491,-0.6416852842452244
ACH-000495,-0.9559827740210862
ACH-000496,-0.7887382484677125
ACH-000499,-0.6458522984305197
ACH-000500,-1.158522019508566
ACH-000502,-0.9089029760443648
ACH-000503,-0.8852846181688242
ACH-000505,-0.7901631441698451
ACH-000507,-0.8082635934221192
ACH-000510,-0.7681049195681817
ACH-000511,-0.8400634408625618
ACH-000512,-0.7182793613104582
ACH-000516,-0.6942977589012496
ACH-000517,-1.0243938368505332
ACH-000518,-0.90921156677728
ACH-000520,-0.8383684020622378
ACH-000521,-0.9867937697634308
ACH-000522,-0.8711758484117015
ACH-000524,-0.8514555401733848
ACH-000527,-0.8711756776050692
ACH-000528,-0.9646346963350144
ACH-000537,-0.9806593937756748
ACH-000541,-0.6490320099091966
ACH-000542,-0.8700249970539213
ACH-000544,-0.8198971647892933
ACH-000545,-0.8996687026216532
ACH-000547,-1.0322660440190423
ACH-000548,-0.8760496046533699
ACH-000549,-0.8200261045696626
ACH-000550,-1.049074778519717
ACH-000552,-0.8757070726163418
ACH-000556,-0.8564874471695141
ACH-000557,-0.7861408517004415
ACH-000569,-1.0897975622248572
ACH-000570,-1.0446624773656554
ACH-000571,-0.7161770626808998
ACH-000573,-1.0144571975469894
ACH-000576,-0.8206009509086952
ACH-000579,-0.7115748340013586
ACH-000580,-1.043269214105257
ACH-000584,-0.6772224310974568
ACH-000585,-0.8450673129425605
ACH-000588,-0.5881514733456733
ACH-000589,-0.7995376887631656
ACH-000591,-0.9322491402542951
ACH-000593,-0.8747471231631649
ACH-000600,-0.9007326348888228
ACH-000601,-0.7551536427944353
ACH-000605,-0.8894540544068166
ACH-000606,-0.970305061521492
ACH-000608,-0.7581615829764135
ACH-000614,-0.9632868525052164
ACH-000616,-0.9735812497522272
ACH-000618,-0.9649404491601709
ACH-000619,-0.8691231465665115
ACH-000620,-1.0079360448113284
ACH-000621,-0.9419116886768036
ACH-000622,-0.9728505650976246
ACH-000623,-0.9632310413818624
ACH-000624,-0.9198126630109288
ACH-000627,-0.9214829740787092
ACH-000630,-1.0299583936534826
ACH-000631,-0.7690256198858791
ACH-000632,-0.8262929698783565
ACH-000633,-0.8638861254840414
ACH-000637,-1.0324935129891124
ACH-000638,-0.9366964377361592
ACH-000646,-0.8418877417866434
ACH-000647,-0.8578930594303348
ACH-000648,-0.7348572453760523
ACH-000649,-0.9024373121382352
ACH-000651,-0.9167115328027456
ACH-000652,-1.1024442490071882
ACH-000653,-0.7785569183795644
ACH-000657,-0.9337920465894026
ACH-000658,-0.6867228562856745
ACH-000661,-1.1350434803908225
ACH-000662,-0.7362310119031562
ACH-000663,-0.6661988439952402
ACH-000665,-0.8305981234809566
ACH-000671,-1.0275858883719229
ACH-000672,-0.7639556584935742
ACH-000673,-0.8066874307772393
ACH-000676,-0.8817696939598035
ACH-000677,-0.906436197894372
ACH-000681,-0.8329691209225633
ACH-000683,-0.9820264001844876
ACH-000684,-0.9116974387041408
ACH-000688,-0.7583175082920048
ACH-000693,-0.8955508224055913
ACH-000694,-0.760001403819506
ACH-000695,-0.8859075022412514
ACH-000696,-1.090953246562998
ACH-000697,-0.9753991117193594
ACH-000699,-0.875793349533424
ACH-000701,-0.8972750751121039
ACH-000706,-0.8089729315674017
ACH-000711,-0.759792278113509
ACH-000713,-0.8496368552094855
ACH-000714,-0.4961267227701258
ACH-000718,-0.6501926802759814
ACH-000720,-0.7464275284781171
ACH-000721,-0.837409655009394
ACH-000724,-0.7336786260115129
ACH-000725,-0.7175600347566666
ACH-000732,-1.1181885600986934
ACH-000734,-0.6399118119379125
ACH-000735,-0.9266112610510532
ACH-000736,-0.8059508129373747
ACH-000738,-0.9028399927082196
ACH-000746,-0.8580308989856416
ACH-000747,-0.8597689002514364
ACH-000748,-0.7669412265132329
ACH-000753,-0.8173071281385902
ACH-000756,-0.8223833700616001
ACH-000757,-0.7439739590034088
ACH-000758,-1.2264124192474712
ACH-000760,-0.7048669289475722
ACH-000762,-0.8744107825926258
ACH-000763,-0.743889108262823
ACH-000764,-0.9286432343752856
ACH-000765,-0.7877401901345031
ACH-000766,-1.1784091412622777
ACH-000767,-0.6610513091587166
ACH-000768,-0.9247248259349607
ACH-000769,-1.0355481028057072
ACH-000770,-0.7896325202942026
ACH-000771,-0.9574083734533416
ACH-000773,-0.995593967112084
ACH-000776,-0.7119063797028752
ACH-000777,-0.7907756493505241
ACH-000778,-0.7702836897118933
ACH-000781,-0.6959942821105547
ACH-000782,-0.762148740887447
ACH-000783,-0.8876805278071346
ACH-000784,-0.7565712068731061
ACH-000785,-0.8441597412977601
ACH-000787,-0.8990818706896448
ACH-000788,-0.8198026674150158
ACH-000791,-0.936423763566206
ACH-000792,-0.8138347997248426
ACH-000794,-0.9283756341878979
ACH-000796,-0.8003330457195927
ACH-000798,-0.7148297164360734
ACH-000799,-1.1053032822353537
ACH-000800,-0.8204560641929225
ACH-000802,-0.6567454899284224
ACH-000804,-0.7148071644650975
ACH-000805,-0.7477976358021288
ACH-000809,-0.5451041861504448
ACH-000810,-0.8268997151689539
ACH-000811,-0.9524509227414264
ACH-000817,-0.7700840634158926
ACH-000819,-0.9760893502126108
ACH-000820,-0.9547927982259796
ACH-000821,-0.6951425087408725
ACH-000822,-0.6179015508023505
ACH-000823,-0.8321576539087551
ACH-000824,-0.7420973460320329
ACH-000827,-1.0989780944098395
ACH-000829,-0.9213031600609622
ACH-000831,-0.9283364968736936
ACH-000832,-0.8858395849853982
ACH-000833,-0.9103579828060964
ACH-000834,-0.9578633774717096
ACH-000835,-0.9152435458395144
ACH-000836,-0.8746721266614911
ACH-000837,-1.0258878952887984
ACH-000838,-1.1440727409578135
ACH-000839,-1.0779836909902956
ACH-000840,-0.6666608190835026
ACH-000841,-0.7859024537291786
ACH-000843,-0.958723745307552
ACH-000846,-0.7181025502652091
ACH-000847,-0.8016789633809667
ACH-000848,-1.0358610550265352
ACH-000849,-0.6447594863835135
ACH-000851,-0.7864314040041044
ACH-000855,-1.1047429754906903
ACH-000856,-0.6913774710433604
ACH-000858,-0.8863698556440469
ACH-000859,-0.8970936558779654
ACH-000861,-0.8375213590430617
ACH-000862,-0.9197337761144608
ACH-000865,-0.9060887683127504
ACH-000866,-0.8558265083421984
ACH-000867,-0.7050494072662152
ACH-000869,-0.8669109751467888
ACH-000872,-0.886949855335533
ACH-000873,-0.6458886853971331
ACH-000876,-0.8255074436655437
ACH-000878,-0.8498454951910961
ACH-000880,-0.928983477196316
ACH-000881,-0.900621157002899
ACH-000882,-0.7822146979126281
ACH-000884,-0.9837935293426888
ACH-000885,-1.1005965005205145
ACH-000887,-0.8533131139096436
ACH-000889,-0.8566538841060025
ACH-000896,-0.7553134168374943
ACH-000898,-0.9343909302601476
ACH-000900,-0.7132944753343913
ACH-000901,-0.8351831963565646
ACH-000905,-0.7905802829633541
ACH-000906,-0.8285895279113302
ACH-000907,-0.8893315854936005
ACH-000910,-0.8822376753208739
ACH-000911,-0.8661260094553004
ACH-000912,-0.8772399557600375
ACH-000913,-0.6851618164475162
ACH-000915,-0.7231895613832555
ACH-000916,-0.8359076453149618
ACH-000917,-0.892224761538062
ACH-000920,-0.9428609225234206
ACH-000921,-1.049029943120568
ACH-000924,-0.9958425007133209
ACH-000926,-0.7908989834675457
ACH-000928,-0.7776096021149658
ACH-000929,-1.086149185008232
ACH-000932,-0.7914535662681981
ACH-000935,-0.9739077510600276
ACH-000936,-1.02632679474559
ACH-000937,-0.8448541682912807
ACH-000938,-0.6656798948569291
ACH-000939,-0.7326541809590272
ACH-000941,-0.6836845032627713
ACH-000943,-0.8776460132649633
ACH-000946,-0.8455063059497882
ACH-000947,-0.883271968025021
ACH-000948,-0.933560603757946
ACH-000950,-0.9452637519677436
ACH-000953,-0.7101744385251725
ACH-000954,-0.7842384169923359
ACH-000957,-0.8261279084633748
ACH-000958,-0.9336664667185236
ACH-000960,-0.8603601569673148
ACH-000963,-0.9078179178982142
ACH-000968,-0.7878945789778797
ACH-000969,-0.8024278671856347
ACH-000972,-0.7962689408604027
ACH-000973,-0.7735374332573404
ACH-000974,-0.7997006889220912
ACH-000978,-0.6200942138204979
ACH-000984,-0.8976157652421197
ACH-000986,-0.7480681738779058
ACH-000988,-0.9645618340516602
ACH-000993,-0.9066651748914786
ACH-000994,-0.8215990473506134
ACH-000996,-0.9054553278847578
ACH-001001,-0.7221693431551345
ACH-001020,-0.9302651707177121
ACH-001028,-0.7740833875620827
ACH-001031,-1.2629513703362394
ACH-001038,-0.8050497391078283
ACH-001048,-0.8420467643601871
ACH-001050,-1.007053329696978
ACH-001053,-0.6913599584546546
ACH-001054,-0.8131781654796401
ACH-001061,-0.8147079767175492
ACH-001067,-0.7897611639475107
ACH-001075,-0.8443430535477038
ACH-001096,-0.8072468543141678
ACH-001111,-0.5296134310508485
ACH-001119,-0.6199294489024952
ACH-001128,-1.020831363198112
ACH-001134,-0.6102013519243563
ACH-001151,-0.938082715788096
ACH-001163,-0.7719328973929206
ACH-001164,-0.7795301239100382
ACH-001183,-0.7879526112571462
ACH-001192,-0.7011811321440347
ACH-001193,-0.5972116208110868
ACH-001196,-1.1677688385145921
ACH-001197,-0.6871220000912346
ACH-001205,-0.9658290313165632
ACH-001211,-1.1416019951773324
ACH-001212,-1.1188583981745244
ACH-001228,-0.8540732222373084
ACH-001232,-0.8927196635607063
ACH-001239,-0.8375466349052187
ACH-001270,-0.4866135324081158
ACH-001274,-0.9699882442801521
ACH-001275,-0.7607004550271647
ACH-001277,-0.9402778064598204
ACH-001278,-0.8068200419594066
ACH-001280,-1.1628342437849652
ACH-001283,-0.8910185009394829
ACH-001289,-1.0393950346558722
ACH-001300,-1.0427008953057055
ACH-001301,-0.7654166391216572
ACH-001302,-0.7988091162703607
ACH-001306,-0.9099527453328452
ACH-001318,-0.664936891373268
ACH-001322,-0.8671810847690445
ACH-001328,-0.8535705482178778
ACH-001332,-0.8009302554861176
ACH-001336,-0.7677705671366115
ACH-001346,-0.86542743427461
ACH-001353,-0.824336356812979
ACH-001354,-0.7799688227627045
ACH-001367,-0.7918744236847207
ACH-001368,-1.0127919624366477
ACH-001374,-0.7524702853624301
ACH-001377,-1.171635573706874
ACH-001380,-0.914711832439218
ACH-001391,-0.6305073081372387
ACH-001408,-0.7819777328850971
ACH-001430,-0.6806903557271115
ACH-001431,-0.9308175578738206
ACH-001450,-0.8867035911721867
ACH-001496,-1.183419158610601
ACH-001500,-0.7503310999807833
ACH-001523,-0.9601790950755428
ACH-001532,-1.0143001359578974
ACH-001550,-0.8089782148369015
ACH-001552,-0.8549324906631967
ACH-001554,-0.933604468091588
ACH-001654,-0.97250645508294
ACH-001735,-0.8793972944701639
ACH-001736,-0.8867895866869322
ACH-001737,-0.9450338769956124
ACH-001740,-0.7280180706153789
ACH-001745,-0.8063854854897946
ACH-001765,-0.595658209807225
