,CCNK (8812)
ACH-000836,-0.6242139501014995
ACH-000837,-0.6717616230710147
ACH-000838,-0.550431350854906
ACH-000839,-0.6730818075803009
ACH-000840,-0.5187993290731413
ACH-000841,-0.4917086434240453
ACH-000843,-0.5682329843249084
ACH-000846,-0.8108110023592043
ACH-000847,-0.8060437618379589
ACH-000848,-0.8658686735188299
ACH-000849,-0.6505765966345486
ACH-000851,-0.6805485684565006
ACH-000855,-0.5305375631294018
ACH-000856,-0.6517437916032565
ACH-000858,-0.5268077506444969
ACH-000859,-0.8775393815952119
ACH-000861,-0.6741224943962685
ACH-000862,-0.4827860647258073
ACH-000865,-0.6830821067739494
ACH-000866,-0.8430042578665234
ACH-000867,-0.7432926976780415
ACH-000869,-0.5446650837093324
ACH-000872,-0.6701853672075226
ACH-000873,-0.3417885577121834
ACH-000876,-0.4705286340703919
ACH-000878,-0.477437348226845
ACH-000880,-0.7741197117869731
ACH-000881,-0.8587922057628623
ACH-000882,-0.7512673832795869
ACH-000884,-0.8643710117844338
ACH-000885,-0.7199514363896221
ACH-000887,-0.8455671990957752
ACH-000889,-0.5263108285760023
ACH-000896,-0.9242709890122276
ACH-000898,-0.8638206049422101
ACH-000900,-0.8147800862705034
ACH-000901,-0.6938694947677571
ACH-000905,-0.6654717062660728
ACH-000906,-0.7014653527394781
ACH-000907,-0.7757072025374084
ACH-000910,-0.3942095964643166
ACH-000911,-0.8056072325669734
ACH-000912,-0.7802617296791475
ACH-000913,-0.7293845331765246
ACH-000915,-0.6348761529090506
ACH-000916,-0.7303172298262653
ACH-000917,-0.6585370799752616
ACH-000920,-0.3396281102484997
ACH-000921,-0.6284969029876222
ACH-000924,-0.6437313385245699
ACH-000926,-0.7449711405786013
ACH-000928,-0.6718334684383017
ACH-000929,-0.7687487099462305
ACH-000932,-0.6055747838627348
ACH-000935,-0.753987476918164
ACH-000936,-0.685991555798291
ACH-000937,-0.7543587465950474
ACH-000938,-0.6196179392012519
ACH-000939,-0.7387332033678953
ACH-000941,-0.9366896488803927
ACH-000943,-0.7723403893546851
ACH-000946,-0.6879217271480916
ACH-000947,-0.607369559824645
ACH-000948,-0.4488253475409443
ACH-000950,-0.5998253734301453
ACH-000953,-0.8364987823798978
ACH-000954,-0.5651953047083041
ACH-000957,-0.7644501012911076
ACH-000958,-0.8183493265789937
ACH-000960,-0.7323754826962512
ACH-000963,-0.6861842275547847
ACH-000968,-0.6010349163809479
ACH-000969,-0.8102312221666726
ACH-000972,-0.9061072466370976
ACH-000973,-0.7304066047293181
ACH-000974,-0.6371257079431744
ACH-000978,-0.7675363766655882
ACH-000984,-0.5638971587782688
ACH-000986,-0.817562794556119
ACH-000988,-0.6099442268459113
ACH-000993,-0.6929178605516749
ACH-000994,-0.4557715183029765
ACH-000996,-0.6706404485352868
ACH-001001,-0.6038438722655946
ACH-001020,-0.7599982782178409
ACH-001028,-0.8238120490837462
ACH-001031,-0.6351503250391767
ACH-001038,-0.7077559906950979
ACH-001048,-0.7029268985818325
ACH-001050,-0.8990463803035385
ACH-001053,-0.7853528749342849
ACH-001054,-0.7976365716191375
ACH-001061,-0.5704704882316873
ACH-001067,-0.8196388980670464
ACH-001075,-0.8380856812995232
ACH-001096,-0.4820359817561741
ACH-001111,-0.7822855088241321
ACH-001119,-0.6664572937763439
ACH-001128,-0.7872641317429703
ACH-001134,-0.7894519007485276
ACH-001151,-0.4562720608753755
ACH-001163,-0.7472089674346781
ACH-001164,-0.4013065921446029
ACH-001183,-0.5747473377748645
ACH-001192,-0.7870585011853535
ACH-001193,-0.5547856305808999
ACH-001196,-1.0594152837370117
ACH-001197,-0.7033533039299807
ACH-001205,-0.6600755261581357
ACH-001211,-0.8061695987311099
ACH-001212,-0.5706359476850386
ACH-001228,-0.7362291376255908
ACH-001232,-0.7555605352997391
ACH-001239,-0.5796564316535382
ACH-001270,-0.7300631962158747
ACH-001274,-0.5500315639572338
ACH-001275,-0.5977931789600497
ACH-001277,-0.6234928422333952
ACH-001278,-0.39212991647198403
ACH-001280,-0.8980438147952022
ACH-001283,-0.5486676543605792
ACH-001289,-0.6090958420602495
ACH-001300,-0.9231644728722438
ACH-001301,-0.7505000091133429
ACH-001302,-0.4425359460043785
ACH-001306,-0.7312521960666614
ACH-001318,-0.5517909349096198
ACH-001322,-0.8444781291517329
ACH-001328,-0.7904642172165594
ACH-001332,-0.7222546282315371
ACH-001336,-0.6897605656859301
ACH-001346,-0.6098905061591999
ACH-001353,-0.6140728758049366
ACH-001354,-0.908692214846912
ACH-001367,-0.9535371073961696
ACH-001368,-0.7374243353276123
ACH-001374,-1.0940439283552497
ACH-001377,-0.5015291600096379
ACH-001380,-0.6613008947346269
ACH-001391,-0.8574513748679528
ACH-001408,-0.5290405222297454
ACH-001430,-0.7736774105207391
ACH-001431,-0.5076124569448953
ACH-001450,-0.5467921155168193
ACH-001496,-0.7583420824536208
ACH-001500,-0.8549844597978218
ACH-001523,-0.7578669469466778
ACH-001532,-0.6382979486065442
ACH-001550,-0.5971904826791051
ACH-001552,-0.7929638614605891
ACH-001554,-0.8155722185464929
ACH-001654,-0.6340072500186505
ACH-001735,-0.6536851722950975
ACH-001736,-0.765518415763962
ACH-001737,-1.1513008963664242
ACH-001740,-0.8888741189622448
ACH-001745,-0.8220442592615104
ACH-001765,-0.7001061239195401
