,CCNK (8812)
ACH-000004,-0.7038073682558856
ACH-000005,-0.5904937063251484
ACH-000007,-0.7568934327609925
ACH-000009,-0.6257890271228841
ACH-000011,-0.6533810827349591
ACH-000012,-0.75595924882958
ACH-000013,-0.6423177072557138
ACH-000014,-0.6145005506665695
ACH-000015,-0.4467971713820374
ACH-000017,-0.7703134000263001
ACH-000018,-0.6560878934550913
ACH-000019,-0.3985419065041205
ACH-000021,-0.5274313452478996
ACH-000022,-0.4566322152169684
ACH-000025,-0.5972716115619957
ACH-000028,-0.4176811817007545
ACH-000030,-0.8433619743703445
ACH-000035,-0.7661627928418168
ACH-000036,-0.8169829930991497
ACH-000037,-0.8601350624450597
ACH-000039,-0.5893001818061719
ACH-000040,-0.9643900540544996
ACH-000041,-0.7234964774331372
ACH-000042,-0.6768510426268197
ACH-000045,-0.5778564738678782
ACH-000047,-0.7653356451926124
ACH-000052,-0.7645083304176169
ACH-000053,-0.7215138333203214
ACH-000054,-0.5632511421217861
ACH-000055,-0.7335779328429515
ACH-000060,-0.582941788611408
ACH-000067,-0.6852575618266665
ACH-000070,-0.6847574283911039
ACH-000075,-1.036781784090473
ACH-000078,-1.0062472650453744
ACH-000082,-0.7681163859110008
ACH-000085,-0.8547911352180194
ACH-000086,-0.6781891588485043
ACH-000087,-0.4827049415221313
ACH-000092,-0.8218449087926845
ACH-000095,-0.6084489860673614
ACH-000097,-0.5671704256881168
ACH-000098,-0.7963964985749299
ACH-000099,-0.7441584375232774
ACH-000108,-0.5893829095920164
ACH-000113,-0.611026899588167
ACH-000116,-0.5111855336350559
ACH-000118,-0.6129337636394879
ACH-000120,-0.6015638544875239
ACH-000123,-0.8586765662767741
ACH-000127,-0.3933412719606093
ACH-000128,-0.6865083204820315
ACH-000132,-0.8372313803381054
ACH-000133,-0.7143522987821612
ACH-000137,-0.8512609314065689
ACH-000138,-0.6180089612261969
ACH-000142,-0.5766416193997775
ACH-000143,-0.6134852777701066
ACH-000146,-0.4690385110312199
ACH-000148,-0.7826554113858635
ACH-000150,-0.7239992519362959
ACH-000152,-0.8916862197782026
ACH-000153,-0.8696805317862718
ACH-000159,-0.7738353866537366
ACH-000160,-0.6850659799671411
ACH-000163,-0.6136017465378513
ACH-000167,-0.921222484599326
ACH-000168,-0.8277242573559456
ACH-000169,-0.8264451963208569
ACH-000178,-0.7663860259798774
ACH-000183,-0.6588781797937214
ACH-000188,-0.5388896185715147
ACH-000189,-0.9249759385094796
ACH-000190,-0.7677772609621624
ACH-000198,-0.7415151206948747
ACH-000203,-0.475633059633725
ACH-000204,-0.7917239338551554
ACH-000206,-0.4955809122193922
ACH-000207,-0.3467530789109567
ACH-000208,-0.7107534103838731
ACH-000210,-0.7279254980959091
ACH-000211,-0.6764353441689112
ACH-000215,-0.6521048691768448
ACH-000221,-0.8269520519989487
ACH-000222,-0.5171594721895596
ACH-000223,-0.6395669216010513
ACH-000226,-0.6792557702063764
ACH-000227,-0.8067344809592565
ACH-000228,-0.4884546733669165
ACH-000231,-0.7658386785037296
ACH-000232,-0.6675129988405697
ACH-000233,-0.44561328709641146
ACH-000234,-0.8947617879127913
ACH-000235,-0.7035603976658117
ACH-000237,-0.5241466817554494
ACH-000238,-0.4792660194378768
ACH-000242,-0.6962763657456597
ACH-000243,-0.7491455238044673
ACH-000244,-0.5181727188431149
ACH-000246,-0.7499506229443177
ACH-000248,-0.8088164573869475
ACH-000250,-0.7468257309642414
ACH-000251,-0.7332332201307319
ACH-000252,-0.9515200599001656
ACH-000253,-0.6765242104861058
ACH-000255,-0.6029696643189912
ACH-000256,-0.4495629202617592
ACH-000257,-0.7253047644174145
ACH-000258,-0.7750880122767461
ACH-000259,-0.8402924185070779
ACH-000260,-0.8057485663799984
ACH-000261,-0.9469484315711884
ACH-000262,-0.8926394015577678
ACH-000263,-0.7250968835979367
ACH-000264,-0.9215550258549636
ACH-000265,-0.6914923557815428
ACH-000266,-0.6816215007860856
ACH-000272,-0.9560574958210942
ACH-000274,-0.7261767704125301
ACH-000277,-0.6623201325887268
ACH-000278,-0.8510201790871528
ACH-000279,-0.7322531172704518
ACH-000280,-0.5206606956847698
ACH-000281,-0.8925996225098543
ACH-000288,-0.8061778024819771
ACH-000291,-0.5992663831350392
ACH-000293,-0.5842073783708613
ACH-000294,-0.5149853494055419
ACH-000295,-1.0439193250068313
ACH-000296,-0.7037842388625319
ACH-000302,-0.6735666529115483
ACH-000304,-0.4786458930172462
ACH-000307,-0.6447207039323791
ACH-000308,-0.7246011078916123
ACH-000310,-0.788452752571753
ACH-000311,-0.5036397348055311
ACH-000312,-0.6022583449827417
ACH-000315,-0.5262289629459342
ACH-000316,-0.606062976384254
ACH-000317,-0.7600480592363936
ACH-000318,-0.5772815240398331
ACH-000319,-0.7174162335207805
ACH-000320,-0.591368034037105
ACH-000322,-0.6294193046459571
ACH-000323,-0.8450314740435316
ACH-000324,-0.8614761927241814
ACH-000329,-0.7806524150328241
ACH-000330,-0.4401001600371568
ACH-000331,-0.7435372723758581
ACH-000332,-0.555528721565748
ACH-000334,-0.9515426173961328
ACH-000335,-0.5873966326259557
ACH-000336,-0.4271668567386893
ACH-000337,-0.6388019758577449
ACH-000338,-0.6062271642718076
ACH-000339,-0.5702384656611246
ACH-000341,-1.03586590983911
ACH-000348,-0.7516858426077959
ACH-000350,-0.41076709523835625
ACH-000352,-0.5451352709314429
ACH-000356,-0.8305911852651304
ACH-000361,-0.2808955728147268
ACH-000362,-0.5895973535265785
ACH-000363,-0.4616624535054582
ACH-000364,-0.6314202399291992
ACH-000365,-0.7977048648244764
ACH-000366,-0.9740321410597952
ACH-000368,-0.8047371178771253
ACH-000374,-0.6394433236231962
ACH-000375,-0.6912109090272026
ACH-000376,-0.6066169835768573
ACH-000381,-0.6805504108076605
ACH-000383,-0.8676662606578877
ACH-000387,-0.6224060104085603
ACH-000389,-0.6353458291941462
ACH-000390,-0.6203789825621884
ACH-000393,-0.8946864708150194
ACH-000395,-0.5953360582797422
ACH-000396,-0.7560600421189896
ACH-000397,-0.7055123687483271
ACH-000401,-0.5703223342630208
ACH-000402,-0.8826210645666854
ACH-000403,-1.0173750503096768
ACH-000404,-0.7720871479471899
ACH-000406,-0.8669241399661882
ACH-000407,-0.8527628736843942
ACH-000408,-0.7508107298978636
ACH-000410,-0.7686121317341625
ACH-000411,-0.7713641634941444
ACH-000414,-0.5146176021718288
ACH-000415,-0.5057627010961933
ACH-000416,-0.7288283010436325
ACH-000420,-0.5178897747754383
ACH-000421,-0.7138932711144673
ACH-000424,-0.4696944194233214
ACH-000425,-0.8410934357221164
ACH-000426,-0.36898467152010384
ACH-000427,-0.6676528233708693
ACH-000433,-0.8182818489846981
ACH-000435,-0.6439885177914177
ACH-000436,-0.7359002767206282
ACH-000444,-0.7390933968186155
ACH-000445,-0.8498795428160335
ACH-000448,-0.7517504768425434
ACH-000450,-0.2894058287676946
ACH-000452,-0.6803172982190981
ACH-000454,-0.6470093399120338
ACH-000458,-0.299405833428607
ACH-000459,-0.6533496143704204
ACH-000460,-0.5894680681421381
ACH-000461,-0.7232014485409012
ACH-000463,-0.6885131235688197
ACH-000464,-0.7074044227284808
ACH-000466,-0.4872014659365631
ACH-000467,-0.7296040314481472
ACH-000468,-0.7952505630441166
ACH-000469,-0.7560875558847138
ACH-000470,-0.7481716738124561
ACH-000471,-0.8020098167661741
ACH-000472,-0.7765357980501089
ACH-000473,-0.5875082798209618
ACH-000475,-0.718519879839561
ACH-000476,-0.8307489674132854
ACH-000477,-0.4632275135470892
ACH-000479,-0.7716194338717519
ACH-000480,-0.5621937484383848
ACH-000481,-0.6749790656374561
ACH-000483,-0.6341962439670376
ACH-000484,-0.5004797258346276
ACH-000485,-0.6866204975662096
ACH-000486,-0.6802975064984845
ACH-000487,-0.7828339135087189
ACH-000488,-0.5824331166051484
ACH-000490,-0.6539278786909687
ACH-000491,-0.37369985056888055
ACH-000495,-0.745329962602916
ACH-000496,-0.7365076002384418
ACH-000499,-0.8964288516026321
ACH-000500,-0.8680229770562586
ACH-000502,-0.5749989541036828
ACH-000503,-0.6671553164209619
ACH-000505,-0.7411173325041901
ACH-000507,-0.788285130626152
ACH-000510,-0.7122879598998685
ACH-000511,-0.7891288166748268
ACH-000512,-0.6388659457660875
ACH-000516,-0.7691496997072538
ACH-000517,-0.8112659435556335
ACH-000518,-0.6101087762863929
ACH-000520,-0.7135996772091291
ACH-000521,-0.4346608604365149
ACH-000522,-0.6419572971962769
ACH-000524,-0.6936397709184575
ACH-000527,-0.6330837785823915
ACH-000528,-0.7318555433286792
ACH-000537,-0.6871085029118161
ACH-000541,-0.7957729133298299
ACH-000542,-0.731918789302192
ACH-000544,-0.7946021542423656
ACH-000545,-0.8852640626365627
ACH-000547,-0.4895020325227889
ACH-000548,-0.7206834473589455
ACH-000549,-0.4507504096418789
ACH-000550,-0.7083443113292719
ACH-000552,-0.7777996406953822
ACH-000556,-0.9042317277766356
ACH-000557,-0.9492769120157436
ACH-000569,-0.518977824146191
ACH-000570,-0.7613319266047385
ACH-000571,-0.7996093239522538
ACH-000573,-0.6606882602914902
ACH-000576,-0.8203690244813671
ACH-000579,-0.6977155002236061
ACH-000580,-0.9273767413974806
ACH-000584,-0.8055264337924969
ACH-000585,-0.7224067420779723
ACH-000588,-0.5391454956691629
ACH-000589,-0.41305640297941104
ACH-000591,-0.6817443535627218
ACH-000593,-0.5073456153932147
ACH-000600,-0.6853260158350369
ACH-000601,-0.8033419639932985
ACH-000605,-0.3676883024184689
ACH-000606,-0.5507039869741513
ACH-000608,-0.7565365556851936
ACH-000614,-0.5711776272483474
ACH-000616,-0.6738050003924865
ACH-000618,-0.6247724907270906
ACH-000619,-0.6708997798595853
ACH-000620,-0.6729553505682168
ACH-000621,-0.8014119768639362
ACH-000622,-0.9786671746650036
ACH-000623,-0.7314308068540855
ACH-000624,-0.6192571136060169
ACH-000627,-0.7515295434578665
ACH-000630,-0.5356596676577768
ACH-000631,-0.2114931077956296
ACH-000632,-0.6860530527067134
ACH-000633,-0.5343334550052778
ACH-000637,-0.5778039778688786
ACH-000638,-0.4513593325038886
ACH-000646,-0.5023993139233681
ACH-000647,-0.6946768800837049
ACH-000648,-0.6573606725567053
ACH-000649,-0.6713871043686538
ACH-000651,-0.9172665794724116
ACH-000652,-0.5794445508888535
ACH-000653,-0.8687345499979698
ACH-000657,-0.7034970959491675
ACH-000658,-0.7237238431633841
ACH-000661,-0.4342417984247181
ACH-000662,-0.8359324194279703
ACH-000663,-0.5700612095040134
ACH-000665,-0.7766716108997866
ACH-000671,-0.5944632943039051
ACH-000672,-0.8992143871362303
ACH-000673,-0.6008282721301771
ACH-000676,-0.7654258862833693
ACH-000677,-0.5380065173101521
ACH-000681,-0.43448791625058025
ACH-000683,-0.5193009961960102
ACH-000684,-1.079140033501963
ACH-000688,-0.9832832240897096
ACH-000693,-0.6900190021661393
ACH-000694,-0.5930389940047062
ACH-000695,-0.5782644494824324
ACH-000696,-0.8092095917720993
ACH-000697,-0.6686074146021402
ACH-000699,-0.5182262327838552
ACH-000701,-0.7617536879154341
ACH-000706,-0.7651238351588617
ACH-000711,-0.8510091376566672
ACH-000713,-0.6153653477516908
ACH-000714,-0.7355485052599313
ACH-000718,-0.7022582605707951
ACH-000720,-0.7515139270795417
ACH-000721,-0.9407896938461174
ACH-000724,-0.7536164132608806
ACH-000725,-0.6160681918427922
ACH-000732,-0.7381258665654151
ACH-000734,-0.6984660360715145
ACH-000735,-0.6260655116808315
ACH-000736,-0.8562053351075024
ACH-000738,-0.572808994708062
ACH-000746,-0.8915209497155009
ACH-000747,-0.5965680053325517
ACH-000748,-0.6522018213181867
ACH-000753,-0.6729350515875749
ACH-000756,-0.9062046959298584
ACH-000757,-0.9585260769546028
ACH-000758,-0.6074526622258251
ACH-000760,-0.8623800541940296
ACH-000762,-0.5194852461749009
ACH-000763,-0.920617120600234
ACH-000764,-0.8640793809822959
ACH-000765,-0.7720538780439364
ACH-000766,-0.5494637856497979
ACH-000767,-0.6421289859729411
ACH-000768,-0.6744560922350653
ACH-000769,-0.7921352703505066
ACH-000770,-0.6770986679630516
ACH-000771,-0.4343100535016817
ACH-000773,-0.8638878677361116
ACH-000776,-0.6146472101359378
ACH-000777,-0.7086714503457364
ACH-000778,-0.5291202611900685
ACH-000781,-0.6621272565836894
ACH-000782,-0.4458452549562054
ACH-000783,-0.8118120148698692
ACH-000784,-0.5802469694301637
ACH-000785,-0.5915966000731291
ACH-000787,-0.6416580998124348
ACH-000788,-0.8509444217043531
ACH-000791,-0.8553668015996937
ACH-000792,-0.6246535161596112
ACH-000794,-0.7102451508857579
ACH-000796,-0.6700428411640611
ACH-000798,-0.8945642414147891
ACH-000799,-1.0401811468280564
ACH-000800,-0.8187287950116637
ACH-000802,-0.7239194455139292
ACH-000804,-0.6277769273727546
ACH-000805,-0.7026508048806182
ACH-000809,-0.4118819765770409
ACH-000810,-0.4908937857100669
ACH-000811,-0.5240767819977056
ACH-000817,-1.0696842065674101
ACH-000819,-0.6946888435620555
ACH-000820,-0.5472669935784041
ACH-000821,-0.4139325085462343
ACH-000822,-0.9236661397459676
ACH-000823,-0.5661568276020154
ACH-000824,-0.5955284448409782
ACH-000827,-0.8350112288502964
ACH-000829,-0.5514581565053714
ACH-000831,-0.5791553374694376
ACH-000832,-0.7296608351902972
ACH-000833,-0.6382095881542653
ACH-000834,-0.5508236494702927
ACH-000835,-0.5698810547124675
