,CRTAP (10491)
ACH-000004,-0.13420391611048352
ACH-000005,-0.06566592029436591
ACH-000007,0.005949477844161527
ACH-000009,-0.1531221418808575
ACH-000011,-0.007982311572696802
ACH-000012,-0.1255170209995471
ACH-000013,0.10441992959605943
ACH-000014,0.07292485999519213
ACH-000015,0.0716423619441468
ACH-000017,0.15579652086622894
ACH-000018,0.0008191751815087892
ACH-000019,0.01485756951817299
ACH-000021,0.02531824293855358
ACH-000022,0.060038726387826036
ACH-000025,-0.02680254643407732
ACH-000028,-0.026272121849506773
ACH-000030,0.0316867250482997
ACH-000035,0.09035205648179698
ACH-000036,-0.11026876439095046
ACH-000037,0.032028111330032374
ACH-000039,0.06380012712026263
ACH-000040,0.06839768223350064
ACH-000041,0.0909019729957686
ACH-000042,0.01051232118549879
ACH-000045,0.023512118460941138
ACH-000047,-0.053971045991750295
ACH-000052,-0.03622501976748048
ACH-000053,0.06415720537490589
ACH-000054,-0.1440600046861248
ACH-000055,0.07845029709015701
ACH-000060,-0.045669337894156566
ACH-000067,-0.12347735417324253
ACH-000070,0.13725278869011484
ACH-000075,-0.22356128075493006
ACH-000078,-0.07732065849084542
ACH-000082,0.009701344669594394
ACH-000085,0.17584690956643406
ACH-000086,0.12611921099022508
ACH-000087,-0.09396305927358377
ACH-000092,-0.05533292190218785
ACH-000095,-0.08609030941584853
ACH-000097,0.002631701540160129
ACH-000098,-0.0389018894763624
ACH-000099,0.00779272444922557
ACH-000108,0.08186719304782214
ACH-000113,0.0194608284697534
ACH-000116,-0.13735148769251615
ACH-000118,0.01870817115164388
ACH-000120,-0.09441439901790624
ACH-000123,-0.02165907056611706
ACH-000127,0.022605770954488482
ACH-000128,-0.00022924515669271148
ACH-000132,-0.19769752399012425
ACH-000133,-0.07391795874322386
ACH-000137,0.06498079126688719
ACH-000138,-0.0397734088884214
ACH-000142,-0.005908616963073195
ACH-000143,-0.03980888151994477
ACH-000146,0.030165337751276305
ACH-000148,0.04118984273598311
ACH-000150,-0.17259002767555565
ACH-000152,-0.13980653462217724
ACH-000153,0.03337938173715806
ACH-000159,-0.026985875066597626
ACH-000160,0.015491251854409268
ACH-000163,-0.03103489553737956
ACH-000167,0.19617090157287587
ACH-000168,0.0932983113472152
ACH-000169,-0.05761624946074414
ACH-000178,0.07462631688434697
ACH-000183,-0.0949432843799748
ACH-000188,-0.007419419923200745
ACH-000189,-0.04318108408829116
ACH-000190,0.07361098782779953
ACH-000198,-0.023994025880608453
ACH-000203,0.24961165367705554
ACH-000204,0.011309694688265835
ACH-000206,-0.26707743100436154
ACH-000207,-0.1318653030639668
ACH-000208,-0.1951559434596541
ACH-000210,-0.20458771292600988
ACH-000211,-0.007117439637190285
ACH-000215,0.07024939859930686
ACH-000221,0.12579049315323015
ACH-000222,0.12367106295031037
ACH-000223,0.04029926568939035
ACH-000226,0.07752563270945888
ACH-000227,-0.031270055126747735
ACH-000228,0.03906187884914268
ACH-000231,-0.09994338918061058
