,C5AR2 (27202)
ACH-000004,0.16978971864053766
ACH-000005,0.21331212901282204
ACH-000007,0.08490824762858785
ACH-000009,0.04150530583945509
ACH-000011,0.1963224029296788
ACH-000012,0.07096816451583761
ACH-000013,0.053031551974461945
ACH-000014,0.2290545971858691
ACH-000015,0.05705902311964214
ACH-000017,0.15206806509759652
ACH-000018,0.029487711208940056
ACH-000019,0.2194965321067621
ACH-000021,0.1035798682310601
ACH-000022,0.0691053555184505
ACH-000025,0.17153367854822044
ACH-000028,0.12883220297436035
ACH-000030,0.050218770603654025
ACH-000035,0.10055829101705528
ACH-000036,0.04393599299297344
ACH-000037,0.11316820461125696
ACH-000039,0.06575442574964371
ACH-000040,0.05308459225717844
ACH-000041,0.14522976136104798
ACH-000042,0.04658015747844845
ACH-000045,0.11702557757510328
ACH-000047,0.050919372122564505
ACH-000052,0.05985025831587685
ACH-000053,-0.04717654487541338
ACH-000054,0.0790734281871835
ACH-000055,-0.1274272600481672
ACH-000060,0.05946774105835818
ACH-000067,0.022726639546772343
ACH-000070,0.21480444037814855
ACH-000075,-0.16395587399750353
ACH-000078,0.2551377147798645
ACH-000082,0.0879409635657478
ACH-000085,-0.09029600944100766
ACH-000086,-0.04118144530610051
ACH-000087,0.18421119783824946
ACH-000092,0.07252551874104674
ACH-000095,0.05657140276170562
ACH-000097,-0.02146891061958361
ACH-000098,0.017878410536777984
ACH-000099,0.18681763300684326
ACH-000108,0.004842900528307838
ACH-000113,0.025478909569620324
ACH-000116,0.162367295194668
ACH-000118,0.05524469394677014
ACH-000120,0.027688107258686003
ACH-000123,0.11479786449258578
ACH-000127,0.07597724721669516
ACH-000128,0.15398810742012872
ACH-000132,0.22445300737798102
ACH-000133,0.1378026312950517
ACH-000137,-0.09152751615585054
ACH-000138,0.007262592630740135
ACH-000142,0.0974365905859768
ACH-000143,0.017370919594078382
ACH-000146,0.09883596756430654
ACH-000148,0.14198779061306924
ACH-000150,0.1050006699391018
ACH-000152,0.10770353657224882
ACH-000153,0.001510031995065338
ACH-000159,0.07988748742534471
ACH-000160,0.14488365299318492
ACH-000163,0.08243871973923057
ACH-000167,0.07421936087743232
ACH-000168,0.20391362357504356
ACH-000169,0.1604183344844475
ACH-000178,0.06352218992437407
ACH-000183,0.15227764002162275
ACH-000188,0.14210358894714334
ACH-000189,0.20800989840939785
ACH-000190,0.06534668914389566
ACH-000198,0.1017216688447135
ACH-000203,0.0005238905243711812
ACH-000204,0.09336100143240757
ACH-000206,0.037890458465988375
ACH-000207,0.18059423723084406
ACH-000208,0.1714666565435332
ACH-000210,0.22958215192361325
ACH-000211,0.13759655196984932
ACH-000215,0.13687339677957408
ACH-000221,0.08869483983596567
ACH-000222,0.05792341788665939
ACH-000223,0.20505345712534206
ACH-000226,0.0652759655816098
ACH-000227,0.06493236884726665
ACH-000228,0.21562094482331112
ACH-000231,0.18335623791128008
ACH-000232,0.18875884844478935
ACH-000233,0.07112551178150693
ACH-000234,0.03464375325771588
ACH-000235,0.06338509973599563
ACH-000237,0.1435114608721248
ACH-000238,0.1288099964723564
ACH-000242,-0.028471207751506283
ACH-000243,0.14553612231954174
ACH-000244,0.14557751055113752
ACH-000246,0.012009368323359856
ACH-000248,0.13878410216410042
ACH-000250,0.04863388232475635
ACH-000251,0.1094178120503357
ACH-000252,0.161977255872499
ACH-000253,0.15132819390474853
ACH-000255,-0.0002610498819107236
ACH-000256,0.1126656584354306
ACH-000257,0.3062810824558143
ACH-000258,0.19742191093845976
ACH-000259,0.07069834423622932
ACH-000260,0.09186945161602056
