,ZNF37A (7587)
ACH-000004,-0.07493936109595163
ACH-000005,-0.0525578609052072
ACH-000007,0.06858182318115068
ACH-000009,-0.10274485124037697
ACH-000011,-0.24738481521793665
ACH-000012,-0.2644157624465953
ACH-000013,-0.02909435333491225
ACH-000014,-0.12322706277646782
ACH-000015,-0.11944184590497366
ACH-000017,-0.0876921739106667
ACH-000018,0.006093857848793886
ACH-000019,0.011127552292357
ACH-000021,-0.2547841339238865
ACH-000022,0.02634681658096336
ACH-000025,-0.1041402622554307
ACH-000028,-0.060474385558359114
ACH-000030,-0.2635177469471358
ACH-000035,-0.18618848424124745
ACH-000036,-0.04528005881583561
ACH-000037,0.020420995883813912
ACH-000039,-0.08566059328121009
ACH-000040,-0.17986644493728307
ACH-000041,0.1650058040877145
ACH-000042,-0.00041873142279270616
ACH-000045,-0.15924692797637022
ACH-000047,-0.23792939183288297
ACH-000052,-0.16345232508593374
ACH-000053,-0.012257633787124194
ACH-000054,-0.1711390864588306
ACH-000055,-0.3217286186105616
ACH-000060,-0.1123424393023084
ACH-000067,-0.12669528263578386
ACH-000070,0.03757709219024753
ACH-000075,-0.09322600368539843
ACH-000078,0.025347599655748548
ACH-000082,-0.16836779144170935
ACH-000085,-0.009083552087164857
ACH-000086,-0.06352652375042245
ACH-000087,-0.2518189759839025
ACH-000092,-0.10011356780462392
ACH-000095,-0.07987738248793923
ACH-000097,-0.15482079085449024
ACH-000098,-0.12130120513326892
ACH-000099,-0.10895389902217284
ACH-000108,-0.0980808475542935
ACH-000113,-0.14637073774219045
ACH-000116,-0.1242492446950272
ACH-000118,-0.10365648133065923
ACH-000120,-0.14898667362849505
ACH-000123,-0.19535447081813126
ACH-000127,-0.2294736362053081
ACH-000128,0.020712129762540887
ACH-000132,-0.040803675850660436
ACH-000133,-0.11807629492405933
ACH-000137,-0.015060334066573047
ACH-000138,0.06372715555651859
ACH-000142,-0.058554959085146414
ACH-000143,-0.2571316314403105
ACH-000146,0.02757019551965855
ACH-000148,-0.1483559513892904
ACH-000150,-0.19396041470160655
ACH-000152,-0.09018010947930123
ACH-000153,-0.13798218321014055
ACH-000159,-0.08625597152004959
ACH-000160,-0.04906116044693296
ACH-000163,0.00860858025404457
ACH-000167,0.2069882945962667
ACH-000168,-0.1230741826589267
ACH-000169,-0.18710081486836005
ACH-000178,-0.1032703808418684
ACH-000183,0.025232285179241164
ACH-000188,-0.1988196032716897
ACH-000189,-0.0888597968149458
ACH-000190,-0.025107291620430364
ACH-000198,0.02128898858890079
ACH-000203,0.3939554648535954
ACH-000204,-0.17833034384325214
ACH-000206,-0.059037993042229564
ACH-000207,-0.20753457827564425
ACH-000208,-0.08236834066897293
ACH-000210,-0.2625168013604663
ACH-000211,-0.15230787792234318
ACH-000215,-0.04089670935897717
ACH-000221,-0.25476296797653314
ACH-000222,-0.0279507765696222
ACH-000223,-0.3763135851880364
ACH-000226,-0.1340556003313415
ACH-000227,-0.13372475511755627
ACH-000228,-0.11919245809155468
ACH-000231,-0.28160205260886145
ACH-000232,0.027863835690167038
ACH-000233,-0.1113370785522889
ACH-000234,-0.027509433684252443
ACH-000235,-0.03265534417835344
ACH-000237,-0.062102967211452975
ACH-000238,-0.02339422231664345
ACH-000242,-0.3789548811749965
ACH-000243,-0.0516196365761132
ACH-000244,-0.10752233481682301
ACH-000246,-0.12572592909502658
ACH-000248,-0.2512528820106394
ACH-000250,0.0013380241952482476
ACH-000251,-0.2488298575116825
ACH-000252,-0.03686970007553588
ACH-000253,0.0215319169456556
ACH-000255,-0.09205972734210638
ACH-000256,-0.22245053920006586
ACH-000257,-0.08495306222102057
ACH-000258,-0.25636224256355433
ACH-000259,-0.019252405352085264
ACH-000260,-0.07022754233395867
ACH-000261,-0.08134335639159722
ACH-000262,-0.05419571317282376
ACH-000263,0.07429148103268375
ACH-000264,-0.1290054440168892
ACH-000265,-0.14769260929126746
ACH-000266,-0.11432392700220535
ACH-000272,-0.0207305693944349
ACH-000274,-0.08105010669975395
ACH-000277,-0.005210746139471784
ACH-000278,0.06567531677367015
ACH-000279,-0.18709714107478875
ACH-000280,0.06735058713607685
ACH-000281,-0.10240613273920872
ACH-000288,-0.1895855818009088
ACH-000291,-0.0854264947059572
ACH-000293,-0.10396999197244487
ACH-000294,-0.18681653459027026
ACH-000295,-0.1994084269528029
ACH-000296,-0.1284178591758136
ACH-000302,-0.17732850794246166
ACH-000304,0.21673254535954167
ACH-000307,0.004152248526907303
ACH-000308,-0.0313952095071816
ACH-000310,-0.17577440525779606
ACH-000311,-0.07471959199530011
ACH-000312,-0.09817378672214704
ACH-000315,-0.2200468126835167
ACH-000316,-0.0823379457295381
ACH-000317,0.018616310467230782
ACH-000318,0.10060117346782092
ACH-000319,-0.21167079405068506
ACH-000320,0.0943032559089307
ACH-000322,-0.1474255100974025
ACH-000323,-0.04992005869459728
ACH-000324,-0.06266656893932747
ACH-000329,-0.11663012584623147
ACH-000330,-0.06984201003578899
ACH-000331,-0.13026495336527213
ACH-000332,-0.12608794535096024
ACH-000334,-0.2873860301314051
ACH-000335,-0.05671708870068017
ACH-000336,-0.02311199973199117
ACH-000337,0.06341350989606792
ACH-000338,-0.2846635472425184
ACH-000339,-0.1853179070167639
ACH-000341,-0.09059194391019022
ACH-000348,-0.16692529015295968
ACH-000350,0.10483499958970506
ACH-000352,0.0804524103571428
ACH-000356,-0.16180805341115215
ACH-000361,-0.14653236826501825
ACH-000362,-0.0681220798571202
ACH-000363,0.06935975812434772
ACH-000364,0.034805609437570335
ACH-000365,0.038685263892851776
ACH-000366,-0.03133285364208061
ACH-000368,-0.09985561282179434
ACH-000374,0.056127143773093816
ACH-000375,-0.14071160793173346
ACH-000376,-0.15993503947198806
ACH-000381,-0.20342271008520252
ACH-000383,0.05827963751940263
ACH-000387,0.05527306206928825
ACH-000389,-0.2657696259721479
ACH-000390,-0.09690004868340724
ACH-000393,-0.11772608396093835
ACH-000395,-0.3941497788725225
ACH-000396,-0.005792224676754721
ACH-000397,-0.35074660140895103
ACH-000401,-0.22514693651658865
ACH-000402,-0.11754669869176705
ACH-000403,-0.06838159357412557
ACH-000404,-0.03187340984562869
ACH-000406,-0.0261087604391642
ACH-000407,-0.10377180898315347
ACH-000408,0.16362297185334615
ACH-000410,-0.05196638200567664
ACH-000411,-0.1894161600599062
ACH-000414,-0.1561737927601342
ACH-000415,-0.06533467060247533
ACH-000416,-0.11083178884288736
ACH-000420,-0.2271792963040265
ACH-000421,-0.12251362513438133
ACH-000424,-0.017142308332156957
ACH-000425,-0.1686704950653773
ACH-000426,-0.01796861100299395
ACH-000427,-0.1289705451142764
ACH-000433,0.1065176853607898
ACH-000435,-0.29560129923074896
ACH-000436,-0.0006994285779095888
ACH-000444,0.0128130838431478
ACH-000445,-0.04626096286719985
ACH-000448,-0.035314521345366875
ACH-000450,-0.1758285402228697
ACH-000452,-0.03669973362546903
ACH-000454,-0.14531294892768584
ACH-000458,-0.09614961623987343
ACH-000459,-0.02184701632960426
ACH-000460,-0.10119471020868967
ACH-000461,-0.024004678194127903
ACH-000463,-0.02536053765698066
ACH-000464,-0.20238250335499125
ACH-000466,-0.2274683117811053
ACH-000467,-0.12930498010672012
ACH-000468,0.11739704919820793
ACH-000469,-0.2335795334967279
ACH-000470,-0.08491068980485557
ACH-000471,-0.11924190337570542
ACH-000472,-0.2457318598823251
ACH-000473,-0.08457551932987817
ACH-000475,-0.041155880895511684
ACH-000476,-0.14226630549561287
ACH-000477,-0.14182884081914934
ACH-000479,0.038136271626498935
ACH-000480,-0.02942066694813658
ACH-000481,-0.18004979844254682
ACH-000483,-0.1813488199629821
ACH-000484,-0.09974385066506304
ACH-000485,0.08940424784594359
ACH-000486,-0.1173134938835252
ACH-000487,-0.018902737281073532
ACH-000488,-0.016574908798515385
ACH-000490,-0.05549897128921173
ACH-000491,0.022441481133779053
ACH-000495,-0.2561544092463926
ACH-000496,0.059394234765677165
ACH-000499,-0.2046150892044902
ACH-000500,-0.12392675471665067
ACH-000502,-0.019996417362834508
ACH-000503,-0.32233489334328275
ACH-000505,-0.1363806235969865
ACH-000507,-0.03949433371361511
ACH-000510,-0.0747727010329448
ACH-000511,-0.18842831054777176
ACH-000512,-0.18422176562606846
ACH-000516,-0.009501248868978568
ACH-000517,-0.13884041447122128
ACH-000518,-0.08291242272730882
ACH-000520,0.14539387435791026
ACH-000521,0.11308118016154818
ACH-000522,-0.12468580528223143
ACH-000524,-0.06472023088538657
ACH-000527,-0.15057538752285562
ACH-000528,-0.07307517405358784
ACH-000537,-0.032660772560114515
ACH-000541,-0.23373405167624356
ACH-000542,-0.02520878369528689
ACH-000544,-0.13451533429355295
ACH-000545,-0.098048867320521
ACH-000547,-0.024749753795710167
ACH-000548,-0.11319506565048792
ACH-000549,-0.03915378187646009
ACH-000550,0.08446106056513199
ACH-000552,-0.07662908114612195
ACH-000556,-0.1593501947596722
ACH-000557,0.05880842874195871
ACH-000569,-0.027584134305415318
ACH-000570,-0.046477687896951496
ACH-000571,-0.07555067461051529
ACH-000573,-0.11332052893258147
ACH-000576,-0.07603874042650145
ACH-000579,-0.333021382763632
ACH-000580,-0.08379203945957249
ACH-000584,-0.07681294121154322
ACH-000585,0.0013461220688007925
ACH-000588,0.11497886599284687
ACH-000589,-0.07264359209279872
ACH-000591,-0.30332667051696216
ACH-000593,-0.09239307286684716
ACH-000600,-0.007000392054452958
ACH-000601,-0.017853811014122558
ACH-000605,-0.07526921620940147
ACH-000606,-0.2283303100127836
ACH-000608,-0.0491398557730666
ACH-000614,0.04985735514770893
ACH-000616,-0.14926197198263608
ACH-000618,-0.009817928407130805
ACH-000619,-0.08164608666695593
ACH-000620,-0.09065000726718137
ACH-000621,-0.03742091219657926
ACH-000622,0.05113744033582437
ACH-000623,-0.31554362751392284
ACH-000624,-0.020932096642211264
ACH-000627,-0.2218851943654254
ACH-000630,-0.2393771071984717
ACH-000631,-0.4394064063441863
ACH-000632,-0.11718392311068668
ACH-000633,-0.09840425942570087
ACH-000637,0.2100710814084044
ACH-000638,-0.17175241013509482
ACH-000646,-0.09157569146191176
ACH-000647,-0.1532310380385559
ACH-000648,-0.11741394935326925
ACH-000649,0.003599394745496154
ACH-000651,0.02328312193085016
ACH-000652,0.032962425701901304
ACH-000653,-0.04203562046503997
ACH-000657,-0.08569688110167173
ACH-000658,-0.02934408172175712
ACH-000661,-0.09033773965654053
ACH-000662,0.12595504344590855
ACH-000663,-0.20565716987656635
ACH-000665,-0.08429376253150288
ACH-000671,0.06490711700393863
ACH-000672,-0.21556152444589166
ACH-000673,-0.08356222892998252
ACH-000676,0.018323733597325996
ACH-000677,-0.17846959358078415
ACH-000681,0.05416567152286225
ACH-000683,-0.12985469742901246
ACH-000684,-0.22471041418523616
ACH-000688,-0.167214559842703
ACH-000693,-0.1652410255450478
ACH-000694,-0.15280214081803015
ACH-000695,-0.07530900420560085
ACH-000696,-0.03616645103436316
ACH-000697,-0.03975358865792681
ACH-000699,-0.1221002061019652
ACH-000701,-0.15786767639172425
ACH-000706,-0.012581577732123123
ACH-000711,-0.1845640748742818
ACH-000713,0.03892082804738695
ACH-000714,0.015664245679672232
ACH-000718,-0.2720159734546924
ACH-000720,-0.020265462321250725
ACH-000721,-0.17863708841318982
ACH-000724,-0.028705758082658864
ACH-000725,-0.18249045148150775
ACH-000732,-0.3409077563079895
ACH-000734,0.002249939615200642
ACH-000735,-0.15173300611132304
ACH-000736,-0.10528317732261952
ACH-000738,-0.235691913928519
ACH-000746,0.007935389458897962
ACH-000747,-0.2127156195987576
ACH-000748,-0.16035698995380288
ACH-000753,-0.00728626941609139
ACH-000756,-0.02080564819180426
ACH-000757,0.0011344818494869176
ACH-000758,-0.021240230951782152
ACH-000760,0.006240230377597902
ACH-000762,-0.009800372744975036
ACH-000763,0.008183872098162747
ACH-000764,-0.4114416889800427
ACH-000765,-0.00374233305603704
ACH-000766,-0.04160937277107419
ACH-000767,-0.017373909951261406
ACH-000768,-0.18206805442867055
ACH-000769,-0.15209928193895425
ACH-000770,-0.003428639626136305
ACH-000771,-0.06312512112628257
ACH-000773,-0.07603734710141755
