,POLN (353497)
ACH-000004,0.10024015361721823
ACH-000005,0.21789506487480131
ACH-000007,-0.04011683102569275
ACH-000009,0.1127389074711774
ACH-000011,0.10587044745878857
ACH-000012,-0.024445245491255384
ACH-000013,0.06401267807607525
ACH-000014,0.029270655627837337
ACH-000015,0.08446757860522153
ACH-000017,0.06492396904362799
ACH-000018,0.07680096513506868
ACH-000019,0.011743514995307873
ACH-000021,0.07353820366475945
ACH-000022,-0.04488522348577418
ACH-000025,-0.03645719568626726
ACH-000028,0.1183072478536074
ACH-000030,-0.00833562922581391
ACH-000035,0.2421452337199789
ACH-000036,-0.06696728504377213
ACH-000037,-0.04205947843719966
ACH-000039,0.009530038949584249
ACH-000040,0.05459792757009836
ACH-000041,0.07209741038029213
ACH-000042,-0.06753782342857954
ACH-000045,-0.07288653228847901
ACH-000047,-0.009249058585798229
ACH-000052,-0.05290773934005217
ACH-000053,0.06682423248201393
ACH-000054,0.06982205109435465
ACH-000055,-0.055187913782271315
ACH-000060,0.010459358935706582
ACH-000067,0.012121640758114451
ACH-000070,0.029900954379752362
ACH-000075,0.04121282279974793
ACH-000078,0.04407576434115475
ACH-000082,0.061562691541287365
ACH-000085,0.0906774100474142
ACH-000086,-0.009938858997061498
ACH-000087,0.06998541699743488
ACH-000092,0.04149177728053489
ACH-000095,0.16781798093589811
ACH-000097,0.018478527586019217
ACH-000098,0.2542723990588402
ACH-000099,-0.05760669323008358
ACH-000108,-0.14137747407992093
ACH-000113,-0.0030840503355443185
ACH-000116,0.06020349398518425
ACH-000118,0.03424799849702068
ACH-000120,0.03905839570361087
ACH-000123,-0.018689714442327903
ACH-000127,0.05646537435061778
ACH-000128,-0.004716995643019041
ACH-000132,0.09395964203494413
ACH-000133,-0.07033957598016362
ACH-000137,-0.02738033362105567
ACH-000138,0.016667682474047048
ACH-000142,0.06867517907483972
ACH-000143,0.1966734459493823
ACH-000146,0.009724215467272559
ACH-000148,-0.0048784367519962
ACH-000150,-0.10647845198112216
ACH-000152,0.17393126724510286
ACH-000153,0.07496723022010578
ACH-000159,-0.058985656843564764
ACH-000160,0.08604321025858369
ACH-000163,0.09788934727265028
ACH-000167,0.01281168119289361
ACH-000168,0.043750522498544483
ACH-000169,0.17153808099735926
ACH-000178,0.09074183912135816
ACH-000183,0.014251074052527329
ACH-000188,0.1321030927306171
ACH-000189,-0.1540749539070749
ACH-000190,0.09926740026264183
ACH-000198,-0.015516311816025212
ACH-000203,-0.07074884003383115
ACH-000204,-0.13185032506656408
ACH-000206,0.01677412827213701
ACH-000207,0.04162147666365424
ACH-000208,0.058373698200811834
ACH-000210,-0.04070010722633477
ACH-000211,-0.0195156938345265
ACH-000215,0.02213394933258637
ACH-000221,0.10599300586989653
