,SPATA6L (55064)
ACH-000004,-0.6974793404479912
ACH-000005,-0.8809948919463119
ACH-000007,-0.1906727356840444
ACH-000009,-0.09884061653719713
ACH-000011,-0.26555891574045315
ACH-000012,0.08848604179334386
ACH-000013,-0.02669798780211163
ACH-000014,-0.21553811591660546
ACH-000015,-0.07405318465974473
ACH-000017,-0.13683208589265006
ACH-000018,0.14406268729386226
ACH-000019,-0.05562261467397328
ACH-000021,-0.14313449798901454
ACH-000022,-0.14822437589046206
ACH-000025,-0.10872822546807777
ACH-000028,-0.22697016916259094
ACH-000030,-0.004303356936629024
ACH-000035,0.027478496389479013
ACH-000036,-0.10296022090266538
ACH-000037,-0.07747410493831786
ACH-000039,0.07717738521973813
ACH-000040,-0.03475928156180669
ACH-000041,-0.020537551831357508
ACH-000042,-0.09683198671490592
ACH-000045,-0.09811189424108913
ACH-000047,0.00026337667862797587
ACH-000052,0.09076109089030587
ACH-000053,-0.0697027061455098
ACH-000054,0.001183610426492649
ACH-000055,-0.05910197744596209
ACH-000060,-0.09028838776824057
ACH-000067,-0.08421764333823582
ACH-000070,-0.1841905136485824
ACH-000075,-0.06341162438391727
ACH-000078,-0.011827275023715413
ACH-000082,-0.19248482516844856
ACH-000085,-0.16432585857527449
ACH-000086,-0.0403799313238124
ACH-000087,-0.27328918200312524
ACH-000092,0.07176749866789826
ACH-000095,-0.09431115949027023
ACH-000097,-0.05676732010255284
ACH-000098,-0.14489423015189076
ACH-000099,-0.044310822440680235
ACH-000108,-0.017064124016663226
ACH-000113,0.02949494009834318
ACH-000116,0.06379153880938639
ACH-000118,-0.044328264522154895
ACH-000120,-0.029965741521071967
ACH-000123,-0.08823382689100044
ACH-000127,-0.02855868493360808
ACH-000128,-0.11170856849757273
ACH-000132,-0.1440363828379108
ACH-000133,-0.07215703529719211
ACH-000137,-0.03511235795925122
ACH-000138,-0.1383084252584757
ACH-000142,-0.09815216647050196
ACH-000143,-0.26240966566052515
ACH-000146,-0.015040977112896953
ACH-000148,-0.021212559383725745
ACH-000150,-0.20484656005072027
ACH-000152,-0.013585811416386671
ACH-000153,-0.2919091677148038
ACH-000159,-0.041881251789836635
ACH-000160,0.06984782564143828
ACH-000163,-0.07787912298288194
ACH-000167,0.0772719716553509
ACH-000168,0.026662626834611867
ACH-000169,-0.004688210953592795
ACH-000178,-0.07185353369218593
ACH-000183,0.047417727094157834
ACH-000188,0.034699190160236336
ACH-000189,-0.05325832566040172
ACH-000190,-0.006947074285325768
ACH-000198,-0.013342405738584518
ACH-000203,-0.0252907058302102
ACH-000204,0.11528922959421845
ACH-000206,0.07067099528559688
ACH-000207,0.03537183100811861
ACH-000208,-0.027256427848045474
ACH-000210,-0.26483910198046273
ACH-000211,-0.10164359155933032
ACH-000215,-0.16096173048708676
ACH-000221,-0.1776331312788017
ACH-000222,0.12423527365149273
ACH-000223,-0.02609871231874441
ACH-000226,0.0847768129965198
ACH-000227,-0.0658508008712765
ACH-000228,-0.09626381284959848
ACH-000231,-0.14500078675339986
ACH-000232,-0.17858249917461605
ACH-000233,-0.15241610686485366
ACH-000234,-0.09021330977026464
ACH-000235,-0.036097966311789895
ACH-000237,-0.14918251011094885
ACH-000238,-0.13686795350421674
ACH-000242,0.2445841215468093
ACH-000243,-0.12130337906049653
ACH-000244,0.045930424179175436
ACH-000246,-0.14425040024902958
ACH-000248,0.023429423394600548
ACH-000250,-0.07058032786647828
ACH-000251,0.05464107594420185
ACH-000252,-0.21010038358648467
ACH-000253,-0.12528894924683076
ACH-000255,0.017159664902195736
ACH-000256,-0.1889739188648056
ACH-000257,0.08080921755196291
ACH-000258,-0.11483764235729285
ACH-000259,-0.1534224828803637
ACH-000260,-0.06564147934161535
ACH-000261,-0.07820668693372611
ACH-000262,-0.16691474066425185
ACH-000263,-0.027709714770342404
ACH-000264,-0.04707771962039559
ACH-000265,-0.2765116078467742
ACH-000266,-0.04818215980234841
ACH-000272,-0.13439895150203324
ACH-000274,-0.16844548913654728
ACH-000277,-0.11557354936428225
ACH-000278,-0.1364513524017199
ACH-000279,-0.0857540054392789
ACH-000280,0.08369860538808188
ACH-000281,-0.17185170248953266
ACH-000288,-0.02221791734805232
ACH-000291,0.0035711029430295096
ACH-000293,-0.12888540367884846
ACH-000294,-0.08347122164926704
ACH-000295,0.18746724945129686
ACH-000296,-0.14845469848774412
ACH-000302,-0.1191486771289951
ACH-000304,-0.41828633035908336
ACH-000307,-0.025281043742542118
ACH-000308,-0.11176757362332372
ACH-000310,-0.19160094303519234
ACH-000311,-0.2289685794270637
ACH-000312,-0.11866819107176993
ACH-000315,-0.010160478298194626
ACH-000316,-0.0322076873702211
ACH-000317,-0.054386909901258884
ACH-000318,0.005990143892621754
ACH-000319,0.014128837017660316
ACH-000320,-0.08416162351140342
ACH-000322,0.04080088833001745
ACH-000323,-0.10274628310040627
ACH-000324,-0.12563531585314688
ACH-000329,-0.005540162966357261
ACH-000330,0.05140736968081175
ACH-000331,0.02022784805371413
ACH-000332,-0.10880624914725892
ACH-000334,-0.13136189571478715
ACH-000335,-0.2631433586945931
ACH-000336,-0.17609405097111325
ACH-000337,0.08950548828499474
ACH-000338,0.4024535583235341
ACH-000339,-0.07388026591306844
ACH-000341,-0.14880539665444406
ACH-000348,0.03902334197130677
ACH-000350,-0.08402193915049383
ACH-000352,-0.22456487303779107
ACH-000356,0.019229082349646973
