,TCTA (6988)
ACH-000004,0.010870343891274043
ACH-000005,-0.26231049975133
ACH-000007,0.08799350712324673
ACH-000009,0.03770549952490601
ACH-000011,-0.07222610714684957
ACH-000012,-0.03170452405394001
ACH-000013,-0.022156015603183383
ACH-000014,0.10249673665438246
ACH-000015,0.08830267578824724
ACH-000017,0.0282255647616897
ACH-000018,-0.15017639089157914
ACH-000019,-0.15433060976547122
ACH-000021,0.007020017856560211
ACH-000022,0.11138209729157886
ACH-000025,-0.06475978780182001
ACH-000028,0.04184372630450468
ACH-000030,-0.04108834300646976
ACH-000035,-0.008640587206786125
ACH-000036,-0.005447505958967626
ACH-000037,0.007723898404551742
ACH-000039,0.1325966759275621
ACH-000040,0.04861230693048761
ACH-000041,0.04708252400222036
ACH-000042,-0.005328658327096775
ACH-000045,0.00046272841493388194
ACH-000047,-0.03456101642386366
ACH-000052,0.13134978505605896
ACH-000053,-0.06718093824063494
ACH-000054,-0.15077030028902008
ACH-000055,-0.06836938361833082
ACH-000060,-0.08476789731774796
ACH-000067,-0.04120818335468309
ACH-000070,-0.1018422706528472
ACH-000075,0.06960257643460127
ACH-000078,-0.028235958226748438
ACH-000082,0.05807893991398445
ACH-000085,-0.1515724740687497
ACH-000086,-0.06193730971320902
ACH-000087,0.2415600408540177
ACH-000092,0.027850312240615356
ACH-000095,-0.05153981207056516
ACH-000097,0.053661963368409935
ACH-000098,-0.005065710220616912
ACH-000099,0.04696422398687648
ACH-000108,0.07350087334889416
ACH-000113,0.17647318532533798
ACH-000116,-0.06556668214654854
ACH-000118,-0.05084897422841448
ACH-000120,-0.13873297851017585
ACH-000123,-0.05033356041164893
ACH-000127,-0.0819675204835288
ACH-000128,-0.2643703175323717
ACH-000132,0.015066566690134803
ACH-000133,-0.024816299826661285
ACH-000137,-0.028370701296807882
ACH-000138,-0.00503434837064662
ACH-000142,0.00605344545562115
ACH-000143,0.25553020282229794
ACH-000146,0.006682451878268229
ACH-000148,0.06546111952705229
ACH-000150,-0.18424855403917006
ACH-000152,-0.006742614896301589
ACH-000153,0.07838700475365283
ACH-000159,0.0238590615931896
ACH-000160,0.0870605086874224
ACH-000163,-0.05511798560107085
ACH-000167,0.2574475152007095
ACH-000168,0.0649131801862076
ACH-000169,0.10372631661454554
ACH-000178,0.08735180674234237
ACH-000183,0.05397072928935648
ACH-000188,-0.06152652646835115
ACH-000189,0.04875277210754846
ACH-000190,-0.1546910422148327
ACH-000198,0.042526819101439406
ACH-000203,-0.13332815937554446
ACH-000204,0.031343515812361215
ACH-000206,0.029075431009058364
ACH-000207,0.1247217162898427
ACH-000208,-0.13308411965953165
ACH-000210,0.15923743622074302
ACH-000211,-0.0033173338943071123
ACH-000215,0.04249022786936957
ACH-000221,-0.03788237054957326
ACH-000222,0.17683968606804312
ACH-000223,-0.08750547915486467
ACH-000226,-0.01862197947925121
ACH-000227,-0.0159108736594534
ACH-000228,-0.009957760029576377
ACH-000231,-0.01975526123457573
ACH-000232,0.0035698158656814025
ACH-000233,0.03427111645832608
ACH-000234,-0.08215550713089208
ACH-000235,0.02885404115512305
ACH-000237,0.030944725582572018
ACH-000238,0.11434763068936045
ACH-000242,-0.3116715338746988
ACH-000243,0.048705116032678825
ACH-000244,-0.023642787468432687
ACH-000246,-0.04946585751550453
ACH-000248,0.18418137253391484
ACH-000250,0.0398726961962166
ACH-000251,-0.11212732713359023
ACH-000252,-0.12392388256960175
ACH-000253,0.015170160254286004
ACH-000255,-0.08525541030308371
ACH-000256,0.09284521848833424
ACH-000257,-0.007313891280097539
ACH-000258,0.02499649825495444
ACH-000259,-0.00016126849366954226
ACH-000260,0.09935492930611664
ACH-000261,0.1881754645648786
ACH-000262,0.042424871740121724
ACH-000263,0.11510861243360353
ACH-000264,0.00710322657174717
ACH-000265,-0.06670840919814804
ACH-000266,0.032461642089142914
ACH-000272,-0.0066775263946393755
ACH-000274,-0.01573027349174317
ACH-000277,-0.0781244200592685
ACH-000278,-0.06196362338867615
ACH-000279,-0.011628114161161334
ACH-000280,-0.0029708700809272784
ACH-000281,0.1265111091669544
ACH-000288,0.012110760641383837
ACH-000291,-0.05083639138995075
ACH-000293,0.12018774117838532
ACH-000294,-0.15857243016073258
ACH-000295,-0.12753311187704988
ACH-000296,-0.20039950677827456
ACH-000302,0.01962900158720747
ACH-000304,0.10286095583849053
ACH-000307,0.056793972690420885
ACH-000308,0.01544059522613581
ACH-000310,-0.14034052483781387
ACH-000311,-0.04445364032043867
ACH-000312,0.0006783852289961933
ACH-000315,0.04448820600123125
ACH-000316,0.029068406307522908
ACH-000317,0.09221899724198801
ACH-000318,-0.02752503468104005
ACH-000319,0.1266365591160433
ACH-000320,0.04397942707305215
ACH-000322,0.1575704542917351
ACH-000323,0.004462442043787979
ACH-000324,-0.012512762633050388
ACH-000329,0.031758104745949194
ACH-000330,0.025825967011491226
ACH-000331,-0.04147385341513006
ACH-000332,0.0010564804542540908
ACH-000334,0.10393541014413672
ACH-000335,-0.033228951615270085
ACH-000336,0.32396334138289
ACH-000337,-0.0052049752085667
ACH-000338,0.2070475103478309
ACH-000339,-0.0127101974903404
ACH-000341,-0.016245216477984024
ACH-000348,-0.017663299997576418
