,ESYT1 (23344)
ACH-000004,-0.2502570102435802
ACH-000005,-0.2502236804194257
ACH-000007,-0.21053074835153415
ACH-000009,-0.21370592714277534
ACH-000011,-0.11955125364442867
ACH-000012,-0.22458096132261748
ACH-000013,-0.1001394506777388
ACH-000014,-0.03492796665043785
ACH-000015,-0.17487720529104406
ACH-000017,0.015727074803890715
ACH-000018,-0.17347807061401085
ACH-000019,-0.38384376665723496
ACH-000021,-0.03155422557046533
ACH-000022,0.004039317358360392
ACH-000025,-0.0941161558459239
ACH-000028,-0.26551432813983833
ACH-000030,-0.2265765397196522
ACH-000035,-0.2613872783685793
ACH-000036,-0.07340441588120612
ACH-000037,-0.2547381470471294
ACH-000039,-0.0628052476861464
ACH-000040,-0.19404135942032386
ACH-000041,-0.32419384453875666
ACH-000042,-0.05156961514861209
ACH-000045,-0.21894102017066389
ACH-000047,-0.11313219801242932
ACH-000052,-0.16604489922678586
ACH-000053,-0.18607885457956666
ACH-000054,-0.06342985728532449
ACH-000055,-0.08858414681049201
ACH-000060,-0.08560290555938703
ACH-000067,-0.2091335005500949
ACH-000070,-0.18264246167379256
ACH-000075,-0.30310832132644955
ACH-000078,-0.16743303630469994
ACH-000082,-0.1656630680303268
ACH-000085,-0.2852399509147521
ACH-000086,-0.28927749511972056
ACH-000087,-0.01396528893343738
ACH-000092,-0.1370025458150006
ACH-000095,-0.08760381364560596
ACH-000097,-0.1086222378083758
ACH-000098,-0.07824873238503159
ACH-000099,-0.05367259451951678
ACH-000108,-0.041101181213270166
ACH-000113,0.04754109325894219
ACH-000116,-0.17614061287450333
ACH-000118,-0.3456827088039995
ACH-000120,0.0770582631415004
ACH-000123,-0.20635251116151385
ACH-000127,-0.1378885879140718
ACH-000128,-0.1587170186409625
ACH-000132,-0.09822780908584842
ACH-000133,-0.3268721730582592
ACH-000137,-0.3301603860644485
ACH-000138,-0.1796192087166468
ACH-000142,-0.0264539413065757
ACH-000143,-0.07034148257367777
ACH-000146,-0.2340603196967283
ACH-000148,-0.26165097659681397
ACH-000150,-0.11396953706695592
ACH-000152,-0.14509376275870073
ACH-000153,-0.21610409815466453
ACH-000159,-0.03741170157438875
ACH-000160,-0.25883936142574365
ACH-000163,-0.1817726284792269
ACH-000167,-0.2506363529312917
ACH-000168,-0.26734724338057897
ACH-000169,-0.1956315619463492
ACH-000178,-0.12861635602112492
ACH-000183,-0.15612613000085854
ACH-000188,0.02236385305024749
ACH-000189,-0.16143327552762018
ACH-000190,0.16014873954189499
ACH-000198,-0.08124736058735088
ACH-000203,-0.5087556067409664
ACH-000204,0.14625522719947334
ACH-000206,-0.06867973376124706
ACH-000207,-0.06211450101625941
ACH-000208,-0.0781003150846928
ACH-000210,-0.021580223401658303
ACH-000211,-0.1718867637009046
ACH-000215,-0.11950190255772862
ACH-000221,-0.026250322806988628
ACH-000222,-0.1291432042042838
ACH-000223,-0.1865239003661188
ACH-000226,-0.09342167428901978
ACH-000227,-0.06866295804170477
ACH-000228,-0.2688176958398382
ACH-000231,-0.17531441597285846
ACH-000232,-0.04823891251872114
ACH-000233,-0.12648253257693567
ACH-000234,-0.15179168053154574
ACH-000235,-0.10176166059267168
ACH-000237,-0.11833720923179875
ACH-000238,-0.24950135943760046
ACH-000242,-0.10493749795472196
ACH-000243,-0.15162725337699992
ACH-000244,-0.22900512761529396
ACH-000246,-0.07608078327144098
ACH-000248,-0.3280470675010396
ACH-000250,-0.13061205340077314
