,CC2D1B (200014)
ACH-000004,-0.18358805475903126
ACH-000005,-0.115816416450406
ACH-000007,-0.07101233087275824
ACH-000009,-0.3578499343317456
ACH-000011,0.006416935421427483
ACH-000012,-0.2847367247746161
ACH-000013,-0.2223620456867446
ACH-000014,-0.24238010241444485
ACH-000015,-0.15407705876863
ACH-000017,-0.12518566109652327
ACH-000018,-0.20834273762672614
ACH-000019,-0.09496977103646673
ACH-000021,-0.03117936480221675
ACH-000022,-0.2179938638170281
ACH-000025,-0.1361371481127472
ACH-000028,-0.1716949571649484
ACH-000030,-0.042981240913142524
ACH-000035,-0.18056025418801264
ACH-000036,-0.10416910171073687
ACH-000037,-0.07041747402129317
ACH-000039,-0.21564934100390631
ACH-000040,-0.16989187818232632
ACH-000041,-0.12425738194267465
ACH-000042,-0.022695104207575152
ACH-000045,-0.15541333254531473
ACH-000047,-0.12402929941633488
ACH-000052,-0.3520906704866861
ACH-000053,-0.0036481573978372523
ACH-000054,-0.09342290163272253
ACH-000055,-0.22656240509857264
ACH-000060,-0.31434788575316075
ACH-000067,-0.16316576414135944
ACH-000070,-0.240188020358555
ACH-000075,-0.2048729998479068
ACH-000078,-0.09449156320747157
ACH-000082,-0.011721801702376966
ACH-000085,-0.3344365709056554
ACH-000086,-0.2187801408577944
ACH-000087,-0.17218931943165516
ACH-000092,-0.22493199136597636
ACH-000095,-0.06489105047602545
ACH-000097,-0.07794288270128953
ACH-000098,-0.18346896792870696
ACH-000099,-0.09759226719279857
ACH-000108,-0.09119516773181922
ACH-000113,-0.14605865169554402
ACH-000116,-0.17420211829706347
ACH-000118,-0.06092089379244555
ACH-000120,0.055772218486115833
ACH-000123,-0.1922041216100376
ACH-000127,-0.09845871254855423
ACH-000128,-0.2248483042852778
ACH-000132,-0.2796051392987408
ACH-000133,-0.046455421382643296
ACH-000137,-0.182147797994386
ACH-000138,-0.017622057585515598
ACH-000142,-0.1102106840875573
ACH-000143,-0.05614473443940055
ACH-000146,-0.07149971803046899
ACH-000148,-0.0905468257983356
ACH-000150,-0.2268412458047516
ACH-000152,-0.20623151524666195
ACH-000153,-0.08115383505524389
ACH-000159,-0.11480549079624215
ACH-000160,-0.13586934566884132
ACH-000163,-0.05977950387480167
ACH-000167,-0.08718518723070967
ACH-000168,-0.0469556277868521
ACH-000169,-0.07356496488240559
ACH-000178,-0.07849627132260771
ACH-000183,-0.26926558917722826
ACH-000188,-0.07429973065566292
ACH-000189,-0.022677891098890717
ACH-000190,-0.2049252499644836
ACH-000198,-0.15349343256822234
ACH-000203,-0.008046884144331443
ACH-000204,0.17680676505138546
ACH-000206,0.1414715621927045
ACH-000207,-0.2448033919606673
ACH-000208,0.036788626538093366
ACH-000210,-0.07165756034058729
ACH-000211,-0.053251700690128335
ACH-000215,-0.1660548911691052
ACH-000221,-0.13751615174971202
ACH-000222,-0.0837901764880229
ACH-000223,-0.0739723204514871
ACH-000226,-0.1084533373868825
ACH-000227,-0.1657472861134221
ACH-000228,-0.19172999521629688
ACH-000231,-0.061721236479747386
ACH-000232,-0.14200150782764207
ACH-000233,0.022226376485265445
ACH-000234,0.05446335678679807
ACH-000235,-0.08964627749619568
ACH-000237,-0.047694502107215805
ACH-000238,-0.218183827428882
ACH-000242,-0.4062742581985298
ACH-000243,-0.07233338928995199
ACH-000244,0.017734347515922348
ACH-000246,-0.05744134736458049
ACH-000248,-0.15320124202956847
ACH-000250,-0.0626603113913994
ACH-000251,-0.0290383663454852
ACH-000252,-0.3025755299192095
ACH-000253,-0.00340441964393035
ACH-000255,-0.2441651131631968
ACH-000256,-0.06274213125938004
ACH-000257,-0.3945775713259557
ACH-000258,-0.07590218145607007
ACH-000259,-0.1495054141736406
ACH-000260,-0.12836467463974002
ACH-000261,-0.09255932146684036
ACH-000262,-0.2277667750979171
ACH-000263,-0.14081246950170492
ACH-000264,-0.13696665171799793
ACH-000265,-0.06691444517985329
ACH-000266,0.004613202224959865
ACH-000272,-0.20144835024230515
ACH-000274,-0.1546632258962246
ACH-000277,-0.10370134102108003
ACH-000278,-0.20871828991672015
ACH-000279,-0.22048208290578425
ACH-000280,-0.22991590785269755
ACH-000281,-0.07610859589386823
ACH-000288,-0.0855729731431798
ACH-000291,-0.0656191420922187
ACH-000293,0.0605832113265046
ACH-000294,-0.09795763298940023
ACH-000295,0.09024267023563164
ACH-000296,-0.1799683858141372
ACH-000302,-0.1526873838115471
ACH-000304,-0.35902743166304313
ACH-000307,-0.09523693598613343
ACH-000308,-0.04076921725927557
ACH-000310,-0.1200134938901304
ACH-000311,-0.004065691750397205
ACH-000312,-0.25213590572217365
ACH-000315,-0.1927496541913972
ACH-000316,-0.1827865017552409
ACH-000317,-0.03599683033499985
ACH-000318,-0.2751782927616654
ACH-000319,-0.1347452684447885
ACH-000320,-0.08679311524272486
ACH-000322,-0.19115736366760636
ACH-000323,-0.08658219861645046
ACH-000324,-0.2337123239695437
ACH-000329,-0.13936302945029114
ACH-000330,-0.12483878390939535
ACH-000331,-0.0723015339226828
ACH-000332,-0.08286247639202153
ACH-000334,-0.10982991182427704
ACH-000335,-0.15257751936221464
ACH-000336,-0.47018948661229
ACH-000337,-0.024365425865896014
ACH-000338,0.16440478439130385
ACH-000339,-0.007125692952178801
ACH-000341,-0.09067758448846876
ACH-000348,-0.029194181171542436
ACH-000350,-0.11328248807960385
ACH-000352,-0.2080561388779873
ACH-000356,-0.3980386656857236
ACH-000361,-0.18106505299593825
ACH-000362,-0.10974225939070764
ACH-000363,-0.020604357479807826
ACH-000364,0.06303845351416933
ACH-000365,-0.11197772118728212
ACH-000366,-0.14955248188713666
ACH-000368,-0.029535729618372124
ACH-000374,-0.07314613796781959
ACH-000375,-0.08163073646030987
ACH-000376,-0.22988935900414725
ACH-000381,-0.20118801313510096
ACH-000383,-0.13242950814120868
ACH-000387,-0.2999806364547947
ACH-000389,-0.1909897385134716
ACH-000390,-0.1312775381963527
ACH-000393,-0.0915914873165666
ACH-000395,-0.1915240842564025
ACH-000396,-0.04072467247410272
ACH-000397,-0.12422838828972975
ACH-000401,-0.014030793903531949
ACH-000402,0.13939536492904994
ACH-000403,-0.0903243048727714
ACH-000404,-0.08163964218165881
ACH-000406,-0.05228251322240601
ACH-000407,-0.11225630515472032
ACH-000408,-0.3761040641979641
ACH-000410,-0.08401356912994755
ACH-000411,-0.09310657985005984
ACH-000414,-0.06360553140379123
ACH-000415,-0.19497460736986147
ACH-000416,-0.030470257398311388
ACH-000420,-0.1866730254722922
ACH-000421,-0.1048294618794937
ACH-000424,-0.08217120243314918
ACH-000425,-0.2021743932937341
ACH-000426,-0.06604679072928678
ACH-000427,-0.07140481858316622
ACH-000433,-0.2587020756123156
ACH-000435,-0.2932814010090076
ACH-000436,-0.060228876007528125
ACH-000444,-0.09022591842729502
ACH-000445,-0.2522713868248416
ACH-000448,-0.03057857621048851
ACH-000450,-0.21560844438663476
ACH-000452,-0.07317374313678801
ACH-000454,-0.1448524408067475
ACH-000458,-0.12076295031369398
ACH-000459,0.0226903544217043
ACH-000460,-0.1568974338858084
ACH-000461,-0.09771636923191168
ACH-000463,-0.00901887862451036
ACH-000464,-0.07588912803670933
ACH-000466,-0.17207166870551516
ACH-000467,-0.09437456659665223
ACH-000468,-0.17760529546928425
ACH-000469,-0.14726529627290272
ACH-000470,-0.014791488040247016
ACH-000471,-0.11730685074627953
ACH-000472,-0.0915927069690687
ACH-000473,-0.02302258634341598
ACH-000475,-0.07906316510290995
ACH-000476,-0.2661335263376428
ACH-000477,-0.2696928145452463
ACH-000479,-0.13362832861279994
ACH-000480,-0.09557671708229604
ACH-000481,-0.10044225137765153
ACH-000483,-0.2964981349933967
ACH-000484,-0.032709382784268805
ACH-000485,-0.03716247544921385
ACH-000486,-0.0920969540909424
ACH-000487,-0.11358863570609655
ACH-000488,-0.08174650872564071
ACH-000490,-0.09563325734826998
ACH-000491,-0.09803369455287983
ACH-000495,-0.21412702168369335
ACH-000496,-0.2252046843867455
ACH-000499,0.1940683236626672
ACH-000500,0.2096790017475766
ACH-000502,-0.010673600290905404
ACH-000503,-0.16772213127223035
ACH-000505,-0.12668890164855745
ACH-000507,-0.0741079363417605
ACH-000510,-0.08474208566991569
ACH-000511,-0.008780284063340289
ACH-000512,-0.3244321226216844
ACH-000516,-0.07899158299681569
ACH-000517,-0.14417501834835827
ACH-000518,-0.12671084304011618
ACH-000520,-0.11947942657209892
ACH-000521,-0.0627944589450381
ACH-000522,-0.2306752378611365
ACH-000524,-0.09877344507126376
ACH-000527,-0.04758251280261015
ACH-000528,-0.1649291329208859
ACH-000537,-0.16743722283989707
ACH-000541,-0.28635898858592057
ACH-000542,-0.22606642904926136
ACH-000544,-0.05013072621268422
ACH-000545,-0.13129769144666711
ACH-000547,-0.2336987439429745
ACH-000548,-0.10621585303785616
ACH-000549,-0.07724901169755959
ACH-000550,-0.2317485878109859
ACH-000552,-0.08604109450834876
ACH-000556,-0.13898162632818906
