,LAPTM5 (7805)
ACH-000004,0.12969665153675985
ACH-000005,-0.2385834159360125
ACH-000007,-0.009507199671595835
ACH-000009,0.08708017421720501
ACH-000011,0.06864968375378583
ACH-000012,0.1914269177897688
ACH-000013,0.04493735270035655
ACH-000014,-0.09991826844323448
ACH-000015,0.04814804533369082
ACH-000017,0.07755422428808155
ACH-000018,0.16838885129474934
ACH-000019,0.02653892050874577
ACH-000021,0.031120312171524327
ACH-000022,-0.030010234643934063
ACH-000025,-0.007467797935358422
ACH-000028,0.14390045935893025
ACH-000030,0.06643564792909737
ACH-000035,-0.2389769459978381
ACH-000036,0.09068921899839956
ACH-000037,0.0576506114332088
ACH-000039,0.028282859557726726
ACH-000040,-0.03819948017539572
ACH-000041,0.08148568542695157
ACH-000042,0.01993552604834144
ACH-000045,0.07984346741940881
ACH-000047,0.19827875428697786
ACH-000052,0.1262074960132385
ACH-000053,0.07717348040014718
ACH-000054,0.15341369888596493
ACH-000055,0.20539267945820452
ACH-000060,0.17038868936545656
ACH-000067,0.0017415147740083336
ACH-000070,-0.03415492800161242
ACH-000075,0.32394516565075576
ACH-000078,0.2254757037637667
ACH-000082,0.07391836204829741
ACH-000085,0.024070258590373605
ACH-000086,0.1816475639142857
ACH-000087,0.13032285957750947
ACH-000092,-0.08695370422728305
ACH-000095,0.18694179632207664
ACH-000097,0.1244658489322748
ACH-000098,0.08298477093539845
ACH-000099,0.16427415199521772
ACH-000108,0.01957755732872429
ACH-000113,0.017478055251123076
ACH-000116,0.0825740726414137
ACH-000118,0.055172685362527264
ACH-000120,0.17687367835289652
ACH-000123,0.08871794389550174
ACH-000127,0.03908052164677077
ACH-000128,0.058703117005548464
ACH-000132,0.12393131626823513
ACH-000133,0.05617079885083422
ACH-000137,-0.1711606736815775
ACH-000138,0.10564252346455673
ACH-000142,0.12511475803823754
ACH-000143,0.13799788347846448
ACH-000146,0.06818083515263185
ACH-000148,0.12617023807966016
ACH-000150,0.05603504713111918
ACH-000152,0.07745152528341881
ACH-000153,0.005816271594562265
ACH-000159,0.08645406900818245
ACH-000160,0.13403869140116953
ACH-000163,0.03786588963396445
ACH-000167,-0.15643967836496056
ACH-000168,0.033886029987034945
ACH-000169,0.07533050077188086
ACH-000178,0.08299090046163564
ACH-000183,0.012594305552442323
ACH-000188,-0.045118969654631975
ACH-000189,0.11295738004867492
ACH-000190,0.08399079000438242
ACH-000198,-0.0009926311634665726
ACH-000203,0.756900720793383
ACH-000204,0.3487323128356006
ACH-000206,0.07739248951957628
ACH-000207,0.11087133042064476
ACH-000208,0.08141459223811684
ACH-000210,0.10628986370943544
ACH-000211,0.1853887205132304
ACH-000215,0.015323875189161668
ACH-000221,0.2382610645417164
ACH-000222,0.08655741870572185
ACH-000223,0.15071506776843407
ACH-000226,0.12498854655333938
ACH-000227,0.005815655178218321
ACH-000228,0.17427426554851988
ACH-000231,0.05966960073296757
ACH-000232,0.10510476137225556
ACH-000233,0.1225265909138038
ACH-000234,0.181370805043674
ACH-000235,0.08877159717417431
ACH-000237,0.08892681660314156
ACH-000238,0.05261158831144295
ACH-000242,0.1814338689271537
ACH-000243,0.0970076282383136
ACH-000244,0.17261518987182564
ACH-000246,0.10191498225227308
ACH-000248,0.12804394071532166
ACH-000250,0.121557560447534
ACH-000251,0.2679799408009712
ACH-000252,0.07215478597217735
ACH-000253,0.06221477679700903
ACH-000255,0.002580860301030048
ACH-000256,0.08790555468792392
ACH-000257,-0.1886640945993791
ACH-000258,0.04782176485161646
ACH-000259,0.05416428008736579
ACH-000260,0.035235362244529805
ACH-000261,0.05961773373843007
ACH-000262,0.09928788285303453
ACH-000263,0.022321377450089025
ACH-000264,0.10881943468942544
ACH-000265,0.11868864470167664
ACH-000266,0.08783657554656918
ACH-000272,0.07512842522896082
ACH-000274,0.06458605848974895
ACH-000277,0.1533565205752768
ACH-000278,0.02918523524238612
ACH-000279,0.1063672135706109
ACH-000280,0.058417948798888224
ACH-000281,0.18355555760681813
ACH-000288,0.029886744055884155
ACH-000291,-0.0435026660724948
ACH-000293,0.06928049287415952
ACH-000294,-0.04906315170814517
ACH-000295,-0.16434133481299265
ACH-000296,0.1089518486048652
ACH-000302,0.017012439610209457
ACH-000304,-0.13978988039279427
ACH-000307,0.06079901983321094
ACH-000308,0.07691562485488691
ACH-000310,0.0910067935371328
ACH-000311,0.08315143133356058
ACH-000312,0.05956966853917925
ACH-000315,-0.0007409374283574822
ACH-000316,0.0766621508801073
ACH-000317,-0.01551104683567935
ACH-000318,0.1295526052099646
ACH-000319,0.07454925590882057
ACH-000320,0.11548928604603695
ACH-000322,0.15562208996582624
ACH-000323,0.04950983750004068
ACH-000324,0.046624187305664484
ACH-000329,0.12780286859058398
ACH-000330,0.11771398039152994
ACH-000331,0.08599195811362534
ACH-000332,0.057751430800314335
ACH-000334,0.09978827256429748
ACH-000335,0.12262093858756395
ACH-000336,-0.0022639214166845713
ACH-000337,-0.009667353695965164
ACH-000338,0.3007724260234872
ACH-000339,0.1952051006139555
ACH-000341,0.06875983991852383
ACH-000348,0.07496196240314698
ACH-000350,0.1382528509540483
ACH-000352,-0.1063256520199444
ACH-000356,-0.004925059952594133
ACH-000361,0.15430747718914006
ACH-000362,0.10558801431733167
ACH-000363,0.10934225783478513
ACH-000364,-0.03660709883266528
ACH-000365,-0.030813529482740624
ACH-000366,-0.027334902020458
ACH-000368,0.047761345296391707
ACH-000374,0.0578694971414452
ACH-000375,0.10975721958289836
ACH-000376,-0.018528234518147783
ACH-000381,-0.004742436825159725
ACH-000383,0.07151472053729642
ACH-000387,0.08403739346361991
ACH-000389,-0.024685090297175083
ACH-000390,0.1450831816747288
ACH-000393,0.0989152911541185
ACH-000395,0.11383054438716515
ACH-000396,-0.21916867871633133
ACH-000397,0.11603355779581938
ACH-000401,0.2280944493891701
ACH-000402,0.07487369513272679
ACH-000403,0.10885460201444498
ACH-000404,0.2138852833079176
ACH-000406,0.07797984956074308
ACH-000407,0.05908808563216481
ACH-000408,-0.033987540842648684
ACH-000410,0.21880139080906624
ACH-000411,0.03921095586121372
ACH-000414,0.0863501667533959
ACH-000415,0.020205143881528508
ACH-000416,0.1655440626125049
ACH-000420,0.10729751139220346
ACH-000421,0.07934714006665605
ACH-000424,0.10274929658645317
ACH-000425,0.16917048546422356
ACH-000426,0.03184961927008108
ACH-000427,0.19334206235152795
ACH-000433,0.08896260026452582
ACH-000435,-0.0381860475019596
ACH-000436,0.08824070176276715
ACH-000444,0.06755139052388791
ACH-000445,-0.02371186600081129
ACH-000448,0.12671625037651169
ACH-000450,-0.008933827802978635
ACH-000452,0.08583567695783087
ACH-000454,0.02216957684407737
ACH-000458,0.042228979282763916
ACH-000459,0.18893764914023845
ACH-000460,0.10981422550810746
ACH-000461,-0.0637375896100912
ACH-000463,0.09968987925093692
ACH-000464,0.027368808054611043
ACH-000466,0.09859534404300177
ACH-000467,0.06316089429664405
ACH-000468,0.2394515978777415
ACH-000469,0.0027113869652932486
ACH-000470,0.1723124553948472
ACH-000471,0.051843353395996855
ACH-000472,0.16322899439271507
ACH-000473,0.06284084127936675
ACH-000475,0.06283325492748656
ACH-000476,0.01194417171677704
