,AIMP2 (7965)
ACH-000004,-0.055219600036405136
ACH-000005,-0.3054310890997631
ACH-000007,-0.19978166830906216
ACH-000009,-0.12018590612813927
ACH-000011,-0.12247816499557045
ACH-000012,-0.11981650646118593
ACH-000013,-0.06291943689008862
ACH-000014,-0.20908269219874415
ACH-000015,-0.030450712486890838
ACH-000017,-0.2049457446645347
ACH-000018,-0.09296335971111593
ACH-000019,-0.2348561385954066
ACH-000021,-0.009463455551977395
ACH-000022,-0.24499809555689075
ACH-000025,-0.020592070269875
ACH-000028,-0.1064773721949734
ACH-000030,-0.05746429601398735
ACH-000035,-0.11261858298096453
ACH-000036,-0.15781909299231078
ACH-000037,-0.051095635281117414
ACH-000039,-0.15542876635599445
ACH-000040,-0.16077120545780166
ACH-000041,-0.3601044383750046
ACH-000042,-0.18672556449189096
ACH-000045,-0.00547385444789331
ACH-000047,-0.3586614503056061
ACH-000052,-0.037796726163789006
ACH-000053,-0.05792670463766687
ACH-000054,-0.2356866809063125
ACH-000055,-0.16216378979007298
ACH-000060,-0.21928730691523876
ACH-000067,-0.106879896670107
ACH-000070,-0.15343115259805634
ACH-000075,-0.34151544053261645
ACH-000078,-0.15145826092973033
ACH-000082,-0.15391086059004164
ACH-000085,-0.1188219702173265
ACH-000086,-0.05938162383486549
ACH-000087,-0.10827803440911167
ACH-000092,-0.1023416642046904
ACH-000095,-0.178468779052983
ACH-000097,-0.2176766554327828
ACH-000098,-0.047327473278413135
ACH-000099,-0.2511939719208288
ACH-000108,-0.17268206786895784
ACH-000113,-0.12340507608438275
ACH-000116,-0.14943511955309705
ACH-000118,-0.12039563676901666
ACH-000120,-0.19426133619700536
ACH-000123,-0.10981787337855864
ACH-000127,-0.2661023322652276
ACH-000128,-0.2693608834941723
ACH-000132,-0.15781826502170831
ACH-000133,-0.11988058936258755
ACH-000137,-0.2549172855639056
ACH-000138,-0.11857581433130746
ACH-000142,-0.2511255155633037
ACH-000143,-0.253268384079718
ACH-000146,-0.16060759865762428
ACH-000148,-0.2082475101389616
ACH-000150,-0.19434838675131108
ACH-000152,-0.12300423985520258
ACH-000153,-0.10625701865087772
ACH-000159,-0.1122129678985313
ACH-000160,-0.1030833363788449
ACH-000163,-0.3893296684719488
ACH-000167,-0.2789200611632329
ACH-000168,-0.11125588518701952
ACH-000169,-0.2525201815851389
ACH-000178,-0.09362167687539424
ACH-000183,-0.09578664464022693
ACH-000188,-0.16217064417445182
ACH-000189,0.14997571313452066
ACH-000190,-0.31405087465539683
ACH-000198,0.06039206323678267
ACH-000203,-0.023244679189774475
ACH-000204,0.16299432411574866
ACH-000206,-0.15434722894819874
ACH-000207,0.002337965797330765
ACH-000208,-0.3968750333030863
ACH-000210,0.011896025070055235
ACH-000211,-0.1581019767582695
ACH-000215,-0.2480737157315359
ACH-000221,-0.5430831045567198
ACH-000222,-0.262523650161117
ACH-000223,-0.061026309465373726
ACH-000226,0.020317528551994642
ACH-000227,-0.14818809889967005
ACH-000228,-0.0992391628389034
ACH-000231,-0.1469497082358995
ACH-000232,-0.08110847323513604
ACH-000233,0.053081216080877035
ACH-000234,-0.2128302710934261
ACH-000235,-0.19556000103980745
ACH-000237,-0.20176206209674286
ACH-000238,-0.2374573187370601
ACH-000242,-0.16769535921746834
ACH-000243,-0.054569190448259856
ACH-000244,-0.4589236915181185
ACH-000246,-0.18409210025703254
ACH-000248,-0.03116406552717892
ACH-000250,-0.07633982124344145
ACH-000251,-0.2675633688917424
ACH-000252,-0.17265618731343446
ACH-000253,-0.11192764898292096
ACH-000255,-0.1289540504523838
ACH-000256,-0.1548468215587252
ACH-000257,-0.24643241418679715
ACH-000258,-0.19324217364739496
ACH-000259,-0.1729997157109668
ACH-000260,-0.03144738790792891
ACH-000261,-0.25607388931448705
ACH-000262,-0.3052472568713322
ACH-000263,-0.12539796961058802
ACH-000264,-0.1781943828175273
ACH-000265,-0.07201743092452484
ACH-000266,-0.2527972748510839
ACH-000272,-0.18897740785690653
ACH-000274,-0.26596276570087257
ACH-000277,-0.2470026491683966
ACH-000278,-0.0860604791162724
ACH-000279,-0.2918331894970293
ACH-000280,-0.30449169388363273
ACH-000281,-0.4144156465451616
ACH-000288,-0.14103799329458147
ACH-000291,-0.261633991721847
ACH-000293,-0.1482237522392357
ACH-000294,-0.3320728229829341
ACH-000295,-0.11448087642750895
ACH-000296,-0.12712794438986408
ACH-000302,-0.2642818289015879
ACH-000304,-0.26215269950755304
ACH-000307,-0.1960382530507605
ACH-000308,-0.20452079470123347
ACH-000310,-0.26243602032847874
ACH-000311,-0.2697208501370084
ACH-000312,-0.3067958571023111
ACH-000315,-0.05998865152011418
ACH-000316,-0.2034188711232228
ACH-000317,0.04345878382029743
ACH-000318,-0.12560542291591226
ACH-000319,-0.10424176403761054
ACH-000320,-0.3640585703330906
ACH-000322,-0.18014421601382835
ACH-000323,-0.1860504970041244
ACH-000324,-0.10966377179602296
ACH-000329,-0.11068985982599217
ACH-000330,-0.14683488362697664
ACH-000331,-0.09343106919217928
ACH-000332,-0.2339152116849057
ACH-000334,-0.11281247147381675
ACH-000335,-0.1790189467666606
ACH-000336,-0.3239388995981831
ACH-000337,-0.20097229647283507
ACH-000338,-0.1451303560990273
ACH-000339,-0.16772263306691176
ACH-000341,-0.27030726825859275
ACH-000348,-0.09103019152009163
ACH-000350,-0.13563806362899478
ACH-000352,-0.006600749478617424
ACH-000356,-0.1907010877601357
ACH-000361,-0.24388979035005545
ACH-000362,-0.17663006498661027
ACH-000363,-0.22663951396117615
ACH-000364,-0.15338310905825356
ACH-000365,-0.2124219014799638
ACH-000366,-0.1712685640797446
ACH-000368,-0.06721036619349674
ACH-000374,-0.21962189273162586
ACH-000375,-0.11522086385967928
ACH-000376,-0.2983184675565523
ACH-000381,-0.1576077020622335
ACH-000383,-0.08024823801373918
ACH-000387,-0.029854651928737836
ACH-000389,-0.2472933117698433
ACH-000390,-0.10355716609596588
ACH-000393,-0.3814877406319489
ACH-000395,-0.3073575087851265
ACH-000396,-0.0181695940552402
ACH-000397,-0.12332334622696953
ACH-000401,-0.09272794997747263
ACH-000402,-0.28086573774549545
ACH-000403,-0.2216342056204557
ACH-000404,-0.3092974439571027
ACH-000406,-0.15801337666972032
ACH-000407,-0.16216959490881816
ACH-000408,-0.15455164301879618
ACH-000410,-0.05236094192111069
ACH-000411,-0.07598309432765142
ACH-000414,-0.16229569852532807
ACH-000415,-0.21066169876957688
ACH-000416,-0.10075259484258964
ACH-000420,-0.21140146451344466
ACH-000421,-0.10786838124628892
ACH-000424,-0.19453221291523395
ACH-000425,-0.1507475808107991
ACH-000426,-0.002347160662009146
ACH-000427,0.0572398725714463
ACH-000433,-0.2134354893241762
ACH-000435,0.015329808194833006
ACH-000436,-0.23719411383911046
ACH-000444,-0.0387246689549231
ACH-000445,-0.02713441852431175
ACH-000448,-0.10590124198962868
ACH-000450,0.004463188767324325
ACH-000452,-0.2624895950664116
ACH-000454,-0.1424042724696235
ACH-000458,-0.11517834112987566
ACH-000459,0.025658846825832624
ACH-000460,-0.11759422999946267
ACH-000461,-0.13133586907844566
ACH-000463,-0.11599250360546925
ACH-000464,-0.15669966208039587
ACH-000466,-0.21194570310975547
ACH-000467,-0.13932646096704807
ACH-000468,-0.1375933919055547
ACH-000469,-0.03864170809630498
ACH-000470,-0.1928031745873584
ACH-000471,-0.2765103671021433
ACH-000472,-0.20412493853143668
ACH-000473,-0.16318323958908015
ACH-000475,-0.16262636004832198
ACH-000476,-0.21247253904834387
ACH-000477,-0.3298316119015183
ACH-000479,-0.11935660952492075
ACH-000480,0.015667497134398085
ACH-000481,-0.2187371450658248
ACH-000483,-0.036304968452653616
ACH-000484,-0.23536488905913525
ACH-000485,-0.16284553917276573
ACH-000486,-0.17679170765853375
ACH-000487,-0.21761211525215354
ACH-000488,-0.1566809909509444
ACH-000490,-0.11661480070318285
ACH-000491,-0.028156874716568806
ACH-000495,-0.2247716496151953
ACH-000496,-0.2915594201524634
ACH-000499,0.10200808321016988
ACH-000500,-0.4551142445834764
ACH-000502,-0.11158353521975288
ACH-000503,-0.23137548417889905
ACH-000505,-0.2033641180519616
ACH-000507,-0.059856445576132365
ACH-000510,-0.1013647822617166
ACH-000511,-0.1335793963016952
ACH-000512,0.039572481929086994
ACH-000516,-0.10053362331463063
ACH-000517,-0.2201523039641321
ACH-000518,-0.25733919301908875
ACH-000520,-0.11487574519228876
ACH-000521,-0.0664189122352449
ACH-000522,-0.1684399511624503
ACH-000524,-0.19229189868844146
ACH-000527,-0.2048801719205807
ACH-000528,-0.004670241698505795
ACH-000537,-0.2517414833502521
ACH-000541,-0.2705333975027997
ACH-000542,-0.23322019836949004
ACH-000544,-0.13883901766983248
ACH-000545,-0.019178927107635677
ACH-000547,0.02801617928806938
ACH-000548,-0.09669832634193094
ACH-000549,-0.13829508478135222
ACH-000550,-0.26099902121564184
ACH-000552,-0.23808566057885874
ACH-000556,-0.045187620925245316
ACH-000557,-0.1712330687718424
ACH-000569,-0.5184661912431637
ACH-000570,-0.08570286095754424
ACH-000571,-0.16838113246809985
ACH-000573,-0.10334147956956327
ACH-000576,-0.060592570057962175
ACH-000579,-0.0729955230903256
ACH-000580,-0.19772974135084176
ACH-000584,-0.2502803976583746
ACH-000585,-0.15735715370648826
ACH-000588,-0.18574595696729002
ACH-000589,-0.08788170712424312
ACH-000591,-0.1042132672123873
ACH-000593,-0.22634026280749794
ACH-000600,-0.1330690503742612
ACH-000601,-0.04364469093268117
