,ACBD3 (64746)
ACH-000004,0.10488298355833496
ACH-000005,-0.2210165515100871
ACH-000007,-0.06265523002544687
ACH-000009,-0.21643667596481167
ACH-000011,-0.14229751181792438
ACH-000012,-0.06340001731627448
ACH-000013,0.04013383334666148
ACH-000014,-0.08466315223966517
ACH-000015,0.016737950443623733
ACH-000017,-0.1619083015191109
ACH-000018,0.09850348255601267
ACH-000019,-0.1683645777160724
ACH-000021,-0.11640671789976273
ACH-000022,-0.1346622486051023
ACH-000025,-0.1275397266868959
ACH-000028,-0.01618882189141421
ACH-000030,-0.1018943844900764
ACH-000035,-0.1041555159904908
ACH-000036,-0.00829510807830862
ACH-000037,-0.07711661619152503
ACH-000039,-0.1695191303701593
ACH-000040,-0.14080353650808386
ACH-000041,-0.05738059306280086
ACH-000042,0.08762710585285809
ACH-000045,-0.007988636391519552
ACH-000047,0.04363777170192983
ACH-000052,-0.09436337556427624
ACH-000053,-0.12653644179440554
ACH-000054,-0.1415913720561946
ACH-000055,-0.20638168438207846
ACH-000060,-0.1484507723394232
ACH-000067,-0.040882421119351614
ACH-000070,-0.20585462085295173
ACH-000075,-0.13479126907002315
ACH-000078,-0.2229694632789267
ACH-000082,-0.08429849244188696
ACH-000085,-0.05021850543639345
ACH-000086,-0.07445272034279851
ACH-000087,-0.19807971213931505
ACH-000092,-0.20252059571035166
ACH-000095,-0.17066741572302555
ACH-000097,-0.08201614809122376
ACH-000098,-0.0013402247491630544
ACH-000099,-0.09059192570236664
ACH-000108,0.10722888636423457
ACH-000113,-0.2704623819070326
ACH-000116,-0.0020555539035722
ACH-000118,0.06514569251434273
ACH-000120,-0.04754988107414577
ACH-000123,0.006157098918519072
ACH-000127,-0.018376186163548767
ACH-000128,0.1346851244397205
ACH-000132,-0.1264909496014678
ACH-000133,-0.005422669523507213
ACH-000137,0.04889934966489004
ACH-000138,-0.1221559804518982
ACH-000142,-0.05991140639336885
ACH-000143,-0.10585223597677892
ACH-000146,-0.1196366657721636
ACH-000148,0.10897110231117696
ACH-000150,-0.14364774761037447
ACH-000152,-0.1002021444729391
ACH-000153,-0.22369901282544707
ACH-000159,-0.22502522512555148
ACH-000160,-0.012936453396266031
ACH-000163,-0.014305072426633309
ACH-000167,-0.22004640553100815
ACH-000168,-0.2219337505670114
ACH-000169,0.2012632595213507
ACH-000178,-0.11632586337958495
ACH-000183,0.10887539950522918
ACH-000188,0.026844867378551858
ACH-000189,0.08543582344434886
ACH-000190,0.017588333743570373
ACH-000198,0.08725387495574713
ACH-000203,-0.29539460636456
ACH-000204,-0.048447176959599964
ACH-000206,-0.03582140304072233
ACH-000207,-0.08395636334990209
ACH-000208,-0.3444064711314322
ACH-000210,0.05579007768803306
ACH-000211,0.010487890330877726
ACH-000215,-0.11717209456503908
ACH-000221,0.08813495297326124
ACH-000222,-0.071482717980636
ACH-000223,-0.11079412613102142
ACH-000226,-0.21523665765053104
ACH-000227,-0.20738675171744805
ACH-000228,0.08728927877689685
ACH-000231,0.011615244646146449
ACH-000232,-0.13846717947205686
ACH-000233,0.05001383412513777
ACH-000234,-0.2240234410726204
ACH-000235,-0.06949049931878734
ACH-000237,-0.0810312139740815
ACH-000238,-0.12208632433903753
ACH-000242,-0.3874159056062384
ACH-000243,-0.10952279407340457
ACH-000244,-0.3415764644987465
ACH-000246,-0.13406325333373986
ACH-000248,-0.03150537736366857
ACH-000250,-0.1045303597447203
ACH-000251,0.3202403360022593
ACH-000252,-0.11259342079892115
ACH-000253,-0.062028236171136314
ACH-000255,0.030163989460508037
ACH-000256,0.03506136619654466
ACH-000257,0.12345922674446383
ACH-000258,-0.32528117264156303
ACH-000259,-0.04252855579163353
ACH-000260,-0.06594420931676072
ACH-000261,-0.0801367322537449
ACH-000262,0.05271702182617925
