,PRPS1L1 (221823)
ACH-000004,-0.060309248963205275
ACH-000005,-0.07646199709419052
ACH-000007,-0.042922278642657685
ACH-000009,0.04497629197930105
ACH-000011,-0.29749795490460057
ACH-000012,-0.07478180628647517
ACH-000013,-0.08068687759983474
ACH-000014,-0.12476315486496566
ACH-000015,0.0022883611267647827
ACH-000017,-0.11036860531413936
ACH-000018,-0.13037569843462588
ACH-000019,0.10252454288576823
ACH-000021,0.06130639616313606
ACH-000022,-0.07066216064784582
ACH-000025,-0.022706123749681298
ACH-000028,-0.0668403417299096
ACH-000030,-0.04855807269681876
ACH-000035,-0.08124643291941197
ACH-000036,-0.165670305968445
ACH-000037,0.012858730634986349
ACH-000039,0.0861597812485037
ACH-000040,-0.052685671972772304
ACH-000041,-0.08534961753241807
ACH-000042,-0.08802618815932345
ACH-000045,0.04839128397729156
ACH-000047,-0.051902872001537585
ACH-000052,0.2599920562147905
ACH-000053,-0.03011228732180328
ACH-000054,0.05554851772478223
ACH-000055,-0.1190961493944451
ACH-000060,-0.02373970432432261
ACH-000067,-0.0941058864005598
ACH-000070,0.10736254320086404
ACH-000075,0.06838910489632996
ACH-000078,-0.07158094889589654
ACH-000082,-0.1772166284037876
ACH-000085,-0.11351273586724026
ACH-000086,0.029403893741275482
ACH-000087,-0.1700827095070639
ACH-000092,0.004926604835800269
ACH-000095,-0.05205930313752069
ACH-000097,0.052606054676689835
ACH-000098,-0.0805331912798101
ACH-000099,-0.10132077521126416
ACH-000108,0.10752751837400394
ACH-000113,-0.2356443936833284
ACH-000116,-0.06435374797823759
ACH-000118,0.004806130543785664
ACH-000120,0.1163383662644471
ACH-000123,-0.11937882609535175
ACH-000127,-0.16042728761369468
ACH-000128,0.02329875908424292
ACH-000132,0.08494350541323717
ACH-000133,-0.15290313672338596
ACH-000137,-0.13419357036519206
ACH-000138,-0.061975404633663474
ACH-000142,-0.04611654970391176
ACH-000143,-0.15892343579432716
ACH-000146,-0.08532844554630112
ACH-000148,-0.05970930464844738
ACH-000150,-0.12765149347308802
ACH-000152,-0.001575267342538192
ACH-000153,0.08906844433376297
ACH-000159,-0.12958095040507087
ACH-000160,-0.15745040188126144
ACH-000163,-0.06156100504120327
ACH-000167,0.1091469650219126
ACH-000168,-0.09700401231964556
ACH-000169,-0.12547218956257994
ACH-000178,-0.0019271668226114801
ACH-000183,0.11788548948797288
ACH-000188,-0.061618904522930486
ACH-000189,-0.17037339261114018
ACH-000190,0.23161140718794385
ACH-000198,-0.010990182061271263
ACH-000203,-0.04834608747422155
ACH-000204,0.1459881606928505
ACH-000206,0.1112275085599821
ACH-000207,-0.013996871388375208
ACH-000208,-0.013766747972393087
ACH-000210,-0.0128556624166973
ACH-000211,-0.05764830318691418
ACH-000215,-0.14007259461408114
ACH-000221,0.05701924688050802
ACH-000222,0.012034066742290352
ACH-000223,-0.10052000459569736
ACH-000226,-0.08951422027602599
ACH-000227,-0.3447228193203647
ACH-000228,-0.0074023793233424845
ACH-000231,-0.10556327864320232
ACH-000232,-0.12144684287726006
ACH-000233,-0.07181866576095343
ACH-000234,0.015942051047861526
ACH-000235,-0.12624615035509218
ACH-000237,-0.08380038354503493
ACH-000238,0.04340712347397796
ACH-000242,0.13441797468659614
ACH-000243,-0.02600849832459995
ACH-000244,-0.4273580955781242
ACH-000246,-0.08743189621519014
ACH-000248,-0.2498794309992052
ACH-000250,-0.11402154258968453
ACH-000251,0.13278980411336289
ACH-000252,0.09845502994545367
ACH-000253,-0.13907235974998186
ACH-000255,-0.05075544598202657
ACH-000256,-0.13358702345192572
ACH-000257,0.2097556073480406
ACH-000258,0.06205073278821669
ACH-000259,-0.22180643230424887
ACH-000260,0.009589379806276091
ACH-000261,0.031179258215203308
ACH-000262,-0.16761215251398456
ACH-000263,-0.22618627600714603
ACH-000264,-0.11236528507942684
ACH-000265,-0.008388714569875244
ACH-000266,-0.14276372879198346
ACH-000272,-0.1725638265800387
ACH-000274,-0.04786147075731953
ACH-000277,0.09078980479681567
ACH-000278,-0.13794525146446954
ACH-000279,-0.10938535609220187
ACH-000280,-0.04462468132601316
ACH-000281,-0.060510601234289335
ACH-000288,-0.01129974094668468
ACH-000291,-0.04109938881760425
ACH-000293,-0.05605047323398804
ACH-000294,-0.029815362004149894
ACH-000295,-0.2185821861428124
ACH-000296,0.13658497821524707
ACH-000302,-0.05310230553284714
ACH-000304,-0.1969997396494143
ACH-000307,-0.1524049923587527
ACH-000308,-0.07415141124035451
ACH-000310,-0.11860995247260506
ACH-000311,-0.14179895082490448
ACH-000312,-0.08006209547333698
ACH-000315,0.20509473141673695
ACH-000316,0.08595272222498389
ACH-000317,-0.0273404113902424
ACH-000318,-0.10060707238431067
ACH-000319,0.002853930516469428
ACH-000320,-0.06262255084660019
ACH-000322,-0.07716576128430856
ACH-000323,-0.005097852915304318
ACH-000324,-0.12773875761780615
ACH-000329,-0.06608840153529068
ACH-000330,-0.051440742170803584
ACH-000331,0.058656515940074726
ACH-000332,-0.06550694057876305
ACH-000334,-0.06501447315475656
ACH-000335,0.07970651095236253
ACH-000336,-0.051544432950314654
ACH-000337,-0.12196915387138857
ACH-000338,-0.20216482342330971
ACH-000339,-0.08540113282820952
ACH-000341,-0.2759666295537691
ACH-000348,-0.15247595574238618
ACH-000350,-0.15111170876642951
ACH-000352,0.045028053352866165
ACH-000356,0.015587244362517762
ACH-000361,0.03555346624721295
ACH-000362,-0.11954863208219454
ACH-000363,-0.11865341120815058
ACH-000364,-0.017645673536859578
ACH-000365,-0.073591891069095
ACH-000366,-0.08036241869959572
ACH-000368,-0.1252717144297029
ACH-000374,-0.23875851825140335
ACH-000375,-0.06127171993431368
ACH-000376,0.0057126735718504755
ACH-000381,-0.14907222404236775
ACH-000383,0.011196258831413107
ACH-000387,-0.031637794887056085
ACH-000389,-0.22915542624188534
ACH-000390,-0.07430603614897732
ACH-000393,-0.08580543627450349
ACH-000395,-0.19773929670189974
ACH-000396,-0.2559518623477115
ACH-000397,0.06410697889750537
ACH-000401,-0.055934042242331325
ACH-000402,-0.22696469279659776
ACH-000403,-0.00023699569164947794
ACH-000404,-0.2574943756797541
ACH-000406,-0.12142351432466104
ACH-000407,-0.08643306335516397
ACH-000408,-0.005745720398728936
ACH-000410,-0.0985722005722151
ACH-000411,-0.13818859284369633
ACH-000414,-0.25773946700605543
ACH-000415,-0.07169069277866005
ACH-000416,-0.1537820453679967
ACH-000420,-0.08520286350347786
ACH-000421,-0.026042847703327703
ACH-000424,-0.26390248417614304
ACH-000425,-0.030274249994488224
ACH-000426,-0.09815776533715816
ACH-000427,0.06273469248839306
ACH-000433,-0.11442709608454482
ACH-000435,-0.20165866041431416
ACH-000436,-0.0011577044971788142
ACH-000444,0.05069723708519114
ACH-000445,-0.0015831004429007493
ACH-000448,-0.07259035745185874
ACH-000450,-0.0994375618377226
ACH-000452,-0.044141708541058616
ACH-000454,-0.08130500402405376
ACH-000458,-0.12020967696115133
ACH-000459,0.019340225473545084
ACH-000460,-0.05666818851148828
ACH-000461,-0.09800700457625412
ACH-000463,-0.04362181801085092
ACH-000464,-0.05959320150986959
ACH-000466,-0.14909471091441126
ACH-000467,-0.12306294497871988
ACH-000468,0.1517362889272452
ACH-000469,0.06304476204908126
ACH-000470,0.0422096595981973
ACH-000471,-0.10998919824648214
ACH-000472,-0.035542935252896604
ACH-000473,0.053131435174803024
ACH-000475,-0.10314845842119474
ACH-000476,0.0931078686836318
ACH-000477,-0.018623271663082117
ACH-000479,-0.025212651807313358
ACH-000480,-0.10015150863494017
ACH-000481,-0.2531526030231558
ACH-000483,-0.048627132257465365
ACH-000484,-0.07113341076665633
ACH-000485,-0.007316851676630869
ACH-000486,-0.04175481382632582
ACH-000487,0.045663994874660836
ACH-000488,-0.07761755720881226
ACH-000490,-0.1299993735813095
ACH-000491,0.01810798328432869
ACH-000495,-0.1195334419648216
ACH-000496,-0.1909943077785651
ACH-000499,0.04418688945924035
ACH-000500,0.22830252775699544
ACH-000502,-0.0167438000688118
ACH-000503,-0.1242179664802526
ACH-000505,-0.0017623359668768844
ACH-000507,-0.034004488634670066
ACH-000510,-0.04261318564809497
ACH-000511,-0.04319204971231794
ACH-000512,-0.1199705831600412
ACH-000516,0.043692826255694664
