,PXN (5829)
ACH-000322,-0.4807727573628768
ACH-000323,-0.278589200383328
ACH-000324,-0.6129824006213734
ACH-000329,-0.26812267441556303
ACH-000330,-0.6694321119846213
ACH-000331,-0.5534500840139986
ACH-000332,-0.17126424978078272
ACH-000334,-0.20798250974056234
ACH-000335,-0.08057365259911023
ACH-000336,-0.22252589417521693
ACH-000337,-0.42384135555909497
ACH-000338,-0.6611060084014873
ACH-000339,-0.0757805842705088
ACH-000341,-0.1350403130038265
ACH-000348,-0.5301779013140424
ACH-000350,-0.2799950650486287
ACH-000352,-0.2712887422880176
ACH-000356,-0.3894006560464367
ACH-000361,-0.31585308589894023
ACH-000362,-0.2214483725743606
ACH-000363,-0.11590514708798713
ACH-000364,-0.44485993761882975
ACH-000365,-0.14759818166900032
ACH-000366,-0.2388462895403913
ACH-000368,-0.3609445002380233
ACH-000374,-0.4273043605786536
ACH-000375,-0.6386600722168406
ACH-000376,-0.2801364474283316
ACH-000381,-0.4715075729976726
ACH-000383,-0.2896808885162183
ACH-000387,-0.06505457990174073
ACH-000389,-0.2405415428240672
ACH-000390,-0.2398597303497297
ACH-000393,-0.3403232063130767
ACH-000395,-0.6306574418742972
ACH-000396,-0.3918165319049483
ACH-000397,-0.6170493907623972
ACH-000401,-0.43406846565625495
ACH-000402,-0.19204368663359914
ACH-000403,-0.5854295103139714
ACH-000404,-0.655730576620093
ACH-000406,-0.13838416728462918
ACH-000407,-0.3710598740670862
ACH-000408,-0.2526055840753133
ACH-000410,-0.2749231513075958
ACH-000411,-0.5680338018442859
ACH-000414,-0.2526330576991471
ACH-000415,-0.1918137636413762
ACH-000416,-0.4153541655428196
ACH-000420,-0.4806029117397739
ACH-000421,-0.3697742800200296
ACH-000424,-0.5204805327876936
ACH-000425,-0.5586063826834334
ACH-000426,-0.28783949107593393
ACH-000427,-0.23483956908851156
ACH-000433,-0.3414521244140858
ACH-000435,-0.2424808768499317
ACH-000436,-0.16953962725146987
ACH-000444,-0.3639182687770892
ACH-000445,-0.28580897361883884
ACH-000448,-0.3962127547896375
ACH-000450,-0.2974967191019934
ACH-000452,-0.3576915136852897
ACH-000454,-0.4033739766900833
ACH-000458,-0.19146635726646155
ACH-000459,-0.04134951059634275
ACH-000460,-0.7037130973649772
ACH-000461,-0.4734432173429193
ACH-000463,-0.23112314088720606
ACH-000464,-0.5130936580603332
ACH-000466,-0.5589161340290465
ACH-000467,-0.2978408569000254
ACH-000468,-0.3968121667524486
ACH-000469,-0.16918960670737218
ACH-000470,-0.3094107704553507
ACH-000471,-0.5311153560267832
ACH-000472,-0.2934256037838802
ACH-000473,-0.2532539797498486
ACH-000475,-0.5766475468610994
ACH-000476,-0.235122202233775
ACH-000477,-0.6824386689660861
ACH-000479,-0.4361072881651901
ACH-000480,-0.4796697750696404
ACH-000481,-0.33662214055854145
ACH-000483,-0.2874388098790544
ACH-000484,-0.4149919049658025
ACH-000485,-0.2917879324120443
ACH-000486,-0.2913938999457017
ACH-000487,-0.13191729510072564
ACH-000488,-0.4159639307521725
ACH-000490,-0.5996960315874555
ACH-000491,-0.09206537838660027
ACH-000495,-0.2640194146647328
ACH-000496,-0.2561609040988122
ACH-000499,-0.2291119676085183
ACH-000500,-0.3659248852230818
ACH-000502,-0.4786718867746017
ACH-000503,-0.4601682298974541
ACH-000505,-0.5354464172399555
ACH-000507,-0.2421548470865441
ACH-000510,-0.3338664158245558
ACH-000511,-0.4350455547635052
ACH-000512,-0.2872933770490356
ACH-000516,-0.4022502181178778
ACH-000517,-0.5058799850485672
ACH-000518,-0.48289494308451103
ACH-000520,-0.6354288564183579
ACH-000521,-0.8044851702063608
ACH-000522,-0.7826293462567584
ACH-000524,-0.5844536296317226
ACH-000527,-0.7281245066520765
ACH-000528,-0.565099395324103
ACH-000537,-0.5752873010100816
ACH-000541,-0.5124377718053467
ACH-000542,-0.3908479211133865
ACH-000544,-0.4760012738374478
ACH-000545,-0.3058462964417745
ACH-000547,-0.5408888088948693
ACH-000548,-0.373985090921437
ACH-000549,-0.7182796593361269
ACH-000550,-0.6615835239690387
ACH-000552,-0.6872968824847094
ACH-000556,-0.3251397973901626
ACH-000557,-0.07799857328360102
ACH-000569,-0.16095502471899745
ACH-000570,-0.490065752103392
ACH-000571,-0.3866277735997428
ACH-000573,-0.24065975954945104
ACH-000576,-0.13452829252345674
ACH-000579,-0.6973251187033427
ACH-000580,-0.25341421419749416
ACH-000584,-0.44011223178637776
ACH-000585,-0.4531514937557622
ACH-000588,-0.04680970041622002
ACH-000589,-0.3873766326038969
ACH-000591,-0.5185600774667745
ACH-000593,-0.5125011287314326
ACH-000600,-0.3083458452718741
ACH-000601,-0.35303971302239656
ACH-000605,-0.3494525144678385
ACH-000606,-0.07713804930864084
ACH-000608,-0.4364479729390053
ACH-000614,-0.3155256200342196
ACH-000616,-0.15170897870791436
ACH-000618,-0.5334574701064985
ACH-000619,-0.4134505286237081
ACH-000620,-0.7731621737601367
ACH-000621,-0.5998026380982412
ACH-000622,-0.3685913900857439
ACH-000623,-0.1508687288175325
ACH-000624,-0.5347711263808476
ACH-000627,-0.4806465245809014
ACH-000630,-0.6063852115126851
ACH-000631,-0.3651472239727291
ACH-000632,-0.3179497445822703
ACH-000633,-0.13101179042334635
ACH-000637,-0.19465240785143367
ACH-000638,-0.45034712110168895
ACH-000646,-0.7516563994984413
ACH-000647,-0.4443392157884367
ACH-000648,-0.6545994077455085
ACH-000649,-0.3376959517345495
ACH-000651,-0.2473968996402105
ACH-000652,-0.3007368774132763
ACH-000653,-0.1731205949065838
ACH-000657,-0.5719345512800171
ACH-000658,0.07277955622905882
ACH-000661,-0.3742144322231568
ACH-000662,-0.3807912604165175
ACH-000663,-0.6857760775953624
ACH-000665,-0.1702594505750409
ACH-000671,-0.4952939755887045
ACH-000672,-0.6831460769562229
ACH-000673,-0.2971408806742132
ACH-000676,-0.1349644281120963
ACH-000677,-0.6593001634471526
ACH-000681,-0.2861346274599475
ACH-000683,-0.07760735503314649
ACH-000684,-0.5016973527468945
ACH-000688,-0.4931047760514549
ACH-000693,-0.3318577974455264
ACH-000694,-0.10344433577823878
ACH-000695,-0.455129233451548
ACH-000696,-0.3100330738949613
ACH-000697,-0.13894779063133827
ACH-000699,-0.2646222426534724
ACH-000701,-0.5827557912199506
ACH-000706,-0.6034520108100369
ACH-000711,-0.4772467336025858
ACH-000713,-0.3972574386908808
ACH-000714,-0.30501998767083577
ACH-000718,-0.2862893714921781
ACH-000720,-0.29707166222269205
ACH-000721,-0.24231241628895034
ACH-000724,-0.3810343407514339
ACH-000725,-0.2673991192103747
ACH-000732,-0.2895580103376351
ACH-000734,-0.4523924987657839
ACH-000735,-0.5325081191906628
ACH-000736,-0.4505562286702565
ACH-000738,-0.19130936835412285
ACH-000746,-0.18577155629197956
ACH-000747,-0.9240646393467992
ACH-000748,-0.16674302086902834
ACH-000753,-0.2785077505465745
ACH-000756,-0.4280882305841777
ACH-000757,-0.20976957132452875
ACH-000758,-0.3645316235606759
ACH-000760,-0.14554118079207304
ACH-000762,-0.32933186767665323
ACH-000763,-0.17718463464249254
ACH-000764,-0.7875119208968254
ACH-000765,-0.3321884623191085
ACH-000766,-0.10557431549047756
ACH-000767,-0.2024482683917034
ACH-000768,-0.6403951984903583
ACH-000769,-0.4210162353560018
ACH-000770,-0.09983892175428136
ACH-000771,-0.6950776412554618
ACH-000773,-0.1770828653901578
ACH-000776,-0.2299592232072826
ACH-000777,-0.6898396464557717
ACH-000778,-0.4400813960046392
ACH-000781,-0.5004259358236489
ACH-000782,-0.3487805006115651
ACH-000783,-0.7877305123371714
ACH-000784,-0.5040717399106108
ACH-000785,-0.45147061365647206
ACH-000787,-0.2694774193286269
ACH-000788,-0.3877359658830212
ACH-000791,-0.15035922505981544
ACH-000792,-0.409603415792484
ACH-000794,-0.4735721974192123
ACH-000796,-0.34556271620791634
ACH-000798,-0.510646476594035
ACH-000799,-0.33177754839306234
ACH-000800,-0.3627917323336773
ACH-000802,-0.6073480618294442
ACH-000804,-0.10830112076008383
ACH-000805,-0.28329963854177465
ACH-000809,-0.4327552892315385
ACH-000810,-0.4962469055105404
ACH-000811,-0.2605230037841878
ACH-000817,-0.19077064459823945
ACH-000819,-0.2914857104891507
ACH-000820,-0.5051468866782899
ACH-000821,-0.1875862058948512
ACH-000822,-0.4562313798159764
ACH-000823,-0.4330203932268096
ACH-000824,-0.5438557899929289
ACH-000827,-0.3608970241450373
ACH-000829,-0.20447021065444826
ACH-000831,-0.4130020861350815
ACH-000832,-0.5712554237076954
ACH-000833,-0.4975392222375233
ACH-000834,-0.5887084392806843
ACH-000835,-0.3719347359916755
ACH-000836,-0.3714776728656081
ACH-000837,-0.6362834526836405
ACH-000838,-0.21805732091859
ACH-000839,-0.4708423873499045
ACH-000840,-0.5335020893053226
ACH-000841,-0.2590140481112142
ACH-000843,-0.23843150445042746
ACH-000846,-0.22026912097021584
ACH-000847,-0.5465949399240134
ACH-000848,-0.40126738172162013
ACH-000849,-0.7019172930883297
ACH-000851,-0.4520820913776942
ACH-000855,-0.4942735149868709
ACH-000856,-0.6023768138616366
ACH-000858,-0.16315499878781842
ACH-000859,-0.5414473090387867
ACH-000861,-0.3665645563424496
ACH-000862,-0.2732743580766761
ACH-000865,-0.6522053899184423
ACH-000866,-0.2828918540048356
ACH-000867,-0.14854453210997276
ACH-000869,-0.4182646723481131
ACH-000872,-0.7194047470693703
ACH-000873,-0.4703132888007758
ACH-000876,-0.7018643876414236
ACH-000878,-0.32269792932491154
ACH-000880,-0.5914996233119693
ACH-000881,-0.5832607089423917
ACH-000882,-0.21650618912074135
ACH-000884,-0.3428558050446307
ACH-000885,-0.4783703031019353
ACH-000887,-0.3524924870061421
ACH-000889,-0.3628949110407571
ACH-000896,-0.4270045165601297
ACH-000898,-0.16405382376610714
ACH-000900,-0.38391273160361533
ACH-000901,-0.3036404513502344
ACH-000905,-0.2783825418016723
ACH-000906,-0.3253016591826311
ACH-000907,-0.27887165826209626
ACH-000910,-0.06893712980611304
ACH-000911,-0.33425331584001283
ACH-000912,-0.7323701721928639
ACH-000913,-0.4686286425038004
ACH-000915,-0.1986437519716764
ACH-000916,-0.8410387009441931
ACH-000917,-0.4757885839383971
ACH-000920,-0.8276463351457669
ACH-000921,-0.684532702834012
ACH-000924,-0.37685789010838205
ACH-000926,-0.23161275776728166
ACH-000928,-0.2521639328099401
ACH-000929,-0.3539107742856054
ACH-000932,-0.10900358890153564
ACH-000935,-0.3680901039897711
ACH-000936,-0.4175927058391334
ACH-000937,-0.1875071849964353
ACH-000938,-0.3060293273325166
ACH-000939,-0.4312665275677832
ACH-000941,-0.05323226724017677
ACH-000943,-0.3548894330610836
ACH-000946,-0.6799062687753414
ACH-000947,-0.27130952913436496
ACH-000948,-0.4521060048259175
ACH-000950,-0.3973607383241464
ACH-000953,-0.1973939174404022
ACH-000954,-0.6075179397572392
ACH-000957,-0.3206399163333115
ACH-000958,-0.3691229018903876
ACH-000960,-0.12172870723832392
ACH-000963,-0.15474003710684106
ACH-000968,-0.5968805433959862
ACH-000969,-0.2651358412449328
ACH-000972,-0.3949289540213857
ACH-000973,-0.4336819547476322
ACH-000974,-0.4630460690254168
ACH-000978,-0.5544979437134603
ACH-000984,-0.7281747795587288
ACH-000986,-0.4517098586957067
ACH-000988,-0.7208398742959645
ACH-000993,-0.6767557894612581
ACH-000994,-0.25316227180047185
ACH-000996,-0.1999698849763524
ACH-001001,-0.3776264916287446
ACH-001020,-0.5717877924295606
ACH-001028,-0.18845196126582509
ACH-001031,-0.7866699607105421
ACH-001038,-0.14047051004365196
ACH-001048,-0.7370490847211356
ACH-001050,-0.7130589618046096
ACH-001053,-0.4899796585751472
ACH-001054,-0.16666546993073014
ACH-001061,-0.41820199605304936
ACH-001067,-0.5654789768918876
ACH-001075,-0.3322820204155105
ACH-001096,-0.3073244265983173
ACH-001111,-0.1423936261437088
ACH-001119,-0.5150075906596359
ACH-001128,-0.7124026030818464
ACH-001134,-0.18796246712687595
ACH-001151,-0.34352584672067205
ACH-001163,-0.26333709295402313
ACH-001164,-0.5935293720548922
ACH-001183,-0.4932364009787937
ACH-001192,-0.2869805541074875
ACH-001193,-0.24614353744716824
ACH-001196,-0.4754619183556426
ACH-001197,-0.4538405318057474
ACH-001205,-0.29078733057493544
ACH-001211,-0.5119931207620096
ACH-001212,-0.15349400925208267
ACH-001228,-0.2780245019188567
ACH-001232,-0.4950730704285095
ACH-001239,-0.2826477749265076
ACH-001270,-0.2910155236966658
ACH-001274,-0.4969978012063626
ACH-001275,-0.5026443143221001
ACH-001277,-0.3715970215974012
ACH-001278,-0.5439202906845378
ACH-001280,-0.1912768389935297
ACH-001283,-0.1944519841215318
ACH-001289,-0.2542310407676038
ACH-001300,-0.2508545109028506
ACH-001301,-0.3175877540443753
ACH-001302,-0.4925387851392554
ACH-001306,-0.5181205767070307
ACH-001318,-0.3663225545107535
ACH-001322,-0.6448662863175729
ACH-001328,-0.1588730937656924
ACH-001332,-0.5553458788331683
ACH-001336,-0.30728674348521456
ACH-001346,-0.3990038441551961
ACH-001353,-0.5037150194817881
ACH-001354,-0.3491860689276083
ACH-001367,-0.8166984679638674
ACH-001368,-0.22079958521115114
ACH-001374,-0.6336137369961374
ACH-001377,-0.4186535907762077
ACH-001380,-0.6643546135539395
ACH-001391,-0.4253499846026842
ACH-001408,-0.4501427548105684
ACH-001430,-0.15734676088570573
ACH-001431,-0.34868839361830256
ACH-001450,-0.2988605253955155
ACH-001496,-0.2767135069435165
ACH-001500,-0.6028872757570206
ACH-001523,-0.4711280352171283
ACH-001532,-0.2222738309621132
ACH-001550,-0.09477737667344922
ACH-001552,-0.2594141519806402
ACH-001554,-0.3264000482366984
ACH-001654,-0.12719967907501442
ACH-001735,-0.1975000124581818
ACH-001736,-0.24967632666539274
ACH-001737,-0.273106644430705
ACH-001740,-0.20008549141113446
ACH-001745,-0.18524998805329532
ACH-001765,-0.240217170958239
