,COA7 (65260)
ACH-000004,-0.582257078164806
ACH-000005,-0.5186470864251141
ACH-000007,-0.6976275086279017
ACH-000009,-0.6421488665257127
ACH-000011,-0.2825273959839739
ACH-000012,-0.4761138374975382
ACH-000013,-0.7583983352677421
ACH-000014,-0.6016724188179245
ACH-000015,-0.6899505042135652
ACH-000017,-0.5574668942416828
ACH-000018,-0.663599456481215
ACH-000019,-0.5437316415883661
ACH-000021,-0.6543834821741678
ACH-000022,-0.4550728435772002
ACH-000025,-0.6658651982930733
ACH-000028,-0.7628164488154309
ACH-000030,-0.6724619911551071
ACH-000035,-0.7756383285953479
ACH-000036,-0.035468626323058056
ACH-000037,-0.4619975549670812
ACH-000039,-0.5699882294385804
ACH-000040,-0.4221259988907866
ACH-000041,-0.5114511195182082
ACH-000042,-0.3473832280660426
ACH-000045,-0.8573854380976871
ACH-000047,-0.7889942213516875
ACH-000052,-0.4553867148922419
ACH-000053,-0.20710307483727372
ACH-000054,-0.263395745279848
ACH-000055,-0.5262801166735201
ACH-000060,-0.6078344472919462
ACH-000067,-0.6243435858273316
ACH-000070,-0.9101833095693478
ACH-000075,-0.5474614135514765
ACH-000078,-0.5801886268030898
ACH-000082,-0.4006473670410692
ACH-000085,-0.486723731021382
ACH-000086,-0.6813959286919258
ACH-000087,-0.7828435274989413
ACH-000092,-0.6809619218834763
ACH-000095,-0.1999379327914609
ACH-000097,-0.3666649067510993
ACH-000098,-0.5717625099135426
ACH-000099,-0.5703173834296817
ACH-000108,-0.3644646537310315
ACH-000113,-0.6859309942469994
ACH-000116,-0.6613151346740607
ACH-000118,-0.7829365498986129
ACH-000120,-0.4592884462754978
ACH-000123,-0.6657949051645141
ACH-000127,-0.7245093267787516
ACH-000128,-0.7300515426018119
ACH-000132,-0.5213010151722407
ACH-000133,-0.3485804233489059
ACH-000137,-0.6171901580157155
ACH-000138,-0.7910718208362358
ACH-000142,-0.4468927099077685
ACH-000143,-0.4741453847358573
ACH-000146,-0.5545479700456682
ACH-000148,-0.6852132231977882
ACH-000150,-0.8345296735190446
ACH-000152,-0.5467242837224748
ACH-000153,-0.6245679543154944
ACH-000159,-0.660279403654219
ACH-000160,-0.5323379526953366
ACH-000163,-0.25339678574937635
ACH-000167,-0.1965898172982636
ACH-000168,-0.13675350837292402
ACH-000169,-0.4648400556758198
ACH-000178,-0.4549966663639346
