,HN1L (90861)
ACH-000404,-0.3743744074806715
ACH-000406,-0.09291384600277257
ACH-000407,0.02687283630633956
ACH-000408,0.029393704105890917
ACH-000410,-0.07459595826124908
ACH-000411,-0.15533393527293954
ACH-000414,-0.06935283491957565
ACH-000415,-0.04346960323975566
ACH-000416,-0.1158628412799988
ACH-000420,0.03288582779283382
ACH-000421,-0.13828195318556966
ACH-000424,-0.04388046913121612
ACH-000425,-0.12115294344747557
ACH-000426,-0.21747339488363346
ACH-000427,-0.010167282316683726
ACH-000433,0.016561437831195853
ACH-000435,0.010169072862962949
ACH-000436,-0.15870321796513365
ACH-000444,-0.10451474528044713
ACH-000445,-0.19136172037076807
ACH-000448,-0.09426836716453728
ACH-000450,-0.09529544694230338
ACH-000452,-0.22332587318820707
ACH-000454,-0.2756630476577382
ACH-000458,-0.0912033111436802
ACH-000459,-0.0746653483392905
ACH-000460,-0.19182061139412004
ACH-000461,-0.1833996222093955
ACH-000463,-0.18299142210119387
ACH-000464,-0.021318850159032787
ACH-000466,-0.16817301895779665
ACH-000467,-0.22025903401716115
ACH-000468,0.01658374140350685
ACH-000469,-0.1420867613715132
ACH-000470,-0.10609987418050078
ACH-000471,-0.22991554183154786
ACH-000472,-0.1427326370972278
ACH-000473,-0.10167360465316462
ACH-000475,-0.19165190446906727
ACH-000476,-0.08723398939180442
ACH-000477,0.06793295134947422
ACH-000479,-0.2362058498270143
ACH-000480,0.05246547696630759
ACH-000481,-0.07825902239673746
ACH-000483,-0.1984333205989485
ACH-000484,-0.29277700586384936
ACH-000485,-0.1700126358879872
ACH-000486,-0.17995102173321773
ACH-000487,-0.06235922763067499
ACH-000488,-0.09956143532351593
ACH-000490,-0.09964978500624934
ACH-000491,-0.1195611808213812
ACH-000495,-0.2583666272504107
ACH-000496,-0.18762820119074727
ACH-000499,-0.05752363736416938
ACH-000500,0.0722060556502285
ACH-000502,-0.3050354888047732
ACH-000503,-0.032947296248053565
ACH-000505,-0.18443310178665825
ACH-000507,-0.11429467717351433
ACH-000510,-0.2034726843352502
ACH-000511,-0.2025238159983124
ACH-000512,-0.19256920615872108
ACH-000516,-0.14319714360571242
ACH-000517,-0.13434700987619785
ACH-000518,-0.045064605567257006
ACH-000520,-0.17699789189615622
ACH-000521,-0.32534814152908204
ACH-000522,-0.13754385746657655
ACH-000524,-0.16762705148623436
ACH-000527,-0.18077283281683046
ACH-000528,-0.1289919161962929
ACH-000537,-0.012362648169560456
ACH-000541,-0.24572791056957485
ACH-000542,-0.159060284841941
ACH-000544,0.03628681492181717
ACH-000545,-0.023128764301898
ACH-000547,-0.15062421123677866
ACH-000548,-0.2759152525196848
ACH-000549,-0.15709085420519486
ACH-000550,-0.16923877769990645
ACH-000552,-0.20015905945389872
ACH-000556,-0.15097335038731827
ACH-000557,-0.17497045804527894
ACH-000569,-0.17034655926310566
ACH-000570,-0.1391724534114558
ACH-000571,-0.2374086057038421
ACH-000573,0.06016484151992613
ACH-000576,-0.02260902133501283
ACH-000579,-0.2711862662023041
ACH-000580,-0.16947021858208106
ACH-000584,-0.08576102925301902
ACH-000585,-0.16821223836369215
ACH-000588,-0.08941653441489314
ACH-000589,-0.2513644425744925
ACH-000591,-0.06682286495087568
ACH-000593,-0.13483137986337032
ACH-000600,-0.19828186247280566
ACH-000601,-0.1387048065256649
ACH-000605,-0.1893762297283845
ACH-000606,-0.035496328440031616
ACH-000608,-0.202894711957688
ACH-000614,-0.2261451447221025
ACH-000616,-0.11726487012593165
ACH-000618,0.14665206624799432
ACH-000619,-0.06755521276792223
ACH-000620,-0.20233001700353076
ACH-000621,-0.16204785490957474
ACH-000622,-0.13927469216707145
ACH-000623,-0.15291125972633274
ACH-000624,-0.16525757518138798
ACH-000627,-0.1837701941466164
ACH-000630,-0.08388044182052805
ACH-000631,-0.1897599818901239
ACH-000632,-0.07448467916905954
ACH-000633,-0.037787428994550905
ACH-000637,-0.07903030273890424
ACH-000638,-0.11080829535825194
ACH-000646,-0.12308263267495052
ACH-000647,-0.03802239727615299
ACH-000648,-0.2480798868944399
ACH-000649,-0.2618948618910685
ACH-000651,-0.05246660278894929
ACH-000652,-0.11662362542138767
ACH-000653,-0.08447525162456851
ACH-000657,-0.2101777105603998
ACH-000658,-0.11171725921782433
ACH-000661,-0.17590554254818996
ACH-000662,-0.2256698907788897
ACH-000663,-0.1355737055513161
ACH-000665,-0.03975495729605445
ACH-000671,-0.22112843331079055
ACH-000672,0.14210586419533924
ACH-000673,-0.2005008802585272
ACH-000676,-0.09933314904390446
ACH-000677,-0.007218289327747212
ACH-000681,-0.052105868003759936
ACH-000683,-0.14571608558407412
ACH-000684,-0.1669740024230003
ACH-000688,-0.13958353313760807
ACH-000693,-0.014397010190740947
ACH-000694,-0.04681713250124618
ACH-000695,0.07428639625446026
ACH-000696,-0.1345838003787751
ACH-000697,-0.07186882851357758
ACH-000699,-0.2299623947384383
ACH-000701,-0.10972147408170173
ACH-000706,-0.0828384519762242
ACH-000711,-0.09120884922933792
ACH-000713,-0.04859493938721903
ACH-000714,-0.29599136109148194
ACH-000718,-0.2026423114546416
ACH-000720,-0.17135371296902113
ACH-000721,-0.2423862532245046
ACH-000724,-0.2766154999330949
ACH-000725,-0.2441206820080471
ACH-000732,-0.3016984045159105
ACH-000734,-0.26728750383035194
ACH-000735,-0.14620108085645364
ACH-000736,-0.11879797848104398
ACH-000738,-0.08420302321236713
ACH-000746,-0.2237606055932871
ACH-000747,-0.12949500675030373
ACH-000748,-0.15878379781061974
ACH-000753,0.0008653328808293138
ACH-000756,-0.2367908100223424
ACH-000757,-0.135523670454116
ACH-000758,-0.14689755783797118
ACH-000760,-0.10817156051101212
ACH-000762,-0.017311379020495697
ACH-000763,-0.0035445412485658016
ACH-000764,0.06532394227000655
ACH-000765,0.023385903636423285
ACH-000766,-0.17077032558245792
ACH-000767,-0.13435225818510724
ACH-000768,-0.05991537192036552
ACH-000769,-0.17672477338955764
ACH-000770,-0.08606927127356732
ACH-000771,-0.023030432260005857
ACH-000773,-0.1401938464827843
ACH-000776,-0.17492880282080367
ACH-000777,-0.12757756203567353
ACH-000778,0.025540322663880184
ACH-000781,-0.11755930810937065
ACH-000782,-0.14357658788545696
ACH-000783,-0.3062283923384348
ACH-000784,-0.1648778396593994
ACH-000785,-0.2659102824925954
ACH-000787,0.10524477872852564
ACH-000788,-0.102013526914639
ACH-000791,-0.052134615873462464
ACH-000792,-0.2614565492362615
ACH-000794,-0.061868527885195625
ACH-000796,-0.2312642807366566
ACH-000798,-0.2806838220323014
ACH-000799,0.06405325321463139
ACH-000800,-0.06676562631898347
ACH-000802,-0.04579398360336536
ACH-000804,-0.11299150354927633
ACH-000805,-0.2912783749263171
ACH-000809,-0.22450065168138736
ACH-000810,0.16064390035231813
ACH-000811,-0.08220754258259391
ACH-000817,-0.15185203372447398
ACH-000819,-0.015262269046383288
ACH-000820,0.0855312517297751
ACH-000821,-0.04871908225255357
ACH-000822,-0.13763401817500304
ACH-000823,0.010239341743394042
ACH-000824,-0.12024157217472725
ACH-000827,-0.09381177469858903
ACH-000829,-0.0008839827724965641
ACH-000831,-0.2526505779459866
ACH-000832,0.020278809777094373
ACH-000833,-0.14458163796484666
ACH-000834,0.09336252344346302
ACH-000835,-0.1702744640277546
ACH-000836,-0.09335628624650734
ACH-000837,0.01721621499766957
ACH-000838,-0.09557126963475307
ACH-000839,-0.04456492279131871
ACH-000840,-0.21950645985910366
ACH-000841,-0.0950586976535767
ACH-000843,0.10935834984439023
ACH-000846,-0.05716747996195379
ACH-000847,-0.3889341308898596
ACH-000848,-0.03604899845351249
ACH-000849,-0.07116737037795869
ACH-000851,-0.250692029549196
ACH-000855,-0.03897878058793095
ACH-000856,-0.26292719665997555
ACH-000858,-0.061328324725298526
ACH-000859,0.07478487804082516
ACH-000861,-0.11878533036105035
ACH-000862,-0.14359882182796793
ACH-000865,-0.13605884082233252
ACH-000866,-0.09108520728482912
ACH-000867,-0.1188934278148897
ACH-000869,0.047932838074238926
ACH-000872,0.09295268676696852
ACH-000873,-0.2989087498429771
ACH-000876,-0.14610927494224138
ACH-000878,-0.17597202046857272
ACH-000880,-0.2275227081434995
ACH-000881,-0.15472658409206705
ACH-000882,-0.1769274730408581
ACH-000884,-0.13910908981431513
ACH-000885,-0.011054010952482063
ACH-000887,-0.09399548399518803
ACH-000889,-0.08640261104722084
ACH-000896,-0.2106537415973599
ACH-000898,-0.11428229263606073
ACH-000900,-0.16680513139152833
ACH-000901,-0.09336453996715004
ACH-000905,-0.04487045952182429
ACH-000906,-0.10033578764977133
ACH-000907,-0.11638186212743623
ACH-000910,-0.2862538203909602
ACH-000911,-0.1117840425998762
ACH-000912,-0.10776191986607332
ACH-000913,-0.02984318983565383
ACH-000915,-0.16679444946337835
ACH-000916,-0.20622952754528576
ACH-000917,-0.0759360815370357
ACH-000920,-0.1466838043267462
ACH-000921,-0.1579550185754856
ACH-000924,-0.15839248659031233
ACH-000926,-0.19748841128452274
ACH-000928,-0.0661998192243557
ACH-000929,-0.04339961156169972
ACH-000932,-0.007913545844647055
ACH-000935,-0.09217597727802916
ACH-000936,-0.1956091529611232
ACH-000937,-0.04211830172405377
ACH-000938,0.002757073134576328
ACH-000939,-0.127089831288654
ACH-000941,-0.1398647225589683
ACH-000943,0.010189884755619171
ACH-000946,-0.1135973788000268
ACH-000947,-0.10666598320131347
ACH-000948,-0.09414995979307206
ACH-000950,-0.06450962377247542
ACH-000953,-0.003624651535079107
ACH-000954,-0.15152019548286394
ACH-000957,0.028866652112046694
ACH-000958,-0.1683840605945989
ACH-000960,-0.041921400527885684
ACH-000963,-0.30610627573781546
ACH-000968,-0.2500276867663685
ACH-000969,-0.06670902518762356
ACH-000972,-0.07383626745757371
ACH-000973,-0.0949889449637804
ACH-000974,-0.05446782262427041
ACH-000978,-0.2819240490378066
ACH-000984,-0.17143842794075578
ACH-000986,-0.08733301171046866
ACH-000988,-0.13711003229889704
ACH-000993,0.17440763897593978
ACH-000994,0.2261496419455216
ACH-000996,-0.1996090459064652
ACH-001001,-0.12832423142027533
ACH-001020,-0.2100663743928976
ACH-001028,-0.1787045983291073
ACH-001031,-0.0262826523255897
ACH-001038,-0.11735270141515347
ACH-001048,-0.035477173623482725
ACH-001050,-0.14201543959566545
ACH-001053,-0.2322634099188228
ACH-001054,-0.10030019057855126
ACH-001061,-0.11145314058680406
ACH-001067,-0.2691787623305089
ACH-001075,-0.11446218465979575
ACH-001096,-0.12434045665015712
ACH-001111,-0.04265590923283385
ACH-001119,-0.21614850658172088
ACH-001128,-0.19678379144289126
ACH-001134,-0.08031049929226518
ACH-001151,-0.18269338097801796
ACH-001163,-0.11690635849636298
ACH-001164,-0.01359625550296653
ACH-001183,-0.09837429077600786
ACH-001192,-0.05907792896304567
ACH-001193,-0.010495820474864928
ACH-001196,-0.04473669504578172
ACH-001197,-0.19925198961343848
ACH-001205,-0.2034114479409272
ACH-001211,-0.12368109004492958
ACH-001212,-0.057874266912693775
ACH-001228,-0.19397092921699066
ACH-001232,-0.1912498239319177
ACH-001239,-0.10954432998644444
ACH-001270,0.08503259346154968
ACH-001274,-0.10323504190054886
ACH-001275,-0.1125698696183905
ACH-001277,0.033053475322166036
ACH-001278,-0.13250663698337226
ACH-001280,-0.1043511339843634
ACH-001283,-0.10274973857299394
ACH-001289,-0.15421858428568933
ACH-001300,-0.17246045103634494
ACH-001301,-0.36895792106468217
ACH-001302,-0.11208279442176937
ACH-001306,-0.20200351772139108
ACH-001318,0.010963549971120838
ACH-001322,-0.21541376723116348
ACH-001328,-0.2141847002472786
ACH-001332,-0.236922879646694
ACH-001336,-0.10356939452211916
ACH-001346,0.04184179011393049
ACH-001353,-0.07646563835783762
ACH-001354,-0.0281359494419178
ACH-001367,-0.4979483316420082
ACH-001368,-0.19527248195582864
ACH-001374,-0.3546261091682795
ACH-001377,-0.23147337783189936
ACH-001380,-0.2110238164287936
ACH-001391,-0.1544721367015318
ACH-001408,0.02757915658117846
ACH-001430,-0.2631178976213815
ACH-001431,-0.10185860870115683
ACH-001450,0.09558359864930258
ACH-001496,-0.17528368116861448
ACH-001500,-0.16347758384977518
ACH-001523,-0.18320057647229213
ACH-001532,-0.08540498521595193
ACH-001550,-0.12610955442980598
ACH-001552,-0.22201870466250967
ACH-001554,-0.014733298636185903
ACH-001654,-0.27731096228779684
ACH-001735,-0.18372216220080906
ACH-001736,0.08027070404398044
ACH-001737,-0.4894487212738078
ACH-001740,-0.34358424216096806
ACH-001745,-0.17854692194589514
ACH-001765,-0.20798261830478068
