,WTAP (9589)
ACH-000004,-0.3121505471484672
ACH-000005,-0.4129621949547564
ACH-000007,-0.3798710037467287
ACH-000009,-0.6291040833431512
ACH-000011,-0.2629112925936785
ACH-000012,-0.8243137732369593
ACH-000013,-0.7117163931404956
ACH-000014,-0.5342776149632235
ACH-000015,-0.4180214600343365
ACH-000017,-0.4848720535105601
ACH-000018,-0.6258048024542671
ACH-000019,-0.79899322542985
ACH-000021,-0.6421327751668175
ACH-000022,-0.5074861797173967
ACH-000025,-0.7053984917423886
ACH-000028,-0.7864594402362101
ACH-000030,-0.4144597921231059
ACH-000035,-0.3862267164010192
ACH-000036,-0.5086170620020368
ACH-000037,-0.282858514827516
ACH-000039,-0.5523477333808459
ACH-000040,-0.4632944697801269
ACH-000041,-0.1913060096959855
ACH-000042,-0.6204610607537708
ACH-000045,-0.5757423703672793
ACH-000047,-0.6135044581000737
ACH-000052,-0.5787555170496349
ACH-000053,-0.5292280517958332
ACH-000054,-0.12597750306079786
ACH-000055,-0.6476075768222223
ACH-000060,-0.8380180567283301
ACH-000067,-0.3484146875229023
ACH-000070,0.07076827235104546
ACH-000075,-0.7294671359813919
ACH-000078,-0.3441638441818206
ACH-000082,-1.0490296460717234
ACH-000085,-0.6626127280011935
ACH-000086,-0.42978907723812104
ACH-000087,-0.2803373765288228
ACH-000092,-0.417601433466794
ACH-000095,-0.4197789809043684
ACH-000097,-0.69857757603155
ACH-000098,-0.3991754886197508
ACH-000099,-0.4819696107494725
ACH-000108,-0.8146682040157973
ACH-000113,-0.6209082496702746
ACH-000116,-0.5514257249953963
ACH-000118,-0.6392137498858734
ACH-000120,-0.26185178832235656
ACH-000123,-0.488720070226973
ACH-000127,-0.6383030474659089
ACH-000128,-0.6596852823574961
ACH-000132,-0.5710455803387752
ACH-000133,-0.4059976772630141
ACH-000137,-0.7746022624780767
ACH-000138,-0.8148426569443389
ACH-000142,-0.7105015077553513
ACH-000143,-0.5891242166837779
ACH-000146,-0.3252285495139186
ACH-000148,-0.3473492472406787
ACH-000150,-0.28779192547973675
ACH-000152,-0.6051909477724267
ACH-000153,-0.4571327540922766
ACH-000159,-0.5760184216216614
ACH-000160,-0.6940771404618845
ACH-000163,-0.6733823470607938
ACH-000167,-0.6109259461291037
ACH-000168,-0.3793879750554777
ACH-000169,-0.3790685224174039
ACH-000178,-0.6295499402728061
ACH-000183,-0.7818794082231104
ACH-000188,-0.3852526564069358
ACH-000189,-0.3865132083233092
ACH-000190,-0.5216185149306477
ACH-000198,-0.4618590882555677
ACH-000203,-0.9069532129626025
ACH-000204,-0.5782947734577896
ACH-000206,-0.3987238369582617
ACH-000207,-0.31208020678827925
ACH-000208,-0.6589564853752637
ACH-000210,-0.4431106165133356
ACH-000211,-0.5837734638949583
ACH-000215,-0.6351831264635854
ACH-000221,-0.6375407308756552
ACH-000222,-0.3564751918633165
ACH-000223,-0.8011086843330902
ACH-000226,-0.4518379606206158
ACH-000227,-0.4589302686647278
ACH-000228,-0.4319191338048233
ACH-000231,-0.3458196882480695
ACH-000232,-0.5101688936754624
ACH-000233,-0.7030017682537916
ACH-000234,-0.4721250205218844
ACH-000235,-0.7140303950381179
ACH-000237,-0.3293874335005315
ACH-000238,-0.5074470264143646
ACH-000242,-0.8432002418120826
ACH-000243,-0.6317336353168056
ACH-000244,-0.16294396900337801
ACH-000246,-0.6112463166210872
ACH-000248,-0.4602311700837377
ACH-000250,-0.4841576085888723
ACH-000251,-1.045644424508773
ACH-000252,-0.6871725906730259
ACH-000253,-0.838412940481434
ACH-000255,-0.4971963767703347
ACH-000256,-0.6327679880190719
ACH-000257,-0.1897885171540582
ACH-000258,-0.1636101202609994
ACH-000259,-0.38864036829670223
ACH-000260,-0.93341870268161
ACH-000261,-0.11732968440832367
ACH-000262,-0.0846314863792338
ACH-000263,-0.3810826617398364
ACH-000264,-0.4408065814433774
ACH-000265,-0.22547145906432745
ACH-000266,-0.5629489471074268
ACH-000272,-0.6490716902635106
