,PINLYP (390940)
ACH-000004,0.1021892156550066
ACH-000005,-0.10736585383398536
ACH-000007,0.1038656669921946
ACH-000009,0.10363116024642624
ACH-000011,-0.03816094717179026
ACH-000012,0.03275370805457448
ACH-000013,-0.04717337024831859
ACH-000014,0.11946983759465303
ACH-000015,-0.06655014454195432
ACH-000017,0.0569411577138195
ACH-000018,0.08200788114691906
ACH-000019,0.06279808096417795
ACH-000021,-0.028589754648697983
ACH-000022,0.113626728000321
ACH-000025,0.3128104771477177
ACH-000028,0.07229445594453761
ACH-000030,0.03474933926674645
ACH-000035,0.07007416260700891
ACH-000036,0.08458147255443885
ACH-000037,0.1091156433005262
ACH-000039,-0.06713439247136739
ACH-000040,0.1566729163753524
ACH-000041,0.12202862954859475
ACH-000042,0.03247020169738663
ACH-000045,0.01279415530793994
ACH-000047,0.02775501793950596
ACH-000052,0.19805959592509287
ACH-000053,0.026209927630241818
ACH-000054,0.012486448518698559
ACH-000055,0.05748300295446278
ACH-000060,0.11802424261718215
ACH-000067,0.17253225827670327
ACH-000070,0.2000966140451254
ACH-000075,0.06830012197045096
ACH-000078,0.009707021719159471
ACH-000082,0.168841097283291
ACH-000085,0.12274766428242538
ACH-000086,0.12188057318352405
ACH-000087,0.3007054733327557
ACH-000092,0.046810036941506636
ACH-000095,0.08178613149174505
ACH-000097,-0.022246016041904453
ACH-000098,0.014575963901308409
ACH-000099,0.0708624989386962
ACH-000108,-0.037047008990496205
ACH-000113,0.26694670226123873
ACH-000116,0.15639869517459942
ACH-000118,0.026124489493705175
ACH-000120,0.2281131372758655
ACH-000123,0.08677461678580592
ACH-000127,-0.05445608008998962
ACH-000128,0.03441390618787917
ACH-000132,0.08531450932334758
ACH-000133,0.11354474362631455
ACH-000137,0.006219289351116529
ACH-000138,0.09506902113039016
ACH-000142,-0.049527010303236696
ACH-000143,0.08540738424042751
ACH-000146,0.001589800650418642
ACH-000148,0.12232122768739732
ACH-000150,0.0779322000952305
ACH-000152,0.0708634446282176
ACH-000153,0.04251448312123018
ACH-000159,0.1654539538648558
ACH-000160,0.023298342266674127
ACH-000163,0.044169346080655585
ACH-000167,-0.16545669899531282
ACH-000168,0.12195039305963695
ACH-000169,-0.002460567297906329
ACH-000178,0.08962018164130175
ACH-000183,0.2885340348201979
ACH-000188,0.042823604521568935
ACH-000189,0.24743272414190265
ACH-000190,0.20441114291379855
ACH-000198,0.040890022913675335
ACH-000203,-0.4016480732844981
ACH-000204,0.037290381629896216
ACH-000206,0.2146547493351587
ACH-000207,-0.1346098740353043
ACH-000208,0.2249701395013303
ACH-000210,-0.08136682422049049
ACH-000211,0.11219947571590352
ACH-000215,0.11539879628519308
ACH-000221,0.027254910933163217
ACH-000222,0.013625494848360046
ACH-000223,0.12066138641989226
ACH-000226,0.16066462636272633
ACH-000227,0.1960469921770236
ACH-000228,0.11774612893046535
ACH-000231,0.06716002845936346
ACH-000232,0.17344755448472185
ACH-000233,0.022335610938769155
ACH-000234,0.0869362737330378
ACH-000235,0.06351245142546727
ACH-000237,0.08613521237110698
ACH-000238,0.04690856029436426
ACH-000242,0.06718709567678434
ACH-000243,0.08980931278796421
ACH-000244,0.18255511262094
ACH-000246,0.03041298608311512
ACH-000248,0.05398307685831562
ACH-000250,0.005599018183151578
ACH-000251,0.11363160446285135
ACH-000252,0.02718625227357736
ACH-000253,0.09097606991358588
ACH-000255,-0.01690386598825723
ACH-000256,0.03840231811138491
ACH-000257,-0.08116809941104829
ACH-000258,0.12294064017150427
ACH-000259,0.07737083521258442
ACH-000260,0.09818126013007122
ACH-000261,0.05994372815982945
ACH-000262,0.050357825854426566
ACH-000263,0.3352946547798854
ACH-000264,0.13462605556212814
ACH-000265,0.0036923391268595587
ACH-000266,0.0275605466769088
ACH-000272,0.11507537995584778
ACH-000274,0.09372269029566137
ACH-000277,0.14047373290121645
ACH-000278,-0.03709854087812445
ACH-000279,0.13759477309006451
ACH-000280,-0.03518411477768493
ACH-000281,0.08612588307959204
ACH-000288,0.17234404739439127
ACH-000291,-0.05876487291453271
ACH-000293,0.15147301753339593
ACH-000294,-0.08597885534323489
ACH-000295,0.0695447205950715
ACH-000296,0.051562258384472315
ACH-000302,0.05283932923741457
ACH-000304,0.3870660661940608
ACH-000307,0.1553466075523364
ACH-000308,0.0041750255263300895
ACH-000310,0.2270385264478165
ACH-000311,0.03664738965352474
ACH-000312,0.1236612944780002
ACH-000315,0.3117398571502674
ACH-000316,0.24777852933877256
ACH-000317,0.25812982855154554
ACH-000318,0.07446765414700346
ACH-000319,0.0002527165679110123
ACH-000320,0.30835089097846186
ACH-000322,0.1282320375047044
ACH-000323,0.0044847726396315965
ACH-000324,0.019072439945225343
ACH-000329,0.12747039557549858
ACH-000330,0.08200047517762613
ACH-000331,0.2192072437327152
ACH-000332,0.09410461405986988
ACH-000334,0.011737585467738069
