,CLIC1 (1192)
ACH-000004,-0.09165587131964828
ACH-000005,0.020063343071582758
ACH-000007,0.1969197192260778
ACH-000009,-0.10207136028814744
ACH-000011,0.1288830613224593
ACH-000012,-0.18804691599831347
ACH-000013,-0.1863370290321121
ACH-000014,0.0035066135938708557
ACH-000015,-0.07561464846552032
ACH-000017,-0.022663729964745218
ACH-000018,-0.19753865391932854
ACH-000019,0.04076352044151335
ACH-000021,-0.058199470687081874
ACH-000022,-0.08166925224816772
ACH-000025,-0.04585554278413399
ACH-000028,-0.05992020392069645
ACH-000030,-0.06450402012855692
ACH-000035,-0.07679526643968843
ACH-000036,0.0012830263827389552
ACH-000037,-0.05939330606961207
ACH-000039,-0.1515675619595153
ACH-000040,0.008011356007878733
ACH-000041,-0.06673417937915066
ACH-000042,0.045871754222061946
ACH-000045,-0.2143010087949031
ACH-000047,-0.0029173848949986788
ACH-000052,0.209255103824102
ACH-000053,-0.11825648598480287
ACH-000054,-0.044620357260312084
ACH-000055,-0.06426148717225869
ACH-000060,0.05544642377371969
ACH-000067,-0.02748324416232155
ACH-000070,-0.020363937079080782
ACH-000075,-0.01684584685138871
ACH-000078,-0.0765430595305538
ACH-000082,-0.15049040596490426
ACH-000085,0.05987920535604903
ACH-000086,-0.06978569627370476
ACH-000087,0.03175684725426547
ACH-000092,-0.09399483197511864
ACH-000095,-0.12883650016935255
ACH-000097,0.012250095927695246
ACH-000098,-0.07424413086518147
ACH-000099,0.016015517442766424
ACH-000108,-0.10872315697369307
ACH-000113,0.02296954514767105
ACH-000116,-0.048450097367696406
ACH-000118,-0.054081516953836166
ACH-000120,0.04221080059404315
ACH-000123,0.016788168617842627
ACH-000127,-0.14186822252510914
ACH-000128,-0.25079322839558915
ACH-000132,-0.04908317585852092
ACH-000133,-0.1588094227805732
ACH-000137,0.09731767816659248
ACH-000138,-0.1822880394008914
ACH-000142,-0.03298012480859806
ACH-000143,0.05579554222682307
ACH-000146,-0.0923128746708152
