,LIX1L (128077)
ACH-000452,-0.2462618442842857
ACH-000454,-0.19403694215779854
ACH-000458,-0.17014188363495436
ACH-000459,-0.07453800951088063
ACH-000460,-0.1889253758385152
ACH-000461,-0.20075584480308928
ACH-000463,-0.16656325078318304
ACH-000464,-0.02016274412671273
ACH-000466,-0.0895145807198633
ACH-000467,-0.18731972612922485
ACH-000468,-0.052592954767901864
ACH-000469,-0.13685416992420785
ACH-000470,-0.1762039601474496
ACH-000471,-0.08517230936539928
ACH-000472,-0.11020133887247567
ACH-000473,0.03761916024446452
ACH-000475,-0.15358714761121073
ACH-000476,-0.11854036593404092
ACH-000477,-0.12876455626275882
ACH-000479,-0.3511566659151004
ACH-000480,-0.1764231002894333
ACH-000481,-0.3044984491310627
ACH-000483,-0.2839526274406504
ACH-000484,-0.20735815346105854
ACH-000485,-0.17909231159370967
ACH-000486,-0.11357369592015565
ACH-000487,-0.1220689838018404
ACH-000488,-0.200850367824914
ACH-000490,-0.09180229316279792
ACH-000491,-0.06973184271514868
ACH-000495,-0.17925575485433565
ACH-000496,-0.08276972699454115
ACH-000499,-0.14879286360337954
ACH-000500,-0.3025724346055501
ACH-000502,-0.11628089793138086
ACH-000503,0.01829847461859009
ACH-000505,-0.18004701662308528
ACH-000507,-0.1860883797383446
ACH-000510,-0.25426446015998394
ACH-000511,-0.19312659740995453
ACH-000512,0.017007024841183344
ACH-000516,-0.17344382170215947
ACH-000517,-0.1858123505080269
ACH-000518,-0.2614643825462137
ACH-000520,-0.13200183661240858
ACH-000521,-0.2367767717856396
ACH-000522,-0.2265446201693864
ACH-000524,-0.10659967144020796
ACH-000527,-0.10383471688715824
ACH-000528,-0.16953854249878206
ACH-000537,-0.11500532860131045
ACH-000541,-0.16362909090273497
ACH-000542,-0.1078961217332468
ACH-000544,-0.19891607366797226
ACH-000545,-0.15945219441896316
ACH-000547,-0.292981819124179
ACH-000548,-0.2867063355616773
ACH-000549,-0.4457143841005906
ACH-000550,-0.043748207800767915
ACH-000552,-0.16687456734555095
ACH-000556,-0.16370444007163493
ACH-000557,-0.1644691693363506
ACH-000569,-0.3197566906650998
ACH-000570,-0.07992078658818964
ACH-000571,-0.1942368144297573
ACH-000573,-0.16745795827607138
ACH-000576,-0.2555915012175258
ACH-000579,-0.20857838941263654
ACH-000580,-0.0658946330590957
ACH-000584,-0.06102118775368156
ACH-000585,-0.25808107192115
ACH-000588,-0.11155762944644212
ACH-000589,-0.15086931685448948
ACH-000591,0.04999432802233879
ACH-000593,-0.1182948906304678
ACH-000600,-0.06402213988334493
ACH-000601,-0.1248283686421832
ACH-000605,-0.1874805839140368
ACH-000606,-0.2758993190034429
ACH-000608,-0.12737610663275245
ACH-000614,-0.005332978066234053
ACH-000616,-0.1792475540438815
ACH-000618,-0.28417363486906383
ACH-000619,-0.3408268261334301
ACH-000620,-0.10179480273389384
ACH-000621,-0.12517222438863915
ACH-000622,-0.14761310653771972
ACH-000623,-0.16141123656578524
ACH-000624,-0.14010127740660214
ACH-000627,-0.1593335623214125
ACH-000630,-0.16184781941003554
ACH-000631,-0.10187561859790796
ACH-000632,-0.14656424322022965
ACH-000633,-0.02761231164260369
ACH-000637,-0.06322840811537085
ACH-000638,-0.07128967017821247
ACH-000646,-0.15375968120708874
ACH-000647,-0.2222161976280844
ACH-000648,-0.17711415463782426
ACH-000649,-0.1106426799675196
ACH-000651,-0.13530500371614124
ACH-000652,-0.10171805113598748
ACH-000653,-0.2964760080058901
ACH-000657,-0.1506249721221554
ACH-000658,-0.3580234339681727
ACH-000661,-0.1371202816237932
ACH-000662,0.017678404525464337
ACH-000663,-0.027649048770406675
ACH-000665,-0.21890282718349446
ACH-000671,-0.11207649267401344
ACH-000672,-0.050072097670622234
ACH-000673,-0.2149438488349837
ACH-000676,-0.12181147501045568
ACH-000677,-0.16469636637206178
ACH-000681,-0.010748037647986831
ACH-000683,-0.17155810984239867
ACH-000684,-0.05462763092050457
ACH-000688,-0.1153736211337736
ACH-000693,-0.21454205193254489
ACH-000694,-0.13141878727914966
ACH-000695,-0.27465547900532666
ACH-000696,-0.2218494695517986
ACH-000697,-0.28380676267093513
ACH-000699,-0.1939980949817533
ACH-000701,-0.0816754720077438
ACH-000706,-0.20895784272556436
ACH-000711,-0.21124879954694054
ACH-000713,-0.3666294813623713
ACH-000714,-0.3523237248154522
ACH-000718,-0.05790971635305504
ACH-000720,-0.10386460842653894
ACH-000721,-0.2489683712631117
ACH-000724,-0.03407698805050318
ACH-000725,-0.2517788319415865
ACH-000732,-0.1924728060838372
ACH-000734,-0.21903475638264808
ACH-000735,-0.26948359141913875
ACH-000736,-0.24076487361012155
ACH-000738,-0.0960562423129184
ACH-000746,-0.13590907535923671
ACH-000747,-0.23726456666852275
ACH-000748,-0.2189390487503075
ACH-000753,-0.2986595347257847
ACH-000756,-0.10498935034996952
ACH-000757,-0.1902662864041016
ACH-000758,-0.2908201875043053
ACH-000760,-0.2433682795092724
ACH-000762,-0.11960636858574235
ACH-000763,-0.24787200774952195
ACH-000764,-0.1062542472896108
ACH-000765,-0.2781364756376232
ACH-000766,-0.12588808512235464
ACH-000767,-0.3037027098375463
ACH-000768,-0.1579807452529171
ACH-000769,-0.4174407833710849
ACH-000770,-0.14783245887459848
ACH-000771,-0.029052191833906463
ACH-000773,-0.3287981161854742
ACH-000776,-0.00017400799859184084
ACH-000777,-0.20193164515251896
ACH-000778,-0.2479418598417355
ACH-000781,-0.13568178169086062
ACH-000782,-0.061874630545091076
ACH-000783,-0.1141047991191782
ACH-000784,-0.1319476033628056
ACH-000785,-0.2407594204851897
ACH-000787,-0.2638822006917999
ACH-000788,-0.16351635743898302
ACH-000791,-0.1808601449625859
ACH-000792,-0.20981663271655634
ACH-000794,-0.21719518441248215
ACH-000796,-0.1544947363827636
ACH-000798,-0.2430456435528796
ACH-000799,-0.16513617457594013
ACH-000800,-0.20867572987566613
ACH-000802,-0.1710344247226849
ACH-000804,-0.0728795235180839
ACH-000805,-0.2721039239886981
ACH-000809,-0.15487375409363227
ACH-000810,-0.3592294942585752
ACH-000811,-0.14563495981270275
ACH-000817,-0.2569817175252667
ACH-000819,-0.09309104181653376
ACH-000820,-0.1191942313192262
ACH-000821,-0.08681956516936615
ACH-000822,-0.21055052942953487
ACH-000823,-0.2079009340406488
ACH-000824,-0.1034662268402487
ACH-000827,-0.12135980844776954
ACH-000829,0.01048289293254202
ACH-000831,-0.1077585718117908
ACH-000832,-0.17134182852386945
ACH-000833,-0.17286725718961676
ACH-000834,-0.16319173041208898
ACH-000835,-0.12242820153035527
ACH-000836,-0.2466940563866236
ACH-000837,-0.11909110187662428
ACH-000838,-0.3480286165380194
ACH-000839,-0.1444945940471846
ACH-000840,-0.06868131137717949
ACH-000841,-0.08505568561753497
ACH-000843,-0.13939374656446565
ACH-000846,-0.2733501660068612
ACH-000847,-0.05462722161627967
ACH-000848,-0.052222566125375805
ACH-000849,-0.13995631623242566
ACH-000851,-0.042486162087816505
ACH-000855,-0.2856323808664296
ACH-000856,0.025271758516648216
ACH-000858,-0.1651213861002351
ACH-000859,-0.12220454515502775
ACH-000861,-0.18606886822766544
ACH-000862,-0.2662207997199275
ACH-000865,-0.15061887279667846
ACH-000866,-0.2450580955113778
ACH-000867,-0.20248701830342125
ACH-000869,-0.2649935135491144
ACH-000872,0.0357272611795148
ACH-000873,-0.04524155491741241
ACH-000876,-0.08230117313213321
ACH-000878,-0.026465461145776564
ACH-000880,-0.2229645685506275
ACH-000881,-0.18437969786260835
ACH-000882,-0.1737770329090939
ACH-000884,-0.03980368285705666
ACH-000885,-0.1760248994563068
ACH-000887,-0.20402804848611236
ACH-000889,-0.12231283316685945
ACH-000896,-0.19355230592143396
ACH-000898,-0.2382807584888101
ACH-000900,-0.3207988759296739
ACH-000901,-0.1640495557251832
ACH-000905,-0.307224881268198
ACH-000906,-0.052410236361051285
ACH-000907,-0.1666415219533732
ACH-000910,-0.0831766979618775
ACH-000911,-0.23346094571055984
ACH-000912,-0.17588377426284788
ACH-000913,-0.208680934489113
ACH-000915,-0.1538439943151962
ACH-000916,0.16472569761307218
ACH-000917,-0.18788122407823132
ACH-000920,0.13000235174509134
ACH-000921,-0.05533135952890236
ACH-000924,-0.19417936853326087
ACH-000926,-0.17561431775104624
ACH-000928,0.05204010434280907
ACH-000929,-0.18262578079268416
ACH-000932,-0.08571676733055596
ACH-000935,-0.17225281507907111
ACH-000936,-0.22383245328752965
ACH-000937,-0.1248619117341018
ACH-000938,-0.028842000507945206
ACH-000939,-0.1698212224421713
ACH-000941,-0.2582479260820173
ACH-000943,-0.1962262282897342
ACH-000946,-0.10997427731740174
ACH-000947,-0.10600841781582647
ACH-000948,-0.19245936588039175
ACH-000950,-0.14927531245300002
ACH-000953,-0.1578761174642051
ACH-000954,-0.04700239350502038
ACH-000957,-0.23696237012359705
ACH-000958,-0.16976344863991605
ACH-000960,-0.08160660893872337
ACH-000963,-0.3431240393267426
ACH-000968,-0.2344806678795649
ACH-000969,-0.3193032569430557
ACH-000972,-0.12281193266305435
ACH-000973,-0.3133633236442472
ACH-000974,-0.18259598930264265
ACH-000978,-0.16756212189467878
ACH-000984,-0.1844940668462667
ACH-000986,-0.23574691118804844
ACH-000988,-0.059162714344326475
ACH-000993,-0.1385275557444356
ACH-000994,-0.1123205233503064
ACH-000996,-0.19251741749255524
ACH-001001,-0.22611618810111295
ACH-001020,0.0007081402040203409
ACH-001028,-0.2620109883701355
ACH-001031,0.03668820148380559
ACH-001038,-0.1443145539054706
ACH-001048,-0.061491939046115614
ACH-001050,-0.098810811879141
ACH-001053,-0.06956170521942122
ACH-001054,-0.07377157784876025
ACH-001061,-0.20616705455812434
ACH-001067,-0.13143316563976176
ACH-001075,-0.07418554076083689
ACH-001096,-0.3377454174239777
ACH-001111,-0.11191621469127312
ACH-001119,-0.15542546980396288
ACH-001128,-0.3163705144233626
ACH-001134,-0.2058907014902592
ACH-001151,-0.21054722478672896
ACH-001163,-0.24165839483083626
ACH-001164,-0.019178296403528968
ACH-001183,-0.09749412734570326
ACH-001192,-0.1964522295725774
ACH-001193,-0.21290462043094965
ACH-001196,-0.12613864407484793
ACH-001197,-0.0013908179994004725
ACH-001205,-0.4072694415555371
ACH-001211,-0.3763982848561077
ACH-001212,-0.15007104367997595
ACH-001228,-0.2261304779960934
ACH-001232,-0.27157353705675524
ACH-001239,-0.09839341163838222
ACH-001270,0.04136452765495215
ACH-001274,-0.10630269475807433
ACH-001275,-0.09726620991191004
ACH-001277,-0.16414411454886005
ACH-001278,-0.024240111135529586
ACH-001280,-0.1227206130354358
ACH-001283,-0.06871498508106598
ACH-001289,-0.07376754673371189
ACH-001300,-0.03485079985151821
ACH-001301,-0.1650750867725278
ACH-001302,-0.2567922756601139
ACH-001306,-0.1529344285105405
ACH-001318,-0.2760058293955263
ACH-001322,-0.0811983580223755
ACH-001328,-0.17192068143103711
ACH-001332,-0.3430442055403954
ACH-001336,-0.3002844541847966
ACH-001346,-0.19153595735217865
ACH-001353,-0.20862614203836688
ACH-001354,-0.20195687905120985
ACH-001367,-0.12728734405165396
ACH-001368,-0.130720389332839
ACH-001374,-0.11943446199137316
ACH-001377,-0.13641696535042774
ACH-001380,-0.13727267605143764
ACH-001391,-0.2912997208329098
ACH-001408,-0.10177002820135096
ACH-001430,-0.2441052751951457
ACH-001431,-0.15828233814929685
ACH-001450,-0.04796369459932485
ACH-001496,-0.1437353329614846
ACH-001500,-0.21734802414322446
ACH-001523,-0.06632128539562847
ACH-001532,-0.05892209330787832
ACH-001550,-0.1430619705222319
ACH-001552,-0.14994187013103796
ACH-001554,-0.13345419868421554
ACH-001654,-0.15220917441724208
ACH-001735,-0.11433945963772882
ACH-001736,-0.20068567064088874
ACH-001737,-0.24489132576564834
ACH-001740,-0.13581020079780598
ACH-001745,-0.18968640499405084
ACH-001765,-0.1566718815147811
