,DGKE (8526)
ACH-000496,-0.23373195339232716
ACH-000499,-0.18846427047447395
ACH-000500,-0.5560817417420237
ACH-000502,-0.2102466698957676
ACH-000503,-0.03630322510143081
ACH-000505,-0.2034783705007901
ACH-000507,-0.14536914371317594
ACH-000510,-0.2375021574892299
ACH-000511,-0.2430116670700711
ACH-000512,0.04268092360228348
ACH-000516,-0.11523641880253398
ACH-000517,-0.2864982711679342
ACH-000518,-0.033189471396846165
ACH-000520,-0.14607834541580672
ACH-000521,-0.4167933895753079
ACH-000522,-0.2423783580373464
ACH-000524,-0.27631171498060103
ACH-000527,-0.3339303564605665
ACH-000528,-0.2004407908986996
ACH-000537,-0.07637860385099486
ACH-000541,0.002398210756489741
ACH-000542,-0.2946686573154269
ACH-000544,-0.14996049049287705
ACH-000545,-0.08602549656967443
ACH-000547,-0.5397712248218275
ACH-000548,-0.2910985946929459
ACH-000549,-0.3118593916489977
ACH-000550,-0.23862817463156166
ACH-000552,-0.16767070862497924
ACH-000556,-0.2957885078107456
ACH-000557,-0.17775553703690894
ACH-000569,-0.22251400549126865
ACH-000570,-0.2412241070557634
ACH-000571,-0.3111703900192836
ACH-000573,-0.2386095097047877
ACH-000576,-0.40722802693175775
ACH-000579,0.010575596275099224
ACH-000580,-0.3438161993075789
ACH-000584,-0.1923607666353768
ACH-000585,-0.15046925235512584
ACH-000588,-0.2667031741144681
ACH-000589,-0.21270951475267968
ACH-000591,-0.10442311806248378
ACH-000593,-0.22451457266837435
ACH-000600,-0.31824884898649985
ACH-000601,-0.22717796976344976
ACH-000605,-0.2421659559155173
ACH-000606,-0.1754799737324192
ACH-000608,-0.15036428510041114
ACH-000614,-0.27334368317304736
ACH-000616,-0.2924340622331803
ACH-000618,-0.23676793698770104
ACH-000619,-0.24159294551676905
ACH-000620,-0.16397356747230807
ACH-000621,-0.16004872641052295
ACH-000622,-0.38880986945595547
ACH-000623,-0.4887905344404842
ACH-000624,-0.21816073315798007
ACH-000627,-0.31947731479768443
ACH-000630,-0.13768236116858532
ACH-000631,0.08238582597096837
ACH-000632,-0.24526513728675836
ACH-000633,-0.33070667958434025
ACH-000637,-0.2431814991404021
ACH-000638,-0.2560854328124621
ACH-000646,-0.18331405519842686
ACH-000647,-0.2987898818241029
ACH-000648,-0.1627419289094819
ACH-000649,-0.12001166738281263
ACH-000651,-0.16254867924415925
ACH-000652,-0.33861700601567063
ACH-000653,-0.387109925929021
ACH-000657,-0.18956918236453527
ACH-000658,-0.194118461918994
ACH-000661,-0.05541354048317841
ACH-000662,-0.8281691435708772
ACH-000663,-0.4237257625349111
ACH-000665,-0.3007378500171219
ACH-000671,-0.11555182176133345
ACH-000672,-0.19085996598882998
ACH-000673,-0.2280630318507083
ACH-000676,-0.3624219318160301
ACH-000677,-0.17419012263372455
ACH-000681,-0.3791508307551409
ACH-000683,-0.1615501567842554
ACH-000684,-0.2504999350499721
ACH-000688,-0.2223888539438988
ACH-000693,-0.1965460236510734
ACH-000694,-0.09417512099034674
ACH-000695,-0.07215802266702595
ACH-000696,-0.2221892342153312
ACH-000697,-0.21938651326621375
ACH-000699,-0.2290756416621512
ACH-000701,-0.1509436516313168
ACH-000706,-0.09889720781513296
ACH-000711,-0.244854834975546
ACH-000713,-0.1204579210666692
ACH-000714,-0.3378545829075065
ACH-000718,-0.07165187057658233
ACH-000720,-0.22766883200191845
ACH-000721,-0.11157168608441494
ACH-000724,-0.2879024457798897
ACH-000725,-0.08192508000860177
ACH-000732,-0.2862333920463303
ACH-000734,-0.12655213590198056
ACH-000735,-0.21827592726911396
ACH-000736,-0.2374738139804968
ACH-000738,-0.3962087104997474
ACH-000746,-0.2513799065369568
ACH-000747,-0.2394925087989805
ACH-000748,-0.1948829644386636
ACH-000753,-0.2400414418414936
ACH-000756,-0.21836088780662055
ACH-000757,-0.13302223800816054
ACH-000758,-0.28098705455195155
ACH-000760,-0.16232351207229054
ACH-000762,-0.20635484540855312
ACH-000763,-0.24179118413638706
ACH-000764,-0.0939155774212083
ACH-000765,-0.3532144210552054
ACH-000766,-0.3344182999283304
ACH-000767,-0.1619662433616028
ACH-000768,-0.31501873149431003
ACH-000769,-0.1601283815387182
ACH-000770,-0.3263815923841093
ACH-000771,-0.30686640123571
ACH-000773,-0.29318512058709545
ACH-000776,-0.26579134011364763
ACH-000777,-0.14060770101856873
ACH-000778,-0.2881107395777777
ACH-000781,-0.2335310447091541
ACH-000782,-0.2903582964914859
ACH-000783,-0.3489803081100614
ACH-000784,-0.21774887870796264
ACH-000785,-0.26052971294217525
ACH-000787,-0.12294714283997522
ACH-000788,-0.34746788524312344
ACH-000791,-0.2810732044511282
ACH-000792,-0.3276847476089783
ACH-000794,-0.09615019501608144
ACH-000796,-0.04465490538354715
ACH-000798,-0.3581108692437616
ACH-000799,-0.030952355940118432
ACH-000800,-0.11833187880952825
ACH-000802,-0.14452756751931106
ACH-000804,-0.44026696931289305
ACH-000805,-0.2072188181905214
ACH-000809,-0.3004932761444813
ACH-000810,0.08462541315962584
ACH-000811,-0.2754920803288337
ACH-000817,-0.24137470898047356
ACH-000819,-0.2523733268880222
ACH-000820,-0.6973644983640366
ACH-000821,-0.416351888176744
ACH-000822,-0.37002834726679096
ACH-000823,-0.3572649572139941
ACH-000824,-0.21592786587795654
ACH-000827,-0.23979195524521715
ACH-000829,-0.1837769392089585
ACH-000831,-0.19075597191544827
ACH-000832,-0.12297375793265257
ACH-000833,-0.3701577206309805
ACH-000834,-0.12646753826191098
ACH-000835,-0.326814066685681
ACH-000836,-0.2164547355661064
ACH-000837,-0.22436731157037404
ACH-000838,-0.1393942032582831
ACH-000839,-0.09750869807653392
ACH-000840,-0.4773559748839666
ACH-000841,-0.0005867249770290403
ACH-000843,-0.04098426388245773
ACH-000846,-0.17777292869679026
ACH-000847,-0.12391683299041087
ACH-000848,-0.1891146840207856
ACH-000849,-0.2910747385512714
ACH-000851,-0.3090624807912613
ACH-000855,0.001155104546538443
ACH-000856,-0.21220656157396728
ACH-000858,-0.1221955213772882
ACH-000859,-0.2035599111291055
ACH-000861,-0.2769083340447153
ACH-000862,-0.14325665823496506
ACH-000865,-0.10280850784237563
ACH-000866,-0.20839609391891606
ACH-000867,-0.24800771380311554
ACH-000869,-0.13920241863716187
ACH-000872,-0.12402862305323024
ACH-000873,-0.1087055722452898
ACH-000876,-0.09858576639164213
ACH-000878,-0.2574619293699894
ACH-000880,-0.3308340173154893
ACH-000881,-0.18143475015164692
ACH-000882,-0.13822538882169014
ACH-000884,-0.21444730955157132
ACH-000885,-0.2471445571412265
ACH-000887,-0.2728974602573561
ACH-000889,-0.3057067591150071
ACH-000896,-0.24091154575136306
ACH-000898,-0.16074682152373446
ACH-000900,-0.14448738493799895
ACH-000901,-0.2607763854309884
ACH-000905,-0.2814851925631137
ACH-000906,-0.16615736397228928
ACH-000907,-0.0360082212676481
ACH-000910,-0.18150615802701794
ACH-000911,-0.1941343506529753
ACH-000912,-0.12731630466773658
ACH-000913,-0.163110187819227
ACH-000915,-0.3776584746588066
ACH-000916,0.006774746084057156
ACH-000917,-0.23882097381031625
ACH-000920,-0.4561868097966717
ACH-000921,-0.2799890802653767
ACH-000924,-0.34384908604201503
ACH-000926,-0.060115074767344324
ACH-000928,-0.06735393281872479
ACH-000929,-0.08769057481547958
ACH-000932,-0.3894156770081274
ACH-000935,-0.2201482120711739
ACH-000936,-0.27598644289635915
ACH-000937,-0.1315236610425436
ACH-000938,-0.3315966877164972
ACH-000939,-0.29465371089163594
ACH-000941,-0.24716330784548676
ACH-000943,-0.11908833754838286
ACH-000946,-0.39282332619188814
ACH-000947,-0.08489569238385307
ACH-000948,-0.2548596955250629
ACH-000950,-0.3767857423021806
ACH-000953,-0.23133260634981306
ACH-000954,-0.22107506402125385
ACH-000957,-0.06736408941512341
ACH-000958,-0.03878663234765939
ACH-000960,-0.2527704472257131
ACH-000963,0.04686977942406185
ACH-000968,-0.08866274167999065
ACH-000969,-0.02867133439676627
ACH-000972,-0.3520390625573065
ACH-000973,-0.2114336456972575
ACH-000974,-0.19393631885539228
ACH-000978,-0.02620913296376116
ACH-000984,-0.3611967088744105
ACH-000986,-0.23260442534993056
ACH-000988,-0.2534522581826304
ACH-000993,-0.3598706281032487
ACH-000994,-0.13826299777660306
ACH-000996,-0.3672895064974426
ACH-001001,-0.1516726616799932
ACH-001020,-0.11220276142934818
ACH-001028,-0.17725901443921166
ACH-001031,-0.2583191209500267
ACH-001038,-0.2645175676254473
ACH-001048,-0.2741533472383819
ACH-001050,-0.2891734356085907
ACH-001053,-0.16493494700715158
ACH-001054,-0.44101323561136985
ACH-001061,-0.18616295538760014
ACH-001067,-0.3747673757587208
ACH-001075,-0.4373427859906614
ACH-001096,-0.157959489052304
ACH-001111,-0.07197064852433259
ACH-001119,-0.003255588077597943
ACH-001128,-0.10466133272001224
ACH-001134,-0.15850822832943726
ACH-001151,-0.21955243299931165
ACH-001163,-0.2699019318194166
ACH-001164,-0.2880240448852652
ACH-001183,-0.1841866081634237
ACH-001192,-0.23403212669502102
ACH-001193,-0.17317562196834446
ACH-001196,-0.2913301628663405
ACH-001197,-0.1303850747334425
ACH-001205,-0.20557677993558604
ACH-001211,-0.3905620801007445
ACH-001212,-0.08961576090329552
ACH-001228,-0.28545208668472744
ACH-001232,-0.15908873131066614
ACH-001239,-0.3192444048950097
ACH-001270,-0.4549883828094956
ACH-001274,-0.12374244307084617
ACH-001275,-0.12304329365304585
ACH-001277,-0.2417719896682989
ACH-001278,-0.19503143564207626
ACH-001280,-0.3076797448724548
ACH-001283,-0.14812235350890826
ACH-001289,-0.21511788777657254
ACH-001300,-0.20258213261929275
ACH-001301,-0.4107323004280041
ACH-001302,-0.16949874798747327
ACH-001306,-0.21426988895387036
ACH-001318,-0.16326762325777686
ACH-001322,-0.23131559643696176
ACH-001328,-0.24094874806372255
ACH-001332,-0.0949509618733748
ACH-001336,-0.35246074462481297
ACH-001346,-0.33185465980135603
ACH-001353,-0.2700596293338213
ACH-001354,0.09406073599357184
ACH-001367,-0.13755835950257794
ACH-001368,-0.19557271034901866
ACH-001374,-0.21415025133066493
ACH-001377,-0.19533302780475276
ACH-001380,-0.2466489172562425
ACH-001391,-0.5872482258735368
ACH-001408,-0.2465805245710741
ACH-001430,-0.2716436811696586
ACH-001431,-0.15104817357167746
ACH-001450,-0.19283210918592306
ACH-001496,-0.11597300423716345
ACH-001500,-0.1873535463269352
ACH-001523,-0.1775875368335102
ACH-001532,-0.2311270833779927
ACH-001550,-0.2303498566458289
ACH-001552,-0.1099874813761995
ACH-001554,-0.2521730235843711
ACH-001654,-0.2345088601377983
ACH-001735,-0.1417157363689473
ACH-001736,-0.11687593166472687
ACH-001737,-0.26633361517952914
ACH-001740,-0.3083561684440472
ACH-001745,-0.12398618604270173
ACH-001765,-0.1016182788398749
