,CTDP1 (9150)
ACH-000004,-0.9611880803062304
ACH-000005,-1.0358266274132908
ACH-000007,-0.6834114729220649
ACH-000009,-0.761914741121975
ACH-000011,-0.8398035757652484
ACH-000012,-0.8243801022638143
ACH-000013,-0.9000053763045445
ACH-000014,-0.7945826609517902
ACH-000015,-0.7064531785497435
ACH-000017,-0.8667948482988276
ACH-000018,-0.6727081497538328
ACH-000019,-0.8104968290291332
ACH-000021,-0.8074179310159457
ACH-000022,-0.7245581397712935
ACH-000025,-0.9237687045259212
ACH-000028,-0.8570482414843106
ACH-000030,-0.8729369373183291
ACH-000035,-0.8543597159375534
ACH-000036,-1.1539562082864503
ACH-000037,-0.9160744223788656
ACH-000039,-0.8033647462236514
ACH-000040,-0.7519551916505361
ACH-000041,-0.674624417421202
ACH-000042,-0.8888580741069226
ACH-000045,-0.8778817975145456
ACH-000047,-0.8217045430138024
ACH-000052,-0.5962962338560608
ACH-000053,-0.7646457698838984
ACH-000054,-0.8314574347442195
ACH-000055,-0.5505947236412515
ACH-000060,-0.9083833446146504
ACH-000067,-0.9174054715043272
ACH-000070,-0.908124490764472
ACH-000075,-0.7508892588130083
ACH-000078,-0.7804355353076123
ACH-000082,-1.0363723139356005
ACH-000085,-1.2040673274335256
ACH-000086,-0.7893247724740248
ACH-000087,-0.9308276205584436
ACH-000092,-0.8598595906312229
ACH-000095,-0.6575672110433505
ACH-000097,-0.6847263440618444
ACH-000098,-1.0276328564441093
ACH-000099,-0.8346794219530215
ACH-000108,-0.6858744178362267
ACH-000113,-0.8607157480661641
ACH-000116,-1.0777354699280914
ACH-000118,-0.7804990844301087
ACH-000120,-0.9480087183691932
ACH-000123,-0.8021723283513642
ACH-000127,-0.9151621954096988
ACH-000128,-0.6310046940567284
ACH-000132,-1.2442968475507084
ACH-000133,-0.7727234192978054
ACH-000137,-0.7463370054760734
ACH-000138,-0.8407981364246411
ACH-000142,-0.8139959233315609
ACH-000143,-0.8282049795927536
ACH-000146,-0.8536318555311906
ACH-000148,-0.6515507455515278
ACH-000150,-0.7456582534004456
ACH-000152,-0.911098697975518
ACH-000153,-0.7430836485303676
ACH-000159,-0.86819685491614
ACH-000160,-0.6570168779897894
ACH-000163,-0.8280443753839873
ACH-000167,-1.210078117734697
ACH-000168,-0.9237017129604936
ACH-000169,-0.8401952648953788
ACH-000178,-0.8378602761960929
ACH-000183,-0.9172156115646452
ACH-000188,-0.719070085157917
ACH-000189,-0.8755088538648274
ACH-000190,-1.0329678142679235
ACH-000198,-0.7240421847412377
ACH-000203,-0.7843001774981472
ACH-000204,-0.8155885518998894
ACH-000206,-0.930781898698822
ACH-000207,-0.8469402620082982
ACH-000208,-0.5535262519925611
ACH-000210,-0.5987783716396898
ACH-000211,-0.6610567913535176
ACH-000215,-0.7772500044945833
ACH-000221,-0.8592767225999254
ACH-000222,-0.9981463442276394
ACH-000223,-1.4615164976880333
ACH-000226,-0.7519279846241896
ACH-000227,-0.7540115720403391
ACH-000228,-0.7426861512506082
ACH-000231,-0.868282596660018
ACH-000232,-1.0047296884144676
ACH-000233,-1.0059857965761942
ACH-000234,-1.0043485641473409
ACH-000235,-0.9761964118638736
ACH-000237,-0.8124010979922399
ACH-000238,-0.7205807122868879
ACH-000242,-0.7721772132522545
ACH-000243,-0.6971024587711272
ACH-000244,-0.9507177537383146
ACH-000246,-0.8823247421647593
ACH-000248,-0.7944889343912438
ACH-000250,-1.0352389350915578
ACH-000251,-0.6625874925823438
ACH-000252,-1.1227862339670445
ACH-000253,-0.7857148568021137
ACH-000255,-0.5545040474873026
ACH-000256,-1.0000207817450577
