,OR5D16 (390144)
ACH-000004,0.07254607770722807
ACH-000005,-0.13036946988033804
ACH-000007,-0.12142833102787402
ACH-000009,0.056976829218653574
ACH-000011,0.13997237745591815
ACH-000012,0.0329446690549482
ACH-000013,0.093581159601701
ACH-000014,0.004651713991063052
ACH-000015,-0.07025870807525934
ACH-000017,-0.0017525939477462244
ACH-000018,0.14938599536395936
ACH-000019,0.1544170304705339
ACH-000021,-0.03902924556747982
ACH-000022,-0.016616647048213057
ACH-000025,0.0186233942071553
ACH-000028,-0.033317438586589226
ACH-000030,-0.03830429623497168
ACH-000035,0.029448051101830814
ACH-000036,-0.08384765513971539
ACH-000037,0.03303288492872099
ACH-000039,-0.055200087660194866
ACH-000040,-0.016548979164650174
ACH-000041,-0.043815847974850865
ACH-000042,0.15165020164508414
ACH-000045,-0.07758850608931014
ACH-000047,0.03276196409084685
ACH-000052,-0.01629520229069628
ACH-000053,-0.09704660002632376
ACH-000054,0.027081088546402312
ACH-000055,0.17524406277884594
ACH-000060,-0.017203815449746127
ACH-000067,-0.040698520968166535
ACH-000070,-0.113987345700268
ACH-000075,0.0405350546354647
ACH-000078,0.03155081621918005
ACH-000082,-0.2486730023903276
ACH-000085,-0.035558415679363416
ACH-000086,-0.1198106450049298
ACH-000087,-0.06377928036030411
ACH-000092,-0.02047937528758048
ACH-000095,-0.058311890616197015
ACH-000097,-0.05681795928645229
ACH-000098,0.06810927584494092
ACH-000099,-0.019537986458691228
ACH-000108,0.10959796436723346
ACH-000113,-0.08287276334151858
ACH-000116,0.023060753771610445
ACH-000118,0.018409407805085886
ACH-000120,-0.06286339383726072
ACH-000123,-0.004411178694283111
ACH-000127,0.10744149389502984
ACH-000128,0.11538597369261633
ACH-000132,-0.16234275514126914
ACH-000133,-0.06880581174583973
ACH-000137,-0.14157241767066786
ACH-000138,0.035927813769093285
ACH-000142,-0.038119167750600036
ACH-000143,0.08470015136453965
ACH-000146,-0.015411035209205762
ACH-000148,0.013759886028666115
ACH-000150,-0.05730022140037744
ACH-000152,-0.02810116085947061
ACH-000153,-0.2945027727247224
ACH-000159,-0.03298001413234671
ACH-000160,-0.006589712549423926
ACH-000163,-0.10405996046791197
ACH-000167,-0.2433526474209623
ACH-000168,0.07878287732343522
ACH-000169,-0.1395932833145633
ACH-000178,-0.044012134685535324
ACH-000183,-0.01091925183022188
ACH-000188,-0.1465842590150889
ACH-000189,-0.17730083085854345
ACH-000190,-0.04589579716371407
ACH-000198,-0.06023613291741663
ACH-000203,-0.27421339830141245
ACH-000204,-0.11176117986393888
ACH-000206,0.0929878715813001
ACH-000207,-0.057949057606975
