,PPM1N (147699)
ACH-000004,-0.13605525454897086
ACH-000005,-0.0941263824215181
ACH-000007,0.004707465548706419
ACH-000009,-0.091929507596703
ACH-000011,-0.22451029035626088
ACH-000012,-0.06637328171074172
ACH-000013,-0.19088549985680603
ACH-000014,-0.014332357021676281
ACH-000015,-0.020077585242971586
ACH-000017,0.01942737458361657
ACH-000018,-0.2102442865991246
ACH-000019,-0.14576962913730926
ACH-000021,-0.08362658862330524
ACH-000022,-0.08519539280436754
ACH-000025,0.12715508380829693
ACH-000028,-0.18952343424986076
ACH-000030,-0.16222087978459326
ACH-000035,0.005869921205335017
ACH-000036,-0.04980511852192794
ACH-000037,-0.08927450489075396
ACH-000039,0.13927771745415052
ACH-000040,-0.2111098672078636
ACH-000041,0.0642077597445251
ACH-000042,-0.003986645466906861
ACH-000045,-0.1373292203366476
ACH-000047,-0.19730862638292707
ACH-000052,-0.22295665872358794
ACH-000053,-0.1541536767548244
ACH-000054,-0.06283394570824971
ACH-000055,-0.17582257677280058
ACH-000060,0.060980712703119326
ACH-000067,-0.012924458491061941
ACH-000070,-0.15328626998935582
ACH-000075,-0.07012086512151458
ACH-000078,0.0042266661341084175
ACH-000082,-0.0260722012188456
ACH-000085,0.09277389648354042
ACH-000086,0.06196949695677405
ACH-000087,-0.30799046733098073
ACH-000092,-0.2389037135605611
ACH-000095,-0.13347361016695136
ACH-000097,-0.14963781049073546
ACH-000098,-0.018428176282548524
ACH-000099,-0.06447756136125705
ACH-000108,-0.24553848102585926
ACH-000113,-0.03712339164998731
ACH-000116,0.01863581688855088
ACH-000118,-0.08705830510717408
ACH-000120,-0.2533473774009701
ACH-000123,-0.041088149071444924
ACH-000127,-0.2189547234710332
ACH-000128,-0.15351867122065735
ACH-000132,-0.13277669910667605
ACH-000133,-0.03947623517059752
ACH-000137,-0.0422509122711495
ACH-000138,-0.08706826648001667
ACH-000142,-0.2457937757816961
ACH-000143,-0.19453702813012244
ACH-000146,-0.05347027553923979
ACH-000148,-0.07369461167014117
ACH-000150,-0.21400068909570705
ACH-000152,-0.3255179492064057
ACH-000153,-0.2980276776853093
ACH-000159,-0.16435137996148366
ACH-000160,-0.10421320798255497
ACH-000163,-0.11348240069588582
ACH-000167,0.024691277730866646
ACH-000168,-0.2279602872071526
ACH-000169,-0.014781756977214034
ACH-000178,-0.08641451847519231
ACH-000183,0.030969222678798463
ACH-000188,-0.12642266584944334
ACH-000189,-0.382957132053511
ACH-000190,-0.1336290818499649
ACH-000198,0.060824456274938765
ACH-000203,-0.0783064578361577
ACH-000204,0.034811373331921344
ACH-000206,0.1979239738598336
ACH-000207,-0.04444413184262007
ACH-000208,0.036171283253882636
ACH-000210,-0.08589322499557082
ACH-000211,0.08453488948143938
ACH-000215,-0.05894318637031224
ACH-000221,-0.09556318494820697
ACH-000222,-0.1720194698325259
ACH-000223,0.0029239752082160712
ACH-000226,-0.15542282134242247
ACH-000227,0.019752142549502336
ACH-000228,-0.10541236037895647
ACH-000231,0.06131031205359051
ACH-000232,0.05258495696784637
ACH-000233,0.015213467379660109
ACH-000234,-0.03246333836044813
ACH-000235,-0.15517392894978888
ACH-000237,-0.06180319109699722
ACH-000238,-0.13906132814304226
ACH-000242,0.33713335078085305
ACH-000243,0.0002397536355889611
ACH-000244,0.061721273064218485
ACH-000246,0.02467109238489281
ACH-000248,-0.06611593922943032
ACH-000250,-0.11358145620466245
ACH-000251,-0.09549504185026146
ACH-000252,-0.03333742107826723
ACH-000253,-0.007825199706184496
ACH-000255,-0.14553312930053133
ACH-000256,-0.2376131388970868
ACH-000257,-0.1544882485135983
ACH-000258,-0.03701407327383792
ACH-000259,-0.18985378363632188
ACH-000260,-0.1871528175087315
ACH-000261,-0.030800348888491882
ACH-000262,-0.0903880036992778
ACH-000263,-0.2582696172157863
ACH-000264,-0.04248797675096189
ACH-000265,-0.13788300600325382
ACH-000266,-0.18983504384151847
ACH-000272,-0.04217802358309518
ACH-000274,-0.044651611736896635
ACH-000277,0.034993187828917624
ACH-000278,-0.2252994656266125
ACH-000279,-0.020135552491761168
ACH-000280,-0.16650712004857365
ACH-000281,-0.004843491137118891
ACH-000288,-0.08124798427709347
ACH-000291,-0.08548218300852642
ACH-000293,-0.10272439138941213
ACH-000294,-0.17771414933741625
ACH-000295,0.06405862840235224
ACH-000296,-0.053805162031120166
ACH-000302,-0.2916654810593602
ACH-000304,-0.0778063921815211
ACH-000307,-0.0517314809393495
ACH-000308,-0.10317149073789644
ACH-000310,0.11898467614742275
ACH-000311,-0.2161487474067278
ACH-000312,-0.04936083829438143
ACH-000315,0.22840277925793145
ACH-000316,0.09252164177922594
ACH-000317,0.01025446598382917
ACH-000318,-0.2113978488764724
ACH-000319,-0.10912980365170633
ACH-000320,-0.228586241932994
ACH-000322,-0.12174241431681833
ACH-000323,-0.08360120678924897
ACH-000324,-0.13254911543392242
ACH-000329,-0.1006183263489948
ACH-000330,-0.20258188042439612
ACH-000331,0.17771027241477744
ACH-000332,-0.15270162421208774
ACH-000334,-0.1928239860508272
ACH-000335,-0.05302127933582868
ACH-000336,-0.07574328161259476
ACH-000337,0.023002449506712427
ACH-000338,-0.5413705348168024
ACH-000339,-0.024845119874490937
ACH-000341,0.1619140089752303
ACH-000348,0.05225413050789458
ACH-000350,-0.08145596087248652
ACH-000352,-0.09265544295874434
ACH-000356,0.05298158666263972
ACH-000361,-0.07643668554364921
ACH-000362,-0.008340176348810764
ACH-000363,0.044999792464522285
ACH-000364,0.01995344872176557
ACH-000365,-0.08276133680874782
ACH-000366,-0.3958717473835829
ACH-000368,0.0660112067648183
ACH-000374,0.09890551306945718
ACH-000375,-0.15737383578232508
ACH-000376,-0.02090466926240424
ACH-000381,-0.2363455229305243
ACH-000383,-0.1361198458928312
ACH-000387,-0.10283159680616293
ACH-000389,-0.08075862594857831
ACH-000390,-0.05088500554484481
ACH-000393,-0.11337305497330083
ACH-000395,-0.013020286996104342
ACH-000396,-0.39973011518848345
ACH-000397,-0.163098014607383
ACH-000401,-0.34411775664884403
ACH-000402,-0.14778069346220274
ACH-000403,-0.053098157752301464
ACH-000404,-0.2381122347400959
ACH-000406,-0.05095631215560936
ACH-000407,-0.08748215207680432
ACH-000408,-0.182963356877357
ACH-000410,-0.04803542239855214
ACH-000411,-0.018708702647888348
ACH-000414,0.035075652764384325
ACH-000415,-0.08635187120776318
ACH-000416,0.010720730017303176
ACH-000420,-0.05065742221876262
ACH-000421,-0.0770186926682505
ACH-000424,0.02868558658594404
ACH-000425,-0.11592763694377688
ACH-000426,-0.041594323144821074
ACH-000427,0.003767641626872276
ACH-000433,-0.23371660061663865
ACH-000435,0.11734311083808267
ACH-000436,-0.2553086557747959
ACH-000444,-0.07812572547589179
ACH-000445,-0.09596311887736383
ACH-000448,-0.044576732486658124
ACH-000450,-0.0807819678035905
ACH-000452,-0.05286867659429335
ACH-000454,-0.01645552318666139
ACH-000458,-0.06282430629622435
ACH-000459,0.1613564581975337
ACH-000460,-0.06781676471785802
ACH-000461,-0.08593474385020045
ACH-000463,-0.013634003589909715
ACH-000464,0.037513059143154164
ACH-000466,-0.08392488428063233
ACH-000467,0.01680696713518045
ACH-000468,0.020796801465639718
ACH-000469,-0.1173512353713628
ACH-000470,-0.026783049583960033
ACH-000471,-0.15066690306107114
ACH-000472,-0.05454453570051808
ACH-000473,-0.02487459163727801
ACH-000475,-0.08236272622204674
ACH-000476,-0.10918848249786736
ACH-000477,-0.17470151523805993
ACH-000479,0.2311842864984297
ACH-000480,-0.2017153224096835
ACH-000481,-0.07773201984398141
ACH-000483,-0.2918744806321163
ACH-000484,-0.15555391134584698
ACH-000485,-0.1917360438855268
ACH-000486,-0.2385200534038225
ACH-000487,-0.13073830045937587
ACH-000488,-0.018058705711096825
ACH-000490,-0.01293754000740666
ACH-000491,-0.23273345049933164
ACH-000495,-0.047569322530785385
ACH-000496,-0.11482139526501547
ACH-000499,-0.11768667633143305
ACH-000500,-0.21478505877727114
ACH-000502,-0.05005611803477824
ACH-000503,-0.0857663050528853
ACH-000505,-0.03556147568328486
ACH-000507,0.07082208259505396
ACH-000510,-0.06647455951798474
ACH-000511,-0.12615020558968212
ACH-000512,-0.06266471528292464
ACH-000516,0.002537325906536713
ACH-000517,-0.12119027972206288
ACH-000518,-0.2658161470299318
ACH-000520,-0.2284311743253425
ACH-000521,-0.039447578087586296
ACH-000522,-0.03787100474382329
ACH-000524,-0.13131060537758896
ACH-000527,-0.0837335968448748
ACH-000528,-0.06849490286860511
ACH-000537,0.10600227611072888
ACH-000541,0.12843659422907772
ACH-000542,-0.06554052759453037
ACH-000544,-0.23679478127884035
ACH-000545,-0.08841841974987427
ACH-000547,-0.35909955444117164
ACH-000548,-0.02411700217274944
ACH-000549,0.14217771005818228
ACH-000550,0.04804233404424401
ACH-000552,-0.13928626378428455
ACH-000556,-0.1924904781232602
ACH-000557,-0.0456163618023829
ACH-000569,-0.08798042394044765
ACH-000570,0.035337436484854566
ACH-000571,-0.10818326312016256
ACH-000573,-0.12930783205492316
ACH-000576,0.018299149807960588
ACH-000579,0.040042321512210224
ACH-000580,-0.2209738939267325
ACH-000584,-0.13863736002084748
ACH-000585,-0.13178952722566525
ACH-000588,-0.09076027468269893
