,FXYD1 (5348)
ACH-000004,0.2129436772801261
ACH-000005,0.2541028905230713
ACH-000007,-0.14225449948577196
ACH-000009,-0.12019949186174765
ACH-000011,-0.0022219142492012557
ACH-000012,-0.0952019800424912
ACH-000013,-0.2744255901891341
ACH-000014,0.05607620790711091
ACH-000015,-0.2310708211349337
ACH-000017,-0.0752000352711685
ACH-000018,-0.2751029632760683
ACH-000019,0.00970672910470439
ACH-000021,-0.19334529622410174
ACH-000022,-0.2769949546520879
ACH-000025,0.13321880621882642
ACH-000028,-0.2298654416421101
ACH-000030,-0.11004087186244699
ACH-000035,-0.17388893409885955
ACH-000036,-0.06124162017035255
ACH-000037,0.16199036686291504
ACH-000039,-0.22217380962545386
ACH-000040,-0.2868989615403907
ACH-000041,-0.15746524327097336
ACH-000042,-0.16396896314483145
ACH-000045,0.0881151918617177
ACH-000047,-0.1591834672899419
ACH-000052,-0.07884820750858143
ACH-000053,-0.05004066491033145
ACH-000054,-0.08964944009032662
ACH-000055,0.0930665951331227
ACH-000060,-0.07796129319102345
ACH-000067,-0.08990095405788223
ACH-000070,-0.05288810091143648
ACH-000075,-0.07503896469501886
ACH-000078,0.07725401741855699
ACH-000082,-0.03322353726781853
ACH-000085,0.2999707621034101
ACH-000086,-0.283334092680136
ACH-000087,-0.07641089450246442
ACH-000092,0.008622702839321216
ACH-000095,-0.04035532058332097
ACH-000097,-0.18967764337929574
ACH-000098,-0.11948651833029128
ACH-000099,-0.13868820365873005
ACH-000108,-0.1551840113169551
ACH-000113,-0.13556443334153662
ACH-000116,-0.1718515382736491
ACH-000118,-0.1582564390263562
ACH-000120,0.012993951862934224
ACH-000123,-0.1161327479065338
ACH-000127,-0.052985861988383384
ACH-000128,0.06790288745162885
ACH-000132,-0.1324374822834109
ACH-000133,-0.04314525977085423
ACH-000137,-0.2461869831201281
ACH-000138,-0.11033363728352913
ACH-000142,-0.09340061007687507
ACH-000143,-0.06491186667689075
ACH-000146,0.019581620739063447
ACH-000148,-0.01809741986920913
ACH-000150,-0.26072379855153605
ACH-000152,-0.2183283042660044
ACH-000153,-0.18007212454531726
ACH-000159,-0.08614280957247762
ACH-000160,0.1059590066833058
ACH-000163,0.07290338448075805
ACH-000167,-0.12710705836086406
ACH-000168,0.11682076257096265
ACH-000169,-0.09911558327292264
ACH-000178,-0.015447523113772716
ACH-000183,-0.08443800695053097
ACH-000188,0.023393143624732868
ACH-000189,-0.0009011244362613801
ACH-000190,-0.22237177022754587
ACH-000198,-0.030697382825082595
ACH-000203,-0.1428897824242275
ACH-000204,-0.16161214436801635
ACH-000206,0.0710645294066335
ACH-000207,-0.00539977137805554
ACH-000208,0.06407282152026174
ACH-000210,-0.4791505090997241
ACH-000211,-0.19165092276252704
ACH-000215,0.011782873336157884
ACH-000221,-0.32166371609021416
ACH-000222,0.1020255871823362
ACH-000223,-0.1911847180153127
ACH-000226,-0.11740887953514928
ACH-000227,-0.05429332595479431
ACH-000228,-0.08328018988648712
ACH-000231,0.02659808177426895
ACH-000232,-0.007001992428871993
ACH-000233,-0.07718297950189912
ACH-000234,0.07503831350861233
ACH-000235,-0.15316644662952916
ACH-000237,-0.09290187364095602
ACH-000238,-0.010816441193135969
ACH-000242,-0.16665436877749415
ACH-000243,-0.05307388923952318
ACH-000244,0.005336443398251982
ACH-000246,-0.19639932794329398
ACH-000248,-0.13125883502171534
ACH-000250,-0.04790931078032663
ACH-000251,-0.027014109655317732
ACH-000252,0.11205212942570243
ACH-000253,-0.08948031167230212
ACH-000255,-0.17162495421391902
ACH-000256,-0.1595306169615799
ACH-000257,-0.25692796979856025
ACH-000258,0.2269199915429472
ACH-000259,-0.049808302671448514
ACH-000260,-0.11468891758651548
ACH-000261,-0.038097426191984037
ACH-000262,-0.4548435714844584
ACH-000263,0.04153603166308327
ACH-000264,-0.06550554400124149
ACH-000265,-0.03819423965339151
ACH-000266,-0.17359557486898847
ACH-000272,0.038584573279211484
ACH-000274,-0.05971380605939449
ACH-000277,-0.1119849708120261
ACH-000278,-0.1375833786208534
ACH-000279,-0.02442278931062308
ACH-000280,-0.10432935641295138
ACH-000281,-0.030638682382666132
ACH-000288,-0.06125193422571349
ACH-000291,-0.12747524291473422
ACH-000293,-0.4090334025215112
ACH-000294,-0.0557981487114916
ACH-000295,0.1904501040338579
ACH-000296,-0.2677372161822521
ACH-000302,-0.1979449168046687
ACH-000304,-0.011461419699072002
ACH-000307,-0.09100281909810323
ACH-000308,-0.12072031419507145
ACH-000310,-0.06745991678781943
ACH-000311,-0.1854852948375725
ACH-000312,-0.033008966355449414
ACH-000315,-0.18517047895396252
ACH-000316,0.14061088854316198
ACH-000317,-0.055069607877904235
ACH-000318,-0.2784606065484507
ACH-000319,0.08159331425917922
ACH-000320,-0.015093280575376185
ACH-000322,-0.021476848233654373
ACH-000323,-0.11767699687713384
ACH-000324,-0.13227785978271894
ACH-000329,-0.06903066898810732
ACH-000330,-0.13840882820311945
ACH-000331,-0.008306145167252964
ACH-000332,-0.11406338956080447
ACH-000334,0.096492721976528
ACH-000335,-0.22994466185268045
ACH-000336,-0.16633751093477744
ACH-000337,-0.06381545597999044
ACH-000338,-0.19900615894708296
ACH-000339,-0.1412357077397194
ACH-000341,-0.28219197753556724
ACH-000348,-0.1846619011511834
ACH-000350,-0.16242768018074194
ACH-000352,-0.15031852245142105
ACH-000356,-0.1412299984872015
ACH-000361,-0.2694152878456461
ACH-000362,0.07856279615978408
ACH-000363,-2.415479412141105e-05
ACH-000364,-0.08274654410552425
ACH-000365,-0.0946717117913139
ACH-000366,-0.16727901012241742
ACH-000368,-0.1638465542011899
ACH-000374,-0.003459599735246891
ACH-000375,-0.11757346724076967
ACH-000376,0.010157623203667985
ACH-000381,0.12139616150731512
ACH-000383,-0.16567456570755332
ACH-000387,-0.2774320633547867
ACH-000389,-0.022576773229879957
ACH-000390,-0.12808561805422924
ACH-000393,-0.0021969676016697463
ACH-000395,-0.018271759038239258
ACH-000396,-0.15583446307387305
ACH-000397,-0.1736804956179791
ACH-000401,-0.09862678983452104
ACH-000402,-0.187856424145402
ACH-000403,-0.12333993323656126
ACH-000404,-0.1817099202347624
ACH-000406,-0.02445572622149228
ACH-000407,-0.2378132311365021
ACH-000408,0.0405457328793245
ACH-000410,-0.16066126328433464
ACH-000411,-0.17733424120328042
ACH-000414,-0.12417884572761805
ACH-000415,-0.04386952068218532
ACH-000416,-0.08347466080164995
ACH-000420,-0.07620399641258778
ACH-000421,-0.0497167012770436
ACH-000424,0.19321712593277104
ACH-000425,-0.062158362062856624
ACH-000426,0.1596424583601892
ACH-000427,-0.3698249243966063
ACH-000433,-0.2008046698932129
ACH-000435,0.02665817324391176
ACH-000436,-0.07454141395735389
ACH-000444,-0.1812438914018306
ACH-000445,-0.26081126525260795
ACH-000448,-0.04109588856296136
ACH-000450,-0.6035263316886201
ACH-000452,0.03955142303171657
ACH-000454,-0.2789965568823545
ACH-000458,0.01069402523219796
ACH-000459,-0.2384280155189789
ACH-000460,-0.0776745406818654
ACH-000461,-0.1888425849055541
ACH-000463,-0.18100533641522007
ACH-000464,-0.035043161903054273
ACH-000466,-0.1283585591632425
ACH-000467,-0.0246423701557267
ACH-000468,-0.17255110144047311
ACH-000469,-0.1249575149126478
ACH-000470,-0.09507062606544728
ACH-000471,-0.08831065312830948
ACH-000472,-0.02876023756539808
ACH-000473,-0.32136760230931155
ACH-000475,-0.11990120311454587
ACH-000476,-0.27348031897385106
ACH-000477,-0.09796037174814944
ACH-000479,-0.24821475264301826
ACH-000480,0.05945135209214905
ACH-000481,0.028082525147248454
ACH-000483,0.12068227994865192
ACH-000484,-0.1322864522152924
ACH-000485,-0.15334214548478528
ACH-000486,-0.2644025539611756
ACH-000487,-0.03158694748103422
ACH-000488,0.0037822533560462634
ACH-000490,-0.14442174355992668
ACH-000491,0.11441113272085908
ACH-000495,-0.008946905585936499
ACH-000496,-0.22649431659538544
ACH-000499,-0.6916309443381768
ACH-000500,-0.2619151812901014
ACH-000502,-0.2345460282058673
ACH-000503,0.18507939727820924
ACH-000505,-0.14071613707346606
ACH-000507,-0.12043038687941635
ACH-000510,-0.2586442740311227
ACH-000511,-0.01691963330516925
ACH-000512,-0.017691916791160202
ACH-000516,-0.15157589065824634
ACH-000517,-0.17295885605287187
ACH-000518,0.06689752257781245
ACH-000520,-0.16048365295504924
ACH-000521,-0.20888304842968788
ACH-000522,-0.09551391379412627
ACH-000524,-0.17823594086627714
ACH-000527,-0.21826943929100312
ACH-000528,-0.05470066367365668
ACH-000537,0.01423184651337992
ACH-000541,-0.3943980020070975
ACH-000542,-0.16112863430627786
ACH-000544,0.06884138109445777
ACH-000545,-0.09757800013555837
ACH-000547,-0.4540122029064725
ACH-000548,-0.050282761329881694
ACH-000549,-0.05228278155344589
ACH-000550,-0.11735545203951706
ACH-000552,-0.08244963975951497
ACH-000556,-0.17553664701105906
ACH-000557,0.03835409566910502
ACH-000569,-0.3454432087117661
ACH-000570,-0.2324202820712569
ACH-000571,-0.12116211855156317
ACH-000573,-0.104440684992299
ACH-000576,-0.0074363439796299455
ACH-000579,0.007554579865753769
ACH-000580,-0.002426812668301771
ACH-000584,-0.2087747354604121
ACH-000585,-0.09578809119885474
ACH-000588,-0.15852665315847134
ACH-000589,-0.04799791977801235
ACH-000591,-0.017776212559988572
ACH-000593,0.021531100532348538
ACH-000600,-0.07735725091957618
ACH-000601,-0.20809290875643907
ACH-000605,-0.1351144367589956
ACH-000606,0.03700570366258865
ACH-000608,-0.004940197483289629
ACH-000614,-0.0953857048729045
ACH-000616,-0.04681611655710043
ACH-000618,-0.11943909431474745
ACH-000619,0.14321955444764664
ACH-000620,-0.09256243112003346
ACH-000621,-0.09958295427043984
ACH-000622,-0.006246233045731956
ACH-000623,-0.1178588375339421
ACH-000624,-0.22598352751280165
ACH-000627,-0.2087157066684708
ACH-000630,0.008304090627441104
ACH-000631,0.18916676311708155
ACH-000632,-0.14061828609092966
ACH-000633,-0.06564057077276866
ACH-000637,-0.03664351278979976
ACH-000638,-0.04806137423864877
ACH-000646,-0.28720762000584305
ACH-000647,-0.07813959939259606
ACH-000648,-0.07139247444894281
ACH-000649,-0.12199105197739345
ACH-000651,-0.02492430573546595
ACH-000652,0.07136421656188235
ACH-000653,-0.3372803476252557
ACH-000657,0.08017262434394606
