,ACSM2B (348158)
ACH-000004,0.0649489274462622
ACH-000005,0.3643510965145113
ACH-000007,0.4241835208391656
ACH-000009,0.2666270199159135
ACH-000011,0.11090685444730827
ACH-000012,0.2893745122692339
ACH-000013,0.24274865682019214
ACH-000014,0.3649020792789544
ACH-000015,0.15697462630796616
ACH-000017,0.3696345708800989
ACH-000018,0.2907664896113583
ACH-000019,0.11848228390325738
ACH-000021,0.2112862548145532
ACH-000022,0.2958564379437432
ACH-000025,0.2596239730110792
ACH-000028,0.283656858852246
ACH-000030,0.2670255900094265
ACH-000035,0.32397301050650984
ACH-000036,0.13049474829127286
ACH-000037,0.25842113181819804
ACH-000039,0.21142810822405356
ACH-000040,0.3167725288078689
ACH-000041,0.4430071172655107
ACH-000042,0.23631476528780235
ACH-000045,0.3895735966087273
ACH-000047,0.20560122137858303
ACH-000052,0.2660036438282565
ACH-000053,0.2452382677999583
ACH-000054,0.21023557462546946
ACH-000055,0.3759392567143476
ACH-000060,0.4626111075619187
ACH-000067,0.16265755985639033
ACH-000070,0.3721290280478352
ACH-000075,0.10105142060732526
ACH-000078,0.36701826399774296
ACH-000082,0.22080154157451493
ACH-000085,0.18139512226287
ACH-000086,0.2293604542810929
ACH-000087,0.2239675174358252
ACH-000092,0.30096696508144444
ACH-000095,0.2464142122393472
ACH-000097,0.21335078509425592
ACH-000098,0.1731798855966588
ACH-000099,0.19214147975197104
ACH-000108,0.25618850855042824
ACH-000113,0.2572610719078137
ACH-000116,0.2467177675207195
ACH-000118,0.18453810286976452
ACH-000120,0.18747161514656333
ACH-000123,0.34530880200411296
ACH-000127,0.2303583284980751
ACH-000128,0.2974800208600004
ACH-000132,0.2855331337003044
ACH-000133,0.2616949761067168
ACH-000137,0.20194950692365007
ACH-000138,0.2761452639726478
ACH-000142,0.23151330800711706
ACH-000143,0.20857524709934055
ACH-000146,0.35713184146302057
ACH-000148,0.2241374427682717
ACH-000150,0.2083186631840372
ACH-000152,0.2048694069149601
ACH-000153,0.24532944307626345
ACH-000159,0.3474160779589853
ACH-000160,0.1882141824377862
ACH-000163,0.2170808917276452
ACH-000167,0.2533041390622919
ACH-000168,0.3666842473470614
ACH-000169,0.28353367800491713
ACH-000178,0.0030429715407435114
ACH-000183,0.4465971668510053
ACH-000188,0.30983422659062915
ACH-000189,0.036983778309164175
ACH-000190,0.25369369939597985
ACH-000198,0.2771967173976045
ACH-000203,0.1831171051642149
ACH-000204,0.14013072398916582
ACH-000206,0.4607702354245157
ACH-000207,0.35788252052895786
ACH-000208,0.07770799315212575
ACH-000210,0.2175651843969759
ACH-000211,0.2883218777805981
ACH-000215,0.22240071973586772
ACH-000221,0.2903868142497704
ACH-000222,0.42442317858307377
ACH-000223,0.20971899876062036
ACH-000226,0.13970543301235636
ACH-000227,0.3684534802422332
ACH-000228,0.3571403541126021
ACH-000231,0.3375299306409404
ACH-000232,0.2832320875685503
ACH-000233,0.1392221660882828
ACH-000234,0.27469722381844713
ACH-000235,0.27906583334884993
ACH-000237,0.28103046287011096
ACH-000238,0.3239073735363582
ACH-000242,0.3834774081021371
ACH-000243,0.12800940837875102
ACH-000244,0.4584322954609642
ACH-000246,0.13103611472586313
ACH-000248,0.28022188367476675
ACH-000250,0.2451405263982881
ACH-000251,0.3945959786633244
ACH-000252,0.2299811813221407
ACH-000253,0.31763454620456644
ACH-000255,0.11597107864544105
ACH-000256,0.3421217523672438
ACH-000257,0.3668735073827376
ACH-000258,0.3943741283935942
ACH-000259,0.2317063435858611
ACH-000260,0.17001660850137654
ACH-000261,0.1803062936622997
ACH-000262,0.32559580627161394
ACH-000263,0.06329550276590888
ACH-000264,0.21925817728819985
ACH-000265,0.226173346400172
ACH-000266,0.25599330098804035
ACH-000272,0.21390729082476084
ACH-000274,0.2668466107043505
ACH-000277,0.11943532875392192
ACH-000278,0.2109980972932404
ACH-000279,0.3735288793406568
ACH-000280,0.14440278453218808
ACH-000281,0.2825964990599419
ACH-000288,0.2359251323297297
ACH-000291,0.3474525698650457
ACH-000293,0.2740832704260743
ACH-000294,0.3229279808755833
ACH-000295,0.3541313678959487
ACH-000296,0.1703904002389182
ACH-000302,0.2888869651852937
ACH-000304,0.23250167879932376
ACH-000307,0.2752614504658496
ACH-000308,0.2633004969439333
ACH-000310,0.24122244096704915
ACH-000311,0.2653817839969523
ACH-000312,0.2261855033749885
ACH-000315,0.2837521502798046
ACH-000316,0.2223729339614781
ACH-000317,0.4363481000758584
ACH-000318,0.22388073595459776
ACH-000319,0.2572687101104005
ACH-000320,0.3764934981898193
ACH-000322,0.2021959616847184
ACH-000323,0.27834175126065475
ACH-000324,0.13163346835038967
ACH-000329,0.2372090073393571
ACH-000330,0.1867646352007678
ACH-000331,0.1925973782423963
ACH-000332,0.2025243555579669
ACH-000334,0.2974185676227209
ACH-000335,0.2680783326020777
ACH-000336,0.2126061985519042
ACH-000337,0.20641022950498394
ACH-000338,0.12024302616412412
ACH-000339,0.19447547498754514
ACH-000341,0.18321348185193248
ACH-000348,0.2951643332066613
ACH-000350,0.30556602724674
ACH-000352,0.2789520604924666
ACH-000356,0.5340962504603713
ACH-000361,0.12264634945964735
ACH-000362,0.2289523901028266
ACH-000363,0.2108963080460128
ACH-000364,0.3619193117938427
ACH-000365,0.2390196221422097
ACH-000366,0.2668035610611436
ACH-000368,0.333020233309945
ACH-000374,0.2270879795537005
ACH-000375,0.2239781132705045
ACH-000376,0.34356287213924946
ACH-000381,0.21959999568102795
ACH-000383,0.2374080179621672
ACH-000387,0.251549427171698
ACH-000389,0.3584716702956252
ACH-000390,0.15656901031327844
ACH-000393,0.17617263786567525
ACH-000395,0.3103713850241425
ACH-000396,0.2029795912377244
ACH-000397,0.1703016877766233
ACH-000401,0.2572155627736045
ACH-000402,0.3378111975555689
ACH-000403,0.24350709483404245
ACH-000404,0.3771619509539557
ACH-000406,0.3029406449099867
ACH-000407,0.2391435799611391
ACH-000408,0.19399853219396265
ACH-000410,0.2487860074195921
ACH-000411,0.12216561037541565
ACH-000414,0.2948712911312054
ACH-000415,0.2371823349030009
ACH-000416,0.26700399777089834
ACH-000420,0.2498020659273423
ACH-000421,0.35630171393293625
ACH-000424,0.1232519554221021
ACH-000425,0.15398031022808026
ACH-000426,0.1703973676010514
ACH-000427,0.3814031565191475
ACH-000433,0.28549785796903043
ACH-000435,0.4280949009169865
ACH-000436,0.3632968667139282
ACH-000444,0.2753118462061264
ACH-000445,0.28868671109044497
ACH-000448,0.2488323941950571
ACH-000450,0.25523154890636995
ACH-000452,0.25431229086907114
ACH-000454,0.28953317557131264
ACH-000458,0.19313065412195266
ACH-000459,0.1490055625155951
ACH-000460,0.2547406546082628
ACH-000461,0.20510867953119646
ACH-000463,0.1191404015167474
ACH-000464,0.1647280177990316
ACH-000466,0.1909274632435816
ACH-000467,0.21904294718368628
ACH-000468,0.3182367253869948
ACH-000469,0.2367663859183276
ACH-000470,0.3152824988143865
ACH-000471,0.2490499394944277
ACH-000472,0.2161499089379125
ACH-000473,0.15102672721242327
ACH-000475,0.2553781222356697
ACH-000476,0.184206338630013
ACH-000477,0.2548019909504792
ACH-000479,0.3445394833297871
ACH-000480,0.16427839016053827
ACH-000481,0.2542096580902473
ACH-000483,0.29429213217105826
ACH-000484,0.15307749989964073
ACH-000485,0.25377009726617034
ACH-000486,0.16680807475778378
ACH-000487,0.1669905019360564
ACH-000488,0.2148334968440488
ACH-000490,0.2800965892855111
ACH-000491,0.30433488209760884
ACH-000495,0.3354536424786991
ACH-000496,0.2578624360190422
ACH-000499,0.044012869446527984
