,HOXD11 (3237)
ACH-000004,-0.12923887662411876
ACH-000005,-0.5020011415790167
ACH-000007,-0.08387643540534072
ACH-000009,-0.24330072845816855
ACH-000011,-0.1694555938859912
ACH-000012,-0.2103985888594587
ACH-000013,-0.18906877632702587
ACH-000014,-0.3338033332072146
ACH-000015,-0.10181056287101947
ACH-000017,-0.22147696655062146
ACH-000018,-0.5538107663703307
ACH-000019,-0.10126951941980396
ACH-000021,-0.1532010552007891
ACH-000022,-0.17008172847054087
ACH-000025,-0.1454993376999976
ACH-000028,-0.16151800268239605
ACH-000030,-0.3607205355069963
ACH-000035,-0.05469840131889527
ACH-000036,-0.34025791223595586
ACH-000037,-0.23469650425297894
ACH-000039,-0.17534514026502826
ACH-000040,-0.2930858615289508
ACH-000041,-0.05289200499108716
ACH-000042,-0.3485806111243129
ACH-000045,-0.17309532299007205
ACH-000047,-0.2802595755490482
ACH-000052,-0.3572938174708728
ACH-000053,-0.2851238494366308
ACH-000054,-0.29317143480364016
ACH-000055,-0.2643950785455901
ACH-000060,-0.2803636090761244
ACH-000067,-0.17585561254546828
ACH-000070,-0.17365518400305902
ACH-000075,-0.24187722491354216
ACH-000078,-0.4922987731391164
ACH-000082,-0.19497512124336105
ACH-000085,-0.3921168723358454
ACH-000086,-0.3220930040102899
ACH-000087,-0.4228622033213509
ACH-000092,-0.4276704749313328
ACH-000095,-0.29639264000805843
ACH-000097,-0.21310882088912192
ACH-000098,-0.5219093490352078
ACH-000099,-0.4577303139736592
ACH-000108,-0.27486830633181303
ACH-000113,-0.10887657005179978
ACH-000116,-0.24163764405985266
ACH-000118,-0.1907822567959332
ACH-000120,-0.4385890829600541
ACH-000123,-0.3544808045069433
ACH-000127,-0.2296367686465882
ACH-000128,-0.24098117981909895
ACH-000132,-0.2478166424719749
ACH-000133,-0.09127307879105384
ACH-000137,-0.15566443437488212
ACH-000138,-0.16732869826266586
ACH-000142,-0.13525009210352593
ACH-000143,-0.4784640986483706
ACH-000146,-0.1953637328564176
ACH-000148,-0.17780386217214636
ACH-000150,0.009928174520562036
ACH-000152,-0.34861617140307377
ACH-000153,-0.13512116015306064
ACH-000159,-0.2751586455032358
ACH-000160,-0.3945491185490041
ACH-000163,-0.16171247535535052
ACH-000167,-0.3361421703474605
ACH-000168,-0.2096883412627364
ACH-000169,-0.2228722777267956
ACH-000178,-0.2693140197769626
ACH-000183,-0.1275087439057625
ACH-000188,-0.13434018019768684
ACH-000189,0.02511280673294609
ACH-000190,-0.18060584367218185
ACH-000198,-0.041265807605680535
ACH-000203,-0.13754808047363967
ACH-000204,-0.4097080394230559
ACH-000206,-0.1552787191583725
ACH-000207,-0.25992126303491964
ACH-000208,-0.1491597716645007
ACH-000210,0.06953586156488056
ACH-000211,-0.2167735612007841
ACH-000215,-0.16535905541059345
ACH-000221,-0.1018781377970906
ACH-000222,-0.23355801412729385
ACH-000223,-0.1845708224046146
ACH-000226,-0.38919719914795614
ACH-000227,-0.23819814696678154
ACH-000228,-0.12253720645884104
ACH-000231,-0.3011067857085006
ACH-000232,-0.22520289387559506
ACH-000233,-0.2526587183753387
ACH-000234,-0.5495321848223527
ACH-000235,-0.2029505657552814
ACH-000237,-0.4005943282760378
ACH-000238,-0.1729964766528195
ACH-000242,-0.3386044511430332
ACH-000243,-0.1966455262141984
ACH-000244,-0.20951399148098052
ACH-000246,-0.22156754423463554
ACH-000248,-0.1716079256965411
ACH-000250,-0.1599632288612295
ACH-000251,-0.07518964351383292
ACH-000252,-0.42463039113279627
ACH-000253,-0.2229606020596456
ACH-000255,-0.2438756782055229
ACH-000256,-0.19282381887304714
ACH-000257,-0.06227967331972985
ACH-000258,-0.19824653258638275
ACH-000259,-0.17915925990316228
ACH-000260,-0.28459893900111205
ACH-000261,-0.10215989860410522
ACH-000262,-0.058698474748787186
ACH-000263,-0.367232997151539
ACH-000264,-0.13360035945046206
ACH-000265,-0.17866511414091926
ACH-000266,-0.19113431713946108
ACH-000272,-0.1299892932773388
ACH-000274,-0.3585299913484807
ACH-000277,-0.2775864461713357
ACH-000278,-0.43043083942598304
ACH-000279,-0.3590293865038084
ACH-000280,-0.12474996750582915
ACH-000281,-0.30900625809313315
ACH-000288,-0.1781403050901992
ACH-000291,-0.3642206763658117
ACH-000293,-0.26741890712102
ACH-000294,-0.1859976300217369
ACH-000295,-0.1428750765627105
ACH-000296,-0.4004997826674827
ACH-000302,-0.1683231095193657
ACH-000304,-0.2477386060994876
ACH-000307,-0.24495688218934125
ACH-000308,-0.22327283443258614
ACH-000310,-0.3806809037967466
ACH-000311,-0.0832128379221093
ACH-000312,-0.30694526794654364
ACH-000315,-0.30673291988383355
ACH-000316,-0.15492729735830452
ACH-000317,-0.39458611393159504
ACH-000318,-0.2554697420336458
ACH-000319,-0.3830441156127327
ACH-000320,-0.13156286477651372
ACH-000322,-0.2776807740601007
ACH-000323,-0.20277355684850015
ACH-000324,-0.1392091944690501
ACH-000329,-0.3117463460603472
ACH-000330,-0.21203633109063555
ACH-000331,-0.3991719044622272
ACH-000332,-0.17961111556060175
ACH-000334,0.035113446511326064
ACH-000335,-0.20835104796384607
ACH-000336,-0.06859401289190517
ACH-000337,-0.2865785707894662
ACH-000338,-0.010997461075018058
ACH-000339,-0.3930765096904297
ACH-000341,-0.35518181351839945
ACH-000348,-0.1461625583876645
ACH-000350,-0.3009948621833152
ACH-000352,-0.1819743332901144
ACH-000356,-0.488050894149194
ACH-000361,-0.0357760863839179
ACH-000362,-0.14640874682276936
ACH-000363,-0.2603046938129461
ACH-000364,-0.32395739766510484
ACH-000365,-0.2502448817079049
ACH-000366,-0.2016423068970448
ACH-000368,-0.2434015688757684
ACH-000374,-0.0896735631765112
ACH-000375,-0.1877364886861287
ACH-000376,-0.3521270260990921
ACH-000381,-0.21630279001552005
ACH-000383,-0.2986292242109326
ACH-000387,-0.1685177935249464
ACH-000389,-0.3826931363242417
ACH-000390,-0.2548611800882063
ACH-000393,-0.20790100208042125
ACH-000395,-0.3051481162638988
ACH-000396,-0.22170166511047665
ACH-000397,-0.17384368707908046
ACH-000401,-0.22287473045246312
ACH-000402,-0.29429061003358475
ACH-000403,-0.2582551412237151
ACH-000404,-0.5004178126545297
ACH-000406,-0.26320357313802245
ACH-000407,-0.4029774611711671
ACH-000408,0.016088905110388328
ACH-000410,-0.23976154639644706
ACH-000411,-0.18358752930881886
ACH-000414,-0.08858428477331819
ACH-000415,-0.3145437616096234
ACH-000416,-0.22866937653602706
ACH-000420,-0.03683443870552579
ACH-000421,-0.2646580250539617
ACH-000424,-0.2949347601159148
ACH-000425,-0.3616959523459806
ACH-000426,-0.15570338840033862
ACH-000427,-0.22711939716851956
ACH-000433,-0.190768832517114
ACH-000435,-0.05168986573704466
ACH-000436,-0.1174916506865881
ACH-000444,-0.14783439831641454
ACH-000445,-0.28221683909897555
ACH-000448,-0.20863666411143705
ACH-000450,-0.4929447878043118
ACH-000452,-0.2372081681619121
ACH-000454,-0.05690571941911263
ACH-000458,-0.022605372863926304
ACH-000459,-0.16081610199494287
ACH-000460,-0.14113361508457456
ACH-000461,-0.3449594267561135
ACH-000463,-0.340458061412247
ACH-000464,-0.4652893785355242
ACH-000466,-0.0012011544174147413
ACH-000467,-0.3525368355267016
ACH-000468,-0.5398859636490798
ACH-000469,-0.1876850683695254
ACH-000470,-0.13072221813536253
ACH-000471,-0.17599307758008936
ACH-000472,-0.21151439138804407
ACH-000473,-0.2978276164726402
ACH-000475,-0.3241113551245133
ACH-000476,-0.17033911749171626
ACH-000477,-0.1134940183854848
ACH-000479,-0.22118525654093968
ACH-000480,-0.2759030463351061
ACH-000481,-0.25393984216158955
ACH-000483,-0.14736883613602272
ACH-000484,-0.4045311171146159
ACH-000485,-0.22852346724460276
ACH-000486,-0.2798755441103433
ACH-000487,-0.3425710213331136
ACH-000488,-0.12238976993287574
ACH-000490,-0.16762526225335794
ACH-000491,-0.4533812871911298
ACH-000495,-0.06898177885115918
ACH-000496,-0.2428602098839005
ACH-000499,0.03246056212135552
ACH-000500,0.1432649812216379
ACH-000502,-0.2972590330442748
ACH-000503,-0.4951494472399244
ACH-000505,-0.2473033148956699
ACH-000507,-0.1799929253227059
ACH-000510,-0.1752503178849193
ACH-000511,-0.2305035260820158
ACH-000512,-0.2895658771998815
ACH-000516,-0.13573987749418515
ACH-000517,-0.19177609455316924
ACH-000518,-0.08230465615491453
ACH-000520,-0.11798269283540486
ACH-000521,-0.4589104306011388
ACH-000522,-0.3015404526245097
ACH-000524,-0.2684667293161493
ACH-000527,-0.20854520475884475
ACH-000528,-0.2233732871534012
ACH-000537,-0.3239931010859945
ACH-000541,-0.3403829204043046
ACH-000542,-0.15944394167054782
ACH-000544,-0.16768939200001387
ACH-000545,-0.18419899385612154
ACH-000547,-0.09651398822126857
ACH-000548,-0.16191876889037393
ACH-000549,-0.20753638332904115
ACH-000550,-0.2435201148536805
ACH-000552,-0.2342038754162715
ACH-000556,-0.05165244842840408
ACH-000557,-0.41437121570994223
ACH-000569,-0.3768042295461227
ACH-000570,-0.18833608076293093
ACH-000571,-0.18858191287550968
ACH-000573,-0.2720102583036331
ACH-000576,-0.17128941548868729
ACH-000579,-0.2807228664636382
ACH-000580,-0.3202119919167204
ACH-000584,-0.195664746770624
ACH-000585,-0.16541330138190835
ACH-000588,-0.05476906485662082
ACH-000589,-0.30668883880560266
ACH-000591,-0.3564205901077768
ACH-000593,-0.2461937744523129
ACH-000600,-0.15593410433225532
ACH-000601,-0.25629539104992616
ACH-000605,-0.483307096500509
ACH-000606,-0.2477818500526125
ACH-000608,-0.3410506812961979
ACH-000614,-0.27802872205737483
ACH-000616,-0.3639488012975187
ACH-000618,-0.050310136679990416
ACH-000619,-0.123398003882158
ACH-000620,-0.14822750674630966
ACH-000621,-0.2318826533156653
ACH-000622,-0.2157264701534289
ACH-000623,-0.3351305729400584
ACH-000624,-0.14595507560091533
ACH-000627,-0.3120505217478509
ACH-000630,-0.219578616617423
ACH-000631,-0.044968265352900286
ACH-000632,-0.11393892231809075
ACH-000633,-0.1715487613780016
ACH-000637,-0.15752190636974986
ACH-000638,-0.1496190565315961
ACH-000646,-0.20677106903062176
ACH-000647,-0.16569167075940688
ACH-000648,-0.4757665326257578
ACH-000649,-0.12339683303894936
ACH-000651,-0.17277446950216233
ACH-000652,-0.21805930996606385
ACH-000653,-0.11731981554248705
ACH-000657,-0.1866508435344176
ACH-000658,-0.1723590976725984
ACH-000661,-0.24217261054665398
ACH-000662,-0.5649468769273661
ACH-000663,-0.4612388611431688
ACH-000665,-0.3172601299433821
ACH-000671,-0.14085917854234736
ACH-000672,-0.10098906413257393
ACH-000673,-0.20800615610258386
ACH-000676,-0.14474009895834586
ACH-000677,-0.2230006776906339
ACH-000681,-0.11377188544929165
ACH-000683,-0.1948813194037572
ACH-000684,-0.20630013845794828
ACH-000688,-0.6021799230354745
ACH-000693,-0.20090042421676574
ACH-000694,-0.2168730354658955
