,SPATA31E1 (286234)
ACH-000004,0.17838394156477938
ACH-000005,0.16820115144189893
ACH-000007,0.17115286123367765
ACH-000009,0.19615309439329665
ACH-000011,0.17005815230714202
ACH-000012,0.06666221124907254
ACH-000013,0.03771822966246786
ACH-000014,0.19659042771204133
ACH-000015,0.010614522061738834
ACH-000017,0.28956267961319465
ACH-000018,0.13683592005707534
ACH-000019,0.31079741071747363
ACH-000021,0.16692734215606367
ACH-000022,0.189013579809687
ACH-000025,0.19370189947999775
ACH-000028,0.21920208017723675
ACH-000030,0.1362175227697393
ACH-000035,0.06977007678014631
ACH-000036,0.26533216691019024
ACH-000037,0.1569539028904986
ACH-000039,0.20484107960239756
ACH-000040,0.14855484106619635
ACH-000041,0.04758817444644809
ACH-000042,0.1637612920069226
ACH-000045,0.07360131032192914
ACH-000047,0.1609012835316184
ACH-000052,0.0012605422216096414
ACH-000053,0.16622794718943315
ACH-000054,0.17361710710413905
ACH-000055,-0.0041319050226149776
ACH-000060,0.18352350342055548
ACH-000067,0.16509266242398138
ACH-000070,0.08586699452654813
ACH-000075,0.25463533097804797
ACH-000078,0.1851187403977816
ACH-000082,0.1370580941882015
ACH-000085,0.059112208051813324
ACH-000086,0.17995456915467842
ACH-000087,0.10790572401336802
ACH-000092,0.21069117722204692
ACH-000095,0.245937649147772
ACH-000097,0.0928786830324684
ACH-000098,0.2892816365098575
ACH-000099,0.2464084560321117
ACH-000108,0.15844405872863312
ACH-000113,0.16571298843270907
ACH-000116,0.2499057291253254
ACH-000118,0.14978899978864332
ACH-000120,0.21944643246238268
ACH-000123,0.13390659223518098
ACH-000127,0.17191559664572872
ACH-000128,0.1546266649408352
ACH-000132,0.17724223532079406
ACH-000133,0.2156069628040088
ACH-000137,0.21684383869798565
ACH-000138,0.2525370651075817
ACH-000142,0.1544536237972965
ACH-000143,0.22272880497329486
ACH-000146,0.2010181469818436
ACH-000148,0.12778923899781214
ACH-000150,0.19792227646406935
ACH-000152,0.16834772511343182
ACH-000153,0.1274301307283273
ACH-000159,0.11566077559311776
ACH-000160,0.21992040835125776
ACH-000163,0.21745812489823155
ACH-000167,0.513052122849037
ACH-000168,0.20500312988040292
ACH-000169,0.12393836784147448
ACH-000178,0.14898416509179768
ACH-000183,0.04373659250580599
ACH-000188,0.1807609925144361
ACH-000189,-0.06894034039690859
ACH-000190,-0.00461483977673104
ACH-000198,0.14565978993737427
ACH-000203,0.0978237510336564
ACH-000204,0.2098343196154792
ACH-000206,0.2073450385211881
ACH-000207,0.2566457650112001
ACH-000208,0.3086436780139567
ACH-000210,0.3827923997501375
ACH-000211,0.220324745677778
ACH-000215,0.11404673848778045
ACH-000221,0.2539701042855362
ACH-000222,0.2020325315054532
ACH-000223,0.11116170189371803
ACH-000226,0.23023150368964604
ACH-000227,0.13187031974944016
ACH-000228,0.1224014873432672
ACH-000231,0.2391531150936168
ACH-000232,0.2020446096775408
ACH-000233,0.2196865709743163
ACH-000234,0.2083010584134893
ACH-000235,0.15302401606379618
ACH-000237,0.04438147135246431
ACH-000238,0.1946683795295187
ACH-000242,0.10960772609931872
ACH-000243,0.24935960871793464
ACH-000244,0.13448075682650162
ACH-000246,0.19428073743939875
ACH-000248,0.08749975155659817
ACH-000250,0.14213226547451954
ACH-000251,0.07954563196505866
ACH-000252,0.12342451002617512
ACH-000253,0.2390931902566848
ACH-000255,0.05028794595364505
ACH-000256,0.1500680898957915
ACH-000257,0.10081633356748276
ACH-000258,0.18294115270590547
ACH-000259,0.10630071812473807
ACH-000260,0.18754093940167232
ACH-000261,0.14034836478584234
ACH-000262,0.06065440803224718
ACH-000263,0.1582926760363799
ACH-000264,0.0940131108292962
ACH-000265,0.24644819725551664
ACH-000266,0.13140055081263707
ACH-000272,0.20790969279691052
ACH-000274,0.1593545069328167
ACH-000277,0.15748257294299692
ACH-000278,0.09356503945385224
ACH-000279,0.2698843554839118
ACH-000280,0.16404575998328938
ACH-000281,0.2440816588952016
ACH-000288,0.26480525154034384
ACH-000291,0.25854287125095904
ACH-000293,0.09853165402048383
ACH-000294,0.1298471652651528
ACH-000295,0.15846090051932732
ACH-000296,0.2076774877294192
ACH-000302,0.2474648547395296
ACH-000304,0.0920936898380137
ACH-000307,0.19821359751544845
ACH-000308,0.17534769504829192
ACH-000310,0.23194654566084064
ACH-000311,0.012355869396130727
ACH-000312,0.2098559152986927
ACH-000315,0.2858552375760305
ACH-000316,0.15361421105777312
ACH-000317,0.04556233433486191
ACH-000318,0.11281813209042052
ACH-000319,0.13952708776684455
ACH-000320,0.14050621715057635
ACH-000322,0.1097279794398248
ACH-000323,0.3195310989691746
ACH-000324,0.1365361094396763
ACH-000329,0.1963681136707059
ACH-000330,0.20926572462341325
ACH-000331,0.15351433133731412
ACH-000332,0.2034191018113947
ACH-000334,0.15805299148540786
ACH-000335,-0.018857685190235427
ACH-000336,-0.06836931399327739
ACH-000337,0.17293345020981332
ACH-000338,-0.3213390696706295
ACH-000339,0.12431065118320092
ACH-000341,0.1901087090316484
ACH-000348,0.16659345735959386
ACH-000350,0.17987435672428634
ACH-000352,0.2135238891360107
ACH-000356,0.06507354170477687
ACH-000361,0.193098299475418
ACH-000362,0.17760302177023204
ACH-000363,0.1637901788127522
ACH-000364,0.1160235234821542
ACH-000365,0.2145378377892644
ACH-000366,0.1650528944104723
ACH-000368,0.22814812438693985
ACH-000374,0.21141960104261548
ACH-000375,0.14403470396461202
ACH-000376,0.07651906839063792
ACH-000381,0.2390912806414572
ACH-000383,0.1990062561758906
ACH-000387,0.16442042112694913
ACH-000389,0.07197782612799926
ACH-000390,0.01922810539949467
ACH-000393,0.1582341531179035
ACH-000395,0.0368137123708204
ACH-000396,-0.05764604055641325
ACH-000397,0.13689361103828446
ACH-000401,0.1997806414400471
ACH-000402,0.5301904961035621
ACH-000403,0.14073750609188654
ACH-000404,0.22005814498938112
ACH-000406,0.17397270538707185
ACH-000407,0.07224414456810986
