,LMTK2 (22853)
ACH-000004,0.17017285847142452
ACH-000005,-0.057389258028636925
ACH-000007,-0.12735424795885678
ACH-000009,-0.18164307234247454
ACH-000011,-0.03245162847594733
ACH-000012,-0.2857163209676487
ACH-000013,-0.11220911709690708
ACH-000014,-0.3210967174597379
ACH-000015,-0.12991801537937098
ACH-000017,-0.07176562493879349
ACH-000018,-0.06881111160295485
ACH-000019,-0.016707686116892127
ACH-000021,-0.2622050676204379
ACH-000022,-0.08569347538835136
ACH-000025,0.022503939937629582
ACH-000028,-0.19678976642940751
ACH-000030,-0.03709193746074239
ACH-000035,-0.2369155367411814
ACH-000036,-0.003852373391061671
ACH-000037,-0.18228500247681628
ACH-000039,-0.2462859277046184
ACH-000040,-0.0975035505851899
ACH-000041,-0.15866291229613194
ACH-000042,-0.1968433136494476
ACH-000045,-0.029378332537705887
ACH-000047,-0.2597957195482257
ACH-000052,0.009693688529327386
ACH-000053,-0.17192755820158048
ACH-000054,-0.01918546784948507
ACH-000055,-0.210817878853306
ACH-000060,-0.19279900184344326
ACH-000067,-0.23971466777899605
ACH-000070,-0.1234881251519286
ACH-000075,-0.05990454333652723
ACH-000078,-0.04767642070914448
ACH-000082,-0.09275056571236966
ACH-000085,-0.2174534187132325
ACH-000086,-0.04845533006898178
ACH-000087,-0.1369490224136313
ACH-000092,-0.1463730275688193
ACH-000095,-0.20527040904876195
ACH-000097,-0.1537047236490144
ACH-000098,-0.15936196575540326
ACH-000099,-0.14238075366971276
ACH-000108,-0.15979899378613002
ACH-000113,0.03220503544782133
ACH-000116,-0.2320752863653361
ACH-000118,0.03047132210598553
ACH-000120,-0.06922093580364262
ACH-000123,-0.1852957376620198
ACH-000127,-0.029864096384229342
ACH-000128,-0.0546816684800767
ACH-000132,-0.200096737836005
ACH-000133,-0.002717972297867053
ACH-000137,-0.17661054835416268
ACH-000138,0.03323940724348187
ACH-000142,-0.2886802006516697
ACH-000143,-0.0846826023438072
ACH-000146,-0.030734450948832263
ACH-000148,-0.2106829825387648
ACH-000150,-0.059430880092903524
ACH-000152,-0.04378529193432592
ACH-000153,0.14379649844126086
ACH-000159,-0.09609879964901084
ACH-000160,-0.1739272851747967
ACH-000163,0.06203019914086176
ACH-000167,-0.39829999564313096
ACH-000168,0.025554146109659916
ACH-000169,-0.1502213687235019
ACH-000178,-0.07527167053455662
ACH-000183,-0.0980969279101296
ACH-000188,-0.11185006958571504
ACH-000189,-0.09283370459524674
ACH-000190,-0.16933981399038225
