,RNASE13 (440163)
ACH-000004,-0.2182285958975828
ACH-000005,-0.04950410162326604
ACH-000007,-0.21828263835698045
ACH-000009,-0.2487432345832473
ACH-000011,-0.06624967644126119
ACH-000012,-0.3384571305385581
ACH-000013,-0.2233994959615356
ACH-000014,-0.13906954653472686
ACH-000015,-0.12332334189541536
ACH-000017,-0.4634449765667466
ACH-000018,-0.10925401841514644
ACH-000019,-0.11727268096524256
ACH-000021,-0.2176704897195678
ACH-000022,-0.2481994732712157
ACH-000025,-0.17258251257765192
ACH-000028,-0.13890871222395895
ACH-000030,-0.2584086888165188
ACH-000035,-0.2997210163730225
ACH-000036,-0.15825499591374462
ACH-000037,-0.19106013844344336
ACH-000039,-0.2009456259086244
ACH-000040,-0.17753946206183793
ACH-000041,-0.2452299905193957
ACH-000042,-0.0962829459700431
ACH-000045,-0.16570794440697506
ACH-000047,-0.2925699620373653
ACH-000052,-0.09688385729198318
ACH-000053,-0.16533417245003704
ACH-000054,-0.12632420128807914
ACH-000055,-0.38066928911841424
ACH-000060,-0.23813806386433256
ACH-000067,-0.13966120669971585
ACH-000070,-0.2937429191384514
ACH-000075,-0.10144986237780992
ACH-000078,-0.07949301384690602
ACH-000082,-0.05105023242537717
ACH-000085,-0.05171846092800198
ACH-000086,-0.1180137957923542
ACH-000087,-0.04128270356461948
ACH-000092,-0.215960427266212
ACH-000095,-0.25315347216392625
ACH-000097,-0.3100286087132076
ACH-000098,-0.17448255516482158
ACH-000099,-0.06404576514039262
ACH-000108,-0.13053088255298784
ACH-000113,-0.2932679075508357
ACH-000116,-0.14296574418020028
ACH-000118,-0.31114051244405505
ACH-000120,-0.1937698323912795
ACH-000123,-0.3116069594807205
ACH-000127,-0.21862503743364528
ACH-000128,-0.22455943150443
ACH-000132,-0.16584322608829866
ACH-000133,-0.2042579448084081
ACH-000137,-0.1918188199155639
ACH-000138,-0.2427135543705172
ACH-000142,-0.2597241235963635
ACH-000143,-0.31118926206989433
ACH-000146,-0.1819855250898869
ACH-000148,-0.2619246435762875
ACH-000150,-0.1786114507820028
ACH-000152,-0.21027181928155175
ACH-000153,-0.4030239373209328
ACH-000159,-0.26265055024657125
ACH-000160,-0.3541326008711877
ACH-000163,-0.1884208262975135
ACH-000167,0.1878115005711048
ACH-000168,-0.23326178112750884
ACH-000169,-0.2346187508283521
ACH-000178,-0.07950115352914096
ACH-000183,-0.3489940016509636
ACH-000188,-0.13207358168773548
ACH-000189,-0.4559489726887049
ACH-000190,-0.2917968442009595
ACH-000198,-0.1822329697804156
ACH-000203,0.13100978945556532
ACH-000204,-0.23738784428867865
ACH-000206,-0.32016646451471004
ACH-000207,-0.06845930240387925
ACH-000208,-0.2000253514628629
ACH-000210,-0.15697452652138236
ACH-000211,-0.19029406116125688
ACH-000215,-0.19775609405416256
ACH-000221,-0.3102099448527576
ACH-000222,-0.23629683601243595
ACH-000223,-0.007309918671548345
ACH-000226,-0.24515482310589615
ACH-000227,-0.15251204494635984
ACH-000228,-0.41884606030700655
ACH-000231,-0.1592919687494832
ACH-000232,-0.21085022506834813
ACH-000233,-0.1389872748296776
ACH-000234,-0.1784777641841635
ACH-000235,-0.14408840621087862
