,CGRRF1 (10668)
ACH-000004,-0.05198750887577858
ACH-000005,0.21328055597718032
ACH-000007,-0.027513045280543626
ACH-000009,-0.11439971362706232
ACH-000011,0.044099086871515536
ACH-000012,0.016039602391752148
ACH-000013,-0.05038514539073999
ACH-000014,-0.024126957292861892
ACH-000015,-0.06619114465975183
ACH-000017,0.047308583309196524
ACH-000018,-0.08520083686378974
ACH-000019,-0.05008649392351455
ACH-000021,0.0025107736362797637
ACH-000022,-0.02486335654640787
ACH-000025,-0.08003474534383187
ACH-000028,-0.015657150687033043
ACH-000030,-0.12832276964190978
ACH-000035,-0.011465278899448214
ACH-000036,-0.0421274627568665
ACH-000037,0.007226536816449774
ACH-000039,0.00705995054542492
ACH-000040,-0.0477599085934451
ACH-000041,-0.0520789127783771
ACH-000042,0.029636318244263868
ACH-000045,-0.08581232640494793
ACH-000047,-0.1825516273046149
ACH-000052,0.09651774455191142
ACH-000053,-0.02945262344410922
ACH-000054,-0.007743356258041575
ACH-000055,0.18079965845233675
ACH-000060,-0.1381392635493426
ACH-000067,0.1377848025946001
ACH-000070,-0.08405104600050133
ACH-000075,-0.15099769099810406
ACH-000078,-0.09117738938324613
ACH-000082,-0.1445928474439624
ACH-000085,-0.007301646701974744
ACH-000086,-0.05104355427156732
ACH-000087,0.3456017419977089
ACH-000092,-0.12252390753289487
ACH-000095,-0.11477903859664612
ACH-000097,-0.12410990234101085
ACH-000098,-0.03398554781927185
ACH-000099,0.0008073266722359912
ACH-000108,-0.060135281119817086
ACH-000113,-0.06759846050192225
ACH-000116,0.07835874918134347
ACH-000118,-0.0815774460088348
ACH-000120,0.059921331894595614
ACH-000123,-0.13763564244263196
ACH-000127,-0.037941487185455286
ACH-000128,-0.0870231306677192
ACH-000132,0.05229304142256138
ACH-000133,-0.08450499330441168
ACH-000137,-0.00027988177976686544
ACH-000138,-0.1032581812354477
ACH-000142,0.072029279093849
ACH-000143,-0.2617237066920537
ACH-000146,-0.09255060838738594
ACH-000148,-0.025571282452913367
ACH-000150,-0.015078568353399675
ACH-000152,-0.106783896296419
ACH-000153,-0.08230740766251954
ACH-000159,-0.045028691245837575
ACH-000160,-0.11334693435338172
ACH-000163,-0.07333903240557225
ACH-000167,-0.3368985657524763
ACH-000168,-0.08700719182040895
ACH-000169,-0.02472889528372331
ACH-000178,0.06063574056231246
ACH-000183,-0.033829861816173916
ACH-000188,-0.025767248051383675
ACH-000189,0.08804477668925424
ACH-000190,0.15596165407181528
ACH-000198,-0.12520308522376966
ACH-000203,-0.03373212392966591
ACH-000204,-0.13335642617521826
ACH-000206,-0.140750295122013
ACH-000207,-0.16597106492495747
ACH-000208,-0.1621665474766816
ACH-000210,-0.1070695421499588
ACH-000211,-0.19838966337243774
ACH-000215,-0.011648053156444885
ACH-000221,-0.05103137731508056
ACH-000222,-0.014561606715384647
ACH-000223,-0.183510502687238
ACH-000226,-0.06965642076350362
ACH-000227,-0.02091824454872365
ACH-000228,-0.020688937869694463
ACH-000231,-0.0044995748703308795
ACH-000232,-0.12278801436837047
ACH-000233,0.018375718672200714
ACH-000234,0.058447339590210985
ACH-000235,-0.01735394165593618
ACH-000237,0.06556310816375746
ACH-000238,-0.2738587153309514
ACH-000242,0.1809669120279936
ACH-000243,-0.12451728142358295
ACH-000244,-0.08868294534519963
ACH-000246,-0.10881950458339257
ACH-000248,-0.021350755361425302
ACH-000250,-0.034163428988457166
ACH-000251,-0.012938067413061936
ACH-000252,-0.11135892323047034
ACH-000253,0.006898106219801582
ACH-000255,-0.07425035371030386
ACH-000256,-0.11939668781587295
ACH-000257,-0.20138444164264185
ACH-000258,-0.050944587551482894
ACH-000259,-0.004748764693020019
ACH-000260,-0.06368956124492417
ACH-000261,-0.15832771651333055
ACH-000262,-0.05574561408234098
ACH-000263,0.19993689936284775
ACH-000264,-0.012219936790965698
ACH-000265,0.06411182201453645
ACH-000266,-0.049144359655201836
ACH-000272,-0.003626028164640028
ACH-000274,-0.034402449164522945
ACH-000277,-0.10070358127344876
ACH-000278,-0.013139376986843991
ACH-000279,-0.15218892348311813
ACH-000280,-0.01754420706567137
ACH-000281,0.07565375650042573
ACH-000288,-0.05690268831232932
ACH-000291,0.037765914228676686
ACH-000293,-0.14669602222356554
ACH-000294,-0.08728762056953032
ACH-000295,0.051411824136221564
ACH-000296,-0.035967777822163836
ACH-000302,0.04618091327261308
ACH-000304,-0.11676308970250532
ACH-000307,0.005763339381920265
ACH-000308,-0.040266229262899716
ACH-000310,-0.17717265365450313
ACH-000311,0.060470258608418585
ACH-000312,0.03039722153647078
ACH-000315,-0.2548599665289191
ACH-000316,-0.016879736304471225
ACH-000317,-0.14830092590613228
ACH-000318,0.0005811651736392824
ACH-000319,-0.09366259912395024
ACH-000320,0.04552070046956815
ACH-000322,-0.100530842154388
ACH-000323,-0.03614883054122543
ACH-000324,-0.05249179798510289
ACH-000329,-0.08750042141106848
ACH-000330,0.03299950963142658
ACH-000331,0.09582653040947928
ACH-000332,-0.046164866343738925
ACH-000334,-0.2158163397889367
ACH-000335,0.13784898894462153
ACH-000336,-0.056013637931715904
ACH-000337,-0.1694764159707708
ACH-000338,0.3215977489420662
ACH-000339,-0.15419345905313386
ACH-000341,-0.14182179622881647
ACH-000348,-0.10955242614530007
ACH-000350,-0.08227522904794196
ACH-000352,-0.06014165813663407
ACH-000356,-0.06638831028344468
ACH-000361,0.0040569688141269865
ACH-000362,-0.06077054116672007
ACH-000363,0.045923699504478506
ACH-000364,-0.07439187516903742
ACH-000365,-0.04342510411342135
ACH-000366,-0.05285635776044465
ACH-000368,-0.08445621185065619
ACH-000374,-0.07210066229952031
ACH-000375,0.0027213890189559387
ACH-000376,-0.16688958925516614
ACH-000381,0.12041735329686648
ACH-000383,-0.061806803224733774
ACH-000387,0.10486484855057626
ACH-000389,-0.1276330754235519
ACH-000390,-0.022530484579007016
ACH-000393,-0.11929748827691175
ACH-000395,-0.10189234058210336
ACH-000396,-0.31621664351144035
ACH-000397,0.018118398991890862
ACH-000401,-0.018164583590299595
ACH-000402,-0.15278813359496782
ACH-000403,-0.08146140978510856
ACH-000404,0.013591860280842213
ACH-000406,-0.06825987142801901
ACH-000407,0.019788213194768128
ACH-000408,-0.027054268623844944
ACH-000410,-0.016481192387218655
ACH-000411,-0.10109076833013893
ACH-000414,0.05015033811418602
ACH-000415,-0.046272165651677584
ACH-000416,-0.016762125641655003
ACH-000420,0.18007702758204427
ACH-000421,-0.012445844360948671
ACH-000424,0.08127473433770294
ACH-000425,-0.06070163971807361
ACH-000426,0.04073914553708991
ACH-000427,-0.06581223704506928
ACH-000433,0.00018274531594670575
ACH-000435,-0.05082929444097674
ACH-000436,-0.005530933693367796
ACH-000444,0.04869661444764655
ACH-000445,-0.22291541108898888
ACH-000448,-0.0723032315828141
ACH-000450,-0.22534284712930405
ACH-000452,-0.018470923395917438
ACH-000454,-0.054647006598813434
ACH-000458,-0.16253049815386894
ACH-000459,0.010311958701779412
ACH-000460,-0.10424471125949496
ACH-000461,-0.031655421288684184
ACH-000463,-0.05721670448669172
ACH-000464,-0.006983454667748848
ACH-000466,-0.06399634746200973
ACH-000467,-0.1514526262454826
ACH-000468,-0.07102157414486486
ACH-000469,-0.00650689429738569
ACH-000470,-0.1500664605151703
ACH-000471,0.05257538216384272
ACH-000472,-0.09970290391091964
ACH-000473,0.08924659714198951
ACH-000475,-0.1193114128526277
ACH-000476,-0.11906760869504142
ACH-000477,-0.24579292128556016
ACH-000479,-0.13658270925307972
ACH-000480,-0.022300114174385804
ACH-000481,-0.2873540214415367
ACH-000483,-0.09762439752795128
ACH-000484,-0.1304188672337101
ACH-000485,-0.03522535819720018
ACH-000486,-0.061693309320647524
ACH-000487,0.14652200197431056
ACH-000488,-0.06452095825322733
ACH-000490,-0.08250370125398374
ACH-000491,-0.06890104237679255
ACH-000495,-0.17597817993877718
ACH-000496,0.0941409187218698
ACH-000499,-0.05746408693855145
ACH-000500,0.0907869795623734
ACH-000502,0.031886355018779185
ACH-000503,-0.1259325426265473
ACH-000505,-0.14788584278533595
ACH-000507,-0.3090616107545376
ACH-000510,-0.010271399895284958
ACH-000511,-0.04166098976514805
