,ZC3H6 (376940)
ACH-000004,-0.005241234503299936
ACH-000005,0.04594668975652947
ACH-000007,0.1145144021362142
ACH-000009,0.08922249831662965
ACH-000011,-0.18019191412401034
ACH-000012,0.06495885477457493
ACH-000013,-0.06413636614028502
ACH-000014,-0.046076207973680235
ACH-000015,0.04852455644842611
ACH-000017,0.034550029793255166
ACH-000018,0.17099475177725287
ACH-000019,0.061440329495353524
ACH-000021,0.14633240801056627
ACH-000022,0.04607135164586877
ACH-000025,-0.12182542641165675
ACH-000028,0.02208152181498816
ACH-000030,0.005171271265335369
ACH-000035,-0.23841163082496816
ACH-000036,0.11727029496567055
ACH-000037,-0.0415830737227493
ACH-000039,-0.02423233944783241
ACH-000040,0.01809800159996787
ACH-000041,0.11982337090913625
ACH-000042,0.06198352907285148
ACH-000045,0.06820038094312092
ACH-000047,0.00035357214972487586
ACH-000052,-0.0507427782560727
ACH-000053,0.014004229669719091
ACH-000054,0.028197628295475424
ACH-000055,-0.03136958938668729
ACH-000060,0.0525151352635869
ACH-000067,0.08077806766267398
ACH-000070,-0.02731351541540272
ACH-000075,0.024840991198744614
ACH-000078,0.04117809595020271
ACH-000082,0.0835930451256371
ACH-000085,-0.027520201496723115
ACH-000086,-0.027139911479105973
ACH-000087,0.04188216542247868
ACH-000092,-0.13280456411015618
ACH-000095,0.0320185364894162
ACH-000097,0.030194571250486343
ACH-000098,-0.09867964737474036
ACH-000099,-0.009101862991636902
ACH-000108,-0.01352048933668772
ACH-000113,-0.14754310407625673
ACH-000116,-0.07163803829940286
ACH-000118,0.02258733601368833
ACH-000120,-0.06578541559709976
ACH-000123,-0.026130406072963675
ACH-000127,-0.016955462914479715
ACH-000128,-0.03257838193194136
ACH-000132,0.02619377568611041
ACH-000133,-0.14021774617119653
ACH-000137,-0.024270406254931952
ACH-000138,-0.010563715642649373
ACH-000142,-0.03977078267221407
ACH-000143,-0.2003877132293889
ACH-000146,0.006915705268865902
ACH-000148,0.02162517150379209
ACH-000150,-8.579014398531391e-05
ACH-000152,-0.021731674630784303
ACH-000153,-0.0544606618603884
ACH-000159,-0.01313879129040732
ACH-000160,-0.11808870077769892
ACH-000163,0.009833832883098172
ACH-000167,-0.1194201935213519
ACH-000168,-0.12582180411587532
ACH-000169,-0.03460270843379047
ACH-000178,-0.009916621292017962
ACH-000183,-0.09631043092074136
ACH-000188,0.08846234365962166
ACH-000189,-0.30931936400501003
ACH-000190,-0.14801916125774853
ACH-000198,0.005164094896519614
ACH-000203,0.5426599479201744
ACH-000204,-0.030483002023581236
ACH-000206,-0.1573212413756104
ACH-000207,0.04705811253139199
ACH-000208,-0.01761950096314406
ACH-000210,-0.11997534848946825
ACH-000211,-0.034143842724721526
ACH-000215,-0.10297950437582333
ACH-000221,-0.01336479882135961
ACH-000222,0.06643758889075682
ACH-000223,0.014556897439917985
ACH-000226,-0.040628868209681625
ACH-000227,-0.0042812661607973205
ACH-000228,-0.05865431682626195
ACH-000231,-0.041819953023087914
ACH-000232,0.0956616354437546
ACH-000233,-0.11841553799088138
ACH-000234,-0.03827701875254829
ACH-000235,-0.03390881855124974
ACH-000237,0.05265344527044821
ACH-000238,-0.07363318448254398
ACH-000242,0.10445157246433476
ACH-000243,0.03331800695551091
ACH-000244,0.12673214818371392
ACH-000246,-0.0061301831918330885
ACH-000248,0.16826085698957965
ACH-000250,-0.013061679774360034
ACH-000251,-0.22360854693437546
ACH-000252,-0.13470814671524411
ACH-000253,-0.002394005233915686
ACH-000255,-0.1034176455100598
ACH-000256,-0.05564482936023514
ACH-000257,-0.05408012924309428
ACH-000258,-0.008940704384545816
ACH-000259,0.037824124790767265
ACH-000260,-0.09592015771647784
ACH-000261,0.005670335966309029
ACH-000262,0.1271428550269722
ACH-000263,0.043687102635177964
ACH-000264,0.016405102594682808
ACH-000265,0.028523507818363245
ACH-000266,0.04753303141176072
ACH-000272,-0.10286562320169099
ACH-000274,0.02725047453602
ACH-000277,-0.0007916676941761987
ACH-000278,0.06616645998004729
ACH-000279,0.06694160110501217
ACH-000280,0.12796482562079434
ACH-000281,0.10797347336711988
ACH-000288,-0.12632503770794962
ACH-000291,-0.10496487345507982
ACH-000293,0.003927851691443836
ACH-000294,-0.12665493056407826
ACH-000295,-0.08001687593824505
ACH-000296,0.06822090032890284
ACH-000302,-0.0046754681238716424
ACH-000304,-0.046260621846540666
ACH-000307,-0.11336767008203508
ACH-000308,0.038084169557556835
ACH-000310,-0.09568968198309134
ACH-000311,0.02148998461116916
ACH-000312,0.04587200603687853
ACH-000315,-0.041687577531893484
ACH-000316,0.007482778504634402
ACH-000317,0.015463591411062056
ACH-000318,0.009976002989903972
ACH-000319,-0.039815321196602166
ACH-000320,0.03343339508054289
ACH-000322,-0.06988835877674103
ACH-000323,0.1275678255020424
ACH-000324,0.0419567562425637
ACH-000329,-0.07954246091568334
ACH-000330,0.034590072720041484
ACH-000331,0.146658810778599
ACH-000332,0.029408451049624636
ACH-000334,-0.103379773812394
ACH-000335,-0.07670404823192797
ACH-000336,0.059957023807169975
ACH-000337,0.12756088191014806
ACH-000338,-0.5551689300564159
ACH-000339,-0.010526027000502244
ACH-000341,-0.2335541316865577
ACH-000348,0.055888688618683055
ACH-000350,0.07711428853836504
ACH-000352,0.018834055066905987
ACH-000356,-0.12505377364723613
ACH-000361,-0.05388288900760082
ACH-000362,-0.10608646375722296
ACH-000363,0.00038044059484281277
ACH-000364,-0.07365480442922981
ACH-000365,0.03173920487857968
ACH-000366,-0.032892873354346035
ACH-000368,-0.06497664806648566
