,DDX11 (1663)
ACH-000004,-0.8445140398678016
ACH-000005,-0.8664111703543566
ACH-000007,-0.7454853038050411
ACH-000009,-0.7731946736786074
ACH-000011,-0.6483559912522173
ACH-000012,-0.5458566503820252
ACH-000013,-0.9082718548486972
ACH-000014,-0.5750501142661469
ACH-000015,-0.9055466805777076
ACH-000017,-0.7922770011371578
ACH-000018,-0.6483362063813903
ACH-000019,-0.8662460550138125
ACH-000021,-0.735205878783684
ACH-000022,-0.8059027956258314
ACH-000025,-0.9671432625564294
ACH-000028,-0.9042312276945736
ACH-000030,-0.4961534968338279
ACH-000035,-0.8199445851117826
ACH-000036,-0.6092287878757475
ACH-000037,-0.7681056993937714
ACH-000039,-0.6404437359281888
ACH-000040,-0.7896352395659876
ACH-000041,-0.9953010520184437
ACH-000042,-0.7829524544760831
ACH-000045,-0.5668416559214968
ACH-000047,-0.7903981843510265
ACH-000052,-0.5907827799116417
ACH-000053,-0.3795635135192482
ACH-000054,-0.7856195989722983
ACH-000055,-0.5465860013370825
ACH-000060,-0.6959720850092457
ACH-000067,-0.9996307579643372
ACH-000070,-0.5883888831524843
ACH-000075,-0.5175103759214555
ACH-000078,-0.5935796542007213
ACH-000082,-0.8478545759576162
ACH-000085,-0.5918813911670695
ACH-000086,-0.8908664193362121
ACH-000087,-0.8303034529106584
ACH-000092,-0.8228701846528967
ACH-000095,-0.5890282626395182
ACH-000097,-0.7744105495469984
ACH-000098,-0.8006879979072349
ACH-000099,-0.6586258490641271
ACH-000108,-0.5617133649131808
ACH-000113,-0.6173030581908477
ACH-000116,-0.7728016976382841
ACH-000118,-0.7918014186946788
ACH-000120,-0.6873245386574797
ACH-000123,-0.6741782791016316
ACH-000127,-0.8490674264155608
ACH-000128,-0.7407645977279561
ACH-000132,-0.6559372400108928
ACH-000133,-0.697371322286722
ACH-000137,-0.472005012291435
ACH-000138,-0.6403582843166714
ACH-000142,-0.5924105477048737
ACH-000143,-0.8254324122253563
ACH-000146,-0.5917997713377257
ACH-000148,-1.0556327040205042
ACH-000150,-0.7585679155174903
ACH-000152,-0.9708623775328772
