,PREB (10113)
ACH-000004,-0.7322326854576405
ACH-000005,-0.1491037100106355
ACH-000007,-0.6936880059484798
ACH-000009,-0.7166269074731983
ACH-000011,-0.35251416849349565
ACH-000012,-0.750449301414458
ACH-000013,-0.7456874604487397
ACH-000014,-0.7147050549125774
ACH-000015,-0.6310593011934875
ACH-000017,-0.6312925959708616
ACH-000018,-0.8105208530521838
ACH-000019,-0.6344540705427868
ACH-000021,-0.7221015969216316
ACH-000022,-0.5892335995606326
ACH-000025,-0.6469003565657114
ACH-000028,-0.6053781849280144
ACH-000030,-0.7524276236635966
ACH-000035,-0.8159794360504073
ACH-000036,-0.5764223778963726
ACH-000037,-0.8219088213681485
ACH-000039,-0.6857826348182379
ACH-000040,-0.9361569941382356
ACH-000041,-0.8190607162599307
ACH-000042,-0.7045723287169805
ACH-000045,-0.6918791665787952
ACH-000047,-0.6075143614479765
ACH-000052,-1.1577200808276493
ACH-000053,-0.7471780486336499
ACH-000054,-0.6722741132888116
ACH-000055,-0.8203998235637946
ACH-000060,-0.5295664819265853
ACH-000067,-0.9251607385920251
ACH-000070,-0.6257220965742469
ACH-000075,-0.8400456655129793
ACH-000078,-0.6367565234716662
ACH-000082,-0.6955390562494903
ACH-000085,-0.490676859626883
ACH-000086,-0.8878259947495531
ACH-000087,-0.8502698378320183
ACH-000092,-0.8227526307570185
ACH-000095,-0.7682398987361225
ACH-000097,-0.7540049768078235
ACH-000098,-0.8368396956807502
ACH-000099,-0.6246156701087301
ACH-000108,-0.6311529874528493
ACH-000113,-0.5088455412255101
ACH-000116,-0.7876182262010761
ACH-000118,-0.7658788055642165
ACH-000120,-0.9500014885754059
ACH-000123,-0.6442926234865988
ACH-000127,-0.8156150662108307
ACH-000128,-0.8610555742492659
ACH-000132,-1.129538114853238
ACH-000133,-0.8025860040081821
ACH-000137,-0.7137269809049736
ACH-000138,-0.6758173283734634
ACH-000142,-0.6703467278639494
ACH-000143,-0.8030336425045326
ACH-000146,-0.5182558973368924
ACH-000148,-0.6965785377858823
ACH-000150,-0.566183607351219
ACH-000152,-0.8953969700586688
ACH-000153,-0.9229382635477192
ACH-000159,-0.7820414252741443
ACH-000160,-0.714131126550698
ACH-000163,-0.5802295504114778
ACH-000167,-1.367285792056976
ACH-000168,-0.8211627328392116
ACH-000169,-0.8592439597600994
ACH-000178,-0.6446230345665724
ACH-000183,-0.7347813624018142
ACH-000188,-0.5596876073323647
ACH-000189,-0.5376471993547346
ACH-000190,-0.9780372137950172
ACH-000198,-0.5419114929605269
ACH-000203,-0.6970301084306413
ACH-000204,-0.5595899106373168
ACH-000206,-0.6505880130032509
ACH-000207,-0.672962788843368
ACH-000208,-0.7149256632061198
ACH-000210,-0.9888756436598648
ACH-000211,-0.6120422838296217
ACH-000215,-0.7312558811485269
ACH-000221,-0.7024030358231707
ACH-000222,-0.7688311899434946
ACH-000223,-0.9870124278069122
ACH-000226,-0.7026537810705933
ACH-000227,-0.4684370788617004
ACH-000228,-0.8884793470804612
ACH-000231,-0.8593170448619694
ACH-000232,-0.6828567378286156
ACH-000233,-0.7022349995304639
ACH-000234,-0.5702416145619301
ACH-000235,-0.6868543145287521
ACH-000237,-0.6263870944954196
ACH-000238,-0.5714476247602331
ACH-000242,-0.40225585495929694
ACH-000243,-0.6607641142741453
ACH-000244,-0.7021374739994054
ACH-000246,-0.689621145591348
ACH-000248,-0.7171240743928191
ACH-000250,-0.8260974471008944
ACH-000251,-0.793814202406898
ACH-000252,-0.7075431560419351
ACH-000253,-0.7110194856234715
ACH-000255,-0.6120147128394267
ACH-000256,-0.8584249106372962
ACH-000257,-0.9714021952059892
ACH-000258,-0.6334048075040801
ACH-000259,-0.6080890467751275
ACH-000260,-0.7217686165273048
ACH-000261,-0.76533560674717
ACH-000262,-0.6969569491981805
ACH-000263,-0.3639335275219243
ACH-000264,-0.925755440893404
ACH-000265,-0.5937903460039587
ACH-000266,-0.8343285328721871
ACH-000272,-0.8095009968467971
ACH-000274,-0.7657435937129585
ACH-000277,-0.7505595898395697
ACH-000278,-0.7180788484787852
ACH-000279,-0.8057313570382257
ACH-000280,-0.7754280342227604
ACH-000281,-0.6899333266140653
ACH-000288,-0.7894563919208644
ACH-000291,-0.7796903700404381
ACH-000293,-0.78058117157244
ACH-000294,-0.5866667579481821
ACH-000295,-0.8648084405660108
ACH-000296,-0.9774555355658392
ACH-000302,-0.6825064544966997
ACH-000304,-0.7440071526866244
ACH-000307,-0.6984686805016507
ACH-000308,-0.7377062356255798
ACH-000310,-0.3677200272095873
ACH-000311,-0.6068191559590966
ACH-000312,-0.6166004483898192
ACH-000315,-0.6986717426757287
ACH-000316,-0.8251366630824297
ACH-000317,-0.8052344111481355
ACH-000318,-0.5503669791118178
ACH-000319,-0.8510066457378984
ACH-000320,-0.7417656179280159
ACH-000322,-0.5419166831540733
ACH-000323,-0.9214959902674592
ACH-000324,-0.7384250669343321
ACH-000329,-0.8422243905076543
ACH-000330,-0.7929597479085647
ACH-000331,-0.6784577556084331
ACH-000332,-0.6926831915603439
ACH-000334,-0.5372047485702894
ACH-000335,-0.6468797515649178
ACH-000336,-0.4418591450066081
ACH-000337,-0.690421598550687
ACH-000338,-0.9799711097075609
ACH-000339,-0.7677532974184109
ACH-000341,-0.4715407727769436
ACH-000348,-0.8156471556502466
ACH-000350,-0.5770220284076217
ACH-000352,-0.5732313170662341
ACH-000356,-0.649919870153743
ACH-000361,-0.4878063259524053
ACH-000362,-0.6519319397572902
ACH-000363,-0.6020049695303863
ACH-000364,-0.5132332509744892
ACH-000365,-0.6235030349026266
ACH-000366,-0.8209606038761901
ACH-000368,-0.7404216349144672
ACH-000374,-0.7376593695971374
ACH-000375,-0.5046430937504431
ACH-000376,-0.7960737983681082
ACH-000381,-0.7691596678452359
ACH-000383,-0.6373465181873843
ACH-000387,-0.8230059984615781
ACH-000389,-0.8499859966103652
ACH-000390,-0.7568041499395157
ACH-000393,-0.8571130163003009
ACH-000395,-0.7213688102942715
ACH-000396,-0.8162807441727813
ACH-000397,-0.5701489434224559
ACH-000401,-0.6865475293896491
ACH-000402,-0.8641166494147758
ACH-000403,-0.7072160733951935
ACH-000404,-0.6710147986843513
ACH-000406,-0.6391591511241066
ACH-000407,-0.5253702318836716
ACH-000408,-0.6748602273060036
ACH-000410,-0.7508814621851572
ACH-000411,-0.7609107398505809
ACH-000414,-0.6004741364028403
ACH-000415,-0.7002232697119289
ACH-000416,-0.850549899080903
ACH-000420,-0.9856241290358628
ACH-000421,-0.6273715654229151
ACH-000424,-0.7786887445939121
ACH-000425,-0.7126510621616826
ACH-000426,-0.8156546023223594
ACH-000427,-0.4348000192202604
ACH-000433,-0.6271482972260776
ACH-000435,-0.531272495272403
ACH-000436,-0.534284014214383
ACH-000444,-0.6743470859619093
ACH-000445,-0.877662579993415
ACH-000448,-0.5929429379938619
ACH-000450,-0.4948774113141239
ACH-000452,-0.7258298889659857
ACH-000454,-0.648685947139553
ACH-000458,-0.7215516831313208
ACH-000459,-0.5059983756891296
ACH-000460,-0.8361237299495942
ACH-000461,-0.6791975169791881
ACH-000463,-0.6328850365807913
ACH-000464,-0.9321220681257278
ACH-000466,-0.8075564222810556
ACH-000467,-0.7112508222627467
ACH-000468,-0.6331055357323382
ACH-000469,-0.7723892722370649
ACH-000470,-0.6413407639177016
ACH-000471,-0.8293470774273001
ACH-000472,-0.6839522961933949
ACH-000473,-0.7494535841783979
ACH-000475,-0.7348879792175149
ACH-000476,-0.3911270715810608
ACH-000477,-0.6327990171416739
ACH-000479,-0.9010561350966088
ACH-000480,-0.7070734469929216
ACH-000481,-0.9043098689887322
ACH-000483,-0.5046441178968554
ACH-000484,-0.7882398426996733
ACH-000485,-0.6987878136322385
ACH-000486,-0.5795800868001112
ACH-000487,-0.6921156627751185
ACH-000488,-0.6006236570452386
ACH-000490,-0.5156344954541837
ACH-000491,-0.73496677626482
ACH-000495,-0.8635012790910196
ACH-000496,-0.7726733344986055
ACH-000499,-0.6445978349992325
ACH-000500,-0.6519684317592526
ACH-000502,-0.5510496982121015
ACH-000503,-0.8204328451024178
ACH-000505,-0.7559998408886316
ACH-000507,-0.6596567384445783
ACH-000510,-0.8424250000279355
ACH-000511,-0.6129884038333431
ACH-000512,-0.6596352554741423
ACH-000516,-0.8405313073617426
ACH-000517,-0.7155557353263736
ACH-000518,-0.6773992475430882
ACH-000520,-0.6553673578898392
ACH-000521,-0.6881129897291639
ACH-000522,-0.9059658607675192
ACH-000524,-0.93278957677954
ACH-000527,-0.5822558440267307
ACH-000528,-0.5989434402080924
ACH-000537,-0.5870430717248685
ACH-000541,-0.9043266747323792
ACH-000542,-0.6908362164393217
ACH-000544,-0.7332932220199585
ACH-000545,-0.7880384787410559
ACH-000547,-0.7009940290720841
ACH-000548,-0.5227011976492846
ACH-000549,-0.3399602799258823
ACH-000550,-0.5746026986611255
ACH-000552,-0.7590558156619279
ACH-000556,-0.752090713733626
ACH-000557,-0.497328084486289
ACH-000569,-0.8517910776152513
ACH-000570,-0.9149158282765296
ACH-000571,-0.9903944321403461
ACH-000573,-0.8752879368377248
ACH-000576,-0.7394972168555601
ACH-000579,-0.7537339447054923
ACH-000580,-0.8809613336834982
ACH-000584,-0.6743802492862497
ACH-000585,-0.6114668230318862
ACH-000588,-0.5337687004595552
ACH-000589,-0.5539802615208702
ACH-000591,-0.6242764335040502
ACH-000593,-0.6955720116103656
ACH-000600,-0.573633037109144
ACH-000601,-0.7646077281201711
ACH-000605,-0.6334665081859645
ACH-000606,-0.6735834766580248
ACH-000608,-0.8493056709683929
ACH-000614,-0.5880227111878038
ACH-000616,-0.7432048937710811
ACH-000618,-0.795179214035285
ACH-000619,-0.7456750517453049
ACH-000620,-0.7180287337166055
ACH-000621,-0.5610151446967447
ACH-000622,-0.9482439624115804
ACH-000623,-0.861848952423765
ACH-000624,-0.4991908851893821
ACH-000627,-0.6942137535246892
ACH-000630,-0.8316444849401304
ACH-000631,-0.4722546585170702
ACH-000632,-0.6094609954281641
ACH-000633,-0.749556143800019
ACH-000637,-0.4653341609374792
ACH-000638,-0.6320850419690726
ACH-000646,-0.5806843035544564
ACH-000647,-0.6264652239028317
ACH-000648,-0.7279513897323671
ACH-000649,-0.7822113715860879
ACH-000651,-0.6778348852498329
ACH-000652,-0.7068738061804698
ACH-000653,-0.7574532808055835
ACH-000657,-0.7537444093840754
ACH-000658,-0.8439852492404837
ACH-000661,-0.6441184046225846
ACH-000662,-0.4887034068813539
ACH-000663,-0.4303635245728996
ACH-000665,-0.8191202781571028
ACH-000671,-0.5603246810581199
ACH-000672,-1.0092982771208785
ACH-000673,-0.7254517530862599
ACH-000676,-0.6386119337005023
ACH-000677,-0.153214744808675
ACH-000681,-0.5463730807431464
ACH-000683,-0.6985749210616804
ACH-000684,-0.6066734078316474
ACH-000688,-0.9944799593587612
ACH-000693,-0.6988403208466853
ACH-000694,-0.5961485340197141
ACH-000695,-1.0283150439935542
ACH-000696,-0.8385515591275529
