,NMBR (4829)
ACH-000004,0.03033642741390552
ACH-000005,0.00838784604713009
ACH-000007,-0.005212145652420114
ACH-000009,0.04870522437046329
ACH-000011,-0.1173235842759196
ACH-000012,-0.017346586603182064
ACH-000013,-0.0521460666898818
ACH-000014,-0.023546551590985933
ACH-000015,0.09746714594184636
ACH-000017,0.07488184591778428
ACH-000018,-0.14150002315707114
ACH-000019,-0.04391914690293259
ACH-000021,-0.17726480161833644
ACH-000022,-0.10082469476652844
ACH-000025,-0.0948330869820442
ACH-000028,-0.0682273084309915
ACH-000030,-0.04269973465321721
ACH-000035,-0.02841772700032778
ACH-000036,0.13260397185883252
ACH-000037,-0.10403542037379933
ACH-000039,-0.389931325433488
ACH-000040,0.13278308503579148
ACH-000041,-0.028164046943599717
ACH-000042,-0.027242830559470986
ACH-000045,-0.061129843579236974
ACH-000047,-0.09160409634427824
ACH-000052,0.24321699329884874
ACH-000053,0.025885960449483138
ACH-000054,-0.06398881157626488
ACH-000055,0.062980754773403
ACH-000060,-0.06564282474937623
ACH-000067,-0.10550727912376348
ACH-000070,-0.12454931350691505
ACH-000075,0.032909750928412314
ACH-000078,0.05019956671005487
ACH-000082,0.045392740169995685
ACH-000085,-0.1324425545149451
ACH-000086,0.0785152131356371
ACH-000087,-0.0042931614814062475
ACH-000092,-0.05905733825667176
ACH-000095,-0.057739017029872323
ACH-000097,-0.10350737355473554
ACH-000098,0.1256619659306148
ACH-000099,0.023939824966986118
ACH-000108,-0.06989956740364567
ACH-000113,0.043324314462383134
ACH-000116,0.0100561510344446
ACH-000118,0.07997680024373158
ACH-000120,0.0133878394649583
ACH-000123,-0.011424866708060071
ACH-000127,-0.0049689632747366855
ACH-000128,-0.20451843259447927
ACH-000132,0.056166455780643006
ACH-000133,-0.01704282845001874
ACH-000137,0.1143443006943463
ACH-000138,-0.017097350480990217
ACH-000142,0.07665096321535733
ACH-000143,-0.00884711018032874
ACH-000146,0.016936706739484372
ACH-000148,0.07497947907285896
ACH-000150,-0.08241458657356286
ACH-000152,-0.01067811076794203
ACH-000153,-0.06494039759623768
ACH-000159,0.04839103272455213
ACH-000160,0.060333389069866815
ACH-000163,0.07989964435685504
ACH-000167,0.16107191347129962
ACH-000168,0.06510403776426943
ACH-000169,0.12810942828062605
ACH-000178,0.020054622400416038
ACH-000183,-0.06808002390218854
ACH-000188,-0.09078882804955464
ACH-000189,0.04852890761198511
ACH-000190,-0.06960986433850702
ACH-000198,-0.07788025424187635
ACH-000203,0.3899156614451635
ACH-000204,0.16313229569181348
ACH-000206,0.005243370377563758
ACH-000207,0.05486967229036472
ACH-000208,0.16462839920910066
ACH-000210,-0.00989060950248694
ACH-000211,0.09417283547061432
ACH-000215,-0.0458120108847464
ACH-000221,0.012087112046432338
ACH-000222,0.07506740049203373
ACH-000223,0.085388725294983
