,TOR1AIP2 (163590)
ACH-000004,-0.07279245023339324
ACH-000005,0.12834225711094271
ACH-000007,-0.19595729855819416
ACH-000009,-0.1236890992173941
ACH-000011,-0.03258915150450413
ACH-000012,-0.08167852611721722
ACH-000013,0.04888068634939286
ACH-000014,0.023916430433681718
ACH-000015,-0.03245590799466391
ACH-000017,-0.05094713435492357
ACH-000018,0.09482110122142316
ACH-000019,0.030103412783566364
ACH-000021,-0.06181079105737125
ACH-000022,-0.002138319691705837
ACH-000025,-0.15937265940584636
ACH-000028,-0.023179758986962173
ACH-000030,-0.0291181878274836
ACH-000035,-0.1089534646017737
ACH-000036,-0.056805180388242914
ACH-000037,0.07252826462366009
ACH-000039,0.0837707155513511
ACH-000040,-0.07293365194846008
ACH-000041,-0.09253395368099357
ACH-000042,-0.035763367575115584
ACH-000045,0.052851044374127104
ACH-000047,-0.025496587972043686
ACH-000052,-0.1314280949279699
ACH-000053,0.05079682340294578
ACH-000054,-0.022322375259497783
ACH-000055,-0.2905959472728881
ACH-000060,-0.03441721382022102
ACH-000067,-0.03427612813596834
ACH-000070,-0.31120573787814765
ACH-000075,0.06179883720330625
ACH-000078,-0.03807429228236853
ACH-000082,-0.12188386522909445
ACH-000085,-0.10516837722878346
ACH-000086,-0.14390113780566505
ACH-000087,0.05118111335657402
ACH-000092,-0.11904162184853315
ACH-000095,-0.08779480722278303
ACH-000097,-0.005938685854886091
ACH-000098,-0.09072194006199276
ACH-000099,0.05355322748826599
ACH-000108,-0.08753290443514541
ACH-000113,-0.16034937931242998
ACH-000116,-0.023863269744195247
ACH-000118,0.05246679473442613
ACH-000120,-0.11777803937149595
ACH-000123,0.0017779201837798337
ACH-000127,-0.09164802845854167
ACH-000128,-0.030488250232125664
ACH-000132,0.037387513867309166
ACH-000133,-0.015313431560084325
ACH-000137,-0.0652884801424998
ACH-000138,-0.022039284479149542
ACH-000142,0.07376204734766058
ACH-000143,-0.08730521163391215
ACH-000146,0.016037518095836745
ACH-000148,-0.13689730308848827
ACH-000150,0.00041635328493444697
ACH-000152,-0.04074188952055448
ACH-000153,-0.11744158455070718
ACH-000159,-0.0971563223582808
ACH-000160,-0.015036179726091581
ACH-000163,-0.14882716516578
ACH-000167,0.2535672462926911
ACH-000168,0.13029868626058258
ACH-000169,-0.05304143508910823
ACH-000178,-0.034882948520302604
ACH-000183,-0.0828902585457456
ACH-000188,0.06289230541542673
ACH-000189,-0.1475599223879579
ACH-000190,-0.24050260748806185
ACH-000198,-0.3009167367210471
ACH-000203,0.17254432600451053
ACH-000204,-0.22227665477310324
ACH-000206,0.06959707308675636
ACH-000207,0.018570949297034185
ACH-000208,-0.07242215047669276
ACH-000210,-0.037034416953390936
ACH-000211,-0.1120829347808282
ACH-000215,-0.08275593283015659
ACH-000221,0.11282785588945993
ACH-000222,-0.1821463490723845
ACH-000223,-0.12732405736380475
ACH-000226,-0.0430758015660876
ACH-000227,0.06683608641729673
ACH-000228,-0.028541257889395356
ACH-000231,-0.08975083684095109
ACH-000232,0.008149461501405341
ACH-000233,-0.046468094406334856
ACH-000234,-0.009081772318471541
ACH-000235,-0.09507102062031728
ACH-000237,-0.024008384736343428
ACH-000238,-0.04097236972115248
ACH-000242,-0.4140843300748563
ACH-000243,-0.05911521007456572
ACH-000244,-0.3051464905275586
ACH-000246,-0.07752395795309801
ACH-000248,0.013217247624807409
ACH-000250,0.02586402297256852
ACH-000251,-0.1874405708340459
ACH-000252,-0.16327702065023278
ACH-000253,-0.14096155873045868
ACH-000255,-0.042490575715634867
ACH-000256,-0.01386873917959845
ACH-000257,0.05767264364830805
ACH-000258,-0.4603270222196853
ACH-000259,-0.07028519770689533
ACH-000260,-0.02020458113748719
ACH-000261,-0.10245273297582724
ACH-000262,0.05211782950965122
ACH-000263,0.11942460044478904
ACH-000264,-0.24796478348668566
ACH-000265,0.062049255270371674
ACH-000266,-0.12269043582660552
ACH-000272,-0.032422105755497546
ACH-000274,-0.07240135672600069
ACH-000277,-0.12899686806444874
ACH-000278,-0.05846467934340305
ACH-000279,-0.04424250569322275
ACH-000280,-0.10677879071195713
ACH-000281,-0.14612087341698712
ACH-000288,-0.04612558289987523
ACH-000291,-0.11436293508623628
ACH-000293,0.0073654333901288374
ACH-000294,0.102765838885966
ACH-000295,0.0517685744351792
ACH-000296,-0.0055141166442382785
ACH-000302,0.001845109508450745
ACH-000304,0.17278443296257553
ACH-000307,-0.07668499098183502
ACH-000308,-0.09364474120151893
ACH-000310,-0.03430638760487687
ACH-000311,-0.024177953360473056
ACH-000312,-0.0881608527075733
ACH-000315,-0.10911246929518063
ACH-000316,0.03674791636026133
ACH-000317,-0.17396629612488454
ACH-000318,-0.032581763574709766
ACH-000319,0.032408896736629306
ACH-000320,-0.10965170986378237
ACH-000322,-0.03619731953757988
ACH-000323,-0.12762477492636726
ACH-000324,0.03285595591649405
ACH-000329,-0.0587617592827817
ACH-000330,0.13596677970475254
ACH-000331,-0.18875098005881355
ACH-000332,-0.12743822760042078
ACH-000334,-0.30225575273984323
ACH-000335,0.041774685781912575
ACH-000336,-0.27283069222640005
ACH-000337,0.040163301286576636
ACH-000338,0.22097276640697855
ACH-000339,-0.001609579530692964
ACH-000341,0.008842339821343902
ACH-000348,0.037953583810777
ACH-000350,-0.050375412405438635
ACH-000352,-0.27998587936387503
ACH-000356,-0.06184860034632975
ACH-000361,-0.12014002746787328
ACH-000362,0.05564638148582295
ACH-000363,-0.07791244908037444
ACH-000364,-0.05274246867642121
ACH-000365,-0.044481187993647316
ACH-000366,-0.10504187536599947
ACH-000368,-0.022175195356575462
ACH-000374,0.060770844376082635
ACH-000375,0.1266031250490459
ACH-000376,-0.07403130779048589
ACH-000381,-0.022662475985335388
ACH-000383,-0.10058789737245458
ACH-000387,-0.08099587583300727
ACH-000389,0.03293787980565993
ACH-000390,-0.012341501837893657
ACH-000393,-0.07097446545474716
ACH-000395,0.17752279916661182
ACH-000396,0.11267246750800512
ACH-000397,0.00819947759338051
ACH-000401,-0.22437760750293329
ACH-000402,0.20619077286477971
ACH-000403,-0.02100482074349653
ACH-000404,-0.25009585135328993
ACH-000406,-0.0003657110970182956
ACH-000407,-0.2047176312433856
ACH-000408,0.03157339364888038
ACH-000410,-0.15322576917251285
ACH-000411,-0.01964306243531549
ACH-000414,-0.04882934632417018
ACH-000415,-0.05034644188883032
ACH-000416,-0.143540435454316
ACH-000420,-0.1798987382179827
ACH-000421,-0.016120805609225717
ACH-000424,0.028149289901522524
ACH-000425,-0.00010035252354707778
ACH-000426,-0.15698813808597933
ACH-000427,0.01581141311627297
ACH-000433,-0.2605075130811259
ACH-000435,-0.023198409455866983
ACH-000436,0.024687744965901
ACH-000444,0.07373210861711804
ACH-000445,-0.14493660413760714
ACH-000448,-0.0046265332820923455
ACH-000450,0.11504491419101295
ACH-000452,-0.010882975793780916
ACH-000454,0.11524261730986812
ACH-000458,0.10757917247528817
ACH-000459,0.02097932880906479
ACH-000460,0.10100153917718684
ACH-000461,0.05883648823896182
ACH-000463,0.035135400829488184
ACH-000464,-0.09027856974512943
ACH-000466,0.07110648060465584
