,SFXN1 (94081)
ACH-000004,-0.2263256900475909
ACH-000005,-0.6160172332099852
ACH-000007,-0.2418185653819647
ACH-000009,-0.3240802230093744
ACH-000011,-0.10378738539265266
ACH-000012,-0.02428439393322181
ACH-000013,-0.1331943795653126
ACH-000014,-0.20370278530079144
ACH-000015,-0.15006087117425335
ACH-000017,-0.038842909144748916
ACH-000018,-0.12991253217509205
ACH-000019,-0.2235283240835238
ACH-000021,-0.2330255631399288
ACH-000022,-0.21515939744248036
ACH-000025,-0.031048408974901395
ACH-000028,-0.15244948942108266
ACH-000030,-0.08628947916760034
ACH-000035,-0.23257607791628204
ACH-000036,-0.25452584724330285
ACH-000037,-0.1100721887313948
ACH-000039,-0.4403978482294337
ACH-000040,-0.24271136150550174
ACH-000041,-0.025049405622245342
ACH-000042,-0.22608374431254424
ACH-000045,-0.06280576602887822
ACH-000047,-0.2072869155116755
ACH-000052,-0.3186283968039911
ACH-000053,-0.19482696388951465
ACH-000054,-0.14022743630334586
ACH-000055,-0.20438173880151564
ACH-000060,-0.2851275560297647
ACH-000067,-0.17371610681117652
ACH-000070,-0.1464926953032821
ACH-000075,-0.11424183640256573
ACH-000078,-0.12089533210751235
ACH-000082,-0.1272555752339995
ACH-000085,-0.2376915070933404
ACH-000086,-0.14780277562934205
ACH-000087,-9.38328761827746e-05
ACH-000092,-0.22092740205061168
ACH-000095,-0.20246781451892806
ACH-000097,-0.10464721880330463
ACH-000098,-0.169163173695502
ACH-000099,-0.2949933687810732
ACH-000108,-0.23533204112707198
ACH-000113,-0.21488151911236245
ACH-000116,-0.1819964576841195
ACH-000118,-0.08816417096252117
ACH-000120,0.048614739773969184
ACH-000123,-0.29899671832674346
ACH-000127,-0.0773907736397802
ACH-000128,-0.1486296892103759
ACH-000132,-0.3277920031382126
ACH-000133,-0.10050427169564903
ACH-000137,-0.1809551312450011
ACH-000138,-0.1302706241897862
ACH-000142,-0.3476899563404311
ACH-000143,-0.18899539229963452
ACH-000146,-0.15109157020453345
ACH-000148,-0.3436887473664979
ACH-000150,-0.21657156920931825
ACH-000152,-0.13778978054288238
ACH-000153,-0.34736220992785954
ACH-000159,-0.3559171936025578
ACH-000160,-0.2126484591718833
ACH-000163,-0.08475600256536601
ACH-000167,-0.24425902153383855
ACH-000168,-0.2242252649398659
ACH-000169,-0.3055512165620471
ACH-000178,-0.2211642144627668
ACH-000183,-0.3601583805649064
ACH-000188,-0.1395808196848611
ACH-000189,-0.3174559268338355
ACH-000190,-0.2589654558895236
ACH-000198,-0.4532572971582025
ACH-000203,0.08543805004996725
ACH-000204,-0.2951077112408234
ACH-000206,-0.2815301106935557
ACH-000207,0.0552894453608981
ACH-000208,-0.27257971605170034
ACH-000210,-0.1136746331151826
ACH-000211,-0.17351378207892934
ACH-000215,-0.21452654558365705
ACH-000221,-0.4283439110562679
ACH-000222,-0.26796783684786313
ACH-000223,-0.32761702357244177
ACH-000226,-0.1168692864098044
ACH-000227,-0.2286121803968151
ACH-000228,-0.2059733647935398
ACH-000231,-0.1542288963096145
ACH-000232,-0.22014404584429792
ACH-000233,-0.2473167821196451
ACH-000234,-0.16085477259303851
ACH-000235,-0.1343190734707176
ACH-000237,-0.2068996856523597
ACH-000238,-0.25392421901903856
ACH-000242,-0.14788302283064003
ACH-000243,-0.22022886374505388
ACH-000244,0.008485866503591273
ACH-000246,-0.2976345106879285
ACH-000248,-0.2406797296075703
ACH-000250,-0.2264233630011591
ACH-000251,-0.19117331262225587
ACH-000252,-0.12678759666303252
ACH-000253,0.011819492806472001
ACH-000255,-0.20394921228403254
ACH-000256,-0.14810372307054065
ACH-000257,-0.2853674895973005
ACH-000258,-0.19912574365990532
ACH-000259,-0.1967514347428252
ACH-000260,-0.10242224769978217
ACH-000261,-0.20211976622625816
ACH-000262,-0.008563878190092898
ACH-000263,-0.1824055318825876
ACH-000264,-0.1539962442781265
ACH-000265,-0.14168827433234496
ACH-000266,-0.2434202268753176
ACH-000272,-0.2706665400917295
ACH-000274,-0.20449521928975034
ACH-000277,-0.29380015723675607
ACH-000278,-0.14909683036143406
ACH-000279,-0.2926238340592585
ACH-000280,-0.18020178119036465
ACH-000281,-0.08902455312164323
ACH-000288,-0.1703492231963398
ACH-000291,-0.2499715874655273
ACH-000293,-0.21783604917490446
ACH-000294,-0.05804540746338983
ACH-000295,-0.31458102165984003
ACH-000296,-0.1745766650807775
ACH-000302,0.04353599282352332
ACH-000304,-0.0908786061647066
ACH-000307,-0.17788496750629856
ACH-000308,-0.2671591799380377
ACH-000310,-0.20654431363098427
ACH-000311,-0.1789924395035214
ACH-000312,-0.12934456941282918
ACH-000315,-0.3970610683977012
ACH-000316,-0.0992319033737088
ACH-000317,-0.057683541930916536
ACH-000318,-0.1284548568667113
ACH-000319,-0.15103781257138216
ACH-000320,-0.3010812857347772
ACH-000322,-0.30533585320858714
ACH-000323,-0.10663551603648737
ACH-000324,-0.05725703421336253
ACH-000329,-0.17932432967564435
ACH-000330,-0.20598071142451632
ACH-000331,-0.1454980633505387
ACH-000332,-0.2334070930172812
ACH-000334,-0.19597514596973736
ACH-000335,-0.2104784466171908
ACH-000336,-0.0016761138917643097
ACH-000337,-0.35690100290073024
ACH-000338,-0.09667689686431397
ACH-000339,-0.132318369138056
ACH-000341,-0.06476003933830796
ACH-000348,-0.29802855203525325
ACH-000350,-0.1886993415342218
ACH-000352,-0.24733452244071474
ACH-000356,-0.20868132381012686
ACH-000361,-0.22124355843418744
ACH-000362,-0.028125039145075782
ACH-000363,-0.2389352549291125
ACH-000364,-0.16120797295316355
ACH-000365,-0.6530059537052874
ACH-000366,-0.1230112884096904
ACH-000368,-0.26225605244236744
ACH-000374,-0.20884016715399795
ACH-000375,-0.3299995443124991
