,HRCT1 (646962)
ACH-000004,-0.040708053717633856
ACH-000005,0.15408676664877866
ACH-000007,0.2309572694095476
ACH-000009,-0.07672914669139991
ACH-000011,0.18329154683034174
ACH-000012,0.16231331695163825
ACH-000013,0.06271759353374373
ACH-000014,-0.10396105251227317
ACH-000015,0.0014978501751296252
ACH-000017,0.15432116294690554
ACH-000018,-0.04715467401492578
ACH-000019,-0.015692880353246612
ACH-000021,0.02776582977000139
ACH-000022,0.07694188183963274
ACH-000025,0.1898493558786447
ACH-000028,0.20143987740315028
ACH-000030,-0.013342102572710764
ACH-000035,0.06197108322234227
ACH-000036,0.0434912311580403
ACH-000037,-0.02276457892012403
ACH-000039,0.11082223060664508
ACH-000040,0.012582984064175769
ACH-000041,-0.11212737277441427
ACH-000042,0.058241436603668324
ACH-000045,0.15662726935620533
ACH-000047,0.06903449977654365
ACH-000052,-0.0485456655663638
ACH-000053,0.02627494679793414
ACH-000054,0.09934248782009276
ACH-000055,0.0778709544155649
ACH-000060,0.19675463279854524
ACH-000067,0.11959192512054018
ACH-000070,-0.1073690047772137
ACH-000075,0.003740239374019497
ACH-000078,0.0305891423107989
ACH-000082,0.0901340111400105
ACH-000085,-0.02181427063614752
ACH-000086,0.09756450350023503
ACH-000087,0.1953618716359072
ACH-000092,-0.0067911012692275785
ACH-000095,0.0557662105871498
ACH-000097,0.0620208052944738
ACH-000098,0.021648623354878316
ACH-000099,0.07639163220596598
ACH-000108,0.1035101082421975
ACH-000113,0.16639989906168426
ACH-000116,0.221442974962314
ACH-000118,-0.14705930905845588
ACH-000120,0.27172293061097863
ACH-000123,0.05777676800217641
ACH-000127,0.059374488099436074
ACH-000128,0.17425473963443405
ACH-000132,0.2365313320794212
ACH-000133,0.02546120593002716
ACH-000137,0.04445369466442919
ACH-000138,0.07789425151471338
ACH-000142,0.2578283279356628
ACH-000143,0.05010744902582582
ACH-000146,0.07817952498682255
ACH-000148,-0.04011448910567577
ACH-000150,0.18474592103071671
ACH-000152,0.06791821239459159
ACH-000153,0.029171287834164707
ACH-000159,0.17365244725929618
ACH-000160,0.1520858442059623
ACH-000163,-0.03099905282245318
ACH-000167,-0.07816206016184349
ACH-000168,-0.08321737437064552
ACH-000169,0.060673191185012125
ACH-000178,0.21865501652704297
ACH-000183,0.07857964704265613
ACH-000188,-0.0877385442108021
ACH-000189,-0.04405047451581925
ACH-000190,-0.0037778562476849537
ACH-000198,0.13879181849090105
ACH-000203,-0.19883971911168835
ACH-000204,0.09455926864321948
ACH-000206,0.199333571203296
ACH-000207,-0.021761470809514998
ACH-000208,0.30937910666941004
ACH-000210,0.2526052678119
ACH-000211,0.15736723343985404
ACH-000215,-0.06181062046061985
ACH-000221,0.031686173713010565
ACH-000222,-0.12895506715171814
ACH-000223,0.12251059881170885
ACH-000226,0.07034890555643174
ACH-000227,0.05766152932770186
ACH-000228,0.08779440530613873
ACH-000231,-0.009677970499988612
