,PIK3AP1 (118788)
ACH-000004,0.2758112850957618
ACH-000005,0.3458762503877762
ACH-000007,0.14194003730357901
ACH-000009,0.2283006777520312
ACH-000011,0.19395796921277367
ACH-000012,0.14440556513129402
ACH-000013,0.11136189044660134
ACH-000014,0.12273659884666152
ACH-000015,0.2640523813447698
ACH-000017,0.13834065665736078
ACH-000018,0.13639597182674598
ACH-000019,0.16748895034235906
ACH-000021,0.2301237645958853
ACH-000022,0.17354600513892476
ACH-000025,0.17342997190067
ACH-000028,0.2853939937975844
ACH-000030,0.11448085678643008
ACH-000035,0.1768638357440394
ACH-000036,0.21014626470840347
ACH-000037,0.18481895775036733
ACH-000039,0.3212716200391495
ACH-000040,0.14767708686561262
ACH-000041,-0.012143124081444323
ACH-000042,0.10000179649780007
ACH-000045,0.21599454847145266
ACH-000047,0.1880149974470054
ACH-000052,-0.09017204335492787
ACH-000053,0.1573217844470854
ACH-000054,0.07548308910774368
ACH-000055,0.19598046239012348
ACH-000060,0.02375727180064251
ACH-000067,-0.059122731067792124
ACH-000070,-0.24608519264997925
ACH-000075,0.30842730883231906
ACH-000078,0.14450052451599166
ACH-000082,0.11318845777424963
ACH-000085,0.06685828566516139
ACH-000086,0.19323661074410334
ACH-000087,0.11292426750527182
ACH-000092,0.3481743299710591
ACH-000095,0.18261361954962846
ACH-000097,0.17410744063850156
ACH-000098,0.12353376509939334
ACH-000099,0.22513777374771726
ACH-000108,0.2232102456194824
ACH-000113,0.2159981581947086
ACH-000116,0.2216718816657167
ACH-000118,0.16062189179334269
ACH-000120,0.3051272515034276
ACH-000123,0.13955742285160516
ACH-000127,0.15883204943252946
ACH-000128,0.2063715114741128
ACH-000132,0.2509137683609207
ACH-000133,0.24259744486035315
ACH-000137,0.28159643479177865
ACH-000138,0.22301260444632726
ACH-000142,0.21073641570630025
ACH-000143,0.15201560728110938
ACH-000146,0.1883946381905408
ACH-000148,0.19715300870470084
ACH-000150,0.13314231058879406
ACH-000152,0.14329355029407828
ACH-000153,0.07136051527846837
ACH-000159,0.2845317748818441
ACH-000160,0.14111952834770275
ACH-000163,0.1698295223823477
ACH-000167,0.005891533215734568
ACH-000168,0.2488227651653313
ACH-000169,0.2512338203359251
ACH-000178,0.17591822638124666
ACH-000183,0.20323146036539866
ACH-000188,0.17660023114978002
ACH-000189,0.3830368018026921
ACH-000190,0.034091613172838216
ACH-000198,0.22521753978367365
ACH-000203,0.4231094558457934
ACH-000204,0.3031565933692249
ACH-000206,0.1509076404472858
ACH-000207,0.09148027040324336
ACH-000208,0.0725182310978015
ACH-000210,0.1906032890732206
ACH-000211,0.11330227594530125
ACH-000215,0.23889025312428697
ACH-000221,0.2820951156377189
ACH-000222,-0.08362551679871605
ACH-000223,0.20310816382193
ACH-000226,0.1557309308282256
ACH-000227,0.33186313365631626
ACH-000228,0.26648176555840913
ACH-000231,0.17546886270146386
ACH-000232,0.24033700010948605
ACH-000233,0.17524114273060132
ACH-000234,0.17108824734492412
ACH-000235,0.12039905162357255
ACH-000237,0.09944292331622206
ACH-000238,0.20722721432631636
ACH-000242,0.3416319869973864
ACH-000243,0.17358887226372524
ACH-000244,0.10984060693834012
ACH-000246,0.15603834879214196
ACH-000248,0.11378524366885699
ACH-000250,0.1696317594012404
ACH-000251,0.06931101038848207
ACH-000252,0.15122371614441404
ACH-000253,0.1959181169114451
ACH-000255,0.15214561278955965
ACH-000256,0.2213083621394817
ACH-000257,0.05745588498397024
ACH-000258,0.16118607943639887
ACH-000259,0.1890448671876992
ACH-000260,0.1928287612428659
ACH-000261,0.2093311066866738
ACH-000262,0.006560044052757457
ACH-000263,0.1844925160841301
ACH-000264,0.1743205965338398
ACH-000265,0.2389607264892389
ACH-000266,0.2059436296917273
ACH-000272,0.08997739353165883
ACH-000274,0.17873693600761018
ACH-000277,0.21420624405609026
ACH-000278,0.22398529918204954
ACH-000279,0.2205827821690328
ACH-000280,0.2306556251554611
ACH-000281,0.11404401288644725
ACH-000288,0.1774242950067715
ACH-000291,0.2909969635198736
ACH-000293,0.20432259664550428
ACH-000294,0.13319232618251248
ACH-000295,0.4739669048792289
ACH-000296,0.1062635352327633
ACH-000302,0.16915650614471248
ACH-000304,0.2215785399123648
ACH-000307,0.19441556287251816
ACH-000308,0.2085928635634652
ACH-000310,0.17416219695458635
ACH-000311,0.22326576842183046
ACH-000312,0.2521080060338858
ACH-000315,0.14689688614906252
ACH-000316,0.2133614155882891
ACH-000317,0.2506433983603387
ACH-000318,0.2310766157793767
ACH-000319,0.0995870933338743
ACH-000320,0.04864525573989733
ACH-000322,-0.04539356675659362
ACH-000323,0.14187781500941393
ACH-000324,0.20421069868867506
ACH-000329,0.17631006518912454
ACH-000330,0.062154940627887574
ACH-000331,0.2459310953791477
ACH-000332,0.24559423986476586
ACH-000334,0.05702524786574284
ACH-000335,0.2565081480776348
ACH-000336,0.3498804066530895
ACH-000337,0.05145001341550762
ACH-000338,0.2979586136149722
ACH-000339,0.1631413625529574
ACH-000341,0.03763696620253286
ACH-000348,0.23032088242603374
ACH-000350,0.27286588573436754
ACH-000352,0.2332736396393936
ACH-000356,0.3424699639818368
ACH-000361,0.12249255457926445
ACH-000362,0.15788644722062278
ACH-000363,0.19238124082738609
ACH-000364,0.16528668845549493
ACH-000365,0.2166362388857445
ACH-000366,0.2681999431583661
ACH-000368,0.3033194310833779
ACH-000374,0.17872324091841085
ACH-000375,0.16205263827925745
ACH-000376,0.1515216199538108
ACH-000381,0.1776676608658899
ACH-000383,0.1894839494900544
ACH-000387,0.1824974903364337
ACH-000389,0.2774340748260981
ACH-000390,0.25462129465391603
ACH-000393,0.25258204951957003
ACH-000395,0.1938202099937216
ACH-000396,0.53319058246926
ACH-000397,0.20244406214777952
ACH-000401,0.11151932437844997
ACH-000402,0.07048556657850819
ACH-000403,0.3327111649382879
ACH-000404,-0.017254018881465254
ACH-000406,0.13548506490083467
ACH-000407,0.13087008978972092
ACH-000408,0.3436359072920928
ACH-000410,0.2625332963813635
ACH-000411,0.22482660143635386
ACH-000414,0.14848142826728686
ACH-000415,0.16397075698431338
ACH-000416,0.23216654633530745
ACH-000420,0.258312944997868
ACH-000421,0.2667630691889349
ACH-000424,0.1459095009885507
ACH-000425,0.12107485390898455
ACH-000426,-0.025479811244174727
ACH-000427,0.18469051962554092
ACH-000433,0.20134734347313454
ACH-000435,0.06674866299753793
ACH-000436,0.2929810375722002
ACH-000444,0.1930805656384866
ACH-000445,0.20485366961963736
ACH-000448,0.19650022623678207
ACH-000450,0.17358229133647185
ACH-000452,0.14838442407919394
ACH-000454,0.10581683586311226
