,ATP6V1D (51382)
ACH-000004,-0.6541886235260778
ACH-000005,-0.6305879004072202
ACH-000007,-0.5308328899267243
ACH-000009,-0.5913015076429942
ACH-000011,-0.6170878362090657
ACH-000012,-0.7925654614251885
ACH-000013,-0.4388072722273225
ACH-000014,-0.5448299516676391
ACH-000015,-0.3995315967227544
ACH-000017,-0.6849002109387374
ACH-000018,-0.5718528579646484
ACH-000019,-0.5920382028888802
ACH-000021,-0.6045112666386632
ACH-000022,-0.5199590576292175
ACH-000025,-0.6989723462174118
ACH-000028,-0.567362814314044
ACH-000030,-0.7366552669628674
ACH-000035,-0.6332315949779495
ACH-000036,-0.7591987129415146
ACH-000037,-0.5904888040907894
ACH-000039,-0.6284267903677745
ACH-000040,-0.5572476442309386
ACH-000041,-0.6329998545046894
ACH-000042,-0.6575144215366651
ACH-000045,-0.5655008903025367
ACH-000047,-0.6208380589335266
ACH-000052,-0.6370314055783313
ACH-000053,-0.6804858584260012
ACH-000054,-0.6969437938228591
ACH-000055,-0.4499848994249284
ACH-000060,-0.8545730436935545
ACH-000067,-0.629690323509453
ACH-000070,-0.7225510455777481
ACH-000075,-0.4510034279209605
ACH-000078,-0.5734830562972126
ACH-000082,-0.5095111147331621
ACH-000085,-0.7468569263824184
ACH-000086,-0.7867625452940625
ACH-000087,-0.7372290947866933
ACH-000092,-0.8053448094685828
ACH-000095,-0.4873966893685695
ACH-000097,-0.4188800348896345
ACH-000098,-0.6679904512073931
ACH-000099,-0.31059355836590513
ACH-000108,-0.6176065454937351
ACH-000113,-0.5581653637038804
ACH-000116,-0.6555308681269699
ACH-000118,-0.6422980167300257
ACH-000120,-0.5653677227997693
ACH-000123,-0.7082229695121941
ACH-000127,-0.6954983717377253
ACH-000128,-0.5886617691519814
ACH-000132,-0.5832352403385913
ACH-000133,-0.6506600836196855
ACH-000137,-0.4451040836755881
ACH-000138,-0.5535562914740461
ACH-000142,-0.677866538647355
ACH-000143,-0.5549289962271589
ACH-000146,-0.7634939648194194
ACH-000148,-0.55542417090821
ACH-000150,-0.3774404162499755
ACH-000152,-0.5714274922247176
ACH-000153,-0.9355012325621372
ACH-000159,-0.7440996903567894
ACH-000160,-0.546934526622983
ACH-000163,-0.5913011599554964
ACH-000167,-1.3148250253994924
ACH-000168,-0.4389260461697944
ACH-000169,-0.9151877077313484
ACH-000178,-0.7684366922038897
ACH-000183,-0.6388483254852543
ACH-000188,-0.8032312896346269
ACH-000189,-0.6899790749765868
ACH-000190,-0.621360102537442
ACH-000198,-0.4375626164162128
ACH-000203,-0.5984686918295861
ACH-000204,-0.9679224965854184
ACH-000206,-0.35617683192684035
ACH-000207,-0.7043696406587601
ACH-000208,-0.5169068857402926
ACH-000210,-0.687779908734626
ACH-000211,-0.5586700661502556
ACH-000215,-0.6398412054563357
ACH-000221,-0.3721931832229008
ACH-000222,-0.8127302092393884
ACH-000223,-0.7090466562192573
ACH-000226,-0.5559568780907442
ACH-000227,-0.4292937305159848
ACH-000228,-0.7554887362907236
ACH-000231,-0.6676972978239206
ACH-000232,-0.5869831653819785
ACH-000233,-0.42786822571680905
ACH-000234,-0.8125988731905017
ACH-000235,-0.5436575486273211
ACH-000237,-0.5001814148943327
ACH-000238,-0.5181239034872424
ACH-000242,-0.5425026731471794
ACH-000243,-0.72622373195305
ACH-000244,-0.6225249698173898
ACH-000246,-0.6863170756500021
ACH-000248,-0.5390603034379069
ACH-000250,-0.7595065264868885
ACH-000251,-0.6067318598435447
ACH-000252,-0.7882582625644703
ACH-000253,-0.6445039331920371
ACH-000255,-0.7509494972781723
ACH-000256,-0.8004273173545094
ACH-000257,-0.3863716506842089
ACH-000258,-0.6116974215743295
ACH-000259,-0.6334231349051824
ACH-000260,-0.5846584188808338
ACH-000261,-0.7927455874748603
ACH-000262,-0.8292653975165233
ACH-000263,-0.6719442882502369
ACH-000264,-0.6801426831726126
ACH-000265,-0.4479412671498204
ACH-000266,-0.5825949866653801
ACH-000272,-0.7838249012219098
ACH-000274,-0.30084415365293976
ACH-000277,-0.6624539209533594
ACH-000278,-1.0538216364632182
ACH-000279,-0.6314538456966625
ACH-000280,-0.590205191666198
ACH-000281,-0.5491142471950822
ACH-000288,-0.7865075078877034
ACH-000291,-0.4175415412915936
