,ATP6V1D (51382)
ACH-000293,-0.5471737421930644
ACH-000294,-0.5332208334785554
ACH-000295,-0.7539427417203014
ACH-000296,-0.3907377993474824
ACH-000302,-0.3556039846841315
ACH-000304,-0.8487377997736083
ACH-000307,-0.7758100075712129
ACH-000308,-0.6737889796427791
ACH-000310,-0.5833896948649635
ACH-000311,-0.579781845863511
ACH-000312,-0.6346233670597227
ACH-000315,-0.5246735169494894
ACH-000316,-0.5279100844583703
ACH-000317,-0.9313761280258248
ACH-000318,-0.7508414071526891
ACH-000319,-0.6111926414333256
ACH-000320,-0.7739363125903164
ACH-000322,-0.7881396920984529
ACH-000323,-0.09179422118331136
ACH-000324,-0.5133313547154659
ACH-000329,-0.5015851320143394
ACH-000330,-0.5944876452077653
ACH-000331,-0.7526323458811032
ACH-000332,-0.5156388544943121
ACH-000334,-0.4173468559732083
ACH-000335,-0.18591298252259936
ACH-000336,-0.3946499570026943
ACH-000337,-0.5390651233463293
ACH-000338,-0.7556906048768474
ACH-000339,-0.4935854079522833
ACH-000341,-0.4761741395270537
ACH-000348,-0.6282713057818561
ACH-000350,-0.28284443571313145
ACH-000352,-0.4718339070689879
ACH-000356,-0.6580289061075909
ACH-000361,-0.6825455124672866
ACH-000362,-0.5534130227012254
ACH-000363,-0.8433425900794967
ACH-000364,-0.5871935068200961
ACH-000365,-0.3903313895574812
ACH-000366,-0.5313515922608057
ACH-000368,-0.7511021900215279
ACH-000374,-1.0048794924235598
ACH-000375,-0.5217888067116357
ACH-000376,-0.6873382127355742
ACH-000381,-0.5843576819411099
ACH-000383,-0.7131970502616471
ACH-000387,-0.4967290353687517
ACH-000389,-0.5738546717102649
ACH-000390,-0.6970114363977997
ACH-000393,-0.7896596518943412
ACH-000395,-0.4909475009355522
ACH-000396,-0.4718918769995002
ACH-000397,-0.788314276197379
ACH-000401,-0.5845377156900109
ACH-000402,-0.7211706109975698
ACH-000403,-0.9426893324242456
ACH-000404,-0.604067989390019
ACH-000406,-0.5674651060766888
ACH-000407,-0.7664975800585793
ACH-000408,-0.5123307288497838
ACH-000410,-0.5257063737854556
ACH-000411,-0.5408974622202304
ACH-000414,-0.6587556001584304
ACH-000415,-0.6226303613094297
ACH-000416,-0.7528872316270573
ACH-000420,-0.5205763828818054
ACH-000421,-0.6038242764991795
ACH-000424,-0.8640032324978878
ACH-000425,-0.5154111294156822
ACH-000426,-0.6125705281439425
ACH-000427,-0.6635964324785589
ACH-000433,-0.7039633424864029
ACH-000435,-0.3501293652466357
ACH-000436,-0.5047759762314891
ACH-000444,-0.8013925942383013
ACH-000445,-0.539379142335528
ACH-000448,-0.4774001985322352
ACH-000450,-0.3922263375920073
ACH-000452,-0.5577396122801624
ACH-000454,-0.8582476482958207
ACH-000458,-0.38008719010751774
ACH-000459,-0.6886916201567898
ACH-000460,-0.7345437785488634
ACH-000461,-0.5827987810332105
ACH-000463,-0.4246837726977216
ACH-000464,-0.5105645500103971
ACH-000466,-0.6779818525635602
ACH-000467,-0.7733108413928579
ACH-000468,-0.4307896369397069
ACH-000469,-0.6574242693940704
ACH-000470,-0.3760517394062097
ACH-000471,-0.4297172338594563
ACH-000472,-0.5835038679287785
ACH-000473,-0.5927748884240327
ACH-000475,-0.8557143653169923
ACH-000476,-0.8275065549411494
ACH-000477,-0.5734322154819088
ACH-000479,-0.7977713095144635
ACH-000480,-0.7750032495815167
ACH-000481,-0.6266590176270098
ACH-000483,-0.4833087688869969
ACH-000484,-0.6634594537522336
ACH-000485,-0.5266178605740417
ACH-000486,-0.660753865341245
ACH-000487,-0.5826380547349278
ACH-000488,-0.4565569082784032
ACH-000490,-0.5299326140176319
ACH-000491,-0.24325879586318555
ACH-000495,-0.9307908911302842
ACH-000496,-0.5801838723265287
ACH-000499,-0.5770523343514712
ACH-000500,-1.1105408640543126
ACH-000502,-0.7902735263530108
ACH-000503,-0.7742659353592402
ACH-000505,-0.4685170503928397
ACH-000507,-0.7140029011327671
ACH-000510,-0.5483501895423946
ACH-000511,-0.7860246723113045
ACH-000512,-0.5273270439441429
ACH-000516,-0.7375724516202372
ACH-000517,-0.6783580717180986
ACH-000518,-0.7791090598213755
ACH-000520,-0.9186257511374952
ACH-000521,-0.5942372664224388
ACH-000522,-0.6651335869220742
ACH-000524,-0.8762452811655601
ACH-000527,-0.5446469848709523
ACH-000528,-0.5896407317349749
ACH-000537,-0.5964310323048001
ACH-000541,-0.7751419913615837
ACH-000542,-0.6883623739982366
ACH-000544,-0.6421159684444994
ACH-000545,-0.6329254302505753
ACH-000547,-0.4042308063073832
ACH-000548,-0.831651220584746
ACH-000549,-0.7107321890839968
ACH-000550,-0.6111895427022488
ACH-000552,-0.9271457739094348
ACH-000556,-0.6421571314449969
ACH-000557,-0.6171469803742211
ACH-000569,-0.28679535230708075
ACH-000570,-0.8977103390017649
ACH-000571,-0.8300207560135373
ACH-000573,-0.5396945338838739
ACH-000576,-0.7732319913734905
ACH-000579,-0.6206395771801387
ACH-000580,-0.4743920827205428
ACH-000584,-0.5980691439753759
ACH-000585,-0.5456594986424521
ACH-000588,-0.4915578035672988
ACH-000589,-0.5728456433343748
ACH-000591,-0.7584495716026212
ACH-000593,-0.6962263110825339
ACH-000600,-0.6297805500026054
ACH-000601,-0.4886723027305564
ACH-000605,-0.41259627852012093
ACH-000606,-0.6337823102334916
ACH-000608,-0.8385536207812565
ACH-000614,-0.657977688498558
ACH-000616,-0.6512198215051237
ACH-000618,-0.800833891446787
ACH-000619,-0.7954741865042398
ACH-000620,-0.6592580320217188
ACH-000621,-0.7256666966781842
ACH-000622,-0.7400788578259148
ACH-000623,-0.7220688824416991
ACH-000624,-0.7310370428375893
ACH-000627,-0.3232480426836061
ACH-000630,-0.7333938379090676
ACH-000631,-0.2578793218180004
ACH-000632,-0.5551117503658285
ACH-000633,-0.7066391223936093
ACH-000637,-0.2309671391899899
ACH-000638,-0.639682551407968
ACH-000646,-0.6758258546723621
ACH-000647,-0.5616883153927623
ACH-000648,-0.6832133122745949
ACH-000649,-0.8359149492847038
ACH-000651,-0.3862094214274913
ACH-000652,-0.7491056155495535
ACH-000653,-0.6963118402218933
ACH-000657,-0.450842780569157
ACH-000658,-0.995260886639892
ACH-000661,-0.5695453068766481
ACH-000662,-0.3309411075801211
ACH-000663,-0.6807895907077165
ACH-000665,-0.8085256131750459
ACH-000671,-0.4409174346660469
ACH-000672,-0.2657025992938468
ACH-000673,-0.6338709037566149
ACH-000676,-0.4407735499192086
ACH-000677,-0.2692195827902202
ACH-000681,-0.5809063674043262
ACH-000683,-0.6096188051118402
ACH-000684,-0.8711657194980845
ACH-000688,-0.8471001049411451
ACH-000693,-0.35430757690095704
ACH-000694,-0.4933460225336352
ACH-000695,-0.6352561607881533
ACH-000696,-0.6445485861007685
ACH-000697,-0.6884649848890129
ACH-000699,-0.7141388994706351
ACH-000701,-0.3460170583515679
ACH-000706,-0.7089603321884805
ACH-000711,-0.8921659044906612
ACH-000713,-0.4843396555671062
ACH-000714,-0.3951700879735761
ACH-000718,-0.6436821303341732
ACH-000720,-0.5257809942907505
ACH-000721,-0.6278862129669746
ACH-000724,-0.7221261618691308
ACH-000725,-0.5350646105415683
ACH-000732,-0.8023458365897012
ACH-000734,-0.5543188168407092
ACH-000735,-0.681578710022544
ACH-000736,-0.8391503824751219
ACH-000738,-0.5775659465882104
ACH-000746,-0.7662037285017882
ACH-000747,-0.8250379028888851
ACH-000748,-0.3437909524505173
ACH-000753,-0.6896848954452375
ACH-000756,-0.4028144773489885
ACH-000757,-0.6550779611494745
ACH-000758,-0.6932690456044436
ACH-000760,-0.7324981576778865
ACH-000762,-0.6454719625135471
ACH-000763,-0.8654807965107963
ACH-000764,-0.4727375600406089
ACH-000765,-0.8776374916809354
ACH-000766,-0.8356875024399641
ACH-000767,-0.2669298862334126
ACH-000768,-0.6047634875367635
ACH-000769,-0.6177885669916183
ACH-000770,-0.7234841140349013
ACH-000771,-0.8104789449967622
ACH-000773,-0.5944118665406566
ACH-000776,-0.4895441943461041
ACH-000777,-0.29379944643424444
ACH-000778,-0.6752483463236603
ACH-000781,-0.6979850983603123
ACH-000782,-0.3841137551251936
ACH-000783,-0.7464517448483685
ACH-000784,-0.5623366048363363
ACH-000785,-0.6112471711059736
ACH-000787,-0.6255904440779856
ACH-000788,-0.7612252656946046
ACH-000791,-0.7241815039770512
ACH-000792,-0.7299885090726184
ACH-000794,-0.9093045155152464
ACH-000796,-0.5814814772114678
ACH-000798,-0.5091592464771317
ACH-000799,-0.7993131675554441
ACH-000800,-0.6390515616922452
ACH-000802,-0.3755080903812437
ACH-000804,-0.5490413146536929
ACH-000805,-0.5871898987971436
ACH-000809,-0.6746483010189197
ACH-000810,-0.5524865662304218
ACH-000811,-0.5101797478791805
ACH-000817,-0.9352955768018169
ACH-000819,-0.6005692101928676
ACH-000820,-0.6613913450816811
ACH-000821,-0.7643048884956973
ACH-000822,-0.912456567457626
ACH-000823,-0.5812923187946429
ACH-000824,-0.4624427389440081
ACH-000827,-0.6599157699952956
ACH-000829,-0.7106209292659822
ACH-000831,-0.6387785811346446
ACH-000832,-0.7684844639735111
ACH-000833,-0.6791696923938676
ACH-000834,-0.616340730369442
ACH-000835,-0.5967120193825337
ACH-000836,-0.5886771747963662
ACH-000837,-0.7221762925285362
ACH-000838,-0.4384594660212181
ACH-000839,-0.8684763471305142
ACH-000840,-0.7283696516403004
ACH-000841,-0.6622317529961644
ACH-000843,-0.5730478535810785
ACH-000846,-0.6442288380455808
ACH-000847,-0.5629576885659481
ACH-000848,-0.7054803551295605
ACH-000849,-0.78229937954977
ACH-000851,-0.8001568060947732
ACH-000855,-0.8252834503976773
ACH-000856,-0.5814812861599647
ACH-000858,-0.6507810917055182
ACH-000859,-0.7115649046043798
ACH-000861,-0.4237864090414237
ACH-000862,-0.385280152272145
ACH-000865,-0.6716849790763572
ACH-000866,-0.4956547915243476
ACH-000867,-0.5520474993721833
ACH-000869,-0.5333396254289671
ACH-000872,-0.6219365488184585
ACH-000873,-0.5749181059791089
ACH-000876,-0.4558465024644397
ACH-000878,-0.8495039844851289
ACH-000880,-0.4042779287846117
ACH-000881,-0.5983287752108584
ACH-000882,-0.5421111423986735
ACH-000884,-0.8480006862583236
ACH-000885,-0.4711206180283575
ACH-000887,-0.7076426639372925
ACH-000889,-0.5434259442352155
ACH-000896,-0.7211183102415205
ACH-000898,-0.5768508985929237
ACH-000900,-0.9023735415298222
ACH-000901,-0.4840781028469972
ACH-000905,-0.5748061377355752
ACH-000906,-0.6574858828805782
ACH-000907,-0.6532890924914124
ACH-000910,-0.4309956305624862
ACH-000911,-0.8502191970789219
ACH-000912,-0.4803243912179877
ACH-000913,-0.5414556287462131
ACH-000915,-0.7836116266376404
ACH-000916,-0.9780180826223318
ACH-000917,-0.7995437880651697
ACH-000920,-0.4644826405128926
ACH-000921,-0.7591470789889916
ACH-000924,-0.5870111049140733
ACH-000926,-0.6098566720480583
ACH-000928,-0.7710373923753943
ACH-000929,-0.5802480212535891
ACH-000932,-0.4887192260345906
ACH-000935,-0.4210577977297551
ACH-000936,-0.5454313720847237
ACH-000937,-0.6196952873005825
ACH-000938,-0.5188678035355497
ACH-000939,-0.7103523308006782
ACH-000941,-0.8487336229054727
ACH-000943,-0.6275783585447235
ACH-000946,-0.6334436980336297
ACH-000947,-0.376155060381188
ACH-000948,-0.6209524710557984
ACH-000950,-0.7283379288704792
ACH-000953,-0.6917792658691208
ACH-000954,-0.5592180874433571
ACH-000957,-0.5941723988262967
ACH-000958,-0.4975861868431306
ACH-000960,-0.8374271499414745
ACH-000963,-0.8543963914833842
ACH-000968,-0.6226529918963443
ACH-000969,-0.6607636104672925
ACH-000972,-0.9370951030454624
ACH-000973,-0.5842094601867588
ACH-000974,-0.3336422446871489
ACH-000978,-0.42212047344244097
ACH-000984,-0.5600636729746683
ACH-000986,-0.7882986931989798
ACH-000988,-0.5082940318063195
ACH-000993,-0.6134428987683888
ACH-000994,-0.5460319592685556
ACH-000996,-0.6139389021554642
ACH-001001,-0.6223318816176295
ACH-001020,-0.9669478112101126
ACH-001028,-0.5982291939970336
ACH-001031,-0.7648587078499014
ACH-001038,-0.5789541098866705
ACH-001048,-0.9545208350931318
ACH-001050,-0.6798830932514361
ACH-001053,-0.6470045522356777
ACH-001054,-0.5845971310565021
ACH-001061,-0.6558462202745896
ACH-001067,-0.732426671610672
ACH-001075,-0.7375696706153898
ACH-001096,-0.6216674152620993
ACH-001111,-0.419512113449944
ACH-001119,-0.7568509418440639
ACH-001128,-0.6075794496638951
ACH-001134,-0.7563728919470276
ACH-001151,-0.7447272786982343
ACH-001163,-0.7677763748992688
ACH-001164,-0.5279297262210126
ACH-001183,-0.6202779698898259
ACH-001192,-0.6470163490773858
ACH-001193,-0.2514873304742737
ACH-001196,-0.7399406185397339
ACH-001197,-0.6829221599079963
ACH-001205,-0.5606736458351764
ACH-001211,-0.17473570430802876
ACH-001212,-0.4600762805625275
ACH-001228,-0.5385562031343878
ACH-001232,-0.7438331161335979
ACH-001239,-0.4571505767836075
ACH-001270,-0.9301726458797768
ACH-001274,-0.5754383256960068
ACH-001275,-0.4678288100526699
ACH-001277,-0.7523474156380723
ACH-001278,-0.6392117380827914
ACH-001280,-0.5632551614954587
ACH-001283,-0.5478278546819421
ACH-001289,-0.3145049950610615
ACH-001300,-0.3687301005183689
ACH-001301,-0.505683748900727
ACH-001302,-0.2980223265859776
ACH-001306,-0.7451826210721626
ACH-001318,-0.5305013603233526
ACH-001322,-0.7568909085831635
ACH-001328,-0.7598780445696138
ACH-001332,-0.5654571982772523
ACH-001336,-0.5332357373002324
ACH-001346,-0.7779374053685448
ACH-001353,-1.0696862273782792
ACH-001354,-0.9341304079345724
ACH-001367,-0.7472650138412481
ACH-001368,-0.6508250182876667
ACH-001374,-0.7457818284746899
ACH-001377,-0.4240179941925433
ACH-001380,-0.6293530676127902
ACH-001391,-0.6585117111659161
ACH-001408,-0.6210175980592231
ACH-001430,-0.7186143420864257
ACH-001431,-0.5200744122897709
ACH-001450,-0.4416839673905956
ACH-001496,-0.8004589831184815
ACH-001500,-0.4694954146921044
ACH-001523,-0.8556636403294122
ACH-001532,-0.6993827959809279
ACH-001550,-0.5033008094175089
ACH-001552,-0.4480019849232721
ACH-001554,-0.7591096583886355
ACH-001654,-0.667477514559167
ACH-001735,-0.652829184673474
ACH-001736,-0.5283872837815652
ACH-001737,-0.9689624100126132
ACH-001740,-0.4769051734087762
ACH-001745,-0.6610111297905465
ACH-001765,-0.5415002730803334
