,GRP (2922)
ACH-000004,-0.20304488483646674
ACH-000005,-0.2857021916394967
ACH-000007,0.09152799226975236
ACH-000009,-0.051822991457670206
ACH-000011,-0.13769385589376126
ACH-000012,-0.10356107946994386
ACH-000013,-0.057849338068316235
ACH-000014,-0.13011949680816126
ACH-000015,-0.029248153336443393
ACH-000017,-0.0064893639066604
ACH-000018,-0.05773818414843825
ACH-000019,-0.1768890993784027
ACH-000021,-0.02801319954613312
ACH-000022,-0.04207369108058037
ACH-000025,-0.029750417152166864
ACH-000028,-0.1873685668932338
ACH-000030,-0.08871095080727143
ACH-000035,0.01695568800561487
ACH-000036,-0.20505006763396727
ACH-000037,-0.11300359478253795
ACH-000039,-0.06135335904913894
ACH-000040,-0.22246269910640584
ACH-000041,-0.07734533542428365
ACH-000042,-0.04007570673369242
ACH-000045,-0.0335616101757522
ACH-000047,0.08484007099526353
ACH-000052,-0.05189252116244012
ACH-000053,-0.0781957548137742
ACH-000054,-0.054636182247449816
ACH-000055,-0.3240651862295804
ACH-000060,-0.16177985264845535
ACH-000067,0.04821009067097942
ACH-000070,-0.15326990115241826
ACH-000075,-0.19958213812793976
ACH-000078,-0.058659043617456816
ACH-000082,-0.008754820311411074
ACH-000085,-0.11887040518887705
ACH-000086,-0.1049715520614788
ACH-000087,-0.1294132927214714
ACH-000092,-0.08424254829424775
ACH-000095,-0.14864676884400246
ACH-000097,-0.12417938909153158
ACH-000098,-0.09483311423657342
ACH-000099,0.00034111121244852856
ACH-000108,-0.08298746656602625
ACH-000113,-0.14574083308135732
ACH-000116,-0.17821439065868278
ACH-000118,0.01314296973770003
ACH-000120,-0.22824983079635855
ACH-000123,0.01097114975274661
ACH-000127,-0.04040140057060792
ACH-000128,-0.28854967944589666
ACH-000132,-0.12974424316488967
ACH-000133,-0.1159184978280528
ACH-000137,-0.14100507451745994
ACH-000138,-0.019817475691069144
ACH-000142,-0.11181079184014787
ACH-000143,0.0176854325641453
ACH-000146,-0.09166388914250387
ACH-000148,-0.1805798639495692
ACH-000150,0.005931675976091818
ACH-000152,-0.0518313976744307
