,INCENP (3619)
ACH-000004,-0.7044502164821864
ACH-000005,-0.4269357117445185
ACH-000007,-0.9580802135110664
ACH-000009,-0.7378955246552145
ACH-000011,-0.8955179556601717
ACH-000012,-0.9323133669944536
ACH-000013,-0.8300530250901528
ACH-000014,-0.7729799210538235
ACH-000015,-0.8021385845003539
ACH-000017,-1.0319067055376452
ACH-000018,-0.4752866841405233
ACH-000019,-0.6495319101989885
ACH-000021,-0.8401435966932187
ACH-000022,-0.7394059240901367
ACH-000025,-0.7662522503734809
ACH-000028,-0.798775302745711
ACH-000030,-0.8609307596475628
ACH-000035,-0.5333462559890353
ACH-000036,-1.0088820368196227
ACH-000037,-1.0165009062015915
ACH-000039,-0.942175090788288
ACH-000040,-0.9745097763035728
ACH-000041,-0.7774772920814905
ACH-000042,-0.9087345495225854
ACH-000045,-0.6671290361871786
ACH-000047,-1.0991200285751772
ACH-000052,-0.7882496238943963
ACH-000053,-0.8367960226135003
ACH-000054,-0.9706258196677082
ACH-000055,-0.5453105184545077
ACH-000060,-0.9240817725195056
ACH-000067,-0.8159991447378948
ACH-000070,-1.0196591909003965
ACH-000075,-0.9548488452238932
ACH-000078,-0.9315755051063578
ACH-000082,-0.7690495152420578
ACH-000085,-0.8737973119609381
ACH-000086,-1.0727526774005252
ACH-000087,-0.7011698924996924
ACH-000092,-1.0045507060860208
ACH-000095,-0.866170494172962
ACH-000097,-0.8344899271480983
ACH-000098,-0.8396864816560671
ACH-000099,-0.9312247537676934
ACH-000108,-0.9226799881730192
ACH-000113,-0.9113546834273516
ACH-000116,-0.7443204194440524
ACH-000118,-0.9507627870946456
ACH-000120,-1.082008893924833
ACH-000123,-0.978537260612912
ACH-000127,-0.9753164431809044
ACH-000128,-1.007469446199442
ACH-000132,-0.9873711371257582
ACH-000133,-0.8842787517459659
ACH-000137,-0.8332784602179928
ACH-000138,-0.9822036031912296
ACH-000142,-0.7712873802662563
ACH-000143,-0.8520254847958209
ACH-000146,-0.9839246666240736
ACH-000148,-0.8409964382075421
ACH-000150,-1.0628035935285665
ACH-000152,-0.8957507463643523
ACH-000153,-0.6772373273159732
ACH-000159,-1.0523970657844173
ACH-000160,-0.8332807612154884
ACH-000163,-0.8421724803336958
ACH-000167,-0.8311134056725317
ACH-000168,-0.849965014255254
ACH-000169,-0.9396009230177652
ACH-000178,-0.7399292781829996
ACH-000183,-0.8194212515891319
ACH-000188,-1.055521773204333
ACH-000189,-1.0011131660666377
ACH-000190,-0.7650945521344014
ACH-000198,-0.9075811036607698
ACH-000203,-0.18847512751685933
ACH-000204,-1.0028278436206302
ACH-000206,-0.8790815420230128
ACH-000207,-0.752893455850909
ACH-000208,-0.8144179689432638
ACH-000210,-1.1260692865300117
ACH-000211,-0.7451919239028212
ACH-000215,-0.9513385886663436
ACH-000221,-0.9007800446269034
ACH-000222,-0.9680017595486912
ACH-000223,-0.851663301469528
ACH-000226,-1.0109760437147834
ACH-000227,-1.1768107176042242
ACH-000228,-1.0248447840305464
ACH-000231,-1.0284142946658141
ACH-000232,-0.8437020749056969
ACH-000233,-1.2126812612098066
ACH-000234,-0.9752413887640646
ACH-000235,-0.8276682358367099
ACH-000237,-0.8366866745444773
ACH-000238,-0.7157168756770265
ACH-000242,-0.6902403853174761
ACH-000243,-0.7617749593629197
ACH-000244,-0.6861552618426626
ACH-000246,-0.9301199993686762
ACH-000248,-0.9400156370304016
ACH-000250,-0.8566666131124696
ACH-000251,-0.2006513924305101
ACH-000252,-1.062265623499341
ACH-000253,-1.0078864118363735
ACH-000255,-1.0249729479254104
ACH-000256,-0.8600753499618293
ACH-000257,-1.1232060858190578
ACH-000258,-0.6553582915207183
ACH-000259,-0.8540136550178654
ACH-000260,-0.8201288738304613
ACH-000261,-0.8279323579798266
ACH-000262,-0.6800058690235207
ACH-000263,-0.8521635251401674
ACH-000264,-0.8159115930558224
ACH-000265,-0.9810141378517938
ACH-000266,-1.0243929623000418
ACH-000272,-0.8246734854454754
ACH-000274,-0.9807479832534888
ACH-000277,-1.1831345350123572
ACH-000278,-0.8179587890250221
ACH-000279,-0.5427363032851167
ACH-000280,-1.0752546583328295
ACH-000281,-1.0580697472192933
ACH-000288,-0.9568582759548556
ACH-000291,-0.9251310770589348
ACH-000293,-0.940716824716044
ACH-000294,-0.6260920736409482
ACH-000295,-0.949938126651734
ACH-000296,-0.8336656674436922
ACH-000302,-0.6469643265555528
ACH-000304,-0.9657102110175056
ACH-000307,-1.065999645162407
ACH-000308,-0.8411434712316738
ACH-000310,-0.8113489323726925
ACH-000311,-0.8782807091709586
ACH-000312,-1.0110287701996905
ACH-000315,-0.7070158522174996
ACH-000316,-0.8057457618910996
ACH-000317,-0.904792141782828
ACH-000318,-0.9309201855895785
ACH-000319,-1.0893924889952171
ACH-000320,-0.862776320756003
ACH-000322,-0.9061333498335026
ACH-000323,-1.0318599511546371
ACH-000324,-0.8841492896835998
ACH-000329,-1.0178757820022182
ACH-000330,-0.8425486899300534
ACH-000331,-1.0364338667911936
ACH-000332,-1.025638633801473
ACH-000334,-0.5910404406579259
ACH-000335,-1.179922248551912
ACH-000336,-0.6448160153941812
ACH-000337,-0.9929604689177138
ACH-000338,-0.7136501116487972
ACH-000339,-0.7972235022892636
ACH-000341,-0.8566014447828371
ACH-000348,-0.6457188870781693
ACH-000350,-0.4687698955205157
ACH-000352,-0.8000443816978265
ACH-000356,-0.8915836093004263
ACH-000361,-1.0187254684053737
ACH-000362,-0.8826091368418323
ACH-000363,-0.6702748058533338
ACH-000364,-0.8172650099775051
ACH-000365,-0.9248731262080226
ACH-000366,-0.916021353004876
ACH-000368,-1.0347973360281912
ACH-000374,-1.009865935367597
ACH-000375,-0.7534855708237478
ACH-000376,-0.9946416039365812
ACH-000381,-0.7921449683216668
ACH-000383,-0.7190519265057435
ACH-000387,-1.1278901694418044
ACH-000389,-0.8718603459450025
ACH-000390,-0.7994689006000971
ACH-000393,-1.0151890586572003
ACH-000395,-1.3008630530954144
ACH-000396,-0.854059003200191
ACH-000397,-0.8818768208414889
ACH-000401,-0.7134605566882466
ACH-000402,-0.8983025280114704
ACH-000403,-0.9046280413994616
ACH-000404,-0.6924739701388286
ACH-000406,-0.8673873543302093
ACH-000407,-0.8277433482129276
ACH-000408,-0.7266537617872687
ACH-000410,-0.9622699079148828
ACH-000411,-0.7910523118640107
ACH-000414,-0.6732923899159161
ACH-000415,-1.1601658160944412
ACH-000416,-0.9698434805046026
ACH-000420,-1.0483600634271597
ACH-000421,-0.8827554032062872
ACH-000424,-1.0292082272243752
ACH-000425,-1.035223607199947
ACH-000426,-0.7435448425540256
ACH-000427,-0.6641187034719042
ACH-000433,-1.010628891062547
ACH-000435,-1.2967680443199896
ACH-000436,-0.9274164648274328
ACH-000444,-0.9082709899191286
ACH-000445,-0.9639602375671892
ACH-000448,-0.8211327876694325
ACH-000450,-1.0230692139022326
ACH-000452,-1.2611110552227407
ACH-000454,-0.7745269539518087
ACH-000458,-0.8135709591734105
ACH-000459,-0.5373632139672977
ACH-000460,-0.9968253504539352
ACH-000461,-1.0170622042345117
ACH-000463,-0.9157047520196784
ACH-000464,-0.9663656456316256
ACH-000466,-1.1023486772475262
ACH-000467,-0.9575690934855058
ACH-000468,-0.9391342591962378
ACH-000469,-1.0190658841931992
ACH-000470,-0.6708438994835982
ACH-000471,-0.9517743925168948
ACH-000472,-1.0057362514856083
ACH-000473,-0.6874005892177247
ACH-000475,-0.9039714814330962
ACH-000476,-1.0995642900800802
ACH-000477,-0.7886007841313218
ACH-000479,-1.251644428143068
ACH-000480,-1.0336917875714886
ACH-000481,-0.9683219177420758
ACH-000483,-0.9610615628031124
ACH-000484,-0.905831128389285
ACH-000485,-1.0208478361589035
ACH-000486,-1.0757758727271405
ACH-000487,-0.8999328981383025
ACH-000488,-0.848262140094744
ACH-000490,-0.9982325325071688
ACH-000491,-0.9602479153214502
ACH-000495,-1.0161892687187375
ACH-000496,-0.8622822076564794
ACH-000499,-1.0517988964843277
ACH-000500,-1.2013643293936436
ACH-000502,-0.8802929727190779
ACH-000503,-0.835527383807514
ACH-000505,-0.975612639997812
ACH-000507,-0.8915286608800367
ACH-000510,-0.8734808981988025
ACH-000511,-0.8893742702367409
ACH-000512,-0.7750270033419137
ACH-000516,-0.899861240974697
ACH-000517,-1.0358279506695742
ACH-000518,-0.6410796213750051
ACH-000520,-0.944804208046413
ACH-000521,-0.9210387356743176
ACH-000522,-1.0246780028967677
ACH-000524,-0.6350624772947667
ACH-000527,-0.9536214070909718
ACH-000528,-1.0323395443186918
ACH-000537,-1.091469467236872
ACH-000541,-0.8343908343344554
ACH-000542,-0.8848325909781809
ACH-000544,-0.9424913959968128
ACH-000545,-0.7149914832446487
ACH-000547,-0.9789704313750256
ACH-000548,-0.9142351681992508
ACH-000549,-0.9708738588762844
ACH-000550,-0.9668796328988676
ACH-000552,-0.8244524045325823
ACH-000556,-1.0611870791418316
ACH-000557,-1.0515726385700508
ACH-000569,-1.0059451372064223
ACH-000570,-1.0417450071971912
ACH-000571,-0.827186174408835
ACH-000573,-0.6069638980764737
ACH-000576,-0.8044405693144141
ACH-000579,-1.0132691189552978
ACH-000580,-0.7570655950957371
ACH-000584,-0.9942833644815724
ACH-000585,-0.9518803060594012
ACH-000588,-0.9967001203673082
ACH-000589,-0.9052164202656148
ACH-000591,-1.066799126632277
ACH-000593,-0.8063221175743099
ACH-000600,-0.9227826486587386
ACH-000601,-1.0432609358192682
ACH-000605,-1.152290806984025
ACH-000606,-0.9314655136146408
ACH-000608,-0.6602882878888297
ACH-000614,-0.7808783849397151
ACH-000616,-0.6779462760949337
ACH-000618,-1.0274695404039793
ACH-000619,-1.1265237916461532
ACH-000620,-1.1740620083633075
ACH-000621,-0.7784689921971168
ACH-000622,-0.8916845753030199
ACH-000623,-1.1119392683879803
ACH-000624,-0.8696794866997417
ACH-000627,-0.7992108146307426
ACH-000630,-0.9624047775213626
ACH-000631,-1.3666068697105649
ACH-000632,-0.9446953127014972
ACH-000633,-0.9276680564593298
ACH-000637,-0.7748155390513944
ACH-000638,-0.8797834376896921
ACH-000646,-1.0552863322916917
ACH-000647,-1.1040231725908929
ACH-000648,-1.0328662509552418
ACH-000649,-0.8584700999858549
ACH-000651,-0.8436671979695647
ACH-000652,-0.9973089906446768
ACH-000653,-0.8489585556219832
ACH-000657,-0.8954346612020258
ACH-000658,-0.8393430448164731
ACH-000661,-0.8025586447642734
ACH-000662,-0.7424029424454309
ACH-000663,-1.247039012300973
ACH-000665,-0.8917865835400564
ACH-000671,-0.8253323857321586
ACH-000672,-1.2692929663427377
ACH-000673,-0.6468051785261943
ACH-000676,-0.7845423047187954
ACH-000677,-0.9376688923074664
ACH-000681,-0.7895177202301017
ACH-000683,-1.1069093415662468
ACH-000684,-0.9156304478620044
ACH-000688,-0.5782788600021396
ACH-000693,-1.0474175222485864
ACH-000694,-1.1052746462597145
ACH-000695,-1.0387958671632422
