,CADM4 (199731)
ACH-000004,-0.4504198946306746
ACH-000005,-0.1166136487547102
ACH-000007,-0.5375807672735887
ACH-000009,-0.4591444773671522
ACH-000011,-0.36450784889165455
ACH-000012,-0.4903256714388253
ACH-000013,-0.6037688956380715
ACH-000014,-0.3562142020126827
ACH-000015,-0.4178586697721887
ACH-000017,-0.3024647841668072
ACH-000018,-0.5859550207114099
ACH-000019,-0.32191592706115474
ACH-000021,-0.4532205461300873
ACH-000022,-0.2717021266164209
ACH-000025,-0.3780280637922595
ACH-000028,-0.308161070908806
ACH-000030,-0.4238815808565329
ACH-000035,-0.3621759959004637
ACH-000036,-0.5808022203788769
ACH-000037,-0.498424010531364
ACH-000039,-0.2219221562921145
ACH-000040,-0.5187007615378088
ACH-000041,-0.2424153133276442
ACH-000042,-0.3037504292359575
ACH-000045,-0.38262490730641147
ACH-000047,-0.4094100854888715
ACH-000052,-0.5086698595474791
ACH-000053,-0.4284801433430077
ACH-000054,-0.4042300071994856
ACH-000055,-0.6209319177545464
ACH-000060,-0.4293750702040464
ACH-000067,-0.3300297901157821
ACH-000070,-0.22189775551111696
ACH-000075,-0.5377319696312269
ACH-000078,-0.3622810320110743
ACH-000082,-0.29748043963420284
ACH-000085,-0.3706630147247128
ACH-000086,-0.5672304494355725
ACH-000087,-0.4379542994389693
ACH-000092,-0.6205728570754089
ACH-000095,-0.5846337772594573
ACH-000097,-0.3405485112533297
ACH-000098,-0.4883342818542729
ACH-000099,-0.32154157078008216
ACH-000108,-0.4916231332815906
ACH-000113,-0.3880641179682518
ACH-000116,-0.3922751338306629
ACH-000118,-0.30316575212645464
ACH-000120,-0.2982203046281299
ACH-000123,-0.27745559360067495
ACH-000127,-0.4068570592423318
ACH-000128,-0.4873698185327808
ACH-000132,-0.3885167052228744
ACH-000133,-0.5217959412469053
ACH-000137,-0.44613490667886063
ACH-000138,-0.3983634284298495
ACH-000142,-0.4474592335580008
ACH-000143,-0.5078596000204162
ACH-000146,-0.4259447866482712
ACH-000148,-0.3999987846357025
ACH-000150,-0.6612859222966135
ACH-000152,-0.5142405436509148
ACH-000153,-0.4457289335900407
ACH-000159,-0.6759552040475314
ACH-000160,-0.4457305024501584
ACH-000163,-0.3510090324655445
ACH-000167,-0.4250959288178404
ACH-000168,-0.2809628882401385
ACH-000169,-0.30061277606609765
ACH-000178,-0.459611675985432
ACH-000183,-0.3077870236849284
