,CYB561 (1534)
ACH-000150,-0.10668868823482797
ACH-000152,-0.33728163911498216
ACH-000153,0.003021234748466631
ACH-000159,-0.2008107233579149
ACH-000160,-0.08568222907367462
ACH-000163,-0.4564718152846109
ACH-000167,-0.28010361653135146
ACH-000168,-0.25791038813096545
ACH-000169,-0.1530721187712036
ACH-000178,-0.03664986123926785
ACH-000183,-0.2500288993894809
ACH-000188,-0.06272852430715238
ACH-000189,-0.03715341981049808
ACH-000190,-0.2298929562278021
ACH-000198,-0.1348794155901654
ACH-000203,-0.681565114497299
ACH-000204,-0.06746035002076002
ACH-000206,0.03782499930310335
ACH-000207,0.024394842653956673
ACH-000208,0.015573890311222374
ACH-000210,0.0012693273840246016
ACH-000211,-0.16193699339378664
ACH-000215,-0.18274742393752247
ACH-000221,-0.3045306800505529
ACH-000222,0.017963999567473892
ACH-000223,-0.18430380858090126
ACH-000226,-0.37311837330313213
ACH-000227,-0.3946747157002848
ACH-000228,-0.23437038968813625
ACH-000231,-0.20512810180721236
ACH-000232,-0.2420217523281274
ACH-000233,-0.20432650304814
ACH-000234,-0.20364561555809613
ACH-000235,-0.16359757049346066
ACH-000237,-0.14012359005183478
ACH-000238,-0.3631527537653764
ACH-000242,-0.08314676706892732
ACH-000243,-0.3213905496660709
ACH-000244,-0.3569387965167856
ACH-000246,-0.22234080232705555
ACH-000248,-0.32988303444994904
ACH-000250,-0.20743995466526569
ACH-000251,-0.24341183053929394
ACH-000252,-0.1824598089634781
ACH-000253,-0.23410406855933166
ACH-000255,-0.08214187062063605
ACH-000256,-0.17588663700861054
ACH-000257,-0.10229981723349144
ACH-000258,-0.1944180387092123
ACH-000259,-0.1949492449887821
ACH-000260,-0.21933393836044485
ACH-000261,-0.2544993655494401
ACH-000262,-0.15306638233962752
ACH-000263,-0.3729544191573877
ACH-000264,-0.4159273638239954
ACH-000265,-0.14111974722084197
ACH-000266,-0.15384888672562058
ACH-000272,-0.07005372869368445
ACH-000274,-0.185290966655285
ACH-000277,-0.21085390454436825
ACH-000278,-0.1932928257551808
ACH-000279,-0.16207149414416974
ACH-000280,-0.049914915246400286
ACH-000281,-0.2670225214330013
ACH-000288,-0.2616262969808433
ACH-000291,-0.101779542688836
ACH-000293,-0.13180272465221265
ACH-000294,-0.0404606489291879
ACH-000295,-0.4267057775443831
ACH-000296,-0.41463607269539177
ACH-000302,-0.15676061623363508
ACH-000304,-0.038029407690460384
ACH-000307,-0.18088227329992407
ACH-000308,-0.15846823790645498
ACH-000310,-0.4199916869006475
ACH-000311,-0.038834119572017996
ACH-000312,-0.14200214363457198
ACH-000315,-0.25278702936926284
ACH-000316,-0.3528437679459745
ACH-000317,-0.2212238257016464
ACH-000318,-0.08902802307792533
ACH-000319,-0.3118650392857941
ACH-000320,-0.22039526225290998
ACH-000322,-0.1950279699711403
ACH-000323,-0.19508042329328232
ACH-000324,-0.2870601694321021
ACH-000329,-0.213235712247284
ACH-000330,-0.20419384586409126
ACH-000331,-0.1631451973097649
ACH-000332,-0.1824286852941145
ACH-000334,-0.03467645777835672
ACH-000335,-0.26672522022668843
ACH-000336,-0.45643269364339
ACH-000337,-0.4169819117968495
ACH-000338,0.08943371931677263
ACH-000339,-0.2333742421238504
ACH-000341,-0.33969537810370504
ACH-000348,-0.17891548574410704
ACH-000350,-0.19537061083023416
ACH-000352,-0.04667424195265782
ACH-000356,-0.08602170565296546
ACH-000361,-0.26103033394031017
ACH-000362,-0.37931516521669
ACH-000363,-0.2598368931803189
ACH-000364,0.03648171463970293
ACH-000365,-0.10522573015952016
ACH-000366,-0.2571669616761858
ACH-000368,-0.2949891579128897
ACH-000374,-0.08106068103761926
ACH-000375,-0.029250585607320405
ACH-000376,-0.10374525816910818
ACH-000381,-0.38140795110914666
ACH-000383,-0.17183624222635832
ACH-000387,-0.2069962472374612
ACH-000389,-0.12406880586151015
ACH-000390,-0.2371935209634868
ACH-000393,0.002672643218917755
ACH-000395,-0.17678391354188958
ACH-000396,0.1522628887587994
ACH-000397,-0.2192883385786423
ACH-000401,-0.2631447010702995
ACH-000402,-0.5686872582148166
ACH-000403,-0.35476208218442834
ACH-000404,-0.4528163054379635
ACH-000406,-0.15539163044183268
ACH-000407,-0.23315932442587955
ACH-000408,-0.2226925270323754
ACH-000410,-0.07047768623837146
ACH-000411,-0.0058190635150792884
ACH-000414,-0.15849913078875866
ACH-000415,-0.3455535272935064
ACH-000416,-0.21556965608504666
ACH-000420,-0.35816791877144605
ACH-000421,-0.21963874181378296
ACH-000424,-0.1497741944905169
ACH-000425,-0.18531464361345326
ACH-000426,-0.25796299742689865
ACH-000427,-0.17246243948494508
ACH-000433,-0.3372010357591684
ACH-000435,0.04743754672959017
ACH-000436,-0.14557015540645193
ACH-000444,-0.18167216117695426
ACH-000445,-0.1721972394229757
ACH-000448,-0.19061000147028026
ACH-000450,-0.12919196166768565
ACH-000452,-0.13768715433177414
ACH-000454,-0.08296164773625454
ACH-000458,-0.17186172360970073
ACH-000459,-0.2461137683870107
ACH-000460,-0.2087782591604583
ACH-000461,-0.11552987244883114
ACH-000463,-0.21801040437156186
ACH-000464,-0.2621602860948976
ACH-000466,-0.33395015510629666
ACH-000467,-0.21624387638220904
ACH-000468,-0.2478502900414783
ACH-000469,-0.2592116848202098
ACH-000470,-0.18087935430234586
ACH-000471,-0.08903133592810014
ACH-000472,-0.28116469699611285
ACH-000473,-0.06227439125284377
ACH-000475,-0.0995006348908844
ACH-000476,-0.2596898618340091
ACH-000477,-0.08167148145192142
ACH-000479,-0.32795626910594583
ACH-000480,-0.14790867766571356
ACH-000481,-0.16818711898167327
ACH-000483,-0.125331165839827
ACH-000484,-0.11917995258014155
ACH-000485,-0.20047370171009007
ACH-000486,-0.0952064168806957
ACH-000487,-0.11361444701171293
ACH-000488,-0.26919273034964103
ACH-000490,-0.16288263883105647
ACH-000491,-0.35003008612149344
ACH-000495,0.010954472162158745
ACH-000496,-0.10243664928136743
ACH-000499,-0.20314409344158288
ACH-000500,-0.19868974951250354
ACH-000502,-0.13591503987618508
ACH-000503,0.3007542293186216
ACH-000505,-0.19320893504251385
ACH-000507,-0.21707984362914606
ACH-000510,-0.08933185077972615
ACH-000511,-0.23376448250355225
ACH-000512,-0.0765159889650687
ACH-000516,-0.2835684386738372
ACH-000517,-0.26486364532620704
ACH-000518,-0.121239306135674
ACH-000520,-0.09005008765162564
ACH-000521,-0.3318348574950271
ACH-000522,-0.09783734826088324
ACH-000524,-0.19578187846796027
ACH-000527,-0.18091213475711224
ACH-000528,-0.18897301378712972
ACH-000537,-0.17763921339007907
ACH-000541,-0.05176200123144032
ACH-000542,-0.3013456630751147
ACH-000544,-0.056245752272128566
ACH-000545,-0.0929042466330554
ACH-000547,0.17622984510186382
ACH-000548,-0.2294961159586341
ACH-000549,-0.05155534592753437
ACH-000550,-0.24359101099079555
ACH-000552,-0.11103610401887426
ACH-000556,-0.2257263139401877
ACH-000557,-0.11500017297972108
ACH-000569,-0.0043319756437589
ACH-000570,-0.3055585149378375
ACH-000571,-0.13137746059510996
ACH-000573,-0.13643824666503784
ACH-000576,-0.2346098968476532
ACH-000579,-0.25406700012136424
ACH-000580,-0.216636795264958
ACH-000584,-0.13166232610225972
ACH-000585,-0.1710854336791244
ACH-000588,-0.1945896858690811
ACH-000589,-0.14884967564093635
ACH-000591,-0.26062533745820665
ACH-000593,-0.13704360409989566
ACH-000600,-0.12698093538601454
ACH-000601,-0.15849941966319822
ACH-000605,-0.19179551227968264
ACH-000606,-0.09826518809071336
ACH-000608,-0.15550048159383614
ACH-000614,-0.14834987104263672
ACH-000616,-0.18388164722855946
ACH-000618,-0.16158343488171414
ACH-000619,-0.19655173513383226
ACH-000620,-0.10736507804672783
ACH-000621,-0.14500308299126688
ACH-000622,-0.11928868659172565
ACH-000623,-0.3130993790728899
ACH-000624,-0.22016702194235246
ACH-000627,-0.2574499901711592
ACH-000630,-0.1784700265565587
ACH-000631,0.2393754793138443
ACH-000632,-0.16652048608835002
ACH-000633,-0.023800745758082248
ACH-000637,-0.12158608080347627
ACH-000638,-0.08086179690391984
ACH-000646,-0.17094361037234432
ACH-000647,-0.12092296544905523
ACH-000648,-0.2482365903747397
ACH-000649,-0.1792204150243398
ACH-000651,-0.20650492012816335
ACH-000652,-0.32361876973639475
ACH-000653,-0.21328888141610428
ACH-000657,-0.17231425703796455
ACH-000658,-0.1273193303856769
ACH-000661,-0.18275804900738646
ACH-000662,-0.04007269341322189
ACH-000663,-0.13699118409940567
ACH-000665,-0.06066527597889796
ACH-000671,-0.15732921179103246
ACH-000672,-0.4070038950180177
ACH-000673,-0.2808895488306195
ACH-000676,-0.30282018686555645
ACH-000677,-0.1710482624022197
ACH-000681,-0.17002361360717272
ACH-000683,-0.14780674293385848
ACH-000684,-0.06903253176710747
ACH-000688,-0.3162611973528508
ACH-000693,-0.15340801647983918
ACH-000694,-0.06927246330480985
ACH-000695,-0.12738840817569752
ACH-000696,-0.24280407935310475
ACH-000697,-0.22092649889590854
ACH-000699,-0.19305772247723213
ACH-000701,-0.5308894331372316
ACH-000706,-0.3638823370514171
ACH-000711,-0.12443587666487126
ACH-000713,-0.20637074585029488
ACH-000714,-0.3243293205557882
ACH-000718,-0.20363282653141904
ACH-000720,-0.08217064397278256
ACH-000721,-0.14038663049468433
ACH-000724,-0.20240948789442487
ACH-000725,-0.16282601515941975
ACH-000732,-0.25065748757059875
ACH-000734,-0.0949024602058785
ACH-000735,-0.0531931948590158
ACH-000736,-0.3539908469627833
ACH-000738,-0.15245515276529814
ACH-000746,-0.36354862982097386
ACH-000747,-0.12378610669803965
ACH-000748,-0.1844833581821232
ACH-000753,-0.1341079625030273
ACH-000756,-0.32835665758766464
ACH-000757,0.015915002096418253
ACH-000758,0.08545373491272809
ACH-000760,-0.2417787148648005
ACH-000762,-0.2034847773339803
ACH-000763,-0.09522643065209638
ACH-000764,-0.235129301796262
ACH-000765,-0.3727990174034822
ACH-000766,-0.22169832107130585
ACH-000767,-0.22982546284846664
ACH-000768,-0.3042748991603368
ACH-000769,-0.16675546079387302
ACH-000770,-0.20485252060562606
ACH-000771,-0.11723114477630467
ACH-000773,-0.24907197902368944
ACH-000776,-0.3956544926999192
ACH-000777,-0.06546824696995891
ACH-000778,-0.2580248431840065
ACH-000781,-0.13609809600760742
ACH-000782,-0.3576791958807802
ACH-000783,-0.05427405070193059
ACH-000784,-0.17630818454879954
ACH-000785,-0.05551988773601937
ACH-000787,-0.2061406436852174
ACH-000788,-0.20663433459709865
ACH-000791,-0.14039474841789654
ACH-000792,-0.2637108641782304
ACH-000794,-0.1829030637821672
ACH-000796,-0.10739029949600447
ACH-000798,-0.3121320921476141
ACH-000799,-0.3150948451311938
ACH-000800,-0.046011403922855056
ACH-000802,-0.1603522119353686
ACH-000804,-0.3126079906406953
ACH-000805,-0.2597529915781928
ACH-000809,-0.06337978973665144
ACH-000810,0.04491015384692596
ACH-000811,-0.20441217578493684
ACH-000817,-0.11863876575603208
ACH-000819,-0.18809046300726853
ACH-000820,0.1326333828066472
ACH-000821,-0.01088822007343228
ACH-000822,-0.2740439848242056
ACH-000823,-0.14646962281891174
ACH-000824,-0.12981575876982065
ACH-000827,-0.06819566663355812
ACH-000829,-0.11774662001139233
ACH-000831,-0.09966204719607706
ACH-000832,-0.09760312661558818
ACH-000833,-0.3329559189706944
ACH-000834,-0.2949500485706894
ACH-000835,-0.2195524628156268
ACH-000836,-0.2325672109407765
ACH-000837,-0.3060831783345549
ACH-000838,-0.21921317853506064
ACH-000839,-0.27458977051421896
ACH-000840,0.023505824232711976
ACH-000841,-0.023280326926781315
ACH-000843,-0.22735433210679698
ACH-000846,0.004206347695232555
ACH-000847,-0.11363458150947292
ACH-000848,-0.1439050887438851
ACH-000849,-0.12176692393844145
ACH-000851,-0.20025927388058265
ACH-000855,-0.1330384391849245
ACH-000856,-0.116330458453805
ACH-000858,-0.18908126214898535
ACH-000859,-0.008927832863556247
ACH-000861,-0.13013452704159673
ACH-000862,-0.2405588800275461
ACH-000865,-0.12563388535255568
ACH-000866,-0.21566165212295813
ACH-000867,-0.17499739729023436
ACH-000869,-0.15868965581318809
ACH-000872,-0.21673771487453056
ACH-000873,-0.5181333237440602
ACH-000876,-0.18338667814135254
ACH-000878,-0.19646486099497112
ACH-000880,-0.11339634444026185
ACH-000881,-0.3173650776318353
ACH-000882,-0.0385551331898885
ACH-000884,-0.22170788716333809
ACH-000885,-0.00426670938235589
ACH-000887,-0.22669642730251785
ACH-000889,-0.1543283670388091
ACH-000896,-0.19439476743054354
ACH-000898,-0.26365513706539906
ACH-000900,-0.2844865234714893
ACH-000901,-0.2171217194991356
ACH-000905,-0.17549351975965527
ACH-000906,-0.23235923180483156
ACH-000907,-0.1894515311212636
ACH-000910,-0.06053895810897213
ACH-000911,-0.2261521456194833
ACH-000912,-0.17953425478653534
ACH-000913,-0.176775721278586
ACH-000915,-0.2978684375831196
ACH-000916,-0.24118995060424134
ACH-000917,-0.25277469115728163
ACH-000920,0.18039891792470605
ACH-000921,-0.2094146460199349
ACH-000924,-0.2968743537320022
ACH-000926,-0.04185633366955755
ACH-000928,-0.12106634831600085
ACH-000929,0.1156145112396482
ACH-000932,-0.05025276953583152
ACH-000935,-0.174557630754963
ACH-000936,-0.33311708724876177
ACH-000937,-0.16890444724644216
ACH-000938,-0.14166206298652811
ACH-000939,-0.37303157609890303
ACH-000941,-0.12293504583555735
ACH-000943,-0.15579895091663093
ACH-000946,-0.10543505174148793
ACH-000947,-0.1702542613679549
ACH-000948,-0.08968774133466494
ACH-000950,0.03692990669360488
ACH-000953,-0.17352114138071054
ACH-000954,-0.24089007611084445
ACH-000957,-0.2735896098264889
ACH-000958,-0.16555162572630172
ACH-000960,-0.13185532708951767
ACH-000963,-0.1476683438245316
ACH-000968,-0.1783021572558431
ACH-000969,-0.25093521256958784
ACH-000972,-0.17812746404647606
ACH-000973,-0.1971164792305622
ACH-000974,-0.14497586579746816
ACH-000978,-0.21185567810777944
ACH-000984,-0.1924897199043813
ACH-000986,-0.325088786319408
ACH-000988,-0.05360604413712687
ACH-000993,-0.15863127341958208
ACH-000994,-0.20283251261478635
ACH-000996,-0.12936384151761712
ACH-001001,-0.18150715075811685
ACH-001020,-0.2304751814094159
ACH-001028,-0.1439999247229232
ACH-001031,-0.1672341085117819
ACH-001038,-0.09794926562434776
ACH-001048,-0.24484934983524945
ACH-001050,-0.5575354451721223
ACH-001053,-0.13091108976379084
ACH-001054,-0.2794631266247952
ACH-001061,-0.21709005367521764
ACH-001067,-0.10529388887735754
ACH-001075,-0.11037296301920377
ACH-001096,-0.19968494174171386
ACH-001111,-0.22455104836815948
ACH-001119,-0.22640047390789575
ACH-001128,-0.3742599840753527
ACH-001134,-0.2299406071330369
ACH-001151,-0.10401135887844433
ACH-001163,-0.09885415310482357
ACH-001164,-0.032405282021711834
ACH-001183,-0.03380001526413882
ACH-001192,-0.17413060955620732
ACH-001193,-0.5341008330763312
ACH-001196,-0.3177190317718966
ACH-001197,-0.18398624507423092
ACH-001205,-0.2159674651404761
ACH-001211,-0.3272415178651148
ACH-001212,-0.27569035324602625
ACH-001228,-0.2521575278107386
ACH-001232,-0.15702711493821198
ACH-001239,-0.29559719199224704
ACH-001270,-0.04587545022221159
ACH-001274,-0.30827933036621624
ACH-001275,-0.07135137591366099
ACH-001277,-0.12989223267943162
ACH-001278,-0.13216338563457686
ACH-001280,-0.07367911199030115
ACH-001283,-0.13408666155608878
ACH-001289,0.038153590785051004
ACH-001300,-0.3047192080396596
ACH-001301,-0.2694857103812803
ACH-001302,-0.5407150595508105
ACH-001306,-0.09820601525755576
ACH-001318,-0.1788495600611204
ACH-001322,-0.2603181931903541
ACH-001328,-0.3110445421045464
ACH-001332,-0.13631337657234344
ACH-001336,-0.2670719110706848
ACH-001346,-0.11947517334209898
ACH-001353,-0.1791742225223331
ACH-001354,-0.2775282723125148
ACH-001367,-0.12903892288302085
ACH-001368,-0.22149429080098867
ACH-001374,0.1604611544272519
ACH-001377,0.10413758795482228
ACH-001380,-0.1119138492980634
ACH-001391,-0.05558038089670589
ACH-001408,-0.06922848468424801
ACH-001430,-0.4628103549813614
ACH-001431,-0.14568482612271275
ACH-001450,-0.19450673399404067
ACH-001496,-0.16829514840440424
ACH-001500,-0.2840414353145061
ACH-001523,-0.3521645453919895
ACH-001532,-0.0745451466111267
ACH-001550,-0.1047469275966553
ACH-001552,-0.18560417255092526
ACH-001554,-0.0819707826972418
ACH-001654,-0.08991533440289284
ACH-001735,-0.2024089478304945
ACH-001736,-0.09198756693562436
ACH-001737,0.07038382157485255
ACH-001740,-0.22229892020133385
ACH-001745,-0.19259887590783192
ACH-001765,-0.158910428350309
