,TNRC6A (27327)
ACH-000004,-0.19484953617466388
ACH-000005,-0.1729026939566623
ACH-000007,-0.227538723681137
ACH-000009,-0.003494134208894889
ACH-000011,0.0028947049251402627
ACH-000012,-0.05425326310563528
ACH-000013,-0.21004711156635164
ACH-000014,-0.007962014851054432
ACH-000015,-0.06587773873100702
ACH-000017,-0.06789995074325827
ACH-000018,-0.31525233417185283
ACH-000019,-0.2020799169445517
ACH-000021,-0.055434973404390436
ACH-000022,0.14604353884186558
ACH-000025,-0.036890232796778194
ACH-000028,-0.055958245765556566
ACH-000030,-0.039400946673839886
ACH-000035,-0.36405569229021295
ACH-000036,-0.11845894235181817
ACH-000037,0.008030660237973618
ACH-000039,-0.20059073254151988
ACH-000040,-0.09986449014539373
ACH-000041,-0.09310839660172343
ACH-000042,0.1295353526290799
ACH-000045,0.02610883511416424
ACH-000047,0.0002115661463326796
ACH-000052,-0.08542675526279976
ACH-000053,-0.30681676720330264
ACH-000054,-0.04315918249655756
ACH-000055,-0.2904222127709513
ACH-000060,0.01985279265602092
ACH-000067,-0.1834633425230495
ACH-000070,-0.16457075052856018
ACH-000075,-0.08095747172732144
ACH-000078,-0.047003362335600714
ACH-000082,-0.1635185616117353
ACH-000085,-0.028919065024846563
ACH-000086,0.004513225471951623
ACH-000087,-0.13051646284300594
ACH-000092,-0.009974159102062194
ACH-000095,0.1225428442012578
ACH-000097,-0.0859598870327284
ACH-000098,-0.2447614883929645
ACH-000099,-0.07805671253937486
ACH-000108,-0.032650578235033666
ACH-000113,0.03140912057699237
ACH-000116,-0.1343143753228751
ACH-000118,0.0004109081684854817
ACH-000120,-0.2561259788746095
ACH-000123,0.02072524714470423
ACH-000127,-0.13345902183795885
ACH-000128,-0.06008771501766937
ACH-000132,-0.011836506904910707
ACH-000133,-0.059577652852041314
ACH-000137,-0.06808533137099884
ACH-000138,-0.026150078513983863
ACH-000142,-0.2453050338091432
ACH-000143,0.07356403160076645
ACH-000146,-0.12550922091379738
ACH-000148,-0.100001490504412
ACH-000150,0.010284751159765406
ACH-000152,-0.17839615290811048
ACH-000153,-0.17845139657030346
ACH-000159,-0.06945480316012399
ACH-000160,-0.06465022277917662
ACH-000163,-0.20050000616565347
ACH-000167,0.019674626594207083
ACH-000168,0.10324052499846313
ACH-000169,-0.04448765156678772
ACH-000178,-0.1447471869993999
ACH-000183,-0.055809344460967115
ACH-000188,-0.054504355967349316
ACH-000189,0.05050341151907559
ACH-000190,0.03302703247094961
ACH-000198,-0.21261784797746888
ACH-000203,0.29891785233977297
ACH-000204,-0.002698683856315838
ACH-000206,0.1016991043792648
ACH-000207,-0.2174646738014053
ACH-000208,0.07078477071395152
ACH-000210,-0.2442808356636471
ACH-000211,-0.09684735735257384
ACH-000215,-0.039214376739470716
ACH-000221,-0.2494510339133767
ACH-000222,-0.05674452087592954
ACH-000223,-0.04409574206933019
ACH-000226,-0.06864498964940577
ACH-000227,0.02822485973728708
ACH-000228,-0.04029683058831638
ACH-000231,-0.1713133356403379
ACH-000232,-0.09878354628840597
ACH-000233,-0.10860937283773936
ACH-000234,-0.0066557252342830065
ACH-000235,-0.009788513854563722
ACH-000237,-0.0007761654014750628
ACH-000238,0.07403121750680329
ACH-000242,-0.4606845919400555
ACH-000243,-0.004050199675263556
ACH-000244,0.09919815156966937
ACH-000246,-0.026448534710486905
ACH-000248,0.02937647724910105
ACH-000250,-0.08349612849413326
ACH-000251,-0.08687963044408961
ACH-000252,-0.1570886053201177
ACH-000253,-0.01200688499911062
ACH-000255,-0.06492343251525225
ACH-000256,0.0446611658652005
ACH-000257,-0.23877420016276796
ACH-000258,-0.17454248198199507
ACH-000259,-0.05297900658368812
ACH-000260,-0.23881592441466626
ACH-000261,-0.13567884720577236
ACH-000262,-0.21065545916757805
ACH-000263,-0.3387580528555085
ACH-000264,-0.05584253691415061
ACH-000265,-0.0930153064532525
ACH-000266,-0.037533603679540235
ACH-000272,-0.15071580111008914
ACH-000274,-0.13602400502672934
ACH-000277,0.0005203328764450249
ACH-000278,-0.002674853211324896
ACH-000279,-0.08263641228656271
ACH-000280,-0.18403753245773846
ACH-000281,0.028495359939025543
ACH-000288,-0.15617211792599062
ACH-000291,-0.21034166727305545
ACH-000293,0.3460405621225151
ACH-000294,-0.2749792336075971
ACH-000295,-0.2333890891011582
ACH-000296,-0.3308564167274424
ACH-000302,-0.14490984313382022
ACH-000304,-0.025602306401364232
ACH-000307,-0.04475486467372063
ACH-000308,-0.03087191759510237
ACH-000310,-0.12957566282222904
ACH-000311,0.07687058138668723
ACH-000312,-0.048437457856364524
ACH-000315,-0.1009518430140826
ACH-000316,-0.1510503906440176
ACH-000317,-0.1130189659124292
ACH-000318,-0.1380377482243207
ACH-000319,-0.12102348891558372
ACH-000320,0.2759864941214911
ACH-000322,-0.2198528752452974
ACH-000323,-0.2841209561642485
ACH-000324,-0.05834547387006415
ACH-000329,-0.06479656716155538
ACH-000330,0.10557320095998886
ACH-000331,0.12572430068615678
ACH-000332,-0.11768156974927045
ACH-000334,-0.33562592701920185
ACH-000335,-0.10238002358234433
ACH-000336,0.4482943156010484
ACH-000337,-0.10674470660880694
ACH-000338,-0.41880000199662176
ACH-000339,0.009578186361704656
ACH-000341,0.08798329900189487
ACH-000348,-0.1321508533124251
ACH-000350,-0.11942009918811627
ACH-000352,-0.0922426179772419
ACH-000356,0.0338001296953834
ACH-000361,0.06901957155736921
ACH-000362,-0.2147471630146487
ACH-000363,-0.11502403329514185
ACH-000364,0.1107506420624336
ACH-000365,-0.12663285881137795
ACH-000366,-0.10562282839522084
ACH-000368,-0.29283778800831
ACH-000374,-0.20200701259671505
ACH-000375,-0.056333700596522124
ACH-000376,0.13819049007268386
ACH-000381,-0.22340829289967845
ACH-000383,-0.05397071482980969
ACH-000387,-0.056001384348663835
ACH-000389,-0.2306905428695991
ACH-000390,-0.17309648994729862
ACH-000393,-0.2488076005610189
ACH-000395,0.06540572237085097
ACH-000396,-0.3026491227577202
ACH-000397,-0.2293841478906913
ACH-000401,0.09966205875168672
ACH-000402,-0.008840200626987552
ACH-000403,-0.040034178765291036
ACH-000404,-0.14143387259311616
ACH-000406,-0.041561587839052234
ACH-000407,-0.26094420504011395
ACH-000408,-0.22390284002287356
ACH-000410,0.032229405736336134
ACH-000411,-0.15543475006382348
ACH-000414,-0.0241333098386542
ACH-000415,-0.11818347888948245
ACH-000416,-0.1016890483539519
ACH-000420,-0.2723745312607558
ACH-000421,-0.03537718945788612
ACH-000424,-0.15028115903570133
ACH-000425,-0.2820097760617368
ACH-000426,-0.13504298679076682
ACH-000427,-0.01750144246731809
ACH-000433,-0.1080737557328944
ACH-000435,0.14840569465693454
ACH-000436,-0.1932713753659892
ACH-000444,-0.10690134846017764
ACH-000445,-0.08379360810555421
ACH-000448,-0.0475018096401348
