,ALDH1L2 (160428)
ACH-000004,0.029907534523836238
ACH-000005,0.2647732044023112
ACH-000007,0.10158361052130233
ACH-000009,-0.018320475909788653
ACH-000011,-0.003092785499018776
ACH-000012,0.16955302153492816
ACH-000013,0.03522945635931536
ACH-000014,0.0016218873455197114
ACH-000015,-0.06433743358084336
ACH-000017,0.06917408084649967
ACH-000018,-0.11768577014023868
ACH-000019,0.19629920087776656
ACH-000021,-0.0544577110746002
ACH-000022,-0.053220459655615546
ACH-000025,0.09185051240343234
ACH-000028,0.0816049982421282
ACH-000030,0.06744463485704606
ACH-000035,0.08589455419467214
ACH-000036,-0.058250638316048764
ACH-000037,0.09663755539163504
ACH-000039,0.06072451174331224
ACH-000040,0.016513805855920986
ACH-000041,0.04748349904481704
ACH-000042,0.019129111840414253
ACH-000045,0.053873191402914654
ACH-000047,0.11616542588840414
ACH-000052,-0.005142321385105831
ACH-000053,-0.0021812062724638425
ACH-000054,0.11317592142022727
ACH-000055,0.14841112138685755
ACH-000060,0.1923142063048092
ACH-000067,-0.02883598647213995
ACH-000070,0.015649539692722786
ACH-000075,0.13089540790918636
ACH-000078,0.06111910950294176
ACH-000082,0.07438295181520024
ACH-000085,0.1834970868766025
ACH-000086,-0.0473237463446166
ACH-000087,0.009893159747789369
ACH-000092,-0.043094420585425376
ACH-000095,0.04681970340953332
ACH-000097,0.08172513650323017
ACH-000098,-0.03762621214060407
ACH-000099,0.03570597297732105
ACH-000108,0.10010035859055566
ACH-000113,-0.05291672688786779
ACH-000116,0.013358339651884384
ACH-000118,0.11543492215858725
ACH-000120,0.11875037875705174
ACH-000123,-0.02676401549260049
ACH-000127,0.04294932019224016
ACH-000128,-0.02205910726830108
ACH-000132,0.14417515864985572
ACH-000133,-0.13611202678948614
ACH-000137,0.09384285851381867
ACH-000138,0.086438945272393
ACH-000142,-0.03868843227245482
ACH-000143,0.04967861287124319
ACH-000146,0.060204236598568474
ACH-000148,0.016749388935423427
ACH-000150,-0.08319452515581642
ACH-000152,-0.054910686391021715
ACH-000153,0.012079263155606212
ACH-000159,0.021092404674089002
ACH-000160,0.02655410464824385
ACH-000163,-0.043077519898506236
ACH-000167,-0.19427814708818952
ACH-000168,-0.03539041739971144
ACH-000169,0.03863387482507824
ACH-000178,0.06955979151515128
ACH-000183,0.0732871045187847
ACH-000188,0.0053895700581628285
ACH-000189,-0.06008666687515522
ACH-000190,0.04297185109788236
ACH-000198,0.07083715096617632
ACH-000203,-0.2253581164509516
ACH-000204,0.11133872893977877
ACH-000206,0.001316520985273557
ACH-000207,0.12204464618674747
ACH-000208,0.08157661829844462
ACH-000210,-0.22440547986339301
ACH-000211,0.04829759940409235
