,GOT1L1 (137362)
ACH-000004,-0.06996468667872584
ACH-000005,-0.10802270744771178
ACH-000007,0.1850237518089076
ACH-000009,0.12211848151508638
ACH-000011,0.16605047777117196
ACH-000012,0.048587441896189666
ACH-000013,0.05286841225520718
ACH-000014,0.1403176388316622
ACH-000015,0.09949227988856958
ACH-000017,0.1650731087064779
ACH-000018,0.15755907977543013
ACH-000019,0.07747334327597351
ACH-000021,0.1269205599237995
ACH-000022,0.07754870556483222
ACH-000025,-0.10020806851265623
ACH-000028,0.07664238146981296
ACH-000030,0.11945865195655556
ACH-000035,-0.008522614756893776
ACH-000036,0.10943211601730364
ACH-000037,0.1541973920350778
ACH-000039,0.05925502222241257
ACH-000040,-0.08807534636447252
ACH-000041,0.06282691516897207
ACH-000042,0.0842707892238773
ACH-000045,0.0570181623706745
ACH-000047,0.2532488671646712
ACH-000052,0.02654504972365033
ACH-000053,0.0939252947429714
ACH-000054,0.09462081184341592
ACH-000055,0.007435975167718677
ACH-000060,-0.11928217288143522
ACH-000067,0.11025623204466456
ACH-000070,0.01706311596885273
ACH-000075,-0.11749428076965965
ACH-000078,0.1899905718861247
ACH-000082,0.07205332620569672
ACH-000085,0.2071993771811291
ACH-000086,0.02037413909968392
ACH-000087,0.1537853864516929
ACH-000092,0.24257074082841304
ACH-000095,0.229012289882591
ACH-000097,0.12231137827461705
ACH-000098,0.09207287307206083
ACH-000099,0.14980268038623798
ACH-000108,0.060422340740862876
ACH-000113,0.006563251099355294
ACH-000116,0.08339523209134746
ACH-000118,0.026709377745119074
ACH-000120,0.10406984330146167
ACH-000123,-0.018430233156256585
ACH-000127,0.05595930022302036
ACH-000128,-0.016997910334404932
ACH-000132,0.01124231450505809
ACH-000133,-0.018424369681876752
ACH-000137,0.13430196775523584
ACH-000138,0.20843137785731009
ACH-000142,0.2153172655514247
ACH-000143,0.11788063473527866
ACH-000146,0.1057973966456976
ACH-000148,0.17425294383553402
ACH-000150,-0.02887697200351976
ACH-000152,0.0963732573251848
ACH-000153,-0.11786185164818018
ACH-000159,0.1359346797131887
ACH-000160,0.14731625220916328
ACH-000163,0.05340688249941427
ACH-000167,-0.07357802565386465
ACH-000168,-0.03852389447396616
ACH-000169,0.10438162117193947
ACH-000178,0.07177304812648491
ACH-000183,0.14427230912757255
ACH-000188,0.07193593394625053
ACH-000189,0.265889067247783
ACH-000190,0.27014772573324475
ACH-000198,0.041867371532131804
ACH-000203,0.3982453675924577
ACH-000204,0.022228953791293117
ACH-000206,-0.14290458243534
ACH-000207,0.11061986178370543
ACH-000208,-0.04591666801316435
ACH-000210,0.0915193642282156
ACH-000211,0.07665443990567891
ACH-000215,0.15584994948978512
ACH-000221,0.07036045314171945
ACH-000222,0.13199846546811084
ACH-000223,0.20262399726410488
ACH-000226,0.1209154027091656
ACH-000227,-0.12125080608876534
ACH-000228,-0.07300939491817875
ACH-000231,0.07532230585325493
ACH-000232,0.09580677837045692
ACH-000233,0.20522330617692966
ACH-000234,0.06147816498972409
ACH-000235,0.08025963032982912
ACH-000237,0.08104141461000709
ACH-000238,0.1869729756952412
ACH-000242,0.3403435054113824
ACH-000243,0.01949827558713764
ACH-000244,0.20665667784469147
ACH-000246,0.07661554357939998
ACH-000248,0.09833877281051892
ACH-000250,0.1076237246887742
ACH-000251,0.13654168252158622
ACH-000252,0.012613839018911064
ACH-000253,0.09515211642346492
ACH-000255,0.09850534072788204
ACH-000256,0.08126987593706785
ACH-000257,-0.010099769899491998
ACH-000258,0.08603240483634968
ACH-000259,0.1375104395842695
ACH-000260,0.07637853470688259
ACH-000261,0.014843730618687129
ACH-000262,0.1575368470604611
ACH-000263,-0.22805435215977535
ACH-000264,0.12190611395032508
ACH-000265,0.014967972310727787
ACH-000266,0.1349829770800768
ACH-000272,0.21656973943979227
ACH-000274,0.15369840343903302
ACH-000277,0.2265933136679078
ACH-000278,0.0946092797603377
ACH-000279,0.09206003977479316
ACH-000280,0.15104551909077538
ACH-000281,0.1076352031706638
ACH-000288,0.09776210798772758
ACH-000291,0.2034594552246234
ACH-000293,0.005695614139680228
ACH-000294,0.2065312722923197
ACH-000295,0.11017926053756001
ACH-000296,-0.020775255125434086
ACH-000302,0.014065834443427173
ACH-000304,0.1670651241496533
ACH-000307,0.05581712335261612
ACH-000308,0.0809720904839125
ACH-000310,0.038533848630916
ACH-000311,0.1368277552467234
ACH-000312,0.1028929553789933
ACH-000315,0.05144601845714317
ACH-000316,0.24747105256062515
ACH-000317,0.0448216358615395
ACH-000318,-0.014357928874342256
ACH-000319,0.09815776525418636
ACH-000320,0.08004367328431139
ACH-000322,0.24571118900250602
ACH-000323,0.13073406897402914
ACH-000324,0.15826308815235982
ACH-000329,0.07101137621735566
ACH-000330,0.05192577102855751
ACH-000331,0.057471850173132825
ACH-000332,0.1287730021608766
ACH-000334,-0.1232250676146928
ACH-000335,0.14990839645511647
ACH-000336,-0.03461959345999431
ACH-000337,-0.01013873543015071
ACH-000338,0.25111378314477223
ACH-000339,0.004931839880853585
ACH-000341,0.05991079922765625
ACH-000348,0.09512903582777224
ACH-000350,0.1306680780563536
