,AKR7A3 (22977)
ACH-000004,-0.4711558032284408
ACH-000005,-0.3002668991348217
ACH-000007,-0.11654653263860205
ACH-000009,-0.4202632611461849
ACH-000011,-0.2889906497384807
ACH-000012,-0.3740114556134413
ACH-000013,-0.2387514902020765
ACH-000014,-0.4953781872764226
ACH-000015,-0.30154277083494296
ACH-000017,-0.4065793911758128
ACH-000018,-0.4508629924645143
ACH-000019,-0.18477327457539214
ACH-000021,-0.18165479667889228
ACH-000022,-0.25905274005070633
ACH-000025,-0.3588495790564473
ACH-000028,-0.3619371115652448
ACH-000030,-0.3790805030154837
ACH-000035,-0.5011132522636782
ACH-000036,-0.16318753538975958
ACH-000037,-0.4171749752027106
ACH-000039,-0.3980998434860383
ACH-000040,-0.36785342258134507
ACH-000041,-0.3033923271215451
ACH-000042,-0.1860614402396574
ACH-000045,-0.3518533546499153
ACH-000047,-0.2161668783772646
ACH-000052,-0.33041127174367296
ACH-000053,-0.2746056769343035
ACH-000054,-0.2984286383942097
ACH-000055,-0.4159091034527269
ACH-000060,-0.2959843101676831
ACH-000067,-0.4484470374541648
ACH-000070,-0.17373581623258638
ACH-000075,-0.22520889398840285
ACH-000078,-0.40116313519481
ACH-000082,-0.2880521867976354
ACH-000085,-0.2844468296720951
ACH-000086,-0.32064585056787626
ACH-000087,-0.1811292446389606
ACH-000092,-0.4039217179557376
ACH-000095,-0.3116662569380785
ACH-000097,-0.2936313696724822
ACH-000098,-0.4438846149818039
ACH-000099,-0.34072237851172194
ACH-000108,-0.30945247760268896
ACH-000113,-0.21993357616747647
ACH-000116,-0.2122134944646936
ACH-000118,-0.22912873821092086
ACH-000120,-0.15497181282069164
ACH-000123,-0.2756981702680502
ACH-000127,-0.31651290028526163
ACH-000128,-0.3324453255440453
ACH-000132,-0.08697823268965534
ACH-000133,-0.2182477299567931
ACH-000137,-0.20214038603436066
ACH-000138,-0.05446920270787123
ACH-000142,-0.3695202298992836
ACH-000143,-0.1863484195703877
ACH-000146,-0.21833629193082787
ACH-000148,-0.3042831543462491
ACH-000150,-0.3806335600482936
ACH-000152,-0.5133940395571625
ACH-000153,-0.29623860335485536
ACH-000159,-0.2877116429493184
ACH-000160,-0.2817893243911997
ACH-000163,-0.4078445865061399
ACH-000167,-0.19756572551398136
ACH-000168,-0.3715719858661738
ACH-000169,-0.3991879711947617
ACH-000178,-0.209567016133246
ACH-000183,-0.3145830184049256
ACH-000188,-0.42047678479480016
ACH-000189,-0.2575976925065076
ACH-000190,-0.1854451317724886
ACH-000198,-0.308601084553138
ACH-000203,-0.04982416728271365
ACH-000204,-0.1836105750562909
ACH-000206,-0.3623060842125039
ACH-000207,-0.25594471843927924
ACH-000208,-0.30830785530763416
ACH-000210,-0.3618943953354656
ACH-000211,-0.21256110903721606
ACH-000215,-0.32781798588288696
ACH-000221,-0.256543247014642
ACH-000222,-0.268599480790686
ACH-000223,-0.4603333898058234
ACH-000226,-0.21316039314210625
ACH-000227,-0.34717534825821705
ACH-000228,-0.2808169491347426
ACH-000231,-0.3685947729778471
ACH-000232,-0.2961136976250804
ACH-000233,-0.09493201869662933
ACH-000234,-0.36102887441803744
ACH-000235,-0.2688287686710383
ACH-000237,-0.4175542519057056
ACH-000238,-0.3571582907647344
ACH-000242,-0.32261978512962713
ACH-000243,-0.1689212709318038
ACH-000244,-0.2319537609841081
ACH-000246,-0.3309889598336054
ACH-000248,-0.3349931079564989
ACH-000250,-0.21782910416797704
ACH-000251,-0.2029461332446295
ACH-000252,-0.3440756214954501
ACH-000253,-0.28676767434518113
ACH-000255,-0.31014481762681256
ACH-000256,-0.27097864680800304
ACH-000257,-0.04818719703702582
ACH-000258,-0.2044000501637692
ACH-000259,-0.3003617706648655
ACH-000260,-0.3980265945977304
ACH-000261,-0.22251806708061594
ACH-000262,-0.3875251938379763
ACH-000263,-0.4079927917099183
ACH-000264,-0.3304363750547333
ACH-000265,-0.2188788413779383
ACH-000266,-0.20475707859049289
ACH-000272,-0.3903020230653213
ACH-000274,-0.36388325345902106
ACH-000277,-0.13553686827261924
ACH-000278,-0.4586614610088393
ACH-000279,-0.28294466961567205
ACH-000280,-0.3632852116047213
ACH-000281,-0.1314716492511065
ACH-000288,-0.3017595466420733
ACH-000291,-0.3078568716275537
ACH-000293,-0.30296983047515197
ACH-000294,-0.20296799417253228
ACH-000295,0.016777062777343626
ACH-000296,-0.35774356153706394
ACH-000302,-0.306574402397383
ACH-000304,-0.500515628827098
ACH-000307,-0.252758179212749
ACH-000308,-0.21328119136156168
ACH-000310,-0.38448053782145897
ACH-000311,-0.23949490800818074
ACH-000312,-0.2520877205891843
ACH-000315,-0.12597639884148573
ACH-000316,-0.2903356100606469
ACH-000317,-0.4459941968217164
ACH-000318,-0.3517567003804696
ACH-000319,-0.2398795629286991
ACH-000320,-0.25089930694545465
ACH-000322,-0.20881655193395005
ACH-000323,-0.4503142800631407
ACH-000324,-0.4283679164983155
ACH-000329,-0.2273389243934345
ACH-000330,-0.3781853917905849
ACH-000331,-0.35931829040284746
ACH-000332,-0.15898636077426792
ACH-000334,-0.4592984707976354
ACH-000335,-0.5365133109661956
ACH-000336,-0.4722414838634163
ACH-000337,-0.2943096316526896
ACH-000338,-0.7733383873347891
ACH-000339,-0.28062135454491555
ACH-000341,-0.4547230248267767
ACH-000348,-0.3181538964170688
ACH-000350,-0.2307374281380739
ACH-000352,-0.22172959843325546
ACH-000356,-0.22472889590701325
ACH-000361,-0.3986759484478694
ACH-000362,-0.2514915549329256
ACH-000363,-0.2175314730047009
ACH-000364,-0.3059627411334257
ACH-000365,-0.25000832703205744
ACH-000366,-0.3762402847874631
ACH-000368,-0.3914680179480142
ACH-000374,-0.28305801080263776
ACH-000375,-0.2195555073173883
ACH-000376,-0.3711235228869569
ACH-000381,-0.32348068228006466
ACH-000383,-0.29336343691407724
ACH-000387,-0.2751661588640482
ACH-000389,-0.29916268663971546
ACH-000390,-0.22237786188167488
ACH-000393,-0.3152580768462198
ACH-000395,-0.4811404950317166
ACH-000396,-0.19540993342315247
ACH-000397,-0.273407517171223
ACH-000401,-0.2281678450706399
ACH-000402,-0.16251058716762046
ACH-000403,-0.12557125884186032
ACH-000404,-0.1987559855821412
ACH-000406,-0.213357996953984
ACH-000407,-0.3334516771617673
ACH-000408,-0.32812578591520625
ACH-000410,-0.2408303819546891
ACH-000411,-0.33761944547556794
ACH-000414,-0.2236920584022374
ACH-000415,-0.3173818113184845
ACH-000416,-0.4511752000631077
ACH-000420,-0.2392160064401833
ACH-000421,-0.16465026464426236
ACH-000424,-0.3747457068459391
ACH-000425,-0.3997689813368058
ACH-000426,-0.2105689584255744
ACH-000427,-0.33924884823291523
ACH-000433,-0.3189535757299022
ACH-000435,-0.2863515541495811
ACH-000436,-0.2149292845166142
ACH-000444,-0.16785538462228208
ACH-000445,-0.27989273033717205
ACH-000448,-0.3625555084172205
ACH-000450,-0.3415203247055357
ACH-000452,-0.25328283639453736
ACH-000454,-0.43232415462225454
ACH-000458,-0.3674605962762809
ACH-000459,-0.17107454650119364
ACH-000460,-0.3985588667553559
ACH-000461,-0.38787594824698696
ACH-000463,-0.3649961351501552
ACH-000464,-0.4383319081262033
ACH-000466,-0.437982845806766
ACH-000467,-0.21040233292704927
ACH-000468,-0.26800437689696904
ACH-000469,-0.41368629379699823
ACH-000470,-0.02280610029703624
ACH-000471,-0.3109491765904815
ACH-000472,-0.25171477910339524
ACH-000473,-0.3141568627826817
ACH-000475,-0.28304628674853377
ACH-000476,-0.3395504724398861
ACH-000477,-0.5603137332070292
ACH-000479,-0.13993461563155962
ACH-000480,-0.2854767009728346
ACH-000481,-0.3674274523634543
ACH-000483,-0.4463623273437434
ACH-000484,-0.1821358126522388
ACH-000485,-0.23104018221955605
ACH-000486,-0.47606704930381893
ACH-000487,-0.4019989716177814
ACH-000488,-0.2394628107007303
ACH-000490,-0.15591782751822794
ACH-000491,-0.3963459376689034
ACH-000495,-0.4036774674589105
ACH-000496,-0.4735470335149014
ACH-000499,-0.2286059300733388
ACH-000500,-0.07403814775237272
ACH-000502,-0.2943483234413684
ACH-000503,-0.3619978468865441
ACH-000505,-0.33730894265404004
ACH-000507,-0.3310338454879407
ACH-000510,-0.19240136405666045
ACH-000511,-0.38612995556256735
ACH-000512,-0.436653591822076
ACH-000516,-0.2567155107472792
ACH-000517,-0.3376827804797157
ACH-000518,-0.248387018263498
ACH-000520,-0.2964840797365189
ACH-000521,-0.30907319438658826
ACH-000522,-0.4172639155992972
ACH-000524,-0.33268406760658104
ACH-000527,-0.19491627301479092
ACH-000528,-0.206741085534914
ACH-000537,-0.2371211360534223
ACH-000541,-0.42100412950984906
ACH-000542,-0.3027172172970339
ACH-000544,-0.3578238856693525
ACH-000545,-0.2424397100945643
ACH-000547,-0.495652191403534
ACH-000548,-0.13104625442046375
ACH-000549,-0.25267632064881473
ACH-000550,-0.2482417323644584
ACH-000552,-0.21968489627750745
ACH-000556,-0.2868163916111969
ACH-000557,-0.18102684480625245
ACH-000569,-0.4292226587863762
ACH-000570,-0.34764348525788796
ACH-000571,-0.30665326114413666
ACH-000573,-0.3509467183676928
ACH-000576,-0.3331764706920057
ACH-000579,-0.7298810421914229
ACH-000580,-0.35038276211180497
ACH-000584,-0.295833102720125
ACH-000585,-0.3558539905319709
ACH-000588,-0.3097672008112319
ACH-000589,-0.3003271182200565
ACH-000591,-0.4645127877763848
ACH-000593,-0.4118890551010389
ACH-000600,-0.4297171466551256
ACH-000601,-0.24111713896828285
ACH-000605,-0.3691986754517572
ACH-000606,-0.2175255689351824
ACH-000608,-0.2185284349230503
ACH-000614,-0.3223256827356532
ACH-000616,-0.20964301766841695
ACH-000618,-0.2637849840616007
ACH-000619,-0.4750801291391935
ACH-000620,-0.2336523692604313
ACH-000621,-0.2916891989030615
ACH-000622,-0.4634780058238931
ACH-000623,-0.3148044660230925
ACH-000624,-0.2911842722044193
ACH-000627,-0.4704043670104944
ACH-000630,-0.2443622623809455
ACH-000631,-0.3370730146607856
ACH-000632,-0.3681047075433499
ACH-000633,-0.19987684943781125
ACH-000637,-0.3317251952804767
ACH-000638,-0.2944745918735844
ACH-000646,-0.1746248145553376
ACH-000647,-0.17325307206945206
ACH-000648,-0.3564227410837365
ACH-000649,-0.3734234276878363
ACH-000651,-0.19152463480045284
ACH-000652,-0.19951172163191047
ACH-000653,-0.2885070937727249
ACH-000657,-0.2311961639185195
ACH-000658,-0.16482408357963202
ACH-000661,-0.19584623387840666
ACH-000662,-0.6031231579721723
ACH-000663,-0.24370035001901946
ACH-000665,-0.32124524223320405
ACH-000671,-0.3319419982842405
ACH-000672,-0.3660674173558355
ACH-000673,-0.3166974207269501
ACH-000676,-0.3611171964449365
ACH-000677,-0.2514253011857735
ACH-000681,-0.17966069135462415
ACH-000683,-0.2754979501135034
ACH-000684,-0.29494281163402075
ACH-000688,-0.3128013360359948
ACH-000693,-0.2082145724838064
ACH-000694,-0.2061593447298336
ACH-000695,-0.22168854862475584
ACH-000696,-0.31617554687318505
ACH-000697,-0.5093928149567004
ACH-000699,-0.3569735619562361
ACH-000701,-0.009805237584423629
ACH-000706,-0.35456516001489
ACH-000711,-0.2574131104308011
ACH-000713,-0.3949123098172416
ACH-000714,-0.33851285492513633
ACH-000718,-0.3064185452548229
ACH-000720,-0.4113750699794709
ACH-000721,-0.4120528939053682
ACH-000724,-0.3042034613726441
ACH-000725,-0.4605501902730889
ACH-000732,-0.1986530581310368
ACH-000734,-0.3762372677360935
ACH-000735,-0.3700261299556794
ACH-000736,-0.2077114387881739
ACH-000738,-0.21572287772100165
ACH-000746,-0.19334872432506756
ACH-000747,-0.31637822696114337
ACH-000748,-0.25017667484536016
ACH-000753,-0.2761012415682633
ACH-000756,-0.3156500393023169
ACH-000757,-0.29801561213811595
ACH-000758,-0.3316775778723554
ACH-000760,-0.2276733130554894
ACH-000762,-0.2711749817164077
ACH-000763,-0.0918699362852239
ACH-000764,-0.15723599775912472
ACH-000765,-0.3847707507883617
ACH-000766,-0.29055559563761696
ACH-000767,-0.25817582193177396
ACH-000768,-0.2573140482454596
ACH-000769,-0.4102057325724345
ACH-000770,-0.3298612844285056
ACH-000771,-0.21238220875223346
ACH-000773,-0.1735361175085324
ACH-000776,-0.5179965917505537
ACH-000777,-0.2271740372461705
ACH-000778,-0.3405924671076408
ACH-000781,-0.17205734681232296
ACH-000782,-0.35605346871051585
ACH-000783,-0.3128553024691117
ACH-000784,-0.3720143976053544
ACH-000785,-0.19125912977767048
ACH-000787,-0.4628557738219534
ACH-000788,-0.2435861725765236
ACH-000791,-0.20658307672683293
ACH-000792,-0.3412532284266839
ACH-000794,-0.3964510358030821
ACH-000796,-0.1730427772439852
ACH-000798,-0.4992571320681049
ACH-000799,-0.1813345154398767
ACH-000800,-0.34660387878572324
ACH-000802,-0.3197639119929685
ACH-000804,-0.5153595338803556
ACH-000805,-0.2486479334712099
ACH-000809,-0.1783489795908736
ACH-000810,-0.3292182436894104
ACH-000811,-0.3619224141446107
ACH-000817,-0.2886308485675702
ACH-000819,-0.2322500797751416
ACH-000820,-0.08542213924144337
ACH-000821,-0.2689142302760513
ACH-000822,-0.21311368289512247
ACH-000823,-0.20380245893395826
ACH-000824,-0.19813165484738307
ACH-000827,-0.3484263061058012
ACH-000829,-0.36645492591983936
ACH-000831,-0.5195597817957687
ACH-000832,-0.33952138782192764
ACH-000833,-0.4073299488765673
ACH-000834,-0.3259254138980001
ACH-000835,-0.3742263669158332
ACH-000836,-0.2534735098442249
ACH-000837,-0.2786928461927565
ACH-000838,-0.22901031798855195
ACH-000839,-0.2752431236741687
ACH-000840,-0.2174582794236828
ACH-000841,-0.496153110794256
ACH-000843,-0.1556159780716632
ACH-000846,-0.5571209032065434
ACH-000847,-0.3300418173559383
ACH-000848,-0.1495311637802548
ACH-000849,-0.3969045224734815
ACH-000851,-0.4539065131043918
ACH-000855,-0.09623523603606424
ACH-000856,-0.37164879821803465
ACH-000858,-0.23554785932909994
ACH-000859,-0.5277650161224493
ACH-000861,-0.300594692446868
ACH-000862,-0.26691992869577025
ACH-000865,-0.19593979449751114
ACH-000866,-0.30462972118156195
ACH-000867,-0.31606819138122605
ACH-000869,-0.14280663217004544
ACH-000872,-0.435955783277604
ACH-000873,-0.3705336625644112
ACH-000876,-0.30645772649505426
ACH-000878,-0.06693586176314723
ACH-000880,-0.2547517755501959
ACH-000881,-0.3225279758987376
ACH-000882,-0.40478253901243694
ACH-000884,-0.19034855641222465
ACH-000885,-0.34460238189661857
ACH-000887,-0.3082592552994266
ACH-000889,-0.2320141488111749
ACH-000896,-0.3837289689382275
ACH-000898,-0.20007687982949227
ACH-000900,-0.30831012720631795
ACH-000901,-0.31923353777201097
ACH-000905,-0.2638583266482311
ACH-000906,-0.28305195257016263
ACH-000907,-0.3204725825044465
ACH-000910,-0.23826717124643665
ACH-000911,-0.4359076195931381
ACH-000912,-0.2197410110148903
ACH-000913,-0.3319723835680801
ACH-000915,-0.2780938237474876
ACH-000916,-0.11179810286553517
ACH-000917,-0.1914802205165732
ACH-000920,-0.17526546319583314
ACH-000921,-0.5150112739851213
ACH-000924,-0.2471900222205313
ACH-000926,-0.27213885628325285
ACH-000928,-0.07533035104595527
ACH-000929,-0.2535565528215176
ACH-000932,-0.10066388901719668
ACH-000935,-0.16690694122583538
ACH-000936,-0.4580077453495132
ACH-000937,-0.3913578110681297
ACH-000938,-0.3412485146243299
